"code","codeSystemVersion","codeSystem","uuid:ID","decode","id","instanceType"
"C175574","2023-09-29","http://www.cdisc.org","6409b0c8-4a11-473a-b0c7-e74e21a052ba","In Person","Code_96","Code"
"C25716","2023-09-29","http://www.cdisc.org","43723f34-67b9-4aa0-8745-e08f49c8d875","Visit","Code_97","Code"
"C51282","2023-09-29","http://www.cdisc.org","791deff5-f091-4872-b1f1-564bd202a35a","Clinic","Code_98","Code"
"C175574","2023-09-29","http://www.cdisc.org","9ac4474f-db20-46a4-ae60-8416824d7869","In Person","Code_99","Code"
"C25716","2023-09-29","http://www.cdisc.org","917dcccd-9823-4efa-8c65-9a0e38aaabf6","Visit","Code_100","Code"
"C51282","2023-09-29","http://www.cdisc.org","b90492f5-eabb-4a47-9595-be4bb8582354","Clinic","Code_101","Code"
"C175574","2023-09-29","http://www.cdisc.org","2b6b8f87-80b5-4536-8981-ba6434a14f91","In Person","Code_102","Code"
"C171537","2023-09-29","http://www.cdisc.org","c5bc2ba6-b01a-48b0-b6bf-00cee196e58a","Telephone Call","Code_103","Code"
"C25716","2023-09-29","http://www.cdisc.org","8738ff6b-c9c6-4184-a3f2-7490f9f95abb","Visit","Code_104","Code"
"C51282","2023-09-29","http://www.cdisc.org","9524afa1-89d3-4dc7-ae76-150e7d977544","Clinic","Code_105","Code"
"C175574","2023-09-29","http://www.cdisc.org","9210a37d-bc6d-4cdf-81dd-9f3cdb95904d","In Person","Code_106","Code"
"C171537","2023-09-29","http://www.cdisc.org","794ebf82-f821-4b5d-805d-9c30114c18cd","Telephone Call","Code_107","Code"
"C25716","2023-09-29","http://www.cdisc.org","b223478d-adab-4f20-b66a-5abcfe0efb43","Visit","Code_108","Code"
"C51282","2023-09-29","http://www.cdisc.org","830a1561-54a0-41e8-8c1f-20f6ab1e3a37","Clinic","Code_109","Code"
"C175574","2023-09-29","http://www.cdisc.org","5cf8b40c-5369-4cab-8d76-e367b625d7e3","In Person","Code_110","Code"
"C171537","2023-09-29","http://www.cdisc.org","4127d8e5-8d82-446e-be08-617b7d2463d6","Telephone Call","Code_111","Code"
"C25716","2023-09-29","http://www.cdisc.org","89e74ede-518d-428a-a753-fc6578277004","Visit","Code_112","Code"
"C51282","2023-09-29","http://www.cdisc.org","7d1a600b-d146-4f25-8745-14e2a79dedee","Clinic","Code_113","Code"
"C175574","2023-09-29","http://www.cdisc.org","6a5c9ac0-905d-45fc-9a18-99038543e0bd","In Person","Code_114","Code"
"C171537","2023-09-29","http://www.cdisc.org","d7d6e3a5-9372-4139-9c5f-f6d0aadd5f12","Telephone Call","Code_115","Code"
"C25716","2023-09-29","http://www.cdisc.org","e668383b-ec04-4424-bc1f-e2076ad446eb","Visit","Code_116","Code"
"C51282","2023-09-29","http://www.cdisc.org","af7c62e4-f470-4401-8a45-b4fb4f37e3a4","Clinic","Code_117","Code"
"C175574","2023-09-29","http://www.cdisc.org","77e86358-460d-4024-bc4a-556445a1ec15","In Person","Code_118","Code"
"C25716","2023-09-29","http://www.cdisc.org","2a393347-994b-46e3-99b5-ef396309da48","Visit","Code_119","Code"
"C51282","2023-09-29","http://www.cdisc.org","7cba4d2e-2a0d-448e-a65f-d447136cc7f5","Clinic","Code_120","Code"
"C175574","2023-09-29","http://www.cdisc.org","97b39a16-f2e1-43d3-b7ad-d1858fbf98b6","In Person","Code_121","Code"
"383371000119108","January 31, 2018","SNOMED","d4b4eb82-7c04-44bf-86d9-cb7654200d80","CT of head without contrast","Code_79","Code"
"123","12","SPONSOR","bf42abec-56a7-47ad-a44e-d7f952cd2c0a","Subject Supine","Code_80","Code"
"124","12","SPONSOR","2bc4a27a-a3bd-4854-ad48-0b456ee9229c","Subject Standing","Code_81","Code"
"C173522","","NCI Thesaurus","9f6aa500-43e3-49d9-9c95-0fcd8b732a1b","Vital Signs Result","Code_278","Code"
"C42537","2023-09-29","http://www.cdisc.org","1c71f042-2bd4-42c2-90af-fd3ddcb5ca7d","Kelvin","Code_279","Code"
"C44276","","NCI Thesaurus","2e88b845-5338-4e3a-ad9a-5d28d2e393ce","Unit of Temperature","Code_280","Code"
"C83088","","NCI Thesaurus","a4616776-665f-4329-9294-72c1421877ad","Vital Signs Location","Code_281","Code"
"C174446","","NCI Thesaurus","f2e90cdc-8876-41d5-a851-d4ba27384ae6","Body Temperature","Code_277","Code"
"C173522","","NCI Thesaurus","1eaae321-c614-4803-863f-dc95c2c5d3af","Vital Signs Result","Code_283","Code"
"C28252","2023-09-29","http://www.cdisc.org","609d6645-6667-44eb-aa5e-eb5c67fed45d","Kilogram","Code_284","Code"
"C48155","2023-09-29","http://www.cdisc.org","f4719a54-3dc3-417e-8f53-c37393cee15b","Gram","Code_285","Code"
"C48531","2023-09-29","http://www.cdisc.org","e5486c8b-e7bc-4983-910b-fc9ec409734c","Pound","Code_286","Code"
"C48208","","NCI Thesaurus","582b4d13-f5a0-41d2-b128-a0eb11726102","Unit of Weight","Code_287","Code"
"C81328","","NCI Thesaurus","b2887f64-3ca0-4262-9142-87013abd2309","Body Weight","Code_282","Code"
"C173522","","NCI Thesaurus","bf160a2f-ad84-4c0b-835e-1566477a7ddd","Vital Signs Result","Code_289","Code"
"C49668","2023-09-29","http://www.cdisc.org","2ab95abb-1573-48a9-920e-e86b16fff742","Centimeter","Code_290","Code"
"C48500","2023-09-29","http://www.cdisc.org","6b522f82-5084-4631-bb34-4adb8cf30de3","Inch","Code_291","Code"
"C28251","2023-09-29","http://www.cdisc.org","24aec3f6-ae14-4ccc-bd96-fe5f12308545","Millimeter","Code_292","Code"
"C41139","2023-09-29","http://www.cdisc.org","bc85ddd9-39a0-414e-8ebf-9531f64c7832","Meter","Code_293","Code"
"C168688","","NCI Thesaurus","025d9e8f-457e-48ae-86d3-50a15b1e9d65","Unit of Height","Code_294","Code"
"C164634","","NCI Thesaurus","02d040c2-5ecd-4dc5-8b71-1e74b362d28f","Body Height","Code_288","Code"
"C36292","","NCI Thesaurus","d1d01eb6-38a4-438d-8778-8c7e5399d055","Laboratory Test Result","Code_296","Code"
"C83309","","NCI Thesaurus","81ba9b8a-3ccf-4cae-863e-5bfa76b812f4","Laboratory Test Fasting Status","Code_297","Code"
"C67365","","NCI Thesaurus","3c219f0e-f5e0-4e82-af6f-561da54b48a7","Unit of Catalytic Activity Concentration","Code_298","Code"
"C70713","","NCI Thesaurus","60b06cb9-cf01-449b-b651-141cc25f48cd","Biospecimen Type","Code_299","Code"
"C64433","","NCI Thesaurus","20c08965-d68f-40bf-8ab4-0ca8a8a3e4cd","Alanine Aminotransferase Measurement","Code_295","Code"
"C36292","","NCI Thesaurus","868935d3-4df6-476c-bfb5-0c3a4697c58b","Laboratory Test Result","Code_301","Code"
"C83309","","NCI Thesaurus","e5bdcead-1f68-432f-8dbc-de3ffb8a270f","Laboratory Test Fasting Status","Code_302","Code"
"C48207","","NCI Thesaurus","e5428551-c758-4f98-8229-b9c44fb57a2e","Unit of Concentration","Code_303","Code"
"C70713","","NCI Thesaurus","e51114f1-9f79-4fd4-ab73-3c3e9fd0600d","Biospecimen Type","Code_304","Code"
"C64431","","NCI Thesaurus","079cdfcb-0608-4f8a-bf53-5ba2c248a279","Albumin Measurement","Code_300","Code"
"C36292","","NCI Thesaurus","c2bb92e8-9d97-4998-aa0d-58f229aa096a","Laboratory Test Result","Code_306","Code"
"C83309","","NCI Thesaurus","a4d24c13-c073-4c45-826a-4b5a20868271","Laboratory Test Fasting Status","Code_307","Code"
"C67365","","NCI Thesaurus","ab0eea55-8256-4c75-b930-31497335c44f","Unit of Catalytic Activity Concentration","Code_308","Code"
"C70713","","NCI Thesaurus","bd302fb7-ac6f-4315-b1b5-daabcc937011","Biospecimen Type","Code_309","Code"
"C64432","","NCI Thesaurus","2b6232ac-22af-4074-b2e9-c36e44118c56","Alkaline Phosphatase Measurement","Code_305","Code"
"C36292","","NCI Thesaurus","bb815f28-fa13-43e2-9046-b99b197040b6","Laboratory Test Result","Code_311","Code"
"C83309","","NCI Thesaurus","9ed36336-6637-4f7d-967c-3080fdaaa960","Laboratory Test Fasting Status","Code_312","Code"
"C67365","","NCI Thesaurus","0ed48b5c-302b-436f-9f2a-93f2edf032de","Unit of Catalytic Activity Concentration","Code_313","Code"
"C70713","","NCI Thesaurus","0ab421fb-5588-431e-abf4-4e7cd1d7b7fe","Biospecimen Type","Code_314","Code"
"C64467","","NCI Thesaurus","fc2cbbeb-183d-48e1-bc7c-29c447e7db52","Aspartate Aminotransferase Measurement","Code_310","Code"
"C36292","","NCI Thesaurus","9216e14b-d88e-4c37-a91e-2851966e6474","Laboratory Test Result","Code_316","Code"
"C83309","","NCI Thesaurus","6c2b8fae-ff64-4c70-9dc5-462bd68b3932","Laboratory Test Fasting Status","Code_317","Code"
"C48207","","NCI Thesaurus","db360075-9616-4007-9c8e-1a5cbda5d7b1","Unit of Concentration","Code_318","Code"
"C70713","","NCI Thesaurus","90f73cd6-a2b0-4034-9986-423170aea425","Biospecimen Type","Code_319","Code"
"C64547","","NCI Thesaurus","9c610b53-7164-4241-b7e0-9d5425410164","Creatinine Measurement","Code_315","Code"
"C36292","","NCI Thesaurus","3a0ef6e7-650f-4538-ac82-3ee2056a1d79","Laboratory Test Result","Code_321","Code"
"C83309","","NCI Thesaurus","8919cb2f-33aa-48ae-8242-3e828abfbaac","Laboratory Test Fasting Status","Code_322","Code"
"C64567","","NCI Thesaurus","b2c8c2bf-5a7b-42fb-801a-28219cb54605","Molarity Unit","Code_323","Code"
"C70713","","NCI Thesaurus","2515ab33-1e73-463b-9bef-b14e8fa77e22","Biospecimen Type","Code_324","Code"
"C64853","","NCI Thesaurus","417db749-0e38-45d7-ae6a-c6d25874a3c7","Potassium Measurement","Code_320","Code"
"C36292","","NCI Thesaurus","99aff2da-0bb9-4d0e-b01f-ea43d488bd89","Laboratory Test Result","Code_326","Code"
"C83309","","NCI Thesaurus","f5dca8c5-ebaa-4715-b140-730293d333dd","Laboratory Test Fasting Status","Code_327","Code"
"C64567","","NCI Thesaurus","1c98e4e9-948a-4aa1-a40e-f136d322de38","Molarity Unit","Code_328","Code"
"C70713","","NCI Thesaurus","14e66d26-cf7d-4bf7-a06d-6a6891547854","Biospecimen Type","Code_329","Code"
"C64809","","NCI Thesaurus","6a7c2d6b-185b-446e-af29-1ccba6f06025","Sodium Measurement","Code_325","Code"
"C78541","","NCI Thesaurus","d0dc07d9-ec38-47fc-84cf-47f9ceaf639b","Adverse Event Verbatim Description","Code_145","Code"
"C83344","","NCI Thesaurus","9aaa93b7-ac9e-4f7e-b104-0396a2f5cdfb","Adverse Event Dictionary Derived Term","Code_146","Code"
"C83198","","NCI Thesaurus","89238789-a51b-423d-84cd-919d3aa37056","Adverse Event Category","Code_147","Code"
"C83212","","NCI Thesaurus","dcdd19f5-c4c9-437a-893c-6643560efa4b","Adverse Event Subcategory","Code_148","Code"
"C87840","","NCI Thesaurus","d9237444-7318-4041-894a-1d07115e7f77","Adverse Event Pre-specified","Code_149","Code"
"C53253","","NCI Thesaurus","7e503012-12b3-4782-ab48-54bd803b8ad7","Severity of Adverse Event","Code_150","Code"
"C78605","","NCI Thesaurus","45539c5f-48c9-49ba-9b0f-b2858817b8c7","Adverse Event Toxicity Grade","Code_151","Code"
"C53252","","NCI Thesaurus","937de27c-8587-44d3-9f24-c7880a7c88c9","Seriousness of Adverse Event","Code_152","Code"
"C83013","","NCI Thesaurus","1bef6b62-d0ea-48cb-8ccd-ddd13c98581c","Adverse Event Action Taken with Study Treatment","Code_153","Code"
"C41358","","NCI Thesaurus","049ad45e-365b-4343-86cf-f0b66192131b","Adverse Event Attribution to Product or Procedure","Code_154","Code"
"C71325","2023-09-29","http://www.cdisc.org","b5545fcf-ec5a-4c6a-b981-02458aca7015","Intermittent","Code_155","Code"
"C83208","","NCI Thesaurus","c2e52b66-fe84-423a-906f-7633478348cc","Adverse Event Pattern","Code_156","Code"
"C49489","","NCI Thesaurus","48bd27a6-db0f-4ae0-9492-cae1e57ac18f","Adverse Event Outcome","Code_157","Code"
"C83215","","NCI Thesaurus","73edf694-c033-4786-a107-be8ded36765f","Adverse Event Start Date Time","Code_158","Code"
"C83201","","NCI Thesaurus","54c5a93e-baff-49bd-a269-acae6d83f684","Adverse Event End Date Time","Code_159","Code"
"C41331","","NCI Thesaurus","4fff532d-c98f-48ba-adfe-52834b677d30","Adverse Event","Code_144","Code"
"C173522","","NCI Thesaurus","88492eca-89c8-4877-93e9-3aa3982860f5","Vital Signs Result","Code_161","Code"
"C42547","2023-09-29","http://www.cdisc.org","3dc240c7-e693-4e0c-ad8e-677e7b5f4af4","Pascal","Code_162","Code"
"C49669","","NCI Thesaurus","a67e4385-fc73-4aa6-9ef8-ea40edafce05","Unit of Pressure","Code_163","Code"
"C83088","","NCI Thesaurus","ec9519d4-891f-4259-ae0d-d107fa76d2f8","Vital Signs Location","Code_164","Code"
"C123975","","NCI Thesaurus","6bd33281-9815-4eab-ba41-b9ef943150db","Vital Signs Laterality","Code_165","Code"
"C82535","","NCI Thesaurus","2a249045-6cec-4ecb-93d4-95d9a623a5fb","Test Method","Code_166","Code"
"C83114","","NCI Thesaurus","45a43ab5-dc53-4d5c-bb09-6bc823f70d03","Vital Signs Position","Code_167","Code"
"C25298","","NCI Thesaurus","a3092719-577a-4e77-aaa8-3c53f168862c","Systolic Blood Pressure","Code_160","Code"
"C173522","","NCI Thesaurus","12eb4f30-1070-4f0e-af7f-d834cce55e9d","Vital Signs Result","Code_169","Code"
"C42547","2023-09-29","http://www.cdisc.org","105aebd1-94bb-445c-ab78-a11a9ab04fe0","Pascal","Code_170","Code"
"C49669","","NCI Thesaurus","fd30d5b0-6179-4699-a036-d6976f91d657","Unit of Pressure","Code_171","Code"
"C83088","","NCI Thesaurus","11009615-2b00-4ae3-b5d6-2b8228138d83","Vital Signs Location","Code_172","Code"
"C123975","","NCI Thesaurus","e1e100b4-db39-4650-84e8-30e06ffd3b1b","Vital Signs Laterality","Code_173","Code"
"C82535","","NCI Thesaurus","a03e8ae9-87ef-4bb3-8a9f-f46453b46fec","Test Method","Code_174","Code"
"C83114","","NCI Thesaurus","281dbdd8-9408-4cf2-8146-d8a58da0f03f","Vital Signs Position","Code_175","Code"
"C25299","","NCI Thesaurus","557a76df-31ea-4178-9158-0607cfbeff33","Diastolic Blood Pressure","Code_168","Code"
"C173522","","NCI Thesaurus","e981faa2-63eb-4c00-94ff-77ab1a785780","Vital Signs Result","Code_177","Code"
"C42537","2023-09-29","http://www.cdisc.org","107827cf-05ec-4f91-a18c-6b207717c349","Kelvin","Code_178","Code"
"C44276","","NCI Thesaurus","8626a69e-573f-4e25-9b09-839be4a4880a","Unit of Temperature","Code_179","Code"
"C83088","","NCI Thesaurus","70470200-425e-4037-ae0a-f75f25851ef4","Vital Signs Location","Code_180","Code"
"C174446","","NCI Thesaurus","69ca5155-f401-4ec6-9216-4b41d04b398a","Body Temperature","Code_176","Code"
"C173522","","NCI Thesaurus","950238c4-6659-4901-a2a1-641ac738c963","Vital Signs Result","Code_182","Code"
"C28252","2023-09-29","http://www.cdisc.org","b2a67a5f-1a92-487c-8de5-b63f0b346ef9","Kilogram","Code_183","Code"
"C48155","2023-09-29","http://www.cdisc.org","57bd6c72-1409-4d52-8044-cfaa82e31119","Gram","Code_184","Code"
"C48531","2023-09-29","http://www.cdisc.org","d6a1c2f2-d543-4feb-9015-4643c32b3104","Pound","Code_185","Code"
"C48208","","NCI Thesaurus","82ebf000-915a-4398-8f2f-7d883810680c","Unit of Weight","Code_186","Code"
"C81328","","NCI Thesaurus","04deffd4-3ed1-43c5-9681-97ef84974b67","Body Weight","Code_181","Code"
"C173522","","NCI Thesaurus","9d9b0f8f-a636-4cc1-aadb-f4a32e6a0c02","Vital Signs Result","Code_188","Code"
"C49668","2023-09-29","http://www.cdisc.org","67082993-f282-4c5b-a862-2618e1acb91a","Centimeter","Code_189","Code"
"C48500","2023-09-29","http://www.cdisc.org","02aec0d2-f509-4602-8ad3-452232a2075e","Inch","Code_190","Code"
"C28251","2023-09-29","http://www.cdisc.org","7eea73e1-d71b-4405-8b4c-34a01e25e769","Millimeter","Code_191","Code"
"C41139","2023-09-29","http://www.cdisc.org","5dac2c26-41f6-4e2b-b45b-67c62a43ef1c","Meter","Code_192","Code"
"C168688","","NCI Thesaurus","3f9b7f45-e584-4bd9-87e9-1d3363dc9402","Unit of Height","Code_193","Code"
"C164634","","NCI Thesaurus","a9757ecf-d69a-4055-b654-43591c59e349","Body Height","Code_187","Code"
"C36292","","NCI Thesaurus","17acb89b-2b95-448c-95f9-2f4d43ed77c4","Laboratory Test Result","Code_195","Code"
"C83309","","NCI Thesaurus","2af7426d-39dc-438c-b987-694414f6d90a","Laboratory Test Fasting Status","Code_196","Code"
"C67365","","NCI Thesaurus","f546bc0c-f2a2-4aa5-b61e-16839762674e","Unit of Catalytic Activity Concentration","Code_197","Code"
"C70713","","NCI Thesaurus","1ed7ed46-c755-4c63-9d25-891d42d73a73","Biospecimen Type","Code_198","Code"
"C64433","","NCI Thesaurus","d097f8dc-821e-4eaf-a9ca-801ee1f8eedf","Alanine Aminotransferase Measurement","Code_194","Code"
"C36292","","NCI Thesaurus","3132c471-2d08-413f-997a-2c60a651a7ad","Laboratory Test Result","Code_200","Code"
"C83309","","NCI Thesaurus","7dfda337-36ca-4a9a-9ad5-466b7f053a39","Laboratory Test Fasting Status","Code_201","Code"
"C48207","","NCI Thesaurus","b414c332-a830-4fdf-a73f-a6b624ec65c1","Unit of Concentration","Code_202","Code"
"C70713","","NCI Thesaurus","45d31b29-dcb6-4d80-934b-ea32513c588a","Biospecimen Type","Code_203","Code"
"C64431","","NCI Thesaurus","543acc49-3ce0-4753-8c49-b8445af23a67","Albumin Measurement","Code_199","Code"
"C36292","","NCI Thesaurus","d4efca24-c4c6-4785-889a-964d0b242f86","Laboratory Test Result","Code_205","Code"
"C83309","","NCI Thesaurus","2aafc690-5d39-4c38-a68e-555681d527a0","Laboratory Test Fasting Status","Code_206","Code"
"C67365","","NCI Thesaurus","04ecd4c0-c493-4c0f-b695-154287601268","Unit of Catalytic Activity Concentration","Code_207","Code"
"C70713","","NCI Thesaurus","3c575caa-9c8f-44f8-8688-d9ea5cee930f","Biospecimen Type","Code_208","Code"
"C64432","","NCI Thesaurus","9236e342-a658-47be-a0b2-d7b3f2c4b057","Alkaline Phosphatase Measurement","Code_204","Code"
"C36292","","NCI Thesaurus","941f1dc6-5725-4983-9b81-388f8f794a71","Laboratory Test Result","Code_210","Code"
"C83309","","NCI Thesaurus","de92f5fe-561e-41c8-b60f-2e17699329e1","Laboratory Test Fasting Status","Code_211","Code"
"C67365","","NCI Thesaurus","5a6d3a1f-6ef7-496d-a423-857e910c51f6","Unit of Catalytic Activity Concentration","Code_212","Code"
"C70713","","NCI Thesaurus","c5d70ad2-ecf5-4795-83bd-ef392f0a60d7","Biospecimen Type","Code_213","Code"
"C64467","","NCI Thesaurus","c273e287-e325-48c2-9a59-e36385a7478b","Aspartate Aminotransferase Measurement","Code_209","Code"
"C36292","","NCI Thesaurus","a9d1b31e-b705-4043-a1ef-a2c644758d88","Laboratory Test Result","Code_215","Code"
"C83309","","NCI Thesaurus","ec1d7482-abf2-489c-98d5-d665881b84b4","Laboratory Test Fasting Status","Code_216","Code"
"C48207","","NCI Thesaurus","146d972d-bc58-46ab-8fed-b3f182e2e45a","Unit of Concentration","Code_217","Code"
"C70713","","NCI Thesaurus","7dbc75ba-0361-499f-9128-d2add4b254a4","Biospecimen Type","Code_218","Code"
"C64547","","NCI Thesaurus","00a738db-2733-4e05-bcc8-61c5ec3e342e","Creatinine Measurement","Code_214","Code"
"C36292","","NCI Thesaurus","34fcc838-24b6-4afe-a6dc-de2eeb3b1534","Laboratory Test Result","Code_220","Code"
"C83309","","NCI Thesaurus","10173920-356d-4053-a51f-8884ce4d3245","Laboratory Test Fasting Status","Code_221","Code"
"C64567","","NCI Thesaurus","86de447d-3992-45d1-a410-906142bd8135","Molarity Unit","Code_222","Code"
"C70713","","NCI Thesaurus","650643eb-4dce-47c2-8afb-423b0d8cc763","Biospecimen Type","Code_223","Code"
"C64853","","NCI Thesaurus","938a2b99-1c34-4515-a6a1-724a769f3a6b","Potassium Measurement","Code_219","Code"
"C36292","","NCI Thesaurus","9cd2fb1c-16d9-47e7-9d8c-0bc01129edfd","Laboratory Test Result","Code_225","Code"
"C83309","","NCI Thesaurus","713b26fc-9948-4cbc-b61b-bb80be36426e","Laboratory Test Fasting Status","Code_226","Code"
"C64567","","NCI Thesaurus","6f101c27-caa3-46ea-b38b-73065d73c41f","Molarity Unit","Code_227","Code"
"C70713","","NCI Thesaurus","748a2b42-a186-410a-8fd9-1592556794cf","Biospecimen Type","Code_228","Code"
"C64809","","NCI Thesaurus","6cd6f9fe-86b0-4154-b009-82febcff9d76","Sodium Measurement","Code_224","Code"
"C173522","","NCI Thesaurus","c3af93fe-6f2c-4f53-88cf-77c4de3f3d4e","Vital Signs Result","Code_230","Code"
"C42547","2023-09-29","http://www.cdisc.org","e50d645c-74d8-407a-bb2f-097bc3d520c6","Pascal","Code_231","Code"
"C49669","","NCI Thesaurus","8c85efeb-a61f-4087-9622-886af635b1cf","Unit of Pressure","Code_232","Code"
"C83088","","NCI Thesaurus","d273d7f9-dd4d-4ea9-ad6b-d839a1924001","Vital Signs Location","Code_233","Code"
"C123975","","NCI Thesaurus","954a0a7f-5d21-4e96-be6e-f6b4c3734562","Vital Signs Laterality","Code_234","Code"
"C82535","","NCI Thesaurus","1e69ae2f-94fb-4ee2-a423-c77638505502","Test Method","Code_235","Code"
"C83114","","NCI Thesaurus","eb20c4b0-f2ed-407b-8be1-10d7a2cb1951","Vital Signs Position","Code_236","Code"
"C25298","","NCI Thesaurus","9fb65625-201f-4dfc-bbb0-fb7a3fede7ba","Systolic Blood Pressure","Code_229","Code"
"C173522","","NCI Thesaurus","172ad37b-5134-4b95-a0b1-1f3184275ec4","Vital Signs Result","Code_238","Code"
"C42547","2023-09-29","http://www.cdisc.org","4cc74e91-0d14-4ad9-84eb-b14290dddee8","Pascal","Code_239","Code"
"C49669","","NCI Thesaurus","a038a841-dd19-4a47-869e-336bdda2e513","Unit of Pressure","Code_240","Code"
"C83088","","NCI Thesaurus","3d65e6a5-facd-43fd-9aea-7f4255da101e","Vital Signs Location","Code_241","Code"
"C123975","","NCI Thesaurus","40963fe1-c6a9-42c0-9f59-d9450abe8b15","Vital Signs Laterality","Code_242","Code"
"C82535","","NCI Thesaurus","d133a6d0-8736-4ecd-bf96-5fb40d7e21e7","Test Method","Code_243","Code"
"C83114","","NCI Thesaurus","443ba1ee-69e2-454e-ad77-ec2d144d17c7","Vital Signs Position","Code_244","Code"
"C25299","","NCI Thesaurus","8e6d6ddd-6177-4f72-a60e-1578a7bd6606","Diastolic Blood Pressure","Code_237","Code"
"C173522","","NCI Thesaurus","054c49b3-ce80-423a-9a7f-4af5a131ad2c","Vital Signs Result","Code_246","Code"
"C49673","2023-09-29","http://www.cdisc.org","1fa86cd7-bf2e-4eee-a8f8-e50c82e0eab8","Beats per Minute","Code_247","Code"
