"name","id","datatype","instanceType","label","uuid:ID","isRequired","isEnabled"
"Test Method","BiomedicalConceptProperty_19","string","BiomedicalConceptProperty","Test Method","623ae615-82b6-4ba0-a50d-39771ebfdcfb","True","True"
"Vital Signs Position","BiomedicalConceptProperty_20","string","BiomedicalConceptProperty","Vital Signs Position","cec1a359-09e7-4c62-bd7b-e825ffb4f1c9","True","True"
"Vital Signs Result","BiomedicalConceptProperty_21","decimal","BiomedicalConceptProperty","Vital Signs Result","c9843ff7-518f-4634-8a98-815346a96ea5","True","True"
"Unit of Pressure","BiomedicalConceptProperty_22","string","BiomedicalConceptProperty","Unit of Pressure","169ebc9c-63e8-4276-aaa1-f8b76f3d58a4","True","True"
"Vital Signs Location","BiomedicalConceptProperty_23","string","BiomedicalConceptProperty","Vital Signs Location","ff42ab9f-b3f3-4bc0-abb0-0ce519d4e1a1","True","True"
"Vital Signs Laterality","BiomedicalConceptProperty_24","string","BiomedicalConceptProperty","Vital Signs Laterality","d93bbf84-640e-466e-83c2-a7114af1e4ca","True","True"
"Test Method","BiomedicalConceptProperty_25","string","BiomedicalConceptProperty","Test Method","7b6b6565-48bf-45cd-b2b3-c828ffaa9d6b","True","True"
"Vital Signs Position","BiomedicalConceptProperty_26","string","BiomedicalConceptProperty","Vital Signs Position","17b7f56c-fc1c-41f1-a905-abed4f8aedde","True","True"
"Vital Signs Result","BiomedicalConceptProperty_27","decimal","BiomedicalConceptProperty","Vital Signs Result","cf59398b-75b8-4f06-8545-f01c9290e9f7","True","True"
"Unit of Temperature","BiomedicalConceptProperty_28","string","BiomedicalConceptProperty","Unit of Temperature","ced6da78-ab6e-444d-9863-c3dc0f11c00b","True","True"
"Vital Signs Location","BiomedicalConceptProperty_29","string","BiomedicalConceptProperty","Vital Signs Location","eed51210-2f10-4e37-8514-3732474b2f08","True","True"
"Vital Signs Result","BiomedicalConceptProperty_30","decimal","BiomedicalConceptProperty","Vital Signs Result","3bc9a6fa-407c-4a97-be9e-3d7cbc54a3f0","True","True"
"Unit of Weight","BiomedicalConceptProperty_31","string","BiomedicalConceptProperty","Unit of Weight","221edef7-e4d9-4783-b2d9-d8910b30c32b","True","True"
"Vital Signs Result","BiomedicalConceptProperty_32","decimal","BiomedicalConceptProperty","Vital Signs Result","5ebc491c-35df-452d-8797-b9335902955e","True","True"
"Unit of Height","BiomedicalConceptProperty_33","string","BiomedicalConceptProperty","Unit of Height","fb7f9341-7d34-49b2-90de-07e09eda2fe5","True","True"
"Laboratory Test Result","BiomedicalConceptProperty_34","decimal","BiomedicalConceptProperty","Laboratory Test Result","b806e4f4-cff1-473d-8df1-f57db9a2b89e","True","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty_35","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","47bd2953-831b-4c72-a931-7eaab81ec006","True","True"
"Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","f269164e-6ee9-4d32-8d6e-d23514a96ef7","True","True"
"Biospecimen Type","BiomedicalConceptProperty_37","string","BiomedicalConceptProperty","Biospecimen Type","ad53dfd3-f16d-4bac-8bc2-48cd0fd7ca45","True","True"
"Laboratory Test Result","BiomedicalConceptProperty_38","string","BiomedicalConceptProperty","Laboratory Test Result","0cefdd1f-c58a-4350-9892-136d2f35c0d1","True","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty_39","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","b0dec905-92bc-44a8-a2fe-5020be59522b","True","True"
"Unit of Concentration","BiomedicalConceptProperty_40","string","BiomedicalConceptProperty","Unit of Concentration","420cfaf5-7c54-4b7a-9e72-a10ff70e4d57","True","True"
"Biospecimen Type","BiomedicalConceptProperty_41","string","BiomedicalConceptProperty","Biospecimen Type","482e14c6-a2e6-4977-a4b2-a8334ce42105","True","True"
"Laboratory Test Result","BiomedicalConceptProperty_42","decimal","BiomedicalConceptProperty","Laboratory Test Result","b1774803-b681-4653-b2f0-4d7099ce6fc9","True","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty_43","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","3705b560-a4a5-4c84-9976-1b4d386d686f","True","True"
"Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","c94fbf94-54e2-47ca-901c-2c85b0bfae8e","True","True"
"Biospecimen Type","BiomedicalConceptProperty_45","string","BiomedicalConceptProperty","Biospecimen Type","eb8a5954-b1a2-4b77-9f62-a1e65a50f01c","True","True"
"Laboratory Test Result","BiomedicalConceptProperty_46","decimal","BiomedicalConceptProperty","Laboratory Test Result","7d82992a-a604-4f59-989e-44a907b9d829","True","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty_47","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","8d050cc5-014b-45fe-b67f-75dbe349a8a9","True","True"
"Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","699a644d-123e-4cc2-952c-24faff378c77","True","True"
"Biospecimen Type","BiomedicalConceptProperty_49","string","BiomedicalConceptProperty","Biospecimen Type","f21ffc17-e77a-4deb-a538-7635cfb379ea","True","True"
"Laboratory Test Result","BiomedicalConceptProperty_50","string","BiomedicalConceptProperty","Laboratory Test Result","4e34d1dc-96d3-4e8e-841b-6401ec53f8e5","True","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty_51","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","70493658-73aa-4465-bbc4-f2f2fc3a1993","True","True"
"Unit of Concentration","BiomedicalConceptProperty_52","string","BiomedicalConceptProperty","Unit of Concentration","d46f5b66-c26f-4adc-abb2-7d9d33e8bdc3","True","True"
"Biospecimen Type","BiomedicalConceptProperty_53","string","BiomedicalConceptProperty","Biospecimen Type","464ace83-fd00-44aa-9b6f-b53746d6639e","True","True"
"Laboratory Test Result","BiomedicalConceptProperty_54","decimal","BiomedicalConceptProperty","Laboratory Test Result","240d1f45-dc8e-4a5a-b07a-b5c6b0faca83","True","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty_55","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","f9fea6db-efcd-4033-ba75-25cef52eb2f2","True","True"
"Molarity Unit","BiomedicalConceptProperty_56","string","BiomedicalConceptProperty","Molarity Unit","d89b4cb8-a137-449e-9f2a-f87c6bcd48e5","True","True"
"Biospecimen Type","BiomedicalConceptProperty_57","string","BiomedicalConceptProperty","Biospecimen Type","4ef0e783-8348-450f-ab8f-b29c80cd2052","True","True"
"Laboratory Test Result","BiomedicalConceptProperty_58","decimal","BiomedicalConceptProperty","Laboratory Test Result","ffd6d7c3-9c7b-4863-807a-a96648824238","True","True"
"Laboratory Test Fasting Status","BiomedicalConceptProperty_59","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","44c14c5b-692e-4ab1-a3ee-eeeab5772766","True","True"
"Molarity Unit","BiomedicalConceptProperty_60","string","BiomedicalConceptProperty","Molarity Unit","34a73d40-4c5b-498b-a558-16b0f955310e","True","True"
"Biospecimen Type","BiomedicalConceptProperty_61","string","BiomedicalConceptProperty","Biospecimen Type","a35473a8-6100-4dcb-94e7-f058e4d69b41","True","True"
"Vital Signs Result","BiomedicalConceptProperty_62","decimal","BiomedicalConceptProperty","Vital Signs Result","f7fbf437-7f5e-4e80-92f7-68e045436f72","True","True"
"Unit of Pressure","BiomedicalConceptProperty_63","string","BiomedicalConceptProperty","Unit of Pressure","88e6e67d-8091-4535-be51-84955c654d08","True","True"
"Vital Signs Location","BiomedicalConceptProperty_64","string","BiomedicalConceptProperty","Vital Signs Location","e2ea52ad-103b-45ee-8277-c6c007d81700","True","True"
"Vital Signs Laterality","BiomedicalConceptProperty_65","string","BiomedicalConceptProperty","Vital Signs Laterality","0e7ee558-be54-40c1-ade4-ac7869ec1bba","True","True"
"Test Method","BiomedicalConceptProperty_66","string","BiomedicalConceptProperty","Test Method","896b1349-1b3c-4856-9a39-e4a84d11986c","True","True"
"Vital Signs Position","BiomedicalConceptProperty_67","string","BiomedicalConceptProperty","Vital Signs Position","60c6fd4d-69a6-40cf-9147-cc181832fec7","True","True"
"Vital Signs Result","BiomedicalConceptProperty_68","decimal","BiomedicalConceptProperty","Vital Signs Result","15e5e3b9-2a6c-46f9-84fa-05568383f6c9","True","True"
"Unit of Pressure","BiomedicalConceptProperty_69","string","BiomedicalConceptProperty","Unit of Pressure","94c86a56-6112-402b-87a2-defa9813436c","True","True"
"Vital Signs Location","BiomedicalConceptProperty_70","string","BiomedicalConceptProperty","Vital Signs Location","804df7a3-1e6d-418e-bfaf-72adee2c19a7","True","True"
"Vital Signs Laterality","BiomedicalConceptProperty_71","string","BiomedicalConceptProperty","Vital Signs Laterality","adb09dc5-c629-4c00-8fda-d142b7a6ea7a","True","True"
"Test Method","BiomedicalConceptProperty_72","string","BiomedicalConceptProperty","Test Method","8ba2a77a-fd43-42a5-a919-f67062dd8fcc","True","True"
"Vital Signs Position","BiomedicalConceptProperty_73","string","BiomedicalConceptProperty","Vital Signs Position","892f55a2-c28b-4e3d-8920-78656f6f974e","True","True"
"Vital Signs Result","BiomedicalConceptProperty_74","integer","BiomedicalConceptProperty","Vital Signs Result","33e5f42c-b4ea-470a-8309-6147bc4d56cc","True","True"
"Count per Minute","BiomedicalConceptProperty_75","string","BiomedicalConceptProperty","Count per Minute","b8bb37b0-78ac-42c6-bfcc-5dbacab14915","True","True"
"Vital Signs Location","BiomedicalConceptProperty_76","string","BiomedicalConceptProperty","Vital Signs Location","6b11b037-7b9e-45d7-960f-42c7d7aefee4","True","True"
"Vital Signs Laterality","BiomedicalConceptProperty_77","string","BiomedicalConceptProperty","Vital Signs Laterality","83dbc593-6e5a-42e5-a42f-be3102c312d3","True","True"
"Test Method","BiomedicalConceptProperty_78","string","BiomedicalConceptProperty","Test Method","989f6a4a-df70-4c60-86e3-b50c4eb1a37c","True","True"
"Vital Signs Position","BiomedicalConceptProperty_79","string","BiomedicalConceptProperty","Vital Signs Position","96a83ca6-df39-43d8-8718-5d35bcf24360","True","True"
"Vital Signs Result","BiomedicalConceptProperty_80","decimal","BiomedicalConceptProperty","Vital Signs Result","8e53d941-1870-494c-b9a5-b74a678a46b6","True","True"
"Unit of Pressure","BiomedicalConceptProperty_81","string","BiomedicalConceptProperty","Unit of Pressure","3d46e4db-6c28-4772-89d2-0bde1bd6fd1d","True","True"
"Vital Signs Location","BiomedicalConceptProperty_82","string","BiomedicalConceptProperty","Vital Signs Location","755ddaef-206b-4581-9685-edefc2e6eda5","True","True"
"Vital Signs Laterality","BiomedicalConceptProperty_83","string","BiomedicalConceptProperty","Vital Signs Laterality","60965e7c-6276-4646-90f5-772e4d50befe","True","True"
"Test Method","BiomedicalConceptProperty_84","string","BiomedicalConceptProperty","Test Method","245d48fb-15f6-44de-a61f-8dffc7d28960","True","True"
"Vital Signs Position","BiomedicalConceptProperty_85","string","BiomedicalConceptProperty","Vital Signs Position","703f5ee1-12c7-4d81-9323-eda255c9e29c","True","True"
"Vital Signs Result","BiomedicalConceptProperty_86","decimal","BiomedicalConceptProperty","Vital Signs Result","b1438f64-c0bd-4184-90cf-f8ec9ac2fe0c","True","True"
"Unit of Pressure","BiomedicalConceptProperty_87","string","BiomedicalConceptProperty","Unit of Pressure","31d7dccb-db13-4475-9466-36be8c0a5f90","True","True"
"Vital Signs Location","BiomedicalConceptProperty_88","string","BiomedicalConceptProperty","Vital Signs Location","232fa09a-21a1-4b24-995f-e5b2f1d7a484","True","True"
"Vital Signs Laterality","BiomedicalConceptProperty_89","string","BiomedicalConceptProperty","Vital Signs Laterality","0bb49835-5c3d-4a07-9f72-f5606700e903","True","True"
"Test Method","BiomedicalConceptProperty_90","string","BiomedicalConceptProperty","Test Method","5327e7a0-5403-4d53-8d32-942c2b2a2e20","True","True"
"Vital Signs Position","BiomedicalConceptProperty_91","string","BiomedicalConceptProperty","Vital Signs Position","d4c62bfb-046b-4f9b-afd2-48636684571e","True","True"
"Vital Signs Result","BiomedicalConceptProperty_92","integer","BiomedicalConceptProperty","Vital Signs Result","578e6b15-6bfa-474c-aedd-3c9a7dcae978","True","True"
"Count per Minute","BiomedicalConceptProperty_93","string","BiomedicalConceptProperty","Count per Minute","1f3d3c95-86ca-468d-9888-722d5eaca600","True","True"
"Vital Signs Location","BiomedicalConceptProperty_94","string","BiomedicalConceptProperty","Vital Signs Location","301f5aee-cf65-4723-bf83-9cb65365dfab","True","True"
"Vital Signs Laterality","BiomedicalConceptProperty_95","string","BiomedicalConceptProperty","Vital Signs Laterality","75efda7e-5108-49f7-b5ff-f0e574f93836","True","True"
"Test Method","BiomedicalConceptProperty_96","string","BiomedicalConceptProperty","Test Method","0c114960-44f4-4325-943f-d5a6371029f3","True","True"
"Vital Signs Position","BiomedicalConceptProperty_97","string","BiomedicalConceptProperty","Vital Signs Position","2e0fba54-5367-4c27-8813-2ad224873474","True","True"
