"codeSystem","instanceType","code","codeSystemVersion","uuid:ID","decode","id"
"http://www.cdisc.org","Code","C49663","2023-09-29","30f805a1-834c-4929-8534-67d684a9b28f","Pharmacokinetic Study","Code_139"
"SPONSOR","Code","MILD_MOD_ALZ","12","47f9ecb2-1374-463b-8c36-67aed1992cc0","Mild to Moderate Alzheimer's Disease","Code_133"
"SNOMED","Code","26929004","January 31, 2018","7ee999e4-a04f-470b-8884-0878a6f82b01","Alzheimer's disease","Code_134"
"http://www.cdisc.org","Code","C99907x1","2023-09-29","8ba8e186-0a3c-4263-81ae-9daa3e436ee2","EXTENSION","Code_142"
"http://www.cdisc.org","Code","C98704","2023-09-29","7e435c32-1387-47e0-be5f-7f24db57d5a9","ADAPTIVE","Code_143"
"http://www.cdisc.org","Code","C82639","2023-09-29","8db3231f-9853-4c4c-a847-d8811541191e","Parallel Study","Code_140"
"http://www.cdisc.org","Code","C25716","2023-09-29","996c70c7-1183-43f4-a203-20fe00bc8f80","Visit","Code_82"
"http://www.cdisc.org","Code","C51282","2023-09-29","3b38e6b1-516a-4829-bc5f-cf2788f9e4c2","Clinic","Code_83"
"http://www.cdisc.org","Code","C175574","2023-09-29","84598769-9c15-43c2-be26-06acb019c6b5","In Person","Code_84"
"http://www.cdisc.org","Code","C25716","2023-09-29","c0ed0ee0-2daa-4c5e-a7ea-e8c50640c694","Visit","Code_85"
"http://www.cdisc.org","Code","C51282","2023-09-29","647504fc-600a-48c6-9fec-9efcb09d6763","Clinic","Code_86"
"http://www.cdisc.org","Code","C175574","2023-09-29","52195eb0-1060-43d0-ab99-dc93dd4f388d","In Person","Code_87"
"http://www.cdisc.org","Code","C25716","2023-09-29","17109371-e4c3-4931-9d46-3345bdd157b3","Visit","Code_88"
"http://www.cdisc.org","Code","C51282","2023-09-29","b5cff1e7-9060-47b1-9091-11fccffc99bc","Clinic","Code_89"
"http://www.cdisc.org","Code","C175574","2023-09-29","7705b8a2-c57e-4e2d-abd4-ebef0b593839","In Person","Code_90"
"http://www.cdisc.org","Code","C25716","2023-09-29","398c9c7d-ee29-4494-8252-91767a6f1d0e","Visit","Code_91"
"http://www.cdisc.org","Code","C51282","2023-09-29","d326d529-779c-4d6c-a2ad-9520c12ce837","Clinic","Code_92"
"http://www.cdisc.org","Code","C175574","2023-09-29","17c6884b-e171-43dc-809f-4fa378bddfe5","In Person","Code_93"
"http://www.cdisc.org","Code","C25716","2023-09-29","f137dc19-6bd3-4cae-9912-f0553c92aa40","Visit","Code_94"
"http://www.cdisc.org","Code","C51282","2023-09-29","36a58de1-55a0-4343-b01f-dd4a6505d302","Clinic","Code_95"
"http://www.cdisc.org","Code","C175574","2023-09-29","edd68f0a-5a72-4320-b9a0-7ba05000f28c","In Person","Code_96"
"http://www.cdisc.org","Code","C25716","2023-09-29","927de966-ea44-4f5a-937c-77c1376c590c","Visit","Code_97"
"http://www.cdisc.org","Code","C51282","2023-09-29","b5352991-4849-43c0-9874-4b871b73e4bd","Clinic","Code_98"
"http://www.cdisc.org","Code","C175574","2023-09-29","808cbd4f-bb19-4a69-b686-7b2c3534d773","In Person","Code_99"
"http://www.cdisc.org","Code","C25716","2023-09-29","82fccfdc-33ea-440b-ba53-c55c767b32bd","Visit","Code_100"
"http://www.cdisc.org","Code","C51282","2023-09-29","5589cf38-c976-426d-97f0-3458cdb09060","Clinic","Code_101"
"http://www.cdisc.org","Code","C175574","2023-09-29","74d23d21-e856-4478-9092-560abbecf939","In Person","Code_102"
"http://www.cdisc.org","Code","C171537","2023-09-29","a2189da4-1768-4251-91d2-8873613f9947","Telephone Call","Code_103"
"http://www.cdisc.org","Code","C25716","2023-09-29","c7e57942-6034-4f90-b99e-43c269b57969","Visit","Code_104"
"http://www.cdisc.org","Code","C51282","2023-09-29","17f9ffb2-f7ec-46eb-8fd5-50540cba4f4c","Clinic","Code_105"
"http://www.cdisc.org","Code","C175574","2023-09-29","077c4d83-0eb0-4a8d-9465-ac82eed3e4f0","In Person","Code_106"
"http://www.cdisc.org","Code","C171537","2023-09-29","1c4df052-9beb-4493-a78d-718b211aa2b0","Telephone Call","Code_107"
"http://www.cdisc.org","Code","C25716","2023-09-29","77e33dd3-3e99-4c04-90c1-ce8e01b1f93e","Visit","Code_108"
"http://www.cdisc.org","Code","C51282","2023-09-29","f66aabc2-d6b3-4c69-b354-91aea1bcd3d4","Clinic","Code_109"
"http://www.cdisc.org","Code","C175574","2023-09-29","56e17668-9ae8-464b-8fcb-bb728e14de56","In Person","Code_110"
"http://www.cdisc.org","Code","C171537","2023-09-29","b57248c6-7521-4171-b6c0-5f5a126b97fa","Telephone Call","Code_111"
"http://www.cdisc.org","Code","C25716","2023-09-29","e6509a33-deb5-4d4d-a6f4-b9e356010d2c","Visit","Code_112"
"http://www.cdisc.org","Code","C51282","2023-09-29","babbec77-8318-4483-b95b-fadbcb9fa1d3","Clinic","Code_113"
"http://www.cdisc.org","Code","C175574","2023-09-29","1430dded-df4e-4b78-8010-06eff0ce89f8","In Person","Code_114"
"http://www.cdisc.org","Code","C171537","2023-09-29","99fced16-acc3-4393-9882-3731c151c9f6","Telephone Call","Code_115"
"http://www.cdisc.org","Code","C25716","2023-09-29","0382bef6-10cb-4ca6-9174-b7bb377fac5d","Visit","Code_116"
"http://www.cdisc.org","Code","C51282","2023-09-29","e2a9860b-ce0d-47be-9b97-3a8cb6036369","Clinic","Code_117"
"http://www.cdisc.org","Code","C175574","2023-09-29","c7ef221d-0940-4170-9171-de01bab67aa1","In Person","Code_118"
"http://www.cdisc.org","Code","C25716","2023-09-29","182915bb-8ca0-4023-97b8-bc3491eb73ce","Visit","Code_119"
"http://www.cdisc.org","Code","C51282","2023-09-29","093120cf-b678-4c78-87ff-2741c97ff62b","Clinic","Code_120"
"http://www.cdisc.org","Code","C175574","2023-09-29","1430bc3e-5832-4dde-a967-d80fb7554508","In Person","Code_121"
"SNOMED","Code","383371000119108","January 31, 2018","963e0428-102f-4ae3-8ff9-bfbcb15c765a","CT of head without contrast","Code_79"
"SPONSOR","Code","123","12","e0eb9967-0141-41f6-a691-349d23701138","Subject Supine","Code_80"
"SPONSOR","Code","124","12","d066b651-4d9e-454d-a1ec-c6b4875ff8d2","Subject Standing","Code_81"
"NCI Thesaurus","Code","C173522","","8ef5f265-b408-4075-96f6-03ac0ca40f67","Vital Signs Result","Code_278"
"http://www.cdisc.org","Code","C42537","2023-09-29","c16fb6b1-427c-4240-a89a-7e448444c916","Kelvin","Code_279"
"NCI Thesaurus","Code","C44276","","db4c695a-14e9-4c0e-a4a7-b8d034914735","Unit of Temperature","Code_280"
"NCI Thesaurus","Code","C83088","","9c3e4b1b-1557-449e-95f2-67e4613ca8fe","Vital Signs Location","Code_281"
"NCI Thesaurus","Code","C174446","","b09729c6-c4c4-4f5d-bf8a-bf79d7a39e57","Body Temperature","Code_277"
"NCI Thesaurus","Code","C173522","","10a559ce-288e-4e74-bb85-0c0132fdbaa0","Vital Signs Result","Code_283"
"http://www.cdisc.org","Code","C28252","2023-09-29","50851291-8d12-484e-b5c8-c23e87e3dc91","Kilogram","Code_284"
"http://www.cdisc.org","Code","C48155","2023-09-29","b072e6d5-ee23-4fe2-863d-021bd967c7d2","Gram","Code_285"
"http://www.cdisc.org","Code","C48531","2023-09-29","61d2b516-b795-4b91-a8dd-9373957aaa26","Pound","Code_286"
"NCI Thesaurus","Code","C48208","","3099a552-4457-4648-ac4c-b3222859b5a7","Unit of Weight","Code_287"
"NCI Thesaurus","Code","C81328","","53aba35c-38be-4bb3-b98d-3a2e2d593b0e","Body Weight","Code_282"
"NCI Thesaurus","Code","C173522","","b59b35e0-d938-496c-af11-240103e975ff","Vital Signs Result","Code_289"
"http://www.cdisc.org","Code","C49668","2023-09-29","7648f306-b31c-40aa-95f3-4d6bcb30714d","Centimeter","Code_290"
"http://www.cdisc.org","Code","C48500","2023-09-29","d23f0e03-963a-45da-bde2-733fcc854d23","Inch","Code_291"
"http://www.cdisc.org","Code","C28251","2023-09-29","da5bd0f9-2c65-4dcc-ba58-c454a7c2a6d2","Millimeter","Code_292"
"http://www.cdisc.org","Code","C41139","2023-09-29","a1089b4c-7b14-437f-81ac-7a1135d05ba3","Meter","Code_293"
"NCI Thesaurus","Code","C168688","","29a8b631-80bd-4c8a-897d-5dd3ac2142b1","Unit of Height","Code_294"
"NCI Thesaurus","Code","C164634","","b8fff115-2972-4c46-a679-2aa475e1bdce","Body Height","Code_288"
"NCI Thesaurus","Code","C36292","","c4efb994-6789-4fc6-8e04-9fa2fb5d0eb2","Laboratory Test Result","Code_296"
"NCI Thesaurus","Code","C83309","","932175fd-0c20-44b9-aeff-37e7286fa67a","Laboratory Test Fasting Status","Code_297"
"NCI Thesaurus","Code","C67365","","cb7057c3-3973-46c0-8eae-6bc7e4fdef2f","Unit of Catalytic Activity Concentration","Code_298"
"NCI Thesaurus","Code","C70713","","3f90b032-a0bf-4bdd-a820-89f38f3e11d3","Biospecimen Type","Code_299"
"NCI Thesaurus","Code","C64433","","f22f80f2-916a-4c33-9188-8cd44096d616","Alanine Aminotransferase Measurement","Code_295"
"NCI Thesaurus","Code","C36292","","8de70c5b-a6cd-4df6-8bea-a8b598340187","Laboratory Test Result","Code_301"
"NCI Thesaurus","Code","C83309","","1f70088b-aa31-4226-922c-e6ac06a9691e","Laboratory Test Fasting Status","Code_302"
"NCI Thesaurus","Code","C48207","","f60ec1e8-b05e-44f5-b070-5119dd201e4b","Unit of Concentration","Code_303"
"NCI Thesaurus","Code","C70713","","ada45b80-fd6e-4695-82e0-ea474b511603","Biospecimen Type","Code_304"
"NCI Thesaurus","Code","C64431","","b62d407b-bb81-4539-86b0-5b2a0fcf340b","Albumin Measurement","Code_300"
"NCI Thesaurus","Code","C36292","","eb509895-3f74-43d5-82df-d9f2e6407f42","Laboratory Test Result","Code_306"
"NCI Thesaurus","Code","C83309","","a07bd5ed-41c9-4cb3-876d-494d94813c7c","Laboratory Test Fasting Status","Code_307"
"NCI Thesaurus","Code","C67365","","ed80435f-06ec-4c3a-91e6-1cbcac4b3026","Unit of Catalytic Activity Concentration","Code_308"
"NCI Thesaurus","Code","C70713","","d76bc3dc-ff4d-443b-898b-3dda9849f7ca","Biospecimen Type","Code_309"
"NCI Thesaurus","Code","C64432","","59c491ca-dfab-498b-95e3-6e56c10f9ff3","Alkaline Phosphatase Measurement","Code_305"
"NCI Thesaurus","Code","C36292","","85a58483-cd2c-4482-b98a-6b2a7a7c8af6","Laboratory Test Result","Code_311"
"NCI Thesaurus","Code","C83309","","12a3a977-d4a1-4b0d-8f20-893670039b45","Laboratory Test Fasting Status","Code_312"
"NCI Thesaurus","Code","C67365","","974f85f8-70a5-46b7-b92c-b0780e23aeae","Unit of Catalytic Activity Concentration","Code_313"
"NCI Thesaurus","Code","C70713","","28f15d7e-076b-4b14-9ac3-4e1ee518697b","Biospecimen Type","Code_314"
"NCI Thesaurus","Code","C64467","","b817e156-0fdf-4f21-b359-7369479764f6","Aspartate Aminotransferase Measurement","Code_310"
"NCI Thesaurus","Code","C36292","","8c287620-c2e8-4c09-b318-72d1a9fb7c8e","Laboratory Test Result","Code_316"
"NCI Thesaurus","Code","C83309","","ee450751-2757-42cb-abfd-e4ccd3437a8a","Laboratory Test Fasting Status","Code_317"
"NCI Thesaurus","Code","C48207","","6b6aef33-2345-4af6-aad0-f07a914e209f","Unit of Concentration","Code_318"
"NCI Thesaurus","Code","C70713","","95ab9412-7fa3-47e1-b0f5-a226666b5a27","Biospecimen Type","Code_319"
"NCI Thesaurus","Code","C64547","","a6c0849e-f995-4466-a5a0-81bf26c9c277","Creatinine Measurement","Code_315"
"NCI Thesaurus","Code","C36292","","3d1863af-bde4-4d11-83da-2fee5d560016","Laboratory Test Result","Code_321"
"NCI Thesaurus","Code","C83309","","221ecb28-bcdc-4a4f-90d0-f0cfd186c17f","Laboratory Test Fasting Status","Code_322"
"NCI Thesaurus","Code","C64567","","fc05110d-9218-45ed-89d8-82a37cda1d21","Molarity Unit","Code_323"
"NCI Thesaurus","Code","C70713","","a3d63ddf-2309-4df6-a419-4fb18a62efda","Biospecimen Type","Code_324"
"NCI Thesaurus","Code","C64853","","725e3ff0-45f2-4040-9460-3072dba83306","Potassium Measurement","Code_320"
"NCI Thesaurus","Code","C36292","","a543d19c-0015-4c3b-9a3a-5bec6559d119","Laboratory Test Result","Code_326"
"NCI Thesaurus","Code","C83309","","04467dec-8ca4-4624-859c-4795f774e553","Laboratory Test Fasting Status","Code_327"
"NCI Thesaurus","Code","C64567","","412939a5-ead5-40ba-b9d7-db80d60bde89","Molarity Unit","Code_328"
"NCI Thesaurus","Code","C70713","","9a8215f1-84d0-4df8-a27b-35664b48b495","Biospecimen Type","Code_329"
"NCI Thesaurus","Code","C64809","","c368a608-27c1-40e0-8337-2ad8bd8b08bc","Sodium Measurement","Code_325"
"NCI Thesaurus","Code","C78541","","7065fc41-6afb-46fd-9531-4b3a9f231672","Adverse Event Verbatim Description","Code_145"
"NCI Thesaurus","Code","C83344","","6e1e9a43-b010-47f0-8e39-b39ac2b438b2","Adverse Event Dictionary Derived Term","Code_146"
"NCI Thesaurus","Code","C83198","","5ca70d4b-c896-40da-873c-3ba40c645290","Adverse Event Category","Code_147"
"NCI Thesaurus","Code","C83212","","0c14244f-f846-4fd3-b454-ad74c464f777","Adverse Event Subcategory","Code_148"
"NCI Thesaurus","Code","C87840","","d81b4938-4e7a-456d-9b3c-3cfd22d751a2","Adverse Event Pre-specified","Code_149"
"NCI Thesaurus","Code","C53253","","204f70d5-5e0c-45e1-a1e6-db6a312455e6","Severity of Adverse Event","Code_150"
"NCI Thesaurus","Code","C78605","","1d854d3c-9d4f-44cd-9304-b011ba68ca24","Adverse Event Toxicity Grade","Code_151"
"NCI Thesaurus","Code","C53252","","35757e53-456e-4ce8-8209-5869bd2537ee","Seriousness of Adverse Event","Code_152"
"NCI Thesaurus","Code","C83013","","e45b1bf3-7d7f-4055-9b6a-94bf8385bfa3","Adverse Event Action Taken with Study Treatment","Code_153"
"NCI Thesaurus","Code","C41358","","bdd7c970-ff98-40c5-954e-a4e3b65080ed","Adverse Event Attribution to Product or Procedure","Code_154"
"http://www.cdisc.org","Code","C71325","2023-09-29","dfa3619f-47a6-44ac-bd49-7645b6a4d3a1","Intermittent","Code_155"
"NCI Thesaurus","Code","C83208","","4a8ef554-221d-4960-a111-5b6ae936b709","Adverse Event Pattern","Code_156"
"NCI Thesaurus","Code","C49489","","26ca8f1c-fedf-4126-b742-83846fd1d4d1","Adverse Event Outcome","Code_157"
"NCI Thesaurus","Code","C83215","","9091629c-fba6-4c59-8bd4-e4415d9d04d8","Adverse Event Start Date Time","Code_158"
"NCI Thesaurus","Code","C83201","","6db332a4-9cc8-46fc-8160-fb702f284e03","Adverse Event End Date Time","Code_159"
"NCI Thesaurus","Code","C41331","","96f726a3-7c87-4cf0-ba9c-f47129cedf86","Adverse Event","Code_144"
"NCI Thesaurus","Code","C173522","","35cad91b-fcd3-4807-8c06-5763b3be12ed","Vital Signs Result","Code_161"
"http://www.cdisc.org","Code","C42547","2023-09-29","4866aa1b-ea65-48fa-9bf3-f65eef9ad8dc","Pascal","Code_162"
"NCI Thesaurus","Code","C49669","","173cb28d-aee1-46b6-80a2-c07a9baa3e29","Unit of Pressure","Code_163"
"NCI Thesaurus","Code","C83088","","844c5ef3-d245-4b10-8922-d9dae039e8ae","Vital Signs Location","Code_164"
"NCI Thesaurus","Code","C123975","","c58b45dd-c488-4474-8844-8b9d196ffb06","Vital Signs Laterality","Code_165"
"NCI Thesaurus","Code","C82535","","b7aedb01-cc63-4e55-af9a-5641750d1e1a","Test Method","Code_166"
"NCI Thesaurus","Code","C83114","","225ce1c4-3625-4c26-b6ea-27e59d525f6b","Vital Signs Position","Code_167"
"NCI Thesaurus","Code","C25298","","afb42dbe-4a55-4ff4-8db4-d76eefde5698","Systolic Blood Pressure","Code_160"
"NCI Thesaurus","Code","C173522","","7ee54cd3-5c63-4c0e-9e74-7c6f97d182f7","Vital Signs Result","Code_169"
"http://www.cdisc.org","Code","C42547","2023-09-29","0d84d445-013f-4fd9-890d-94f3735324ed","Pascal","Code_170"
"NCI Thesaurus","Code","C49669","","1b924f84-ece9-4341-a5b0-6f434f420689","Unit of Pressure","Code_171"
"NCI Thesaurus","Code","C83088","","3549131b-2676-488e-b44e-9a7ce6a20384","Vital Signs Location","Code_172"
"NCI Thesaurus","Code","C123975","","c19c34fb-05d4-478e-a9ce-1ba403682e75","Vital Signs Laterality","Code_173"
"NCI Thesaurus","Code","C82535","","44777aa3-0c65-4846-899f-34e5e2c18318","Test Method","Code_174"
"NCI Thesaurus","Code","C83114","","e70e0453-fc69-4141-b65f-34e2f8573bb2","Vital Signs Position","Code_175"
"NCI Thesaurus","Code","C25299","","3763e26e-3eda-4431-8e02-870ec5b287c8","Diastolic Blood Pressure","Code_168"
"NCI Thesaurus","Code","C173522","","6f2fee8d-9f5a-4180-bc7c-17a0d3ed3fcf","Vital Signs Result","Code_177"
"http://www.cdisc.org","Code","C42537","2023-09-29","a5224eff-a991-4d7a-bee7-c9e55a2c44a6","Kelvin","Code_178"
"NCI Thesaurus","Code","C44276","","dca59b90-31d8-4f28-b976-84c2a3991186","Unit of Temperature","Code_179"
"NCI Thesaurus","Code","C83088","","bbc8ff5b-5b9a-47c7-991a-e093defe643d","Vital Signs Location","Code_180"
"NCI Thesaurus","Code","C174446","","7b21cccc-acb0-4c67-abf3-8ae3a74843cd","Body Temperature","Code_176"
"NCI Thesaurus","Code","C173522","","d5fc263b-e705-483b-aaa5-a143b3cdbf6d","Vital Signs Result","Code_182"
"http://www.cdisc.org","Code","C28252","2023-09-29","ef9b3b0a-d856-4a3f-a356-a21f3ab1a5aa","Kilogram","Code_183"
"http://www.cdisc.org","Code","C48155","2023-09-29","6360a30d-3f3a-48d2-b4a6-f0a1c958da2e","Gram","Code_184"
"http://www.cdisc.org","Code","C48531","2023-09-29","2b50d8e1-26c6-4905-b9fa-40967a214e2a","Pound","Code_185"
"NCI Thesaurus","Code","C48208","","e7e53caf-c9dd-466b-a109-702664f7d7a4","Unit of Weight","Code_186"
"NCI Thesaurus","Code","C81328","","81284d15-2a54-474b-8b65-590ba114f58d","Body Weight","Code_181"
"NCI Thesaurus","Code","C173522","","392e53f5-3b21-41bd-bdaf-bc6b00ef47cc","Vital Signs Result","Code_188"
"http://www.cdisc.org","Code","C49668","2023-09-29","7b1d4c6a-6cc5-4a30-805f-42cf5fb66006","Centimeter","Code_189"
"http://www.cdisc.org","Code","C48500","2023-09-29","311d545e-6661-4e6c-8f84-92bd3b36f2ae","Inch","Code_190"
"http://www.cdisc.org","Code","C28251","2023-09-29","bdce0550-cc4a-4297-81aa-f578a4b8cefc","Millimeter","Code_191"
"http://www.cdisc.org","Code","C41139","2023-09-29","3b993fad-2061-444e-804b-33abe98b9475","Meter","Code_192"
"NCI Thesaurus","Code","C168688","","2eb6857f-ba6b-49c8-a063-4063c1e1a3c6","Unit of Height","Code_193"
"NCI Thesaurus","Code","C164634","","f543cee9-89bc-41ef-81a7-5f6f73b96f63","Body Height","Code_187"
"NCI Thesaurus","Code","C36292","","5125dc67-2c3e-4cc8-a6a1-edc91b9acd60","Laboratory Test Result","Code_195"
"NCI Thesaurus","Code","C83309","","fa88ebd6-a410-4108-ae22-25f9c976c922","Laboratory Test Fasting Status","Code_196"
"NCI Thesaurus","Code","C67365","","6b1230ac-6185-4765-a14c-614abec400d1","Unit of Catalytic Activity Concentration","Code_197"
"NCI Thesaurus","Code","C70713","","60bb2fe8-4b60-4887-9dbc-fb7b76f75042","Biospecimen Type","Code_198"
"NCI Thesaurus","Code","C64433","","d93290bb-0801-406a-8384-c499e2c132d3","Alanine Aminotransferase Measurement","Code_194"
"NCI Thesaurus","Code","C36292","","1ece496e-dcea-4cad-b28b-beb1970e18dd","Laboratory Test Result","Code_200"
"NCI Thesaurus","Code","C83309","","24489a29-4cd1-413b-bda7-35c1dfb76c5f","Laboratory Test Fasting Status","Code_201"
"NCI Thesaurus","Code","C48207","","e9ff3789-615e-43ff-b016-ede929cf0789","Unit of Concentration","Code_202"
"NCI Thesaurus","Code","C70713","","35d61ba8-7d6b-4d5c-a453-fab1f3444ae4","Biospecimen Type","Code_203"
"NCI Thesaurus","Code","C64431","","1f000bfe-c6a3-43a2-9086-be500789dbb7","Albumin Measurement","Code_199"
"NCI Thesaurus","Code","C36292","","29025b0d-2b55-44b5-905b-a1619a7120f9","Laboratory Test Result","Code_205"
"NCI Thesaurus","Code","C83309","","39480a4c-94d3-4151-a389-b12aca5d257c","Laboratory Test Fasting Status","Code_206"
"NCI Thesaurus","Code","C67365","","886911c5-0ad2-4cb7-9ec7-c8c6789f23fa","Unit of Catalytic Activity Concentration","Code_207"
"NCI Thesaurus","Code","C70713","","1d0768bd-efdd-487c-a557-bfc7a69fe498","Biospecimen Type","Code_208"
"NCI Thesaurus","Code","C64432","","fe03b8e3-aecb-4c6a-851c-b4791c5ca3fd","Alkaline Phosphatase Measurement","Code_204"
"NCI Thesaurus","Code","C36292","","1af934a8-c81c-46e5-b745-216045774e4f","Laboratory Test Result","Code_210"
"NCI Thesaurus","Code","C83309","","08ccd581-9421-43a2-9148-48987b79bf93","Laboratory Test Fasting Status","Code_211"
"NCI Thesaurus","Code","C67365","","5dd44008-0571-4eca-ba4b-11a35b96a2f8","Unit of Catalytic Activity Concentration","Code_212"
"NCI Thesaurus","Code","C70713","","bf4d12dc-0efe-4a7b-8b2f-f16091bf57af","Biospecimen Type","Code_213"
"NCI Thesaurus","Code","C64467","","5b82e121-1e29-4819-92b8-aa8a96b9a685","Aspartate Aminotransferase Measurement","Code_209"
"NCI Thesaurus","Code","C36292","","b79a4282-a161-4fb1-bfeb-d198a2b41915","Laboratory Test Result","Code_215"
"NCI Thesaurus","Code","C83309","","58024f8b-1d0c-46bb-99e5-aa3169d6d8b9","Laboratory Test Fasting Status","Code_216"
"NCI Thesaurus","Code","C48207","","c32b48a8-8cd1-43d6-a49e-1e79d77d47e9","Unit of Concentration","Code_217"
"NCI Thesaurus","Code","C70713","","87a33a70-7122-48cf-8820-cd5a152dc1cd","Biospecimen Type","Code_218"
"NCI Thesaurus","Code","C64547","","7717120a-30b7-4950-8ba9-360d3fe4937a","Creatinine Measurement","Code_214"
"NCI Thesaurus","Code","C36292","","739acd49-e35c-4353-b022-1e8d8a643cba","Laboratory Test Result","Code_220"
"NCI Thesaurus","Code","C83309","","3f952905-4b20-404e-a4d3-0bcca689c629","Laboratory Test Fasting Status","Code_221"
"NCI Thesaurus","Code","C64567","","2e69da81-5724-4360-9892-174e312be6ef","Molarity Unit","Code_222"
"NCI Thesaurus","Code","C70713","","58988f73-010d-492f-95e8-7df058196751","Biospecimen Type","Code_223"
"NCI Thesaurus","Code","C64853","","40b9a5a5-0adb-47bd-9bcf-f13206764fbf","Potassium Measurement","Code_219"
"NCI Thesaurus","Code","C36292","","82aafc8d-1f5c-471a-a928-60593ee4d1aa","Laboratory Test Result","Code_225"
"NCI Thesaurus","Code","C83309","","b12589ea-eb79-40db-a04a-a7381e2daf51","Laboratory Test Fasting Status","Code_226"
"NCI Thesaurus","Code","C64567","","00dfba71-62de-4625-b557-b506df0f8a6c","Molarity Unit","Code_227"
"NCI Thesaurus","Code","C70713","","22678e34-076d-48e6-96d0-67d52292c78a","Biospecimen Type","Code_228"
"NCI Thesaurus","Code","C64809","","d14d2023-2493-4625-8ef7-f62e321a172a","Sodium Measurement","Code_224"
"NCI Thesaurus","Code","C173522","","f2f29c13-638b-45c3-a940-4c61543bf830","Vital Signs Result","Code_230"
"http://www.cdisc.org","Code","C42547","2023-09-29","c76cb905-55cb-427a-b81f-7f1695588e8b","Pascal","Code_231"
"NCI Thesaurus","Code","C49669","","fea48e3f-bd79-4ab4-8036-df896838ed70","Unit of Pressure","Code_232"
"NCI Thesaurus","Code","C83088","","4baeec9d-6a1b-4409-a7a5-25743e10fd88","Vital Signs Location","Code_233"
"NCI Thesaurus","Code","C123975","","8ecc1fbd-6e34-4077-846d-4cf3d2262d78","Vital Signs Laterality","Code_234"
"NCI Thesaurus","Code","C82535","","2bae7f0a-cf88-4f6c-b250-066a9e509152","Test Method","Code_235"
"NCI Thesaurus","Code","C83114","","c61244e1-403c-47eb-ae7d-43c512ffdbee","Vital Signs Position","Code_236"
"NCI Thesaurus","Code","C25298","","a48ebe8c-b9c3-418a-a1f7-9e2e8bd76748","Systolic Blood Pressure","Code_229"
"NCI Thesaurus","Code","C173522","","862cfc39-80ae-4e14-99fd-28d2e2ae75fa","Vital Signs Result","Code_238"
"http://www.cdisc.org","Code","C42547","2023-09-29","fa8aa95a-4686-4188-ad67-ba9acd7f4979","Pascal","Code_239"
"NCI Thesaurus","Code","C49669","","2c0f3231-43b2-4714-9da0-47c134705047","Unit of Pressure","Code_240"
"NCI Thesaurus","Code","C83088","","36ffe42b-aeca-4df0-afba-161140020e78","Vital Signs Location","Code_241"
"NCI Thesaurus","Code","C123975","","65f8325a-79b4-4859-b771-d37d77238259","Vital Signs Laterality","Code_242"
"NCI Thesaurus","Code","C82535","","3b632952-fc26-4f51-b83d-081dd97699ee","Test Method","Code_243"
"NCI Thesaurus","Code","C83114","","c5e87baa-d84d-4c3c-8d7a-45ae3af75278","Vital Signs Position","Code_244"
"NCI Thesaurus","Code","C25299","","363a9bf4-f15a-48a8-8573-50b3c7060a28","Diastolic Blood Pressure","Code_237"
"NCI Thesaurus","Code","C173522","","80981a2b-51a2-4bb2-9a10-117e1468745e","Vital Signs Result","Code_246"
