"instanceType","isEnabled","uuid:ID","id","isRequired","datatype","label","name"
"BiomedicalConceptProperty","True","23d67681-1748-461b-a88f-8ea989b34581","BiomedicalConceptProperty_28","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","9db8d0d2-6d2a-401e-95b0-abbdbe6c35f2","BiomedicalConceptProperty_29","True","string","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","6d29f5f8-0264-4bdb-a5dc-d8f59a33e8ec","BiomedicalConceptProperty_30","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","c377e444-3bdc-4c5e-8922-59a3f60536c5","BiomedicalConceptProperty_31","True","string","Unit of Concentration","Unit of Concentration"
"BiomedicalConceptProperty","True","cfac5b37-4ffa-40b3-9f2a-e52f2a7741fc","BiomedicalConceptProperty_32","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","13767ce5-eb12-40c7-aac8-ee5c524df1a3","BiomedicalConceptProperty_33","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","dcabc3bf-602f-448b-8b5b-effa65119586","BiomedicalConceptProperty_34","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","94c807d4-b480-4884-9258-afec705bb883","BiomedicalConceptProperty_35","True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","85c10845-a34f-431c-8a75-8eb3959435ff","BiomedicalConceptProperty_36","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","3065dc48-f9ff-417e-a2b3-0537d4026be7","BiomedicalConceptProperty_37","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","a660c3ab-7017-47ca-a1b2-4babb82bf723","BiomedicalConceptProperty_38","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","970909cb-0a14-4a13-9fc3-8ec0638ba919","BiomedicalConceptProperty_39","True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","ce0b7b75-b39a-48cb-a77a-71e6aacbd507","BiomedicalConceptProperty_40","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","0e1bc64c-bf23-4054-a82d-dab8fe55a87b","BiomedicalConceptProperty_41","True","string","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","3fc700fa-c1b3-4fba-8517-a35901545251","BiomedicalConceptProperty_42","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","eea36e65-645d-477c-b5b0-92915c33f2e1","BiomedicalConceptProperty_43","True","string","Unit of Concentration","Unit of Concentration"
"BiomedicalConceptProperty","True","26ca4c3c-4bd4-4699-97f0-497934c00e70","BiomedicalConceptProperty_44","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","b55de8ec-ac89-447e-8f30-600ed9f54361","BiomedicalConceptProperty_45","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","90967705-316b-4639-8b0d-582a0b941a8e","BiomedicalConceptProperty_46","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","23a24448-8928-43c4-bdde-cc94d76d0115","BiomedicalConceptProperty_47","True","string","Molarity Unit","Molarity Unit"
"BiomedicalConceptProperty","True","6298833d-2a6d-4bb6-99ad-b3c258d35540","BiomedicalConceptProperty_48","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","2beb75db-f096-4b8b-af10-bb2ea0d0bb32","BiomedicalConceptProperty_49","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","328f0a3d-6d8a-4b6d-934c-512719d4cf4f","BiomedicalConceptProperty_50","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","48a75f59-64af-46ac-930b-f7473bd53c83","BiomedicalConceptProperty_51","True","string","Molarity Unit","Molarity Unit"
"BiomedicalConceptProperty","True","a5729777-8cfc-46f0-9c00-2be0970e9520","BiomedicalConceptProperty_52","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","04f9cda7-3afc-4aea-adbf-a3bebc6592a5","BiomedicalConceptProperty_53","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","0128204a-5b4b-4f72-830d-37e94289e62a","BiomedicalConceptProperty_54","True","string","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","True","30173b72-af06-4e5d-886e-7066e8b2418c","BiomedicalConceptProperty_55","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","830670d8-cd0a-45dc-a58c-4aa00d7380b4","BiomedicalConceptProperty_56","True","string","Laterality","Laterality"
"BiomedicalConceptProperty","True","cb281cac-246d-44d6-9f45-07e9f477c636","BiomedicalConceptProperty_57","True","string","Test Method","Test Method"
"BiomedicalConceptProperty","True","bf32547e-5cc7-4454-846f-1ac335126af2","BiomedicalConceptProperty_58","True","string","Body Position","Body Position"
"BiomedicalConceptProperty","True","6b1e51fe-321f-4861-8dda-ba1da7675202","BiomedicalConceptProperty_59","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","21658e5f-19ce-4894-aee9-9b194891ca5a","BiomedicalConceptProperty_60","True","string","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","True","218ea10c-c2fd-4e12-8fb1-909fc28d63dc","BiomedicalConceptProperty_61","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","4f59831a-fbf3-43db-b1ba-8e99f26ca2c9","BiomedicalConceptProperty_62","True","string","Laterality","Laterality"
"BiomedicalConceptProperty","True","5123811e-a91b-4f16-b0d4-36165a00bb6b","BiomedicalConceptProperty_63","True","string","Test Method","Test Method"
"BiomedicalConceptProperty","True","b78e633d-d10c-4e91-9039-4515c91ef852","BiomedicalConceptProperty_64","True","string","Body Position","Body Position"
"BiomedicalConceptProperty","True","65995e9f-97f2-42d4-a339-92367a95afa3","BiomedicalConceptProperty_65","True","integer","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","e9173d31-3c02-4e20-b1b0-0144b5dbd425","BiomedicalConceptProperty_66","True","string","Count per Minute","Count per Minute"
"BiomedicalConceptProperty","True","7f9c213f-c92b-412a-bdc3-a3b18d151579","BiomedicalConceptProperty_67","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","714a278b-4876-4b8d-a50a-505c3b9460ed","BiomedicalConceptProperty_68","True","string","Laterality","Laterality"
"BiomedicalConceptProperty","True","118fb99f-e94e-4e08-98eb-2f6ef23e2767","BiomedicalConceptProperty_69","True","string","Test Method","Test Method"
"BiomedicalConceptProperty","True","d590ba8e-82bf-49b0-a246-3a4a0e8a0dfe","BiomedicalConceptProperty_70","True","string","Body Position","Body Position"
"BiomedicalConceptProperty","True","c212f6b1-4195-4e35-a150-91a25015e3dc","BiomedicalConceptProperty_71","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","844a9c24-1615-4755-a371-e90c9fa0bdbf","BiomedicalConceptProperty_72","True","string","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","True","02bc566d-a2de-4d99-9dd6-d5fcbb7b7994","BiomedicalConceptProperty_73","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","8016000f-3406-48c3-afa4-2b011e26629c","BiomedicalConceptProperty_74","True","string","Laterality","Laterality"
"BiomedicalConceptProperty","True","59a2bb78-9968-4c39-9fe8-614029937eb5","BiomedicalConceptProperty_75","True","string","Test Method","Test Method"
"BiomedicalConceptProperty","True","08fcfadf-558f-4613-bd45-37770381a1ad","BiomedicalConceptProperty_76","True","string","Body Position","Body Position"
"BiomedicalConceptProperty","True","7a5814b2-7aa4-4f7e-acb7-5f2a077167bb","BiomedicalConceptProperty_77","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","59c57641-38f3-47d3-afbb-f4423471401b","BiomedicalConceptProperty_78","True","string","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","True","b8af1121-c77a-4a05-8641-69165bff6618","BiomedicalConceptProperty_79","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","44acd22a-4d0b-47d0-9f10-5e8265d9ae0c","BiomedicalConceptProperty_80","True","string","Laterality","Laterality"
"BiomedicalConceptProperty","True","3f2485f0-a7a5-4fec-ad60-c5055c0784dd","BiomedicalConceptProperty_81","True","string","Test Method","Test Method"
"BiomedicalConceptProperty","True","607666d3-60aa-4277-9692-bab4f093f05b","BiomedicalConceptProperty_82","True","string","Body Position","Body Position"
"BiomedicalConceptProperty","True","b0a6116b-6360-416d-88fe-cf1264bc8140","BiomedicalConceptProperty_83","True","integer","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","6c90db92-19d6-47f1-b3f4-a0f62fbaefd2","BiomedicalConceptProperty_84","True","string","Count per Minute","Count per Minute"
"BiomedicalConceptProperty","True","90f73f10-d581-4f47-9297-69523a19fb3f","BiomedicalConceptProperty_85","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","7dbc7469-68c9-4ac0-8393-ebc7da1e82dd","BiomedicalConceptProperty_86","True","string","Laterality","Laterality"
"BiomedicalConceptProperty","True","978b561f-8cd9-4b79-9e47-e82c23f94374","BiomedicalConceptProperty_87","True","string","Test Method","Test Method"
"BiomedicalConceptProperty","True","588a28b9-8827-4caf-b9ca-52ec659f3afc","BiomedicalConceptProperty_88","True","string","Body Position","Body Position"
