"instanceType","codeSystemVersion","codeSystem","code","decode","uuid:ID","id"
"Code","2023-09-29","http://www.cdisc.org","C171537","Telephone Call","3174d7a5-5629-4fe2-8574-edab05ff70ee","Code_107"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","f09306cb-a6e7-4412-a6d4-5ebef075d2be","Code_108"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","fd199bb0-a0a0-40fa-bf37-d25f2b58f37f","Code_109"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","c7deaf8c-e355-447f-bbe3-6d8376441299","Code_110"
"Code","2023-09-29","http://www.cdisc.org","C171537","Telephone Call","189d6e76-c6b4-4558-996f-497a128eb8c1","Code_111"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","90b42292-f50e-4940-ab71-928abd380e16","Code_112"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","dbde5716-3536-491f-a057-5c9f8c9db71f","Code_113"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","4d8d5a5a-f107-460d-97cb-63b661bf3d20","Code_114"
"Code","2023-09-29","http://www.cdisc.org","C171537","Telephone Call","2ad30846-04f1-4352-8222-d9d38d351179","Code_115"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","f12b0793-c05a-4b00-9573-8f680829096a","Code_116"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","362c94c0-d9bc-4022-a552-c6eb25bc4a15","Code_117"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","9c6a7501-5adf-4cca-9930-d0ad57adc76f","Code_118"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","2588e737-2761-4fd8-9907-2fd80aba32f8","Code_119"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","1fe026c9-59bd-4387-8158-58ede44050da","Code_120"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","4e9625ac-3489-4fc0-8684-0d7409574140","Code_121"
"Code","January 31, 2018","SNOMED","383371000119108","CT of head without contrast","f3998e68-f278-43d5-9fb1-be67b5b9bcf1","Code_79"
"Code","12","SPONSOR","123","Subject Supine","bc0a4b8b-12f5-4c4d-8805-5b084d373c20","Code_80"
"Code","12","SPONSOR","124","Subject Standing","ad43d092-de4f-47a1-805b-ad0800a000df","Code_81"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","35be7d5e-1c4b-4c2e-81a2-07a7ee6c7fc0","Code_278"
"Code","2023-09-29","http://www.cdisc.org","C42537","Kelvin","130979a7-bee9-4153-82ed-17c0aa0ccd20","Code_279"
"Code","","NCI Thesaurus","C44276","Unit of Temperature","95b66a52-b891-4903-83de-6104eb144d99","Code_280"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","f727bace-f961-4764-9b89-d90fa58e8470","Code_281"
"Code","","NCI Thesaurus","C174446","Body Temperature","1dd778cb-264a-49d3-ba94-2be1d71cc58f","Code_277"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","27cdc4fd-46a0-4e0e-9c76-1ce319abe904","Code_283"
"Code","2023-09-29","http://www.cdisc.org","C28252","Kilogram","59b171b4-90aa-48d7-a136-dc688ad77554","Code_284"
"Code","2023-09-29","http://www.cdisc.org","C48155","Gram","cdeb89c3-5094-4de1-8a0f-0d23b3d35b37","Code_285"
"Code","2023-09-29","http://www.cdisc.org","C48531","Pound","c56bf73e-1fe3-4535-b019-fe148b569f83","Code_286"
"Code","","NCI Thesaurus","C48208","Unit of Weight","76f9e7ad-1605-4c1d-aa3b-cee9244ecbc8","Code_287"
"Code","","NCI Thesaurus","C81328","Body Weight","c2286159-0463-4eec-8f40-40ac87c8a662","Code_282"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","aa8f4f7a-d73a-4fe6-8113-f582948bda86","Code_289"
"Code","2023-09-29","http://www.cdisc.org","C49668","Centimeter","1f0cda8a-9ae1-4e98-8746-04071cbdeddd","Code_290"
"Code","2023-09-29","http://www.cdisc.org","C48500","Inch","60da1e22-4220-48f4-8c45-3b694c66aa1d","Code_291"
"Code","2023-09-29","http://www.cdisc.org","C28251","Millimeter","a5620865-c59a-4523-bea1-e9c79da425b4","Code_292"
"Code","2023-09-29","http://www.cdisc.org","C41139","Meter","6e9f0a53-f378-480d-9e17-417754333c0a","Code_293"
"Code","","NCI Thesaurus","C168688","Unit of Height","3f14de03-ecec-4627-9e91-79c879620f4a","Code_294"
"Code","","NCI Thesaurus","C164634","Body Height","0816bcc2-aaeb-48e8-83d6-173c847fb830","Code_288"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","16eb5691-bde0-4377-b404-11349c3750cf","Code_296"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","3ba534f5-de45-412d-a1c3-959a107b581b","Code_297"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","36f14daa-5395-46f8-907f-b08cee0f147e","Code_298"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","e1a80815-675c-4447-9350-7891a6b71362","Code_299"
"Code","","NCI Thesaurus","C64433","Alanine Aminotransferase Measurement","7a98abc6-d208-4d6d-8884-d5e74e2bc9f1","Code_295"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","404aae6b-98c1-436d-9301-1ef7873ef585","Code_301"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","0fcb6f9d-9233-4f9e-8c21-7d05f78844c2","Code_302"
"Code","","NCI Thesaurus","C48207","Unit of Concentration","4f79ff52-d125-4f2b-bf18-d687311bbda7","Code_303"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","d10d0139-a820-4683-8ab1-1c8eadfca9c0","Code_304"
"Code","","NCI Thesaurus","C64431","Albumin Measurement","e49a5515-e9f7-4582-a11a-07fcaaf059c8","Code_300"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","7621f204-3228-48dc-9dea-87d00a0a2778","Code_306"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","ad9d6e35-ffd5-4298-9fb8-1d1f61217b81","Code_307"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","6f9e9283-f79f-4b68-a7ac-ae9bc0bfe568","Code_308"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","d08d7179-259d-40cc-adf3-b556c757caa3","Code_309"
"Code","","NCI Thesaurus","C64432","Alkaline Phosphatase Measurement","3d409896-2349-4604-83fb-aa1eed75b37c","Code_305"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","be004938-f71e-4a64-99ef-502660fe86c7","Code_311"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","5d721962-676c-465c-a4b8-f9e0c98a65b0","Code_312"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","b77fbfcb-7e32-4dbd-b8ad-b5ba2ba13796","Code_313"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","d861b365-b6c1-465c-ae3c-42d0989bc188","Code_314"
"Code","","NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement","78a9e018-d4f6-46df-86a4-7178aabde667","Code_310"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","f41d15bb-b7ba-42e1-9eb2-6b0f43569992","Code_316"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","9e5d7dd2-1daa-4bd9-bc79-c091fcda3c6b","Code_317"
"Code","","NCI Thesaurus","C48207","Unit of Concentration","a57512c4-1c14-496e-9f7a-2144ff5acb9f","Code_318"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","7c534dcb-02d3-475e-88ba-1e2689b36cf7","Code_319"
"Code","","NCI Thesaurus","C64547","Creatinine Measurement","d5c01f47-cd71-43a1-b415-8330b4f49c2f","Code_315"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","58f4b20b-8955-46a4-819f-2d0022f93166","Code_321"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","4b1f9c13-4b06-47bc-b899-91c81e0ba98e","Code_322"
"Code","","NCI Thesaurus","C64567","Molarity Unit","4020f5f3-e2d0-48e7-917c-ff809c3bc6c5","Code_323"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","e20c107e-7b45-4a8b-b969-3d943aefeba4","Code_324"
"Code","","NCI Thesaurus","C64853","Potassium Measurement","53f22d63-f9e3-48bc-b12f-5017d2dcf2e5","Code_320"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","6e7792b6-897d-4274-8190-846d419e31d6","Code_326"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","9451ef5d-6aca-4b52-9e89-272031ddb4e5","Code_327"
"Code","","NCI Thesaurus","C64567","Molarity Unit","e47689f5-c794-4afe-87ef-8493af7d120d","Code_328"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","09bb9e04-1f92-48bd-aea3-3b9796ff461b","Code_329"
"Code","","NCI Thesaurus","C64809","Sodium Measurement","26186f93-3a1b-45c9-a12a-9cc4bd07266b","Code_325"
"Code","","NCI Thesaurus","C78541","Adverse Event Verbatim Description","b9f465fb-2f76-4592-a191-be9130ae1239","Code_145"
"Code","","NCI Thesaurus","C83344","Adverse Event Dictionary Derived Term","91b89560-96de-4e6e-bec8-ad00317286b3","Code_146"
"Code","","NCI Thesaurus","C83198","Adverse Event Category","2258681b-fd14-453d-90ac-678f9cf739bc","Code_147"
"Code","","NCI Thesaurus","C83212","Adverse Event Subcategory","b5584176-4eca-49eb-9fe6-bddda2bf81fe","Code_148"
"Code","","NCI Thesaurus","C87840","Adverse Event Pre-specified","4d5962cb-8dc1-4785-903e-02caa7a11c6c","Code_149"
"Code","","NCI Thesaurus","C53253","Severity of Adverse Event","fe02e428-8894-468e-96e3-59e0378e4684","Code_150"
"Code","","NCI Thesaurus","C78605","Adverse Event Toxicity Grade","7dd7124d-e5e4-418d-a558-b2322ae10b0b","Code_151"
"Code","","NCI Thesaurus","C53252","Seriousness of Adverse Event","259db5b2-17a8-46cb-b267-148d0d0f358c","Code_152"
"Code","","NCI Thesaurus","C83013","Adverse Event Action Taken with Study Treatment","a3595916-a37b-426c-9f2c-621a09b4c6a7","Code_153"
"Code","","NCI Thesaurus","C41358","Adverse Event Attribution to Product or Procedure","1ff395f6-4c7c-4018-a467-f2974b160352","Code_154"
"Code","2023-09-29","http://www.cdisc.org","C71325","Intermittent","29e7a6ae-bb38-4ad7-b414-0045ccf90ebb","Code_155"
"Code","","NCI Thesaurus","C83208","Adverse Event Pattern","72818c45-8f98-45f3-8626-f62ef538d789","Code_156"
"Code","","NCI Thesaurus","C49489","Adverse Event Outcome","9fe262f6-4b30-41a2-8f18-6bcc4f624205","Code_157"
"Code","","NCI Thesaurus","C83215","Adverse Event Start Date Time","a299a47f-319c-4296-8148-55ee985df959","Code_158"
"Code","","NCI Thesaurus","C83201","Adverse Event End Date Time","12e49aeb-15e3-4e5e-b6ca-d55e3e10ae84","Code_159"
"Code","","NCI Thesaurus","C41331","Adverse Event","69770110-e8dd-4770-a058-10a30cf3449f","Code_144"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","21dd3710-8516-4850-9a11-95d38ef43ab1","Code_161"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","a77606c5-e681-403b-8c93-2ff74a68798c","Code_162"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","a9aea778-88ad-41cc-b4de-694e80d9c0cc","Code_163"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","375331ad-aca9-4118-a524-faf17ad6297b","Code_164"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","ac325ec1-26a0-439b-8331-e45285b06d9f","Code_165"
"Code","","NCI Thesaurus","C82535","Test Method","0ef3f6ed-819d-4adc-9665-f6fba802919b","Code_166"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","a2a234e4-b56f-44d3-8263-324a185c9cf8","Code_167"
"Code","","NCI Thesaurus","C25298","Systolic Blood Pressure","c654ea4b-922f-4129-9950-117f6dbcc3da","Code_160"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","a9c7e179-ecb3-4570-87b3-1d9a77ca5a72","Code_169"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","9382bf32-7782-4f34-9dcb-a60a2cece51d","Code_170"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","b9b2fe35-563e-4e6b-a967-ae6c62bc9862","Code_171"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","09d54b15-07b1-42f7-ba41-277951782292","Code_172"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","1650d4cb-6543-4cb6-b0e9-4e9a40a2536a","Code_173"
"Code","","NCI Thesaurus","C82535","Test Method","3e2e3072-49d8-44fa-8c4a-4a77e160ce48","Code_174"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","b5d493dc-c940-47ab-8e30-1ecaf735ca3e","Code_175"
"Code","","NCI Thesaurus","C25299","Diastolic Blood Pressure","ef98582d-c233-4ac9-83ff-721b615ec3eb","Code_168"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","f798dc27-22d3-404c-b831-d43558b77996","Code_177"
"Code","2023-09-29","http://www.cdisc.org","C42537","Kelvin","8dfefc66-4ca3-45d2-9a27-3cc8209a1bf0","Code_178"
"Code","","NCI Thesaurus","C44276","Unit of Temperature","bf106af5-5feb-4de8-b5f2-6e07b8587064","Code_179"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","02ab0903-f4bb-47c0-9937-9b4cace62612","Code_180"
"Code","","NCI Thesaurus","C174446","Body Temperature","184945f9-eeb8-4e2c-a91c-c566c559809b","Code_176"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","b5d9e92c-397e-4901-aee8-8dab6759949a","Code_182"
"Code","2023-09-29","http://www.cdisc.org","C28252","Kilogram","bb86213e-7c3c-4501-982a-0654e46c9d61","Code_183"
"Code","2023-09-29","http://www.cdisc.org","C48155","Gram","3d44498e-adde-4eec-a528-28c5becf6d2e","Code_184"
"Code","2023-09-29","http://www.cdisc.org","C48531","Pound","47ce67d2-a316-416c-96b9-d35103f944b9","Code_185"
"Code","","NCI Thesaurus","C48208","Unit of Weight","3848e4a5-0fc8-472e-8c5e-ad2e2bfcf246","Code_186"
"Code","","NCI Thesaurus","C81328","Body Weight","c61df58a-7e91-4e53-8be4-067ac637a145","Code_181"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","8e812dc3-bf1e-48e6-ad4f-03b2f06d4072","Code_188"
"Code","2023-09-29","http://www.cdisc.org","C49668","Centimeter","199767cd-5eb9-4dc1-83ee-fe5146f5922f","Code_189"
"Code","2023-09-29","http://www.cdisc.org","C48500","Inch","7b48a0ae-e8d5-4724-85c2-2da476f29ca9","Code_190"
"Code","2023-09-29","http://www.cdisc.org","C28251","Millimeter","adb35753-2e5c-4394-bcb3-e3e9948d894d","Code_191"
"Code","2023-09-29","http://www.cdisc.org","C41139","Meter","dec4ac18-883f-4592-ac89-24b7b39c3b7c","Code_192"
"Code","","NCI Thesaurus","C168688","Unit of Height","026dec9a-b0f1-4273-b111-17c75559b11b","Code_193"
"Code","","NCI Thesaurus","C164634","Body Height","6674f354-dd6c-4043-b2f6-a1c6e131f799","Code_187"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","6ecfe875-cba7-482d-8b13-01d2dc9dd8d0","Code_195"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","de183918-384a-4983-b8e1-71844d2b587f","Code_196"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","2c57fd0b-552c-4ac3-bb20-00e2faa9048a","Code_197"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","80d922c6-d5ef-433d-9cf9-1f0e54adce76","Code_198"
"Code","","NCI Thesaurus","C64433","Alanine Aminotransferase Measurement","41f9cf59-d103-44ff-91cd-3bfc1e37080b","Code_194"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","099dca59-dc98-441a-abfd-98dd303b134a","Code_200"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","38b52673-b40c-4379-aee3-1c61e0dd1a89","Code_201"
"Code","","NCI Thesaurus","C48207","Unit of Concentration","9da72c3b-7fd5-4710-8279-4ae008ee2425","Code_202"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","a8583b53-e8f9-41b6-ba9e-6c12a42a7a28","Code_203"
"Code","","NCI Thesaurus","C64431","Albumin Measurement","74821f19-f71c-47ee-9d8d-43a17764468b","Code_199"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","a2c65f68-dd3f-40bb-888d-12f6a442addc","Code_205"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","952bc2d2-dbf0-45af-aeef-c4163f4bfe17","Code_206"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","608ae93d-7b3f-428c-b4cb-a71f5d8ecb3a","Code_207"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","a869bc37-b2ee-4c4c-af22-e41e1d9f8424","Code_208"
"Code","","NCI Thesaurus","C64432","Alkaline Phosphatase Measurement","a1bf9f3d-d0be-4b5c-9c1e-f77f011f2045","Code_204"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","ec43b0bf-da81-401e-9922-fe4b5416ae0d","Code_210"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","677819cf-c14a-4dd4-9fb1-cebd3a5953dd","Code_211"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","149bab33-521d-4e90-812a-de93318f1502","Code_212"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","b724282b-887f-4deb-a501-48b81e3ab946","Code_213"
"Code","","NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement","4be821a5-ddad-4a89-ae98-c83b1b0820da","Code_209"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","1fd50398-6eba-4337-acf2-f94ac68e90c8","Code_215"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","e37f8ad4-279e-4a5d-b891-2e59db4e8e63","Code_216"
"Code","","NCI Thesaurus","C48207","Unit of Concentration","ac078077-901c-492e-90d1-c0d349fb7a6b","Code_217"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","b99fbafd-78b5-4264-8cab-dd1ba9a0d2d2","Code_218"
"Code","","NCI Thesaurus","C64547","Creatinine Measurement","bfd549c8-ef62-4786-a53b-a08b0f5ef4ae","Code_214"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","8947fe2b-b3d3-45f0-b094-ce913d6540a5","Code_220"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","2c68e21d-6470-4d33-8b0d-2a1c4e2ce29b","Code_221"
"Code","","NCI Thesaurus","C64567","Molarity Unit","6e5cfd74-e878-485b-93e8-1125aa2ad5c1","Code_222"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","cb124a3f-2e51-4a70-b764-c612f18cf143","Code_223"
"Code","","NCI Thesaurus","C64853","Potassium Measurement","015fb00d-943d-401c-8471-8030435f50c4","Code_219"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","1de66443-31b6-491a-a6ff-a013159ecfb4","Code_225"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","7b0beb1e-e70b-472b-8b73-bdb070548368","Code_226"
"Code","","NCI Thesaurus","C64567","Molarity Unit","17579450-0bb9-4075-a77f-ad4d479af3bb","Code_227"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","f835f9b1-42a8-4b40-85aa-348f6fb43ae7","Code_228"
"Code","","NCI Thesaurus","C64809","Sodium Measurement","826d75fd-a461-490a-89ec-55f4b8f599e0","Code_224"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","8b67753b-3c3f-4777-9e38-5a68411042b6","Code_230"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","7271ce9f-ac18-46b7-8c3b-436a1a8ae734","Code_231"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","965811c2-941d-400d-b22d-dfb042b0dc65","Code_232"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","6a3b4a5e-a3ff-4f93-b702-6e02f5b080f1","Code_233"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","310799ef-b0e8-48b6-9259-458b397724a0","Code_234"
"Code","","NCI Thesaurus","C82535","Test Method","a753549b-3150-4c3c-b0f1-092bbdc5e5ae","Code_235"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","75445b38-88b0-4806-be03-5a3e3c6d8dbc","Code_236"
"Code","","NCI Thesaurus","C25298","Systolic Blood Pressure","9fe46dad-8eeb-4308-82db-b0a6a077c5c5","Code_229"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","94d58d19-235c-47e9-a31d-d2297322444b","Code_238"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","90f3aae7-8050-47ac-a15b-4fdb12ecd87f","Code_239"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","df621d51-8790-49a5-a41c-02f7489e27f9","Code_240"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","82452dad-8936-484a-89c2-bcd099a39dc5","Code_241"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","320e3ca5-680f-40d0-b4de-4ea482598361","Code_242"
"Code","","NCI Thesaurus","C82535","Test Method","ec8f01da-771e-426b-9652-24caee6b7275","Code_243"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","9510c5b0-9f96-46ec-ae32-29f1bad00022","Code_244"
"Code","","NCI Thesaurus","C25299","Diastolic Blood Pressure","b7ab845e-1ce4-45e6-8beb-5eec70362182","Code_237"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","2328c739-eb4a-4610-ab08-edf280862169","Code_246"
"Code","2023-09-29","http://www.cdisc.org","C49673","Beats per Minute","cb5d031b-2d04-4b94-8565-ce241354addf","Code_247"
