"instanceType","sectionNumber","uuid:ID","name","text","id","sectionTitle"
"NarrativeContent","5.1","5033cfca-0809-4b75-8182-abc1d9f81053","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","NarrativeContent_22","Selection of Trial Population"
"NarrativeContent","5.2","d653d985-d586-4d80-ac41-43c78b37e10b","SECTION 5.2","<div></div>","NarrativeContent_23","Rationale for Trial Population"
"NarrativeContent","5.3","78325110-97b1-480d-981a-c5a772a39a75","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>","NarrativeContent_24","Inclusion Criteria"
"NarrativeContent","5.4","879e21bf-dc95-46a5-8093-88e6068d3120","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent_25","Exclusion Criteria"
"NarrativeContent","5.5","4d7c2e9d-ec20-4a9e-ade8-d4759f243b10","SECTION 5.5","<div></div>","NarrativeContent_26","Lifestyle Considerations"
"NarrativeContent","5.5.1","97d080bc-c94f-4521-a751-cf0cc89a5410","SECTION 5.5.1","<div></div>","NarrativeContent_27","Meals and Dietary Restrictions"
"NarrativeContent","5.5.2","6a814154-0c50-47db-842b-198f9bae5a1a","SECTION 5.5.2","<div><p>Not applicable</p></div>","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits"
"NarrativeContent","5.5.3","c040b882-9e6d-478f-ab76-65bc9cf46e57","SECTION 5.5.3","<div></div>","NarrativeContent_29","Physical Activity"
"NarrativeContent","5.5.4","8231be8b-a4ad-4547-be86-94f5c9c9599a","SECTION 5.5.4","<div></div>","NarrativeContent_30","Other Activity"
"NarrativeContent","5.6","b35ccf31-5c6c-4f57-81b2-fd1f581942ce","SECTION 5.6","<div></div>","NarrativeContent_31","Screen Failures"
"NarrativeContent","6","35e5e61c-c874-4b01-8ab4-e51101f4663a","SECTION 6","<div></div>","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"NarrativeContent","6.1","a38709c7-dc4e-477f-8cfe-27e0a55b7b26","SECTION 6.1","<div></div>","NarrativeContent_33","Description of Trial Intervention"
"NarrativeContent","6.2","d466eeac-2bfb-4697-995f-8837d7b64ec7","SECTION 6.2","<div></div>","NarrativeContent_34","Rationale for Trial Intervention"
"NarrativeContent","6.3","8901d4fb-4271-47fa-aa97-c2fd1f09b1fb","SECTION 6.3","<div></div>","NarrativeContent_35","Dosing and Administration"
"NarrativeContent","6.3.1","0869e337-e8ad-4c17-956b-1c5bbc5d32bf","SECTION 6.3.1","<div></div>","NarrativeContent_36","Trial Intervention Dose Modification"
"NarrativeContent","6.4","ef1b3d17-f2ec-4f0d-9cf6-457d40cce669","SECTION 6.4","<div></div>","NarrativeContent_37","Treatment of Overdose"
"NarrativeContent","6.5","e22f9940-44d7-4742-994d-b91d68e3ebfb","SECTION 6.5","<div></div>","NarrativeContent_38","Preparation, Handling, Storage and Accountability"
"NarrativeContent","6.5.1","bf58a535-2e3a-4334-a0cb-a005e0d7025e","SECTION 6.5.1","<div></div>","NarrativeContent_39","Preparation of Trial Intervention"
"NarrativeContent","6.5.2","b3d0c2a1-4053-4a93-8de3-d4e123bcaa04","SECTION 6.5.2","<div></div>","NarrativeContent_40","Handling and Storage of Trial Intervention"
"NarrativeContent","6.5.3","8465feab-d330-45b8-b356-53e060e54598","SECTION 6.5.3","<div></div>","NarrativeContent_41","Accountability of Trial Intervention"
"NarrativeContent","6.6","23ec8f31-68df-4087-b69a-e9b2e3bcd8f5","SECTION 6.6","<div></div>","NarrativeContent_42","Participant Assignment, Randomisation and Blinding"
"NarrativeContent","6.6.1","bfc7f1fb-1332-4273-b170-a64c92da12d3","SECTION 6.6.1","<div></div>","NarrativeContent_43","Participant Assignment"
"NarrativeContent","6.6.2","975c8d93-98a6-4d0c-94e1-43494a5cd5e6","SECTION 6.6.2","<div></div>","NarrativeContent_44","Randomisation"
"NarrativeContent","6.6.3","bf611caf-126e-41b0-9f35-27ea4c023281","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent_45","Blinding and Unblinding"
"NarrativeContent","6.7","aa6450f8-c7f1-4038-a190-775db927e0f0","SECTION 6.7","<div></div>","NarrativeContent_46","Trial Intervention Compliance"
"NarrativeContent","6.8","7bcdea8b-331b-4da5-aea6-e946444bd8bc","SECTION 6.8","<div></div>","NarrativeContent_47","Concomitant Therapy"
"NarrativeContent","6.8.1","a784449d-31dc-499c-9300-2b710630d203","SECTION 6.8.1","<div></div>","NarrativeContent_48","Prohibited Concomitant Therapy"
"NarrativeContent","6.8.2","bef9b697-9699-4c8d-87e1-3e51dfad0e8b","SECTION 6.8.2","<div></div>","NarrativeContent_49","Permitted Concomitant Therapy"
"NarrativeContent","6.8.3","a4c03c34-a246-418a-ad8f-b83395c3aedf","SECTION 6.8.3","<div></div>","NarrativeContent_50","Rescue Therapy"
"NarrativeContent","6.8.4","46761ee9-0173-46f8-9346-75ec1c4e4905","SECTION 6.8.4","<div></div>","NarrativeContent_51","Other Therapy"
"NarrativeContent","7","f8d62925-464a-4bb6-89e8-707fb3753f49","SECTION 7","<div></div>","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"NarrativeContent","7.1","36b1c9c5-3c02-4904-816b-a8ee2c8a8d44","SECTION 7.1","<div></div>","NarrativeContent_53","Discontinuation of Trial Intervention"
"NarrativeContent","7.1.1","9f5f5240-e49b-432d-a0ba-0b90869eed11","SECTION 7.1.1","<div></div>","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention"
"NarrativeContent","7.1.2","5ee42917-d649-421c-8ec2-4a0042ab88a3","SECTION 7.1.2","<div></div>","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention"
"NarrativeContent","7.1.3","452fe3fe-3b34-49b9-8bbb-6913056f33ea","SECTION 7.1.3","<div></div>","NarrativeContent_56","Rechallenge"
"NarrativeContent","7.2","4ce50ae3-f208-4754-b13f-809efc4fdbc6","SECTION 7.2","<div></div>","NarrativeContent_57","Participant Withdrawal from the Trial"
"NarrativeContent","7.3","f3a29e05-92a4-43ae-b8c2-3f1a4c005696","SECTION 7.3","<div></div>","NarrativeContent_58","Lost to Follow-Up"
"NarrativeContent","7.4","90ebc514-015c-4cb0-a33e-8686852f4245","SECTION 7.4","<div></div>","NarrativeContent_59","Trial Stopping Rules"
"NarrativeContent","8","c456801b-b777-48c8-a490-e99459b679f0","SECTION 8","<div></div>","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES"
"NarrativeContent","8.1","e178c338-d313-4c51-b925-b442f46bd95b","SECTION 8.1","<div></div>","NarrativeContent_61","Screening/Baseline Assessments and Procedures"
"NarrativeContent","8.2","803faa6c-7ca6-44bf-96c3-ffa4dff4dd3d","SECTION 8.2","<div></div>","NarrativeContent_62","Efficacy Assessments and Procedures"
"NarrativeContent","8.3","5ca89019-21db-4ad2-a68c-46d7334c3ef4","SECTION 8.3","<div></div>","NarrativeContent_63","Safety Assessments and Procedures"
"NarrativeContent","8.3.1","7a264c8d-3478-4803-96c1-c65af736eac3","SECTION 8.3.1","<div></div>","NarrativeContent_64","Physical Examination"
"NarrativeContent","8.3.2","30598503-16ba-454b-92eb-4ced78e9191f","SECTION 8.3.2","<div></div>","NarrativeContent_65","Vital Signs"
"NarrativeContent","8.3.3","d225145b-8325-4e4b-b94e-e8c232147890","SECTION 8.3.3","<div></div>","NarrativeContent_66","Electrocardiograms"
"NarrativeContent","8.3.4","7341b2f1-b522-4324-8bf8-0d21fdb61018","SECTION 8.3.4","<div></div>","NarrativeContent_67","Clinical Laboratory Assessments"
"NarrativeContent","8.3.5","e5ea9d6e-811d-49a6-b830-aada377144d5","SECTION 8.3.5","<div></div>","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring"
"NarrativeContent","8.4","f8920016-d76e-43fc-b192-34cb124960aa","SECTION 8.4","<div></div>","NarrativeContent_69","Adverse Events and Serious Adverse Events"
"NarrativeContent","8.4.1","4630059c-d68a-40e4-9d66-eb2e883e5ac1","SECTION 8.4.1","<div></div>","NarrativeContent_70","Definitions of AE and SAE"
"NarrativeContent","8.4.2","58778a4e-fe04-4b8e-ba73-bb13a046050f","SECTION 8.4.2","<div></div>","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information"
"NarrativeContent","8.4.3","dea16a3b-8533-4119-98d4-dccdc1510689","SECTION 8.4.3","<div></div>","NarrativeContent_72","Identifying AEs and SAEs"
"NarrativeContent","8.4.4","b0e94f4a-aec2-4b45-b1fd-b30a8f64d9d2","SECTION 8.4.4","<div></div>","NarrativeContent_73","Recording of AEs and SAEs"
"NarrativeContent","8.4.5","c64097ef-884c-4730-afd8-d9a726cb734a","SECTION 8.4.5","<div></div>","NarrativeContent_74","Follow-up of AEs and SAEs"
"NarrativeContent","8.4.6","b1cfb2c3-6e2c-4434-b11e-66ce17ad891a","SECTION 8.4.6","<div></div>","NarrativeContent_75","Reporting of SAEs"
"NarrativeContent","8.4.7","9c55e153-4fba-45be-b5e2-e2c87ef9f13b","SECTION 8.4.7","<div></div>","NarrativeContent_76","Regulatory Reporting Requirements for SAEs"
"NarrativeContent","8.4.8","e78a30ad-8a88-4c04-9140-728edbca630e","SECTION 8.4.8","<div></div>","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting"
"NarrativeContent","8.4.9","5da53445-7aa0-46b9-897e-d2e9584ef83d","SECTION 8.4.9","<div></div>","NarrativeContent_78","Adverse Events of Special Interest"
"NarrativeContent","8.4.10","78c5ecd7-5330-4856-ac96-13cc5f5fd14e","SECTION 8.4.10","<div></div>","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"NarrativeContent","8.5","2cef8a76-d9f6-4ffc-a910-4ff8729cb7da","SECTION 8.5","<div></div>","NarrativeContent_80","Pregnancy and Postpartum Information"
"NarrativeContent","8.5.1","7daa74c3-7486-4c8d-acec-aea92b049c40","SECTION 8.5.1","<div></div>","NarrativeContent_81","Participants Who Become Pregnant During the Trial"
"NarrativeContent","8.5.2","16b193c0-bc97-4dfe-a863-0778fc827814","SECTION 8.5.2","<div></div>","NarrativeContent_82","Participants Whose Partners Become Pregnant"
"NarrativeContent","8.6","aedbb0d1-4c71-4144-b317-21b1b918a1d4","SECTION 8.6","<div></div>","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products"
"NarrativeContent","8.6.1","19bd878e-6d5b-4111-8879-ff1f883ac244","SECTION 8.6.1","<div></div>","NarrativeContent_84","Definition of Medical Device Product Complaints"
"NarrativeContent","8.6.2","ab9ac20f-ce1c-4f71-a50d-2c9dcd88c965","SECTION 8.6.2","<div></div>","NarrativeContent_85","Recording of Medical Device Product Complaints"
"NarrativeContent","8.6.3","e42357ee-6585-412e-9b65-cc2167e33ead","SECTION 8.6.3","<div></div>","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"NarrativeContent","8.6.4","7f7b1a85-eecb-46df-84e5-096ed2ae0572","SECTION 8.6.4","<div></div>","NarrativeContent_87","Follow-Up of Medical Device Product Complaints"
"NarrativeContent","8.6.5","810d4a60-3ddb-4a36-825e-c1874b4b9e08","SECTION 8.6.5","<div></div>","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints"
"NarrativeContent","8.7","6760367c-4052-4654-882e-1770c3bc8a27","SECTION 8.7","<div></div>","NarrativeContent_89","Pharmacokinetics"
"NarrativeContent","8.8","c945d091-cae4-46e1-906e-5f3954a24dab","SECTION 8.8","<div></div>","NarrativeContent_90","Genetics"
"NarrativeContent","8.9","c828353a-13f2-4993-ae4a-3b4b6877fc0d","SECTION 8.9","<div></div>","NarrativeContent_91","Biomarkers"
"NarrativeContent","8.1","ec7719f6-54da-4148-a4dd-d35ba65cc892","SECTION 8.1","<div></div>","NarrativeContent_92","Immunogenicity Assessments"
"NarrativeContent","8.1.1","622c3dab-9d54-4f7c-9669-549f3d3db35d","SECTION 8.1.1","<div></div>","NarrativeContent_93","Medical Resource Utilisation and Health Economics"
"NarrativeContent","9","0ab6f807-f4f5-471b-922c-5b9053563908","SECTION 9","<div></div>","NarrativeContent_94","STATISTICAL CONSIDERATIONS"
"NarrativeContent","9.1","f7a79699-adcc-412d-9f8f-7e46e35f916f","SECTION 9.1","<div></div>","NarrativeContent_95","Analysis Sets"
"NarrativeContent","9.2","0d2dfb96-85c0-4f10-8b94-2786388aac65","SECTION 9.2","<div></div>","NarrativeContent_96","Analyses Supporting Primary Objective(s)"
"NarrativeContent","9.2.1","8160dbb0-4616-46cf-b440-f71b8597febd","SECTION 9.2.1","<div></div>","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis"
"NarrativeContent","9.2.2","b08a17c4-cdf1-4249-bcc0-b1366b4269bd","SECTION 9.2.2","<div></div>","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)"
"NarrativeContent","9.2.3","e74c0055-087c-4375-9f7a-db9f7b21a457","SECTION 9.2.3","<div></div>","NarrativeContent_99","Handling of Missing Data"
"NarrativeContent","9.2.4","39073102-9f88-4c4e-aadf-5ff0a70bcd15","SECTION 9.2.4","<div></div>","NarrativeContent_100","Sensitivity Analysis"
"NarrativeContent","9.2.5","ba7d114b-201c-4af8-a973-fcd8404b4f9e","SECTION 9.2.5","<div></div>","NarrativeContent_101","Supplementary Analysis"
"NarrativeContent","9.3","d00c1500-6b0d-4bf9-9779-dbdf01058405","SECTION 9.3","<div></div>","NarrativeContent_102","Analysis Supporting Secondary Objective(s)"
"NarrativeContent","9.4","bfa3cec4-79e7-4401-974c-2a41c364a7ad","SECTION 9.4","<div></div>","NarrativeContent_103","Analysis of Exploratory Objective(s)"
"NarrativeContent","9.5","afc954ae-2637-4dfe-bc44-7bb37ed22695","SECTION 9.5","<div></div>","NarrativeContent_104","Safety Analyses"
"NarrativeContent","9.6","091b53a2-0e42-4b4b-b48a-89f8038b38ae","SECTION 9.6","<div></div>","NarrativeContent_105","Other Analyses"
"NarrativeContent","9.7","9c76c92f-44bf-49f3-a505-6fc3651ab8a0","SECTION 9.7","<div></div>","NarrativeContent_106","Interim Analyses"
"NarrativeContent","9.8","96133124-0053-428b-9372-d6b6d5c7f4ae","SECTION 9.8","<div></div>","NarrativeContent_107","Sample Size Determination"
"NarrativeContent","9.9","927a3720-ab23-4079-8a51-57edef6278c1","SECTION 9.9","<div></div>","NarrativeContent_108","Protocol Deviations"
"NarrativeContent","10","7b811ed7-2ca7-44ba-972e-759bdb28b6ef","SECTION 10","<div></div>","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"NarrativeContent","10.1","d9864c23-c035-4ea2-acf2-d711e3aebc5a","SECTION 10.1","<div></div>","NarrativeContent_110","Regulatory and Ethical Considerations"
"NarrativeContent","10.2","d8b01ead-ff07-42f1-8b00-24b677a6281c","SECTION 10.2","<div></div>","NarrativeContent_111","Committees"
"NarrativeContent","10.3","d352005f-45d2-436d-ac2e-5ff2a23d596c","SECTION 10.3","<div></div>","NarrativeContent_112","Informed Consent Process"
"NarrativeContent","10.4","0cc0b84d-5399-4d5a-9650-2535b2240052","SECTION 10.4","<div></div>","NarrativeContent_113","Data Protection"
"NarrativeContent","10.5","4fd52092-e49c-40b9-b587-dc163c885b2b","SECTION 10.5","<div></div>","NarrativeContent_114","Early Site Closure or Trial Termination"
"NarrativeContent","11","d4ec51a3-1b92-4bda-9ac4-e347d2fb5b0a","SECTION 11","<div></div>","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"NarrativeContent","11.1","239be154-b641-46c6-82ce-16baf9de8900","SECTION 11.1","<div></div>","NarrativeContent_116","Quality Tolerance Limits"
"NarrativeContent","11.2","1f8b106f-2ed6-46d9-a000-ea0926569271","SECTION 11.2","<div></div>","NarrativeContent_117","Data Quality Assurance"
"NarrativeContent","11.3","b092db06-c24e-4920-9ad6-e7f46864a4f2","SECTION 11.3","<div></div>","NarrativeContent_118","Source Data"
"NarrativeContent","12","ef232bea-e74a-45f2-8077-c37e94fb0075","SECTION 12","<div></div>","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"NarrativeContent","12.1","b8e7233f-bb64-4a1a-8655-b09c7997676f","SECTION 12.1","<div></div>","NarrativeContent_120","Further Details and Clarifications on the AE Definition"
"NarrativeContent","12.2","8905afd1-5107-484f-ae1d-65ea6a0ed14f","SECTION 12.2","<div></div>","NarrativeContent_121","Further Details and Clarifications on the SAE Definition"
"NarrativeContent","12.3","5603b8fa-668a-4ed9-9715-6d550ceca36f","SECTION 12.3","<div></div>","NarrativeContent_122","Severity"
"NarrativeContent","12.4","6c783dc6-572a-4fae-b70d-0d06f935f935","SECTION 12.4","<div></div>","NarrativeContent_123","Causality"
"NarrativeContent","13","69593db7-8e50-47f6-8e97-4a1bc72c8e05","SECTION 13","<div></div>","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"NarrativeContent","13.1","955425b0-28a8-4df8-bd92-522e72c1b2b3","SECTION 13.1","<div></div>","NarrativeContent_125","Contraception and Pregnancy Testing"
"NarrativeContent","13.1.1","fe6eeb55-3039-43f1-a0b5-b1abe12668bd","SECTION 13.1.1","<div></div>","NarrativeContent_126","Definitions Related to Childbearing Potential"
"NarrativeContent","13.1.2","7848b320-3a98-43c1-8a3c-f4dccf584757","SECTION 13.1.2","<div></div>","NarrativeContent_127","Contraception"
"NarrativeContent","13.1.3","4bb704ba-a1ff-4e83-80fd-6dc4820aa965","SECTION 13.1.3","<div></div>","NarrativeContent_128","Pregnancy Testing"
"NarrativeContent","13.2","d76027a9-7ceb-4cf8-bb06-a94825f794e5","SECTION 13.2","<div></div>","NarrativeContent_129","Clinical Laboratory Tests"
"NarrativeContent","13.3","d8ef7002-08e7-4915-bcd7-a09e8c3f01bf","SECTION 13.3","<div></div>","NarrativeContent_130","Country/Region-Specific Differences"
"NarrativeContent","13.4","9ab2c187-7f5b-4ebe-85fa-45c73b5505d3","SECTION 13.4","<div></div>","NarrativeContent_131","Prior Protocol Amendments"
"NarrativeContent","14","4245ce6f-09c5-4feb-a462-74b4dd92ff18","SECTION 14","<div></div>","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS"
"NarrativeContent","15","9373a528-18d2-4b3f-9e5b-fcd73407d7dc","SECTION 15","<div></div>","NarrativeContent_133","APPENDIX: REFERENCES"
