"instanceType","isRequired","name","uuid:ID","isEnabled","id","datatype","label"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","e76628ff-fba7-4a3e-aec5-36a47783628e","True","BiomedicalConceptProperty_115","string","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","Biospecimen Type","47bc598a-e246-4c55-9840-19c49cbbe53e","True","BiomedicalConceptProperty_116","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","6a7c8172-2802-4e18-b7eb-d7b10c8d5291","True","BiomedicalConceptProperty_117","decimal","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","22631e71-e232-4db6-953a-ec048ae82e5a","True","BiomedicalConceptProperty_118","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","588ac8f7-2063-441c-b75d-3d6c22701995","True","BiomedicalConceptProperty_119","string","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","Biospecimen Type","3420caca-bb9c-44f6-9b37-5d9316cd08cd","True","BiomedicalConceptProperty_120","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","65cc0df2-a531-41d6-a337-6487db751afb","True","BiomedicalConceptProperty_121","string","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","cbf654d5-b101-4f90-932e-8324cc7274b1","True","BiomedicalConceptProperty_122","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Unit of Concentration","8ce73a80-0dc0-45ee-83ef-a11004656b20","True","BiomedicalConceptProperty_123","string","Unit of Concentration"
"BiomedicalConceptProperty","True","Biospecimen Type","d39efce3-f06d-497f-9ae9-4cad47c91575","True","BiomedicalConceptProperty_124","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","ec38fa3b-c342-4a43-b539-2e6c6b26e451","True","BiomedicalConceptProperty_125","decimal","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","d5e8d9c2-2de8-498c-b69e-a70d00856c75","True","BiomedicalConceptProperty_126","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Molarity Unit","58f5115d-7e9a-425e-af95-d7fb7c3c04e4","True","BiomedicalConceptProperty_127","string","Molarity Unit"
"BiomedicalConceptProperty","True","Biospecimen Type","d8f78fff-5a20-4893-bdcb-3c6150111635","True","BiomedicalConceptProperty_128","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","442fe091-3632-4d70-bd48-02284978cb27","True","BiomedicalConceptProperty_129","decimal","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","412ad107-f128-4d39-ba34-6dd702bcf040","True","BiomedicalConceptProperty_130","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Molarity Unit","9f886c9d-4a48-4340-bd00-49db339145e7","True","BiomedicalConceptProperty_131","string","Molarity Unit"
"BiomedicalConceptProperty","True","Biospecimen Type","a8acd36e-9825-4223-b554-e0ffff6fdd8b","True","BiomedicalConceptProperty_132","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Adverse Event Verbatim Description","998e716c-7699-47f8-b4fe-690918deca66","True","BiomedicalConceptProperty_1","string","Adverse Event Verbatim Description"
"BiomedicalConceptProperty","True","Adverse Event Dictionary Derived Term","9a85344d-6c9b-4a02-9815-ae27373f434f","True","BiomedicalConceptProperty_2","string","Adverse Event Dictionary Derived Term"
"BiomedicalConceptProperty","True","Adverse Event Category","598ed5c8-e0e3-4011-8788-fb0810225ec0","True","BiomedicalConceptProperty_3","string","Adverse Event Category"
"BiomedicalConceptProperty","True","Adverse Event Subcategory","7e86f1ae-8e86-4f26-891f-dc266119a058","True","BiomedicalConceptProperty_4","string","Adverse Event Subcategory"
"BiomedicalConceptProperty","True","Adverse Event Pre-specified","7978d7cc-2308-46f6-8ce7-9993771ae92b","True","BiomedicalConceptProperty_5","boolean","Adverse Event Pre-specified"
"BiomedicalConceptProperty","True","Severity of Adverse Event","186ad99b-ec25-49a0-88a8-3b06f99b3765","True","BiomedicalConceptProperty_6","string","Severity of Adverse Event"
"BiomedicalConceptProperty","True","Adverse Event Toxicity Grade","16c57aae-9996-43d4-ba46-ce80a031019d","True","BiomedicalConceptProperty_7","string","Adverse Event Toxicity Grade"
"BiomedicalConceptProperty","True","Seriousness of Adverse Event","bd3daefc-9e4c-433a-9620-c2c0376e7cc2","True","BiomedicalConceptProperty_8","boolean","Seriousness of Adverse Event"
"BiomedicalConceptProperty","True","Adverse Event Action Taken with Study Treatment","47cc2777-d4fc-437f-ba17-67694f930f94","True","BiomedicalConceptProperty_9","string","Adverse Event Action Taken with Study Treatment"
"BiomedicalConceptProperty","True","Adverse Event Attribution to Product or Procedure","741a274e-a1d4-43ca-857a-8da42f353627","True","BiomedicalConceptProperty_10","string","Adverse Event Attribution to Product or Procedure"
"BiomedicalConceptProperty","True","Adverse Event Pattern","ed47cbf2-fb8f-4ccd-a7c6-bc71c35bab58","True","BiomedicalConceptProperty_11","string","Adverse Event Pattern"
"BiomedicalConceptProperty","True","Adverse Event Outcome","fe6fca54-0f2c-48ca-a0bd-92472dfbad0b","True","BiomedicalConceptProperty_12","string","Adverse Event Outcome"
"BiomedicalConceptProperty","True","Adverse Event Start Date Time","274ba754-7f48-4f1f-8b83-7bfa7b0e412e","True","BiomedicalConceptProperty_13","datetime","Adverse Event Start Date Time"
"BiomedicalConceptProperty","True","Adverse Event End Date Time","3681753b-b68d-4f59-b847-8447554575f6","True","BiomedicalConceptProperty_14","datetime","Adverse Event End Date Time"
"BiomedicalConceptProperty","True","Vital Signs Result","b7a026d1-c6f7-4286-a9bf-47aa8c28f4a4","True","BiomedicalConceptProperty_15","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Pressure","4f195899-3a64-4293-a79d-4590c589fc62","True","BiomedicalConceptProperty_16","string","Unit of Pressure"
"BiomedicalConceptProperty","True","Vital Signs Location","651ada09-68ed-4957-ac03-ce0ca481c982","True","BiomedicalConceptProperty_17","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Laterality","f58cfb9d-3bbd-4726-b1bf-a5c0c717277a","True","BiomedicalConceptProperty_18","string","Vital Signs Laterality"
"BiomedicalConceptProperty","True","Test Method","d358c9da-d36f-4889-84a1-f02c54c7d9cc","True","BiomedicalConceptProperty_19","string","Test Method"
"BiomedicalConceptProperty","True","Vital Signs Position","daa2f334-90b6-40f3-92bd-a3b78fcf77b3","True","BiomedicalConceptProperty_20","string","Vital Signs Position"
"BiomedicalConceptProperty","True","Vital Signs Result","f9c0c528-98a6-4ba1-94ff-914cfe3979ad","True","BiomedicalConceptProperty_21","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Pressure","b827e901-c51d-43e7-9c3f-0048bec61cef","True","BiomedicalConceptProperty_22","string","Unit of Pressure"
"BiomedicalConceptProperty","True","Vital Signs Location","1cc5657e-07f0-418a-b97f-a232df9ed438","True","BiomedicalConceptProperty_23","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Laterality","eb228d00-adc5-4f5b-9e83-b59582c2d2bb","True","BiomedicalConceptProperty_24","string","Vital Signs Laterality"
"BiomedicalConceptProperty","True","Test Method","05b7fb6d-81fb-47e1-a4f1-b8e51a8beb63","True","BiomedicalConceptProperty_25","string","Test Method"
"BiomedicalConceptProperty","True","Vital Signs Position","e9c40830-1af6-4320-8562-043cf1b89448","True","BiomedicalConceptProperty_26","string","Vital Signs Position"
"BiomedicalConceptProperty","True","Vital Signs Result","a74eee85-057b-4f70-b95e-1059c4d0db81","True","BiomedicalConceptProperty_27","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Temperature","c4b37ce8-335b-4f87-b63d-dc59f9e5069a","True","BiomedicalConceptProperty_28","string","Unit of Temperature"
"BiomedicalConceptProperty","True","Vital Signs Location","861031c7-8b9b-4e79-bbde-7934ee8920ed","True","BiomedicalConceptProperty_29","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Result","eac8c277-5cb9-4949-b692-3f57cf8de40e","True","BiomedicalConceptProperty_30","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Weight","b6f64f7f-1570-4701-81c9-0f0555ca5ad1","True","BiomedicalConceptProperty_31","string","Unit of Weight"
"BiomedicalConceptProperty","True","Vital Signs Result","53f8c45c-f9fa-40f5-ab42-1cf1bd32e607","True","BiomedicalConceptProperty_32","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Height","8470b8b3-c9de-4326-ac65-55fe04ae28fc","True","BiomedicalConceptProperty_33","string","Unit of Height"
"BiomedicalConceptProperty","True","Laboratory Test Result","183959a4-2d68-4739-bc65-5f07413c8572","True","BiomedicalConceptProperty_34","decimal","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","50eb2596-bfaf-4dd4-ad34-74a962fe1086","True","BiomedicalConceptProperty_35","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","a93c61ff-f268-4c14-a127-68a43c670dd8","True","BiomedicalConceptProperty_36","string","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","Biospecimen Type","77a3ddba-62a3-4698-a3a2-32558837ed0b","True","BiomedicalConceptProperty_37","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","1a50e89c-495e-4a28-9487-565e3ed38c62","True","BiomedicalConceptProperty_38","string","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","da7ba2a4-c183-4448-9fac-03be3353ca2e","True","BiomedicalConceptProperty_39","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Unit of Concentration","a5840c55-f00c-4751-8456-927550805176","True","BiomedicalConceptProperty_40","string","Unit of Concentration"
"BiomedicalConceptProperty","True","Biospecimen Type","098e85ac-b60e-4d51-9be6-43f6648658c4","True","BiomedicalConceptProperty_41","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","f5d6a61b-8788-4483-9e81-dfea7df5a257","True","BiomedicalConceptProperty_42","decimal","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","c5f37d9d-db5c-43ad-b8e7-a65eae49a63f","True","BiomedicalConceptProperty_43","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","2968abbb-d4fb-4a43-8d02-c9499edd45dc","True","BiomedicalConceptProperty_44","string","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","Biospecimen Type","558c607c-9f2a-42d3-9624-849e9093cbfc","True","BiomedicalConceptProperty_45","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","84a178dc-8688-4e4d-a7c5-bc8dc8e87cb0","True","BiomedicalConceptProperty_46","decimal","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","989cf5e4-452c-4589-b239-294521d5fc06","True","BiomedicalConceptProperty_47","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","c442395c-32d3-4e78-b3cc-fc3f3a974842","True","BiomedicalConceptProperty_48","string","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","Biospecimen Type","c5de212d-3ce4-458b-b28d-15d36899c601","True","BiomedicalConceptProperty_49","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","7f978ba5-6b8f-47a1-a970-86f6e8b83eea","True","BiomedicalConceptProperty_50","string","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","90cb68b6-731a-4793-bbe8-c9cd4f1e2240","True","BiomedicalConceptProperty_51","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Unit of Concentration","7cb1725d-5007-4541-8fa1-462ba1052f54","True","BiomedicalConceptProperty_52","string","Unit of Concentration"
"BiomedicalConceptProperty","True","Biospecimen Type","df60a950-b608-47aa-84c9-2ccd4abbe0a0","True","BiomedicalConceptProperty_53","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","c915c6dd-3ca1-4971-9b7f-ad14630612d5","True","BiomedicalConceptProperty_54","decimal","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","79cc548d-8580-4cc3-959a-e72206bf4efd","True","BiomedicalConceptProperty_55","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Molarity Unit","8697397d-f3a2-43ac-9d5b-375fb436cd56","True","BiomedicalConceptProperty_56","string","Molarity Unit"
"BiomedicalConceptProperty","True","Biospecimen Type","ab670ead-df7b-4305-8302-8c13969111a7","True","BiomedicalConceptProperty_57","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Laboratory Test Result","dce2321f-cd37-4fb3-904e-3e4aff69f855","True","BiomedicalConceptProperty_58","decimal","Laboratory Test Result"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","9f3fca7b-790e-4356-8534-d6e12220b0b2","True","BiomedicalConceptProperty_59","boolean","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","Molarity Unit","65fcc945-47a3-4cce-befe-6643d951af22","True","BiomedicalConceptProperty_60","string","Molarity Unit"
"BiomedicalConceptProperty","True","Biospecimen Type","b7af5b17-fa88-46bc-8bb1-56d31763e657","True","BiomedicalConceptProperty_61","string","Biospecimen Type"
"BiomedicalConceptProperty","True","Vital Signs Result","c4630ba7-1ebb-4916-baa4-ad1006db90ff","True","BiomedicalConceptProperty_62","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Pressure","a592d5a7-58cf-4b28-a2fa-47ba1c30bd14","True","BiomedicalConceptProperty_63","string","Unit of Pressure"
"BiomedicalConceptProperty","True","Vital Signs Location","9c5bf730-eb77-4f05-84c5-64d1cf489f02","True","BiomedicalConceptProperty_64","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Laterality","2cc00606-2a47-4073-9657-c48c350accb5","True","BiomedicalConceptProperty_65","string","Vital Signs Laterality"
"BiomedicalConceptProperty","True","Test Method","3c41df03-8d84-4f40-b12b-6c2302a71b50","True","BiomedicalConceptProperty_66","string","Test Method"
"BiomedicalConceptProperty","True","Vital Signs Position","abfdad2b-0098-4a80-8779-bf501566ba83","True","BiomedicalConceptProperty_67","string","Vital Signs Position"
"BiomedicalConceptProperty","True","Vital Signs Result","f107626d-f4df-4b00-8d59-bb4a53007365","True","BiomedicalConceptProperty_68","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Pressure","d4e8c260-729f-42ee-8e27-4cd89d72ef92","True","BiomedicalConceptProperty_69","string","Unit of Pressure"
"BiomedicalConceptProperty","True","Vital Signs Location","1390f5b9-68dc-4e5e-b19f-46558c23487c","True","BiomedicalConceptProperty_70","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Laterality","5c361aa2-ee74-4515-87e9-a03f09f011ae","True","BiomedicalConceptProperty_71","string","Vital Signs Laterality"
"BiomedicalConceptProperty","True","Test Method","b92f0487-4a0e-439f-81f7-461eeb0213cc","True","BiomedicalConceptProperty_72","string","Test Method"
"BiomedicalConceptProperty","True","Vital Signs Position","31597b9c-8648-4c93-b206-a14b69101ad0","True","BiomedicalConceptProperty_73","string","Vital Signs Position"
"BiomedicalConceptProperty","True","Vital Signs Result","22ffb014-49c2-48bb-b138-098977ea356a","True","BiomedicalConceptProperty_74","integer","Vital Signs Result"
"BiomedicalConceptProperty","True","Count per Minute","4450a781-c98b-4d98-bdd0-d7146abf152f","True","BiomedicalConceptProperty_75","string","Count per Minute"
"BiomedicalConceptProperty","True","Vital Signs Location","377c1059-09c9-44df-96c1-ab60b7aff1bf","True","BiomedicalConceptProperty_76","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Laterality","546f5ff2-8ae4-4b27-a7e9-659c867da6bd","True","BiomedicalConceptProperty_77","string","Vital Signs Laterality"
"BiomedicalConceptProperty","True","Test Method","03df911c-535b-4899-8161-0fd7e4573050","True","BiomedicalConceptProperty_78","string","Test Method"
"BiomedicalConceptProperty","True","Vital Signs Position","eab27b04-079f-4226-808d-5d035682f6df","True","BiomedicalConceptProperty_79","string","Vital Signs Position"
"BiomedicalConceptProperty","True","Vital Signs Result","ffaf38aa-7eaf-4b39-9751-ca1106a406b4","True","BiomedicalConceptProperty_80","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Pressure","6a4c5c5e-fdd7-4300-a7df-033282fc815a","True","BiomedicalConceptProperty_81","string","Unit of Pressure"
"BiomedicalConceptProperty","True","Vital Signs Location","0ed34d51-d7d4-4bfa-b743-ec7396d092e9","True","BiomedicalConceptProperty_82","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Laterality","d0961551-5622-4a00-b166-8151207e2b1b","True","BiomedicalConceptProperty_83","string","Vital Signs Laterality"
"BiomedicalConceptProperty","True","Test Method","3727304a-11ad-4831-9fb9-d10d94d3b187","True","BiomedicalConceptProperty_84","string","Test Method"
"BiomedicalConceptProperty","True","Vital Signs Position","20858e71-ed25-433a-9a6d-ff7b6019dd5a","True","BiomedicalConceptProperty_85","string","Vital Signs Position"
"BiomedicalConceptProperty","True","Vital Signs Result","796febc8-30a6-4357-b33d-5a53691f7d10","True","BiomedicalConceptProperty_86","decimal","Vital Signs Result"
"BiomedicalConceptProperty","True","Unit of Pressure","579d9eb2-0c86-4e58-963b-8f00b6889596","True","BiomedicalConceptProperty_87","string","Unit of Pressure"
"BiomedicalConceptProperty","True","Vital Signs Location","5f5d8d18-512f-46c4-b9dc-07cf876413de","True","BiomedicalConceptProperty_88","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Laterality","7e374894-8c68-4d61-8b45-44c1e498798d","True","BiomedicalConceptProperty_89","string","Vital Signs Laterality"
"BiomedicalConceptProperty","True","Test Method","d9aab061-ba5e-456f-b5b9-fa50ef053e76","True","BiomedicalConceptProperty_90","string","Test Method"
"BiomedicalConceptProperty","True","Vital Signs Position","fdcd3a83-9d4b-48d7-be04-15169f1b6bef","True","BiomedicalConceptProperty_91","string","Vital Signs Position"
"BiomedicalConceptProperty","True","Vital Signs Result","a77d5be9-cc5b-4d69-8b90-e4bcf425c8bb","True","BiomedicalConceptProperty_92","integer","Vital Signs Result"
"BiomedicalConceptProperty","True","Count per Minute","880544ed-f37a-4f7c-8c50-aa3a47956794","True","BiomedicalConceptProperty_93","string","Count per Minute"
"BiomedicalConceptProperty","True","Vital Signs Location","d72096cc-edae-4d08-a9a7-7023080dbb7b","True","BiomedicalConceptProperty_94","string","Vital Signs Location"
"BiomedicalConceptProperty","True","Vital Signs Laterality","c4d4824f-c361-4f42-a0b1-384ee30bc112","True","BiomedicalConceptProperty_95","string","Vital Signs Laterality"
"BiomedicalConceptProperty","True","Test Method","a1ed7ab4-d9af-4b47-85df-7b6aa963debc","True","BiomedicalConceptProperty_96","string","Test Method"
"BiomedicalConceptProperty","True","Vital Signs Position","b37e5dd2-354c-4604-bf25-b76fe41ecb41","True","BiomedicalConceptProperty_97","string","Vital Signs Position"
