"uuid:ID","codeSystemVersion","code","id","decode","instanceType","codeSystem"
"f7250028-9aa9-483c-b274-b025f87d59fd","2023-09-29","C175574","Code_121","In Person","Code","http://www.cdisc.org"
"8d4c9401-b1d5-4017-9c24-b5a74a639c3d","January 31, 2018","383371000119108","Code_79","CT of head without contrast","Code","SNOMED"
"6b595b17-668e-4bbe-a0ba-2cd330af1926","12","123","Code_80","Subject Supine","Code","SPONSOR"
"5427d51d-10c2-4f74-84ba-78b8d4f956c0","12","124","Code_81","Subject Standing","Code","SPONSOR"
"4780c1b0-3d2c-4aca-a6c8-1ab30ef24cf9","","C173522","Code_278","Vital Signs Result","Code","NCI Thesaurus"
"a60c886b-938e-4193-bd5d-8c1ca0134bd2","2023-09-29","C42537","Code_279","Kelvin","Code","http://www.cdisc.org"
"b267065d-1a86-443f-9853-7b08e16861f8","","C44276","Code_280","Unit of Temperature","Code","NCI Thesaurus"
"0f14b19d-4af9-4734-98ce-c44e603c492c","","C83088","Code_281","Vital Signs Location","Code","NCI Thesaurus"
"30f010e1-67c1-44ec-b086-2c8d338eb493","","C174446","Code_277","Body Temperature","Code","NCI Thesaurus"
"eac1480e-793d-4b46-ad32-97cf4f6a8aa9","","C173522","Code_283","Vital Signs Result","Code","NCI Thesaurus"
"9e26fa36-452a-4bc8-af58-8ebf55d28204","2023-09-29","C28252","Code_284","Kilogram","Code","http://www.cdisc.org"
"a7bb53e4-808e-4c62-9c7b-a21f577888bb","2023-09-29","C48155","Code_285","Gram","Code","http://www.cdisc.org"
"e5863113-c496-4cdd-ab54-0cdca951d0b9","2023-09-29","C48531","Code_286","Pound","Code","http://www.cdisc.org"
"c50ea2df-8bb9-4d7b-ad22-97f3dd1e5f8b","","C48208","Code_287","Unit of Weight","Code","NCI Thesaurus"
"ea477925-9c85-47e9-ad0b-9acc7739a951","","C81328","Code_282","Body Weight","Code","NCI Thesaurus"
"1f8137a0-ca0a-44b7-8010-a2539aba8b8f","","C173522","Code_289","Vital Signs Result","Code","NCI Thesaurus"
"3d60f4d8-bb80-4413-8521-3b0260e82a73","2023-09-29","C49668","Code_290","Centimeter","Code","http://www.cdisc.org"
"65cd56d9-3947-44c6-b3b2-9588dfc04eba","2023-09-29","C48500","Code_291","Inch","Code","http://www.cdisc.org"
"511d8854-f929-431d-a484-35af05207f64","2023-09-29","C28251","Code_292","Millimeter","Code","http://www.cdisc.org"
"0bcda1f1-7e92-45fc-8dc7-d8c7dce08455","2023-09-29","C41139","Code_293","Meter","Code","http://www.cdisc.org"
"cef9d0c6-42ad-4a5d-acbc-fea36d05c3de","","C168688","Code_294","Unit of Height","Code","NCI Thesaurus"
"c9f7060e-8706-41c8-9416-1b68ffca78a8","","C164634","Code_288","Body Height","Code","NCI Thesaurus"
"4f003379-8a25-4c89-b0f4-9f4a9e67ecb6","","C36292","Code_296","Laboratory Test Result","Code","NCI Thesaurus"
"815791cb-c314-4050-82fd-e011bb002f4c","","C83309","Code_297","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"2f39f573-4bcd-4e82-b8bf-bab0af1db8c9","","C67365","Code_298","Unit of Catalytic Activity Concentration","Code","NCI Thesaurus"
"d00322ae-1061-44a7-8d9b-de652a144592","","C70713","Code_299","Biospecimen Type","Code","NCI Thesaurus"
"54ae1798-d7be-40a9-b223-e5e4cc787712","","C64433","Code_295","Alanine Aminotransferase Measurement","Code","NCI Thesaurus"
"d2d49226-bb96-4b60-9e32-1383570afae7","","C36292","Code_301","Laboratory Test Result","Code","NCI Thesaurus"
"c1231592-2f65-4043-8107-515f0cfaedb2","","C83309","Code_302","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"22ed56fb-461d-45f5-bb1d-15590565ec98","","C48207","Code_303","Unit of Concentration","Code","NCI Thesaurus"
"f58263f8-bb7f-43ea-ab4e-8b376c55bf23","","C70713","Code_304","Biospecimen Type","Code","NCI Thesaurus"
"ee0901ed-e7a4-4f07-ab1b-16ff6042c110","","C64431","Code_300","Albumin Measurement","Code","NCI Thesaurus"
"50f127ae-f19a-43e4-a441-a3a333c7e919","","C36292","Code_306","Laboratory Test Result","Code","NCI Thesaurus"
"f1dd8db2-eb6a-499d-9d5f-3ecf81681fe4","","C83309","Code_307","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"c19b7237-eede-402c-95cd-fe914398ebd6","","C67365","Code_308","Unit of Catalytic Activity Concentration","Code","NCI Thesaurus"
"6999aaea-15af-477e-a2a5-66c0e82a6a50","","C70713","Code_309","Biospecimen Type","Code","NCI Thesaurus"
"2fe66039-23c2-4905-899c-479bb80c0343","","C64432","Code_305","Alkaline Phosphatase Measurement","Code","NCI Thesaurus"
"709265a7-1a7c-4c60-92f4-44a1d316dc5d","","C36292","Code_311","Laboratory Test Result","Code","NCI Thesaurus"
"67c6b355-2289-4823-ba26-2081d55ee3ee","","C83309","Code_312","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"2573e033-e190-4636-92e1-f46cac7eea83","","C67365","Code_313","Unit of Catalytic Activity Concentration","Code","NCI Thesaurus"
"190a17ef-2dd2-42ed-a59e-fcdcc6204e35","","C70713","Code_314","Biospecimen Type","Code","NCI Thesaurus"
"83b62bd6-f32c-4b47-bca5-85304cbaaa20","","C64467","Code_310","Aspartate Aminotransferase Measurement","Code","NCI Thesaurus"
"2063887a-87d1-46cc-af67-640859d61bce","","C36292","Code_316","Laboratory Test Result","Code","NCI Thesaurus"
"7e91be47-ee94-4a00-9b60-172edf64996c","","C83309","Code_317","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"3f33cda4-f143-4364-b056-28da0525c9fa","","C48207","Code_318","Unit of Concentration","Code","NCI Thesaurus"
"4551ca63-791b-41bf-8b02-042b0e7dee69","","C70713","Code_319","Biospecimen Type","Code","NCI Thesaurus"
"dfeef4bc-599c-4736-8617-488c47b65276","","C64547","Code_315","Creatinine Measurement","Code","NCI Thesaurus"
"64677929-6857-41ae-bf0b-062add5476bb","","C36292","Code_321","Laboratory Test Result","Code","NCI Thesaurus"
"5ee87208-c9ee-44fd-8e48-aa29af66b32d","","C83309","Code_322","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"c9cfc215-cc1f-4c2a-ac88-71888e877167","","C64567","Code_323","Molarity Unit","Code","NCI Thesaurus"
"81ea89ea-468e-46dc-98b2-cc63251103ac","","C70713","Code_324","Biospecimen Type","Code","NCI Thesaurus"
"85ac0bac-85b1-4dab-806f-cd6016b73576","","C64853","Code_320","Potassium Measurement","Code","NCI Thesaurus"
"b8d5416d-1cdc-43e3-a3fb-f362b569022c","","C36292","Code_326","Laboratory Test Result","Code","NCI Thesaurus"
"3981d0a2-1d35-430b-b931-91c3025e7459","","C83309","Code_327","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"5d2e886c-27e1-4052-a61e-ac655cc3cf7d","","C64567","Code_328","Molarity Unit","Code","NCI Thesaurus"
"e3a36128-e142-4b6e-adea-7b19e03619f3","","C70713","Code_329","Biospecimen Type","Code","NCI Thesaurus"
"3e327475-703f-4602-b01a-6f8bdd6c00bb","","C64809","Code_325","Sodium Measurement","Code","NCI Thesaurus"
"ad26f79f-0fb9-4ad7-8554-925c966a72e7","","C78541","Code_145","Adverse Event Verbatim Description","Code","NCI Thesaurus"
"3bd1efb6-7376-42e1-8d37-aa147e785de6","","C83344","Code_146","Adverse Event Dictionary Derived Term","Code","NCI Thesaurus"
"8b414b5f-ebf0-4c40-8053-960e6fe72d56","","C83198","Code_147","Adverse Event Category","Code","NCI Thesaurus"
"b04c3adc-995a-4e96-8f82-39642b08c089","","C83212","Code_148","Adverse Event Subcategory","Code","NCI Thesaurus"
"31bdbf30-2216-46f2-81f3-23a4dc3f87e8","","C87840","Code_149","Adverse Event Pre-specified","Code","NCI Thesaurus"
"87a2c292-00af-4b78-86b4-7481e2bccdec","","C53253","Code_150","Severity of Adverse Event","Code","NCI Thesaurus"
"95f9082e-ee95-4cfe-9d12-e287490de2c3","","C78605","Code_151","Adverse Event Toxicity Grade","Code","NCI Thesaurus"
"ce3ad11f-6d3b-4aa0-be93-96255d41567d","","C53252","Code_152","Seriousness of Adverse Event","Code","NCI Thesaurus"
"71778719-a2cb-490e-922e-f54bac0b7ea3","","C83013","Code_153","Adverse Event Action Taken with Study Treatment","Code","NCI Thesaurus"
"59daa846-5b19-4583-9a8f-0bebd5325329","","C41358","Code_154","Adverse Event Attribution to Product or Procedure","Code","NCI Thesaurus"
"cf77a817-8a02-4fc8-b915-eed1ec187fd5","2023-09-29","C71325","Code_155","Intermittent","Code","http://www.cdisc.org"
"b5a3cfa3-dc32-4d1a-9b8d-78c596290280","","C83208","Code_156","Adverse Event Pattern","Code","NCI Thesaurus"
"724eab63-8f9c-49f3-b225-39dd47c897e2","","C49489","Code_157","Adverse Event Outcome","Code","NCI Thesaurus"
"ab69cb95-3c10-446f-bafd-0ba7f96a09e6","","C83215","Code_158","Adverse Event Start Date Time","Code","NCI Thesaurus"
"786b5c64-be76-4e0c-b7a2-6da48c712707","","C83201","Code_159","Adverse Event End Date Time","Code","NCI Thesaurus"
"29ea8e80-9abd-4827-9dbf-31a1be3721d0","","C41331","Code_144","Adverse Event","Code","NCI Thesaurus"
"da0860e9-272f-4b00-a2df-69ff94bfc804","","C173522","Code_161","Vital Signs Result","Code","NCI Thesaurus"
"37f6d15b-dac0-4d80-bcf4-119243abbf32","2023-09-29","C42547","Code_162","Pascal","Code","http://www.cdisc.org"
"a80f0b92-7427-4092-b4d9-2e7647f125f1","","C49669","Code_163","Unit of Pressure","Code","NCI Thesaurus"
"e89bced5-233e-4253-b0f4-e65c287103bb","","C83088","Code_164","Vital Signs Location","Code","NCI Thesaurus"
"2443fdec-13b5-4070-8588-8ccd82607e5d","","C123975","Code_165","Vital Signs Laterality","Code","NCI Thesaurus"
"85881961-2dba-407e-a03b-4adb061b5e6e","","C82535","Code_166","Test Method","Code","NCI Thesaurus"
"b21a7e7e-aa4a-473c-97cb-d2ade5500f55","","C83114","Code_167","Vital Signs Position","Code","NCI Thesaurus"
"d1fbea94-b1b7-4343-963d-f6d4302fba4e","","C25298","Code_160","Systolic Blood Pressure","Code","NCI Thesaurus"
"9547f8b8-2358-44cb-8dba-da0df87c2a61","","C173522","Code_169","Vital Signs Result","Code","NCI Thesaurus"
"8691937d-98ae-4809-a05f-ffc2a82926cb","2023-09-29","C42547","Code_170","Pascal","Code","http://www.cdisc.org"
"9a54b474-3331-4079-9dcb-81b159c77b61","","C49669","Code_171","Unit of Pressure","Code","NCI Thesaurus"
"dfd7ee67-1f28-4500-b3d0-cb0e1d9e1e10","","C83088","Code_172","Vital Signs Location","Code","NCI Thesaurus"
"e616045e-df12-4937-9159-69f9609bb792","","C123975","Code_173","Vital Signs Laterality","Code","NCI Thesaurus"
"10b40fcc-9a25-46b4-98a7-9e2f3287744a","","C82535","Code_174","Test Method","Code","NCI Thesaurus"
"742a2dec-5631-4004-b2ef-76a4697a9022","","C83114","Code_175","Vital Signs Position","Code","NCI Thesaurus"
"b41f15d7-3959-47f5-876f-9d0e43e65fac","","C25299","Code_168","Diastolic Blood Pressure","Code","NCI Thesaurus"
"6391c8c8-3951-4e98-b25e-52158423867c","","C173522","Code_177","Vital Signs Result","Code","NCI Thesaurus"
"1819b24a-7463-4152-a401-6151d5755439","2023-09-29","C42537","Code_178","Kelvin","Code","http://www.cdisc.org"
"233b43e7-2bb0-48b8-9799-34b49cab9d79","","C44276","Code_179","Unit of Temperature","Code","NCI Thesaurus"
"296919da-2ae6-486b-b2ba-db0341403637","","C83088","Code_180","Vital Signs Location","Code","NCI Thesaurus"
"1458f56c-5c89-4efb-8da5-61ca159cf417","","C174446","Code_176","Body Temperature","Code","NCI Thesaurus"
"5f103d5d-8571-4609-b9e3-595d4fe7b1f1","","C173522","Code_182","Vital Signs Result","Code","NCI Thesaurus"
"dabbc701-06b3-4dc5-bd9e-3d40ec1d3815","2023-09-29","C28252","Code_183","Kilogram","Code","http://www.cdisc.org"
"e211cb0e-e714-4027-b97e-6bee41fe5f62","2023-09-29","C48155","Code_184","Gram","Code","http://www.cdisc.org"
"efab8b6d-ac5e-4f80-91b0-f04722f7ba38","2023-09-29","C48531","Code_185","Pound","Code","http://www.cdisc.org"
"03bd2da9-9279-438b-a764-90aed4f9cbab","","C48208","Code_186","Unit of Weight","Code","NCI Thesaurus"
"34c6ac4e-f226-44dd-b4cb-050881647cb3","","C81328","Code_181","Body Weight","Code","NCI Thesaurus"
"50e80998-7621-4da8-a05d-62956520083f","","C173522","Code_188","Vital Signs Result","Code","NCI Thesaurus"
"bc40e25d-6ca2-4f0d-9f52-26f78b7f0a7c","2023-09-29","C49668","Code_189","Centimeter","Code","http://www.cdisc.org"
"eed6306c-7f39-4525-9aef-e0f56d109adc","2023-09-29","C48500","Code_190","Inch","Code","http://www.cdisc.org"
"bf1dbf27-2258-4dea-8fb0-2bdc4110d077","2023-09-29","C28251","Code_191","Millimeter","Code","http://www.cdisc.org"
"a65ad4c8-561e-4977-855c-03fe0ce3215a","2023-09-29","C41139","Code_192","Meter","Code","http://www.cdisc.org"
"3020c066-8a57-42f2-849e-63074acfedfd","","C168688","Code_193","Unit of Height","Code","NCI Thesaurus"
"602b89c8-dfa7-4908-b331-14a19bc1b1f1","","C164634","Code_187","Body Height","Code","NCI Thesaurus"
"350b987c-3cd9-4820-a84c-bf91e306164a","","C36292","Code_195","Laboratory Test Result","Code","NCI Thesaurus"
"b0713827-c38e-4f16-8333-709928b95853","","C83309","Code_196","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"dfbf9f69-a72d-45a1-b355-c248a032d830","","C67365","Code_197","Unit of Catalytic Activity Concentration","Code","NCI Thesaurus"
"661e90f4-bc8e-4de2-b3b3-063ea6124546","","C70713","Code_198","Biospecimen Type","Code","NCI Thesaurus"
"2209325a-b727-421d-9442-6ee6ec34a6d3","","C64433","Code_194","Alanine Aminotransferase Measurement","Code","NCI Thesaurus"
"e8ccb275-24c2-4beb-8f52-aba9cf553051","","C36292","Code_200","Laboratory Test Result","Code","NCI Thesaurus"
"d9af174a-f618-4243-8b35-a1e4f23fe051","","C83309","Code_201","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"0636cb7b-8626-49c7-be97-b536788db656","","C48207","Code_202","Unit of Concentration","Code","NCI Thesaurus"
"0b84a923-8e39-4135-a0fa-7eace113f786","","C70713","Code_203","Biospecimen Type","Code","NCI Thesaurus"
"89d2ab49-ab52-4b9f-93a2-8160b2f7b8e7","","C64431","Code_199","Albumin Measurement","Code","NCI Thesaurus"
"4a78393a-4831-4b3f-b160-3996388df5ad","","C36292","Code_205","Laboratory Test Result","Code","NCI Thesaurus"
"d1739975-b1c3-4bc5-997f-5e625f3e25da","","C83309","Code_206","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"e7ad5bc0-aaad-4bf4-963d-a24fdca85947","","C67365","Code_207","Unit of Catalytic Activity Concentration","Code","NCI Thesaurus"
"93bbbf5c-369c-470c-bc07-df63e1dffa0b","","C70713","Code_208","Biospecimen Type","Code","NCI Thesaurus"
"6c23ce83-7791-4314-8047-ee8e4150ca87","","C64432","Code_204","Alkaline Phosphatase Measurement","Code","NCI Thesaurus"
"fab9d054-19fa-4c67-9170-ab8f2d95aae7","","C36292","Code_210","Laboratory Test Result","Code","NCI Thesaurus"
"2bf94486-635a-4852-8bae-cc77a0de5bc7","","C83309","Code_211","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"2eb275f7-3cbf-4ac5-84c3-9b898a8d7cee","","C67365","Code_212","Unit of Catalytic Activity Concentration","Code","NCI Thesaurus"
"a757e457-da1f-44cb-91c5-aad922d49908","","C70713","Code_213","Biospecimen Type","Code","NCI Thesaurus"
"ecab2d98-8cfe-4c83-9f7c-4c8082c80b4e","","C64467","Code_209","Aspartate Aminotransferase Measurement","Code","NCI Thesaurus"
"b7846b11-7b9e-4520-a976-2c22fa4a0d55","","C36292","Code_215","Laboratory Test Result","Code","NCI Thesaurus"
"c3e9da01-2a86-495f-859d-35a2bf5dc309","","C83309","Code_216","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"62e29f57-6d29-40a3-a758-cc955c9cd31e","","C48207","Code_217","Unit of Concentration","Code","NCI Thesaurus"
"7f8e9998-35aa-4bee-966c-cb5da714cf48","","C70713","Code_218","Biospecimen Type","Code","NCI Thesaurus"
"450586c1-d8f4-4e9e-8049-3f725dc08186","","C64547","Code_214","Creatinine Measurement","Code","NCI Thesaurus"
"5cb143a5-d729-44fc-be68-fcd8ef7874b3","","C36292","Code_220","Laboratory Test Result","Code","NCI Thesaurus"
"a42f472e-1a0c-4b93-8a0a-f6d80bd27533","","C83309","Code_221","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"f8b19978-891e-4fc1-a6d2-ca78bb846b8b","","C64567","Code_222","Molarity Unit","Code","NCI Thesaurus"
"12ef4ceb-9e5d-4aa7-995b-c63646b59689","","C70713","Code_223","Biospecimen Type","Code","NCI Thesaurus"
"31dc5307-523b-4da5-9589-5220711b74d8","","C64853","Code_219","Potassium Measurement","Code","NCI Thesaurus"
"5dd7b7a7-fd4b-4ab9-82ef-a0e4f01c728a","","C36292","Code_225","Laboratory Test Result","Code","NCI Thesaurus"
"ee82d5cb-f836-44e5-869d-cf3a6fb8c49c","","C83309","Code_226","Laboratory Test Fasting Status","Code","NCI Thesaurus"
"0efc18da-73cc-435d-a912-3c885e035cdd","","C64567","Code_227","Molarity Unit","Code","NCI Thesaurus"
"d6944d42-445b-4788-bed9-271f3133d8eb","","C70713","Code_228","Biospecimen Type","Code","NCI Thesaurus"
"b58d8076-e4b3-4906-b695-5a01ff07c8e2","","C64809","Code_224","Sodium Measurement","Code","NCI Thesaurus"
"c51d067a-9075-46d5-862b-c1fb9cbf0ca2","","C173522","Code_230","Vital Signs Result","Code","NCI Thesaurus"
"10002811-9946-4465-ab90-edeea4deadbd","2023-09-29","C42547","Code_231","Pascal","Code","http://www.cdisc.org"
"41edb21a-a995-4305-9317-b7093b3fa379","","C49669","Code_232","Unit of Pressure","Code","NCI Thesaurus"
"5b2ed044-c0da-4392-88ee-520d148bf9cd","","C83088","Code_233","Vital Signs Location","Code","NCI Thesaurus"
"e5a24360-48d9-4a0c-a7a4-6cafbc9eb79e","","C123975","Code_234","Vital Signs Laterality","Code","NCI Thesaurus"
"bba6cc61-4f78-4922-a437-f0b07641b233","","C82535","Code_235","Test Method","Code","NCI Thesaurus"
"5023bc51-b438-4ff2-9824-f438a41a3f08","","C83114","Code_236","Vital Signs Position","Code","NCI Thesaurus"
"0a834ac4-880e-448a-a3d4-2ae66327d18b","","C25298","Code_229","Systolic Blood Pressure","Code","NCI Thesaurus"
"97a17370-9719-42d7-8a94-819cd4066ea6","","C173522","Code_238","Vital Signs Result","Code","NCI Thesaurus"
"14d3a182-900a-4cb1-ac5f-2ae00811dbd3","2023-09-29","C42547","Code_239","Pascal","Code","http://www.cdisc.org"
"95987cf7-a610-4292-a199-7c365704601c","","C49669","Code_240","Unit of Pressure","Code","NCI Thesaurus"
"3d5a29ff-29d2-4609-ba0f-1133ab454270","","C83088","Code_241","Vital Signs Location","Code","NCI Thesaurus"
"855bb3bf-70fc-4435-b7eb-b1faf025d695","","C123975","Code_242","Vital Signs Laterality","Code","NCI Thesaurus"
"5b3b17a9-e691-4a3d-b049-08a3bfa70e93","","C82535","Code_243","Test Method","Code","NCI Thesaurus"
"14d6d9ee-55e5-44e7-ab1a-fb4edf0fcd86","","C83114","Code_244","Vital Signs Position","Code","NCI Thesaurus"
"6dfb13d1-af5d-403e-b901-5e27a5f0d076","","C25299","Code_237","Diastolic Blood Pressure","Code","NCI Thesaurus"
"cc1376e0-18e3-424c-b4df-2ff1e14e5d67","","C173522","Code_246","Vital Signs Result","Code","NCI Thesaurus"
"dbd5481f-2487-4290-a538-577563c43575","2023-09-29","C49673","Code_247","Beats per Minute","Code","http://www.cdisc.org"
