"uuid:ID","isEnabled","name","id","isRequired","datatype","instanceType","label"
"11f9bf54-2296-4e57-aed3-b048ef189cfd","True","Unit of Concentration","BiomedicalConceptProperty_111","True","string","BiomedicalConceptProperty","Unit of Concentration"
"7535ce87-d44a-49bd-88d8-6d21f16720ed","True","Biospecimen Type","BiomedicalConceptProperty_112","True","string","BiomedicalConceptProperty","Biospecimen Type"
"859249f4-b043-4053-9f6b-8d27ea5dc2fe","True","Laboratory Test Result","BiomedicalConceptProperty_113","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"7de6159f-dd61-48db-b246-218a286f37f7","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"f33df06b-cdbb-4840-9f00-4de7d07aaf16","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","True","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"3546409b-2d44-4d7a-a668-0997f227115c","True","Biospecimen Type","BiomedicalConceptProperty_116","True","string","BiomedicalConceptProperty","Biospecimen Type"
"5b7283e7-69ed-4ffd-a725-926ddd6589ac","True","Laboratory Test Result","BiomedicalConceptProperty_117","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"28ae5fdc-b43b-410d-9ae4-56d8130de83b","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"d9523799-f9f8-4e53-b6df-48667e97a653","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","True","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"eb7daada-fb3d-4bbb-a77e-20385fbbe058","True","Biospecimen Type","BiomedicalConceptProperty_120","True","string","BiomedicalConceptProperty","Biospecimen Type"
"d686a3f4-ad60-476f-93b8-84b5673b3cf3","True","Laboratory Test Result","BiomedicalConceptProperty_121","True","string","BiomedicalConceptProperty","Laboratory Test Result"
"8c42f6fd-6eee-4774-9aa6-14f8a9fb2c32","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"650e82fc-e5ee-46cf-8a22-870a1a55fd20","True","Unit of Concentration","BiomedicalConceptProperty_123","True","string","BiomedicalConceptProperty","Unit of Concentration"
"186ec9b9-593b-4878-84a0-cf6fc94e2340","True","Biospecimen Type","BiomedicalConceptProperty_124","True","string","BiomedicalConceptProperty","Biospecimen Type"
"e6c509d4-bf7e-4723-bed9-894be73b8bdf","True","Laboratory Test Result","BiomedicalConceptProperty_125","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"7ce944ef-14bb-4399-9e2b-c64a942406ce","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"2e2306c8-d5ec-4f78-9224-ee6b0356f343","True","Molarity Unit","BiomedicalConceptProperty_127","True","string","BiomedicalConceptProperty","Molarity Unit"
"e9acbc31-b37b-405b-b033-abf1e135cf97","True","Biospecimen Type","BiomedicalConceptProperty_128","True","string","BiomedicalConceptProperty","Biospecimen Type"
"1bcbd42f-832f-4d70-9dfe-578adea9d38f","True","Laboratory Test Result","BiomedicalConceptProperty_129","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"d813dfa6-a692-42df-b66d-08adb454c003","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"fb71f162-756b-4a09-b48c-5216c08f6864","True","Molarity Unit","BiomedicalConceptProperty_131","True","string","BiomedicalConceptProperty","Molarity Unit"
"b1ed81d9-8bd2-4cf0-b7e5-a6b9311e6551","True","Biospecimen Type","BiomedicalConceptProperty_132","True","string","BiomedicalConceptProperty","Biospecimen Type"
"69c3c597-a730-4d42-803a-f435132eccc8","True","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","True","string","BiomedicalConceptProperty","Adverse Event Verbatim Description"
"30b00e52-8525-4886-902b-1482397e2294","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","True","string","BiomedicalConceptProperty","Adverse Event Dictionary Derived Term"
"d9e03f6e-e27b-445f-b180-b319f1a63618","True","Adverse Event Category","BiomedicalConceptProperty_3","True","string","BiomedicalConceptProperty","Adverse Event Category"
"763333d9-3693-4990-bdff-9448f020513b","True","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","string","BiomedicalConceptProperty","Adverse Event Subcategory"
"c88493af-4f75-4b67-b6c4-bdc26df9ef28","True","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","boolean","BiomedicalConceptProperty","Adverse Event Pre-specified"
"890513b7-760a-49f1-acf7-f0caa50be993","True","Severity of Adverse Event","BiomedicalConceptProperty_6","True","string","BiomedicalConceptProperty","Severity of Adverse Event"
"e0a07940-bda1-4551-9bdd-4e7fed7fd3be","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","string","BiomedicalConceptProperty","Adverse Event Toxicity Grade"
"970e286e-44f0-4d0a-8858-867a7c18d28d","True","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","boolean","BiomedicalConceptProperty","Seriousness of Adverse Event"
"ea2d7cef-4ea8-489a-aa46-b1454641ef1a","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","string","BiomedicalConceptProperty","Adverse Event Action Taken with Study Treatment"
"07069ab8-b74e-4ee5-b720-ff48f933c8dd","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","string","BiomedicalConceptProperty","Adverse Event Attribution to Product or Procedure"
"95b66e9b-119e-45db-a3c0-7dcb04103ab9","True","Adverse Event Pattern","BiomedicalConceptProperty_11","True","string","BiomedicalConceptProperty","Adverse Event Pattern"
"aa15d86e-a0a3-45de-b964-6d58a88bfc79","True","Adverse Event Outcome","BiomedicalConceptProperty_12","True","string","BiomedicalConceptProperty","Adverse Event Outcome"
"3f4160b4-582f-4015-8946-5c7b5bc46053","True","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","datetime","BiomedicalConceptProperty","Adverse Event Start Date Time"
"6add4615-4e70-4327-908c-72e3ee3ef19e","True","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","datetime","BiomedicalConceptProperty","Adverse Event End Date Time"
"7d4c3d90-c828-4833-b13f-e0d08602eb39","True","Vital Signs Result","BiomedicalConceptProperty_15","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"b256e385-a809-44cb-8fa6-19e2a1385fa3","True","Unit of Pressure","BiomedicalConceptProperty_16","True","string","BiomedicalConceptProperty","Unit of Pressure"
"054fb8b7-daf6-4478-a889-65fcfcd849c9","True","Vital Signs Location","BiomedicalConceptProperty_17","True","string","BiomedicalConceptProperty","Vital Signs Location"
"6b3e189d-3855-4569-b38d-9be7d5270f48","True","Vital Signs Laterality","BiomedicalConceptProperty_18","True","string","BiomedicalConceptProperty","Vital Signs Laterality"
"b1b1a948-55e3-4baa-86d1-8cba6f0b7598","True","Test Method","BiomedicalConceptProperty_19","True","string","BiomedicalConceptProperty","Test Method"
"67e0b278-f271-4fa4-a04d-eb6e289dee52","True","Vital Signs Position","BiomedicalConceptProperty_20","True","string","BiomedicalConceptProperty","Vital Signs Position"
"b6d3faf0-0bf2-47bc-88e0-2692d671cd4f","True","Vital Signs Result","BiomedicalConceptProperty_21","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"b949a386-bea3-4e63-a8ca-6c8a15534293","True","Unit of Pressure","BiomedicalConceptProperty_22","True","string","BiomedicalConceptProperty","Unit of Pressure"
"708d28f6-3998-4290-ab77-7d0be32dee9d","True","Vital Signs Location","BiomedicalConceptProperty_23","True","string","BiomedicalConceptProperty","Vital Signs Location"
"9f61f135-c453-4c14-86dc-426766475ae8","True","Vital Signs Laterality","BiomedicalConceptProperty_24","True","string","BiomedicalConceptProperty","Vital Signs Laterality"
"ffdea388-4290-492f-ace8-9418b2d31cf1","True","Test Method","BiomedicalConceptProperty_25","True","string","BiomedicalConceptProperty","Test Method"
"c1a6fb26-1e01-4c2c-b16e-62dcab27b407","True","Vital Signs Position","BiomedicalConceptProperty_26","True","string","BiomedicalConceptProperty","Vital Signs Position"
"6683f8a1-4a88-4e0f-bc50-29bdb3f434e1","True","Vital Signs Result","BiomedicalConceptProperty_27","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"3046720c-5a33-45a8-bd7a-7d5668c0f979","True","Unit of Temperature","BiomedicalConceptProperty_28","True","string","BiomedicalConceptProperty","Unit of Temperature"
"efdac4e5-7bca-4056-b6fa-abcf818a63e4","True","Vital Signs Location","BiomedicalConceptProperty_29","True","string","BiomedicalConceptProperty","Vital Signs Location"
"26a5a72b-1ca5-42ff-81cd-84ccc1af2ffd","True","Vital Signs Result","BiomedicalConceptProperty_30","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"e8ab8515-01d4-4b57-97b4-e55f089bb440","True","Unit of Weight","BiomedicalConceptProperty_31","True","string","BiomedicalConceptProperty","Unit of Weight"
"2dfcab2c-ccd3-434d-aebc-da895feefe37","True","Vital Signs Result","BiomedicalConceptProperty_32","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"0f8ca918-ed45-4618-b65f-cda7f4a89d04","True","Unit of Height","BiomedicalConceptProperty_33","True","string","BiomedicalConceptProperty","Unit of Height"
"6f11b0d6-e84c-4fb0-a2a4-1489d2f0da11","True","Laboratory Test Result","BiomedicalConceptProperty_34","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"4e5dfcb3-7470-4196-b968-bff566f26f5a","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"ec10a7b2-77ce-4199-8382-a67d4b0c3286","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"55a4f5e3-63aa-4668-8b38-6e4d8486c911","True","Biospecimen Type","BiomedicalConceptProperty_37","True","string","BiomedicalConceptProperty","Biospecimen Type"
"4f4ad44a-900f-4a2c-90d5-f468a7857b13","True","Laboratory Test Result","BiomedicalConceptProperty_38","True","string","BiomedicalConceptProperty","Laboratory Test Result"
"810d566e-fe15-403e-89ca-e96bdc52aee3","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"36c62b25-d276-4408-86ac-202460e42649","True","Unit of Concentration","BiomedicalConceptProperty_40","True","string","BiomedicalConceptProperty","Unit of Concentration"
"1fed2278-5cfc-4d44-9857-c53fc97135e6","True","Biospecimen Type","BiomedicalConceptProperty_41","True","string","BiomedicalConceptProperty","Biospecimen Type"
"e536564d-5e71-4556-9af3-59ac2abc6da5","True","Laboratory Test Result","BiomedicalConceptProperty_42","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"743f4ff7-527a-481b-9295-4298c5b73746","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"8c8e5bdf-cf9a-4d39-b4dd-750a0a2df8f1","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"a0b946da-1b58-4d01-850b-e85e78b1caeb","True","Biospecimen Type","BiomedicalConceptProperty_45","True","string","BiomedicalConceptProperty","Biospecimen Type"
"0b455543-d101-4569-81e8-a71110ea5c01","True","Laboratory Test Result","BiomedicalConceptProperty_46","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"0fa357a1-0773-4af3-a809-c256f4c4391d","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"33332ea5-83d8-4f37-952c-b406ccd6cc86","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"8d372073-3093-436f-99e8-621f3b42ce0b","True","Biospecimen Type","BiomedicalConceptProperty_49","True","string","BiomedicalConceptProperty","Biospecimen Type"
"9e56950d-3b15-424e-a8e7-707b155e46f9","True","Laboratory Test Result","BiomedicalConceptProperty_50","True","string","BiomedicalConceptProperty","Laboratory Test Result"
"f1f77c70-c6ba-4a09-81a4-648f83cc8b65","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"63830e1d-5ef1-4756-9e24-e71656e39b5a","True","Unit of Concentration","BiomedicalConceptProperty_52","True","string","BiomedicalConceptProperty","Unit of Concentration"
"8c56e2f0-ead7-4a25-b6ff-ccd55b0a8663","True","Biospecimen Type","BiomedicalConceptProperty_53","True","string","BiomedicalConceptProperty","Biospecimen Type"
"6abffa66-9810-4763-8331-ffecd43da9fb","True","Laboratory Test Result","BiomedicalConceptProperty_54","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"911a73dd-f7b7-4f56-960e-fdc8c030d231","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"50ff2539-7311-4290-8249-e061aeb61440","True","Molarity Unit","BiomedicalConceptProperty_56","True","string","BiomedicalConceptProperty","Molarity Unit"
"a3570fbc-3e29-4584-b70f-cbe73246b67f","True","Biospecimen Type","BiomedicalConceptProperty_57","True","string","BiomedicalConceptProperty","Biospecimen Type"
"f9028f58-5129-464f-b884-bc79eb02f22f","True","Laboratory Test Result","BiomedicalConceptProperty_58","True","decimal","BiomedicalConceptProperty","Laboratory Test Result"
"78a7f42d-e096-4622-a37e-69ddd98d54a7","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"5a85ba11-1007-4bce-ac06-93ba72990d67","True","Molarity Unit","BiomedicalConceptProperty_60","True","string","BiomedicalConceptProperty","Molarity Unit"
"d562d23a-2e51-4126-83ce-bd3d3a56dcfd","True","Biospecimen Type","BiomedicalConceptProperty_61","True","string","BiomedicalConceptProperty","Biospecimen Type"
"e81881b7-1f84-4972-8b5a-13dd2f1afd19","True","Vital Signs Result","BiomedicalConceptProperty_62","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"f23550f7-caa3-4e69-acf8-cedc2cad634a","True","Unit of Pressure","BiomedicalConceptProperty_63","True","string","BiomedicalConceptProperty","Unit of Pressure"
"e7494253-6e3c-4e49-a88f-66eb2b1c713b","True","Vital Signs Location","BiomedicalConceptProperty_64","True","string","BiomedicalConceptProperty","Vital Signs Location"
"11733367-aa59-4924-8835-474f8a972206","True","Vital Signs Laterality","BiomedicalConceptProperty_65","True","string","BiomedicalConceptProperty","Vital Signs Laterality"
"c31e4176-4e6e-44e1-95d6-83e2e1a716e0","True","Test Method","BiomedicalConceptProperty_66","True","string","BiomedicalConceptProperty","Test Method"
"5cd16bd0-e06c-4b2b-8bf6-bb00ed5ae91c","True","Vital Signs Position","BiomedicalConceptProperty_67","True","string","BiomedicalConceptProperty","Vital Signs Position"
"46124c6c-aa6c-402a-b5a1-00367c22a444","True","Vital Signs Result","BiomedicalConceptProperty_68","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"23540237-bd87-403e-aebf-b560f623d2b9","True","Unit of Pressure","BiomedicalConceptProperty_69","True","string","BiomedicalConceptProperty","Unit of Pressure"
"dc939020-6c19-4652-abc1-95d81c80f9fe","True","Vital Signs Location","BiomedicalConceptProperty_70","True","string","BiomedicalConceptProperty","Vital Signs Location"
"09c38154-9ffb-4f7e-a9a0-f6ce174bba5f","True","Vital Signs Laterality","BiomedicalConceptProperty_71","True","string","BiomedicalConceptProperty","Vital Signs Laterality"
"a51ba127-4ecb-4234-8d37-2a4f0ebaae40","True","Test Method","BiomedicalConceptProperty_72","True","string","BiomedicalConceptProperty","Test Method"
"ae4f7486-6a9e-4127-ba78-84eca68355e4","True","Vital Signs Position","BiomedicalConceptProperty_73","True","string","BiomedicalConceptProperty","Vital Signs Position"
"4ed063d8-490f-4c47-86c3-21258b26c236","True","Vital Signs Result","BiomedicalConceptProperty_74","True","integer","BiomedicalConceptProperty","Vital Signs Result"
"489db2ac-1ae7-47d8-a210-bd649b5b085f","True","Count per Minute","BiomedicalConceptProperty_75","True","string","BiomedicalConceptProperty","Count per Minute"
"c8ef0b1a-d702-42cd-96bd-ceb284705c1f","True","Vital Signs Location","BiomedicalConceptProperty_76","True","string","BiomedicalConceptProperty","Vital Signs Location"
"47d712ba-4a46-425c-82de-cbedefc4a9ed","True","Vital Signs Laterality","BiomedicalConceptProperty_77","True","string","BiomedicalConceptProperty","Vital Signs Laterality"
"7d56326c-da2a-4d36-9867-e9d989b0c47f","True","Test Method","BiomedicalConceptProperty_78","True","string","BiomedicalConceptProperty","Test Method"
"56b28cfc-640e-4b9a-b58a-f8f54c061a28","True","Vital Signs Position","BiomedicalConceptProperty_79","True","string","BiomedicalConceptProperty","Vital Signs Position"
"ba6faa1b-9eef-4968-bbfa-fbf366889584","True","Vital Signs Result","BiomedicalConceptProperty_80","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"4ea380da-d49e-4da3-88f5-369ee7cc73ed","True","Unit of Pressure","BiomedicalConceptProperty_81","True","string","BiomedicalConceptProperty","Unit of Pressure"
"e5b4f34a-604a-480f-ad0a-17d7f62ac1e8","True","Vital Signs Location","BiomedicalConceptProperty_82","True","string","BiomedicalConceptProperty","Vital Signs Location"
"c0e86d0c-ec49-4e33-b092-89a9ea006fb9","True","Vital Signs Laterality","BiomedicalConceptProperty_83","True","string","BiomedicalConceptProperty","Vital Signs Laterality"
"83c2f6f1-cabc-4d9d-a63f-b7229299599c","True","Test Method","BiomedicalConceptProperty_84","True","string","BiomedicalConceptProperty","Test Method"
"4d4017f6-c34f-4e03-afd3-5e952198e746","True","Vital Signs Position","BiomedicalConceptProperty_85","True","string","BiomedicalConceptProperty","Vital Signs Position"
"a073d522-3e6e-422c-9e3b-86f5b0f72471","True","Vital Signs Result","BiomedicalConceptProperty_86","True","decimal","BiomedicalConceptProperty","Vital Signs Result"
"a6411a11-c1c6-423c-901a-cf14c30cf920","True","Unit of Pressure","BiomedicalConceptProperty_87","True","string","BiomedicalConceptProperty","Unit of Pressure"
"75257f3c-4e99-408a-aa5e-0416c93c0ab3","True","Vital Signs Location","BiomedicalConceptProperty_88","True","string","BiomedicalConceptProperty","Vital Signs Location"
"4bbfbe96-0094-4e49-a916-c8ddb283c41e","True","Vital Signs Laterality","BiomedicalConceptProperty_89","True","string","BiomedicalConceptProperty","Vital Signs Laterality"
"73913290-71fc-414a-8a73-d4f32f2f60bc","True","Test Method","BiomedicalConceptProperty_90","True","string","BiomedicalConceptProperty","Test Method"
"607dbc48-d141-41bc-a69c-c7af3748da71","True","Vital Signs Position","BiomedicalConceptProperty_91","True","string","BiomedicalConceptProperty","Vital Signs Position"
"953708a8-56b2-4904-af18-016f1a39d287","True","Vital Signs Result","BiomedicalConceptProperty_92","True","integer","BiomedicalConceptProperty","Vital Signs Result"
"56543ff7-a8bf-44d5-a646-d7accb0245ca","True","Count per Minute","BiomedicalConceptProperty_93","True","string","BiomedicalConceptProperty","Count per Minute"
"bdfd4a0c-c1ab-4451-820e-ce12d3bd3304","True","Vital Signs Location","BiomedicalConceptProperty_94","True","string","BiomedicalConceptProperty","Vital Signs Location"
"33921ba3-dade-4a65-ba1f-b768cecbe399","True","Vital Signs Laterality","BiomedicalConceptProperty_95","True","string","BiomedicalConceptProperty","Vital Signs Laterality"
"d191b158-fbd3-412c-b8bb-3fe26058a96a","True","Test Method","BiomedicalConceptProperty_96","True","string","BiomedicalConceptProperty","Test Method"
"5afd6b9b-2f03-41f4-b3cf-912e07f19634","True","Vital Signs Position","BiomedicalConceptProperty_97","True","string","BiomedicalConceptProperty","Vital Signs Position"
