"isRequired","isEnabled","id","instanceType","datatype","name","label","uuid:ID"
"True","True","BiomedicalConceptProperty_114","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","7f3486da-c809-4a8c-9711-dd42a3c28dde"
"True","True","BiomedicalConceptProperty_115","BiomedicalConceptProperty","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","28e2e8d2-c0ec-46e7-bba6-c0f1da2b5338"
"True","True","BiomedicalConceptProperty_116","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","4ff200d6-345c-4e98-9a17-cd2c1ffdeee0"
"True","True","BiomedicalConceptProperty_117","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","7ab7d0e8-8103-4138-af73-0e721921e4fd"
"True","True","BiomedicalConceptProperty_118","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","6f131140-555e-42fd-a056-9c43fbd40c82"
"True","True","BiomedicalConceptProperty_119","BiomedicalConceptProperty","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","96121d87-d88e-452e-a98f-a5cc098516f5"
"True","True","BiomedicalConceptProperty_120","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","075066cb-7eaa-412f-904e-3c51e890694c"
"True","True","BiomedicalConceptProperty_121","BiomedicalConceptProperty","string","Laboratory Test Result","Laboratory Test Result","d6f4fee7-2d2a-4694-b377-6b981ee81335"
"True","True","BiomedicalConceptProperty_122","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","291fc0c9-4966-4f7f-a981-366744894948"
"True","True","BiomedicalConceptProperty_123","BiomedicalConceptProperty","string","Unit of Concentration","Unit of Concentration","cfc9d903-e2ee-4905-8328-20e22ee4c4d5"
"True","True","BiomedicalConceptProperty_124","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","e971319f-09e9-49b4-b190-3b16561a4fb9"
"True","True","BiomedicalConceptProperty_125","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","afc48ed4-ea38-45f6-953a-39dee24d4629"
"True","True","BiomedicalConceptProperty_126","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","629ae2eb-3040-4310-9cc9-4937f04b71ac"
"True","True","BiomedicalConceptProperty_127","BiomedicalConceptProperty","string","Molarity Unit","Molarity Unit","52b80d7a-10c5-4c9f-adea-b1191442ccca"
"True","True","BiomedicalConceptProperty_128","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","eff5108f-91ac-409e-8ef1-5582e2802e1e"
"True","True","BiomedicalConceptProperty_129","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","49a111e0-a57f-420c-8165-206d3f8a2d7a"
"True","True","BiomedicalConceptProperty_130","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","28035053-ff2c-4018-80c4-d341202a100b"
"True","True","BiomedicalConceptProperty_131","BiomedicalConceptProperty","string","Molarity Unit","Molarity Unit","9976fe46-376b-496e-80da-bbcfb9c844cc"
"True","True","BiomedicalConceptProperty_132","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","e5679f49-51d8-499a-8c9d-f639065353c2"
"True","True","BiomedicalConceptProperty_1","BiomedicalConceptProperty","string","Adverse Event Verbatim Description","Adverse Event Verbatim Description","09cf4789-efdb-45e2-aa43-d47b855e4488"
"True","True","BiomedicalConceptProperty_2","BiomedicalConceptProperty","string","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","a6e595ef-f0ef-4e4d-89f6-9030a43f1804"
"True","True","BiomedicalConceptProperty_3","BiomedicalConceptProperty","string","Adverse Event Category","Adverse Event Category","f6d198d0-7aea-4b49-9e34-789e6de6f17d"
"True","True","BiomedicalConceptProperty_4","BiomedicalConceptProperty","string","Adverse Event Subcategory","Adverse Event Subcategory","a04f24b5-17ce-4be6-8026-f8ae94acd8de"
"True","True","BiomedicalConceptProperty_5","BiomedicalConceptProperty","boolean","Adverse Event Pre-specified","Adverse Event Pre-specified","afbf6cda-8881-4102-92de-1b6c3ba27e1c"
"True","True","BiomedicalConceptProperty_6","BiomedicalConceptProperty","string","Severity of Adverse Event","Severity of Adverse Event","10313b07-0c4b-4cf5-8de4-4ffe3d48c197"
"True","True","BiomedicalConceptProperty_7","BiomedicalConceptProperty","string","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","0f2d915e-dd01-41c5-bd29-f129cf7ec698"
"True","True","BiomedicalConceptProperty_8","BiomedicalConceptProperty","boolean","Seriousness of Adverse Event","Seriousness of Adverse Event","ccc14b49-fee7-42f3-b4b6-f2fcf606da98"
"True","True","BiomedicalConceptProperty_9","BiomedicalConceptProperty","string","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","234618bf-28b3-4b49-a29e-c78fec3979ac"
"True","True","BiomedicalConceptProperty_10","BiomedicalConceptProperty","string","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","8f204935-90e3-4831-b041-6a69c8629708"
"True","True","BiomedicalConceptProperty_11","BiomedicalConceptProperty","string","Adverse Event Pattern","Adverse Event Pattern","6848ecbc-d8ee-49e6-8f92-b55a2e9ede25"
"True","True","BiomedicalConceptProperty_12","BiomedicalConceptProperty","string","Adverse Event Outcome","Adverse Event Outcome","5eb74cdf-3c14-47b9-b7a6-919bf781a185"
"True","True","BiomedicalConceptProperty_13","BiomedicalConceptProperty","datetime","Adverse Event Start Date Time","Adverse Event Start Date Time","87f4b869-0637-4512-ae26-217bb6576ce5"
"True","True","BiomedicalConceptProperty_14","BiomedicalConceptProperty","datetime","Adverse Event End Date Time","Adverse Event End Date Time","9174b343-0ef8-42b7-b8f7-d41a8c3a13a2"
"True","True","BiomedicalConceptProperty_15","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","d45302e4-e3dc-4871-9951-fc9e7a77f66f"
"True","True","BiomedicalConceptProperty_16","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","241e1c29-19c5-47c2-a4c5-410a688396e8"
"True","True","BiomedicalConceptProperty_17","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","175f8ad5-ca68-4523-aa8a-7714ed1afe89"
"True","True","BiomedicalConceptProperty_18","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","048641dd-c955-430c-952f-2de1f59f5e24"
"True","True","BiomedicalConceptProperty_19","BiomedicalConceptProperty","string","Test Method","Test Method","e7ae68ef-e3d6-4e8b-83d1-a68eb9ad1f55"
"True","True","BiomedicalConceptProperty_20","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","977e55d3-b954-4898-9bf7-07ed1030216d"
"True","True","BiomedicalConceptProperty_21","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","c9092018-acf9-4066-96bd-f78ba3e9a114"
"True","True","BiomedicalConceptProperty_22","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","e437f64b-fc72-4007-aef0-78205a0d3aa2"
"True","True","BiomedicalConceptProperty_23","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","801aaeb3-9ce6-418f-991b-534093dc060f"
"True","True","BiomedicalConceptProperty_24","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","57fd19a5-84ee-45e1-a89b-ed84718211a1"
"True","True","BiomedicalConceptProperty_25","BiomedicalConceptProperty","string","Test Method","Test Method","cfbfe6af-9e2c-47c6-a7ed-8b90298f5d90"
"True","True","BiomedicalConceptProperty_26","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","89423ff1-9f78-4cf4-bb2a-dd9b8a499aa4"
"True","True","BiomedicalConceptProperty_27","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","4dd1454c-e013-4dfc-993b-8858c7afc78b"
"True","True","BiomedicalConceptProperty_28","BiomedicalConceptProperty","string","Unit of Temperature","Unit of Temperature","7365f18d-33bc-4d31-92eb-01c4bd65d96e"
"True","True","BiomedicalConceptProperty_29","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","b53a9f08-d875-43b1-97f8-895ba1fc0716"
"True","True","BiomedicalConceptProperty_30","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","87bbdba7-6bbe-4f82-8dc7-65ef80b9c9a4"
"True","True","BiomedicalConceptProperty_31","BiomedicalConceptProperty","string","Unit of Weight","Unit of Weight","304a7484-c44c-4f82-afd2-4540d8221796"
"True","True","BiomedicalConceptProperty_32","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","b7334a5b-31bf-4982-8535-6bb04b3e9fef"
"True","True","BiomedicalConceptProperty_33","BiomedicalConceptProperty","string","Unit of Height","Unit of Height","0ce4a18b-20d0-4196-b567-ec9ebce75c92"
"True","True","BiomedicalConceptProperty_34","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","2a016bf6-acbc-4c16-ae83-75769f111957"
"True","True","BiomedicalConceptProperty_35","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","2cbace68-62d8-4f75-b0fa-991e83e7986a"
"True","True","BiomedicalConceptProperty_36","BiomedicalConceptProperty","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","11c28101-8257-4fc8-b5da-f8ef715ce7ba"
"True","True","BiomedicalConceptProperty_37","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","125a7263-e5ed-44a4-a57d-aa54e114813f"
"True","True","BiomedicalConceptProperty_38","BiomedicalConceptProperty","string","Laboratory Test Result","Laboratory Test Result","e5492102-67a4-47ac-95e6-9b491f332d22"
"True","True","BiomedicalConceptProperty_39","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","fbe256d5-d3ca-4ce3-9c0a-c62b14d9328b"
"True","True","BiomedicalConceptProperty_40","BiomedicalConceptProperty","string","Unit of Concentration","Unit of Concentration","90c2cb11-7876-4c5e-a359-bf679cbf8867"
"True","True","BiomedicalConceptProperty_41","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","a8199da0-4308-499b-b385-f7528419b2ec"
"True","True","BiomedicalConceptProperty_42","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","26c7fc13-e6c2-4381-bccf-e2888ec593e1"
"True","True","BiomedicalConceptProperty_43","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","c29da409-4e5f-4d3b-bcef-0076c8e094ad"
"True","True","BiomedicalConceptProperty_44","BiomedicalConceptProperty","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","8c654d7d-8e74-49d6-924d-548d545fe6b4"
"True","True","BiomedicalConceptProperty_45","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","0d34e0e3-2d2a-4557-9d85-8d76f6c60a46"
"True","True","BiomedicalConceptProperty_46","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","e7088117-bb7a-4b99-b2f1-6285d4df95c5"
"True","True","BiomedicalConceptProperty_47","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","2d7ef71f-d046-4830-9dc5-894b2d670c2f"
"True","True","BiomedicalConceptProperty_48","BiomedicalConceptProperty","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","f6af2715-1983-4c29-87cd-387ccb31019c"
"True","True","BiomedicalConceptProperty_49","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","9b5d7562-efcf-4b97-a37b-375d01d6583a"
"True","True","BiomedicalConceptProperty_50","BiomedicalConceptProperty","string","Laboratory Test Result","Laboratory Test Result","30d09860-b972-4cec-b7bc-d34f59b582a2"
"True","True","BiomedicalConceptProperty_51","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","f9250a27-1bb6-4e96-9bb1-0c3b2452040c"
"True","True","BiomedicalConceptProperty_52","BiomedicalConceptProperty","string","Unit of Concentration","Unit of Concentration","d4808a98-33d3-4b06-8796-8b86e52e5ccd"
"True","True","BiomedicalConceptProperty_53","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","c4f3cbed-e6fc-4193-93ce-26aa56afb925"
"True","True","BiomedicalConceptProperty_54","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","8be34792-8601-49af-a89b-6ccfd08b562a"
"True","True","BiomedicalConceptProperty_55","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","b0c87c63-79f9-44a7-af99-e54d3a019c98"
"True","True","BiomedicalConceptProperty_56","BiomedicalConceptProperty","string","Molarity Unit","Molarity Unit","edece859-fede-4b3c-922f-e004ce9473b9"
"True","True","BiomedicalConceptProperty_57","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","3ba2e453-e7e4-443b-96e5-2d6f66b1ad0c"
"True","True","BiomedicalConceptProperty_58","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","5a0c162b-2c9b-476f-8fff-083c8e2d9b99"
"True","True","BiomedicalConceptProperty_59","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","382da24e-ba03-4f77-bede-04e6bd442f17"
"True","True","BiomedicalConceptProperty_60","BiomedicalConceptProperty","string","Molarity Unit","Molarity Unit","63aec76c-632a-40b9-b8a7-4590aa054de9"
"True","True","BiomedicalConceptProperty_61","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","c9b929f8-97a2-4c04-a44f-8dcff7afaf66"
"True","True","BiomedicalConceptProperty_62","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","d40daa06-87d3-4506-9ad5-3963af9831b0"
"True","True","BiomedicalConceptProperty_63","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","f6e2028b-44b0-47a1-a2be-9c74a9c70e0b"
"True","True","BiomedicalConceptProperty_64","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","80465b5f-3911-4bba-88ed-1b9261e1de86"
"True","True","BiomedicalConceptProperty_65","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","90b93d08-06da-40ea-8556-8024c9d1f688"
"True","True","BiomedicalConceptProperty_66","BiomedicalConceptProperty","string","Test Method","Test Method","d98fc881-67f7-4310-9f0d-c88262e739b7"
"True","True","BiomedicalConceptProperty_67","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","515e9e00-4b8d-4170-8f71-4f13b2db954f"
"True","True","BiomedicalConceptProperty_68","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","98674d32-a03d-4f16-8d6f-332fda4fb9f6"
"True","True","BiomedicalConceptProperty_69","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","3fe2658b-bbb2-41e3-8d66-7a01aa419a4d"
"True","True","BiomedicalConceptProperty_70","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","25517a96-c2e8-44f4-b6ad-46b3652b2c28"
"True","True","BiomedicalConceptProperty_71","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","317dafb1-ff70-4c0c-bd2b-0d4ac6a72f18"
"True","True","BiomedicalConceptProperty_72","BiomedicalConceptProperty","string","Test Method","Test Method","5506a373-70e0-44eb-b7ee-d77c48c5064c"
"True","True","BiomedicalConceptProperty_73","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","4328435a-d233-4f21-81a5-f2c39b628f3a"
"True","True","BiomedicalConceptProperty_74","BiomedicalConceptProperty","integer","Vital Signs Result","Vital Signs Result","f552eae7-a862-4ddc-8353-5adf86bbadc4"
"True","True","BiomedicalConceptProperty_75","BiomedicalConceptProperty","string","Count per Minute","Count per Minute","9dd61075-ea25-4e50-a1a3-10b5828c8e3e"
"True","True","BiomedicalConceptProperty_76","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","aa3e1639-5063-4cdb-8d02-a4da5953daab"
"True","True","BiomedicalConceptProperty_77","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","c82697c2-5710-4cae-8edb-a831b525c01a"
"True","True","BiomedicalConceptProperty_78","BiomedicalConceptProperty","string","Test Method","Test Method","2e31eb94-20ed-4289-b0ea-5bf94c8dc8bd"
"True","True","BiomedicalConceptProperty_79","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","ec3237cf-97dc-4a19-bc47-3bead8eca23a"
"True","True","BiomedicalConceptProperty_80","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","d47f46d3-2898-43a0-9981-57c336253030"
"True","True","BiomedicalConceptProperty_81","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","865127f6-bf02-450b-862c-914779058fd9"
"True","True","BiomedicalConceptProperty_82","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","73c4ecea-6229-485b-9154-a2214fe5f148"
"True","True","BiomedicalConceptProperty_83","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","35e8e817-34b9-4080-a180-8ae1d4dba7f4"
"True","True","BiomedicalConceptProperty_84","BiomedicalConceptProperty","string","Test Method","Test Method","3e743248-86cd-446e-9b97-0edf8eec0f8a"
"True","True","BiomedicalConceptProperty_85","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","8345053e-763e-49a2-ab64-c2b9efd0dc96"
"True","True","BiomedicalConceptProperty_86","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","d20ea796-3293-4803-b57f-18b1eb293ab6"
"True","True","BiomedicalConceptProperty_87","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","e9c653ee-77e0-475a-87a7-b5d0e92afe37"
"True","True","BiomedicalConceptProperty_88","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","723f2a12-972a-4b58-8f7f-ac094f9d2a58"
"True","True","BiomedicalConceptProperty_89","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","1fca96ec-764f-48f1-ada7-f5b515714382"
"True","True","BiomedicalConceptProperty_90","BiomedicalConceptProperty","string","Test Method","Test Method","592db112-d865-4bc6-b23d-7ec44a70a313"
"True","True","BiomedicalConceptProperty_91","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","3fb417e4-0830-4aa1-b4be-982d3787a0cc"
"True","True","BiomedicalConceptProperty_92","BiomedicalConceptProperty","integer","Vital Signs Result","Vital Signs Result","6f645684-2958-40ae-be4d-7c724f690ea0"
"True","True","BiomedicalConceptProperty_93","BiomedicalConceptProperty","string","Count per Minute","Count per Minute","522c6d4b-3e90-48d1-880a-ff4f6d702e6b"
"True","True","BiomedicalConceptProperty_94","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","afce8821-8726-4ffb-9e80-89dce447b0f5"
"True","True","BiomedicalConceptProperty_95","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","2e1b4c8b-b0c4-43fe-8f9f-756053675aa9"
"True","True","BiomedicalConceptProperty_96","BiomedicalConceptProperty","string","Test Method","Test Method","03d4e873-48f7-42c3-8768-a3cfff86788f"
"True","True","BiomedicalConceptProperty_97","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","6b7ac9bb-4a39-4755-88f0-db47ea2f6d03"
