"id","sectionNumber","instanceType","name","uuid:ID","text","sectionTitle"
"NarrativeContent_27","5.5.1","NarrativeContent","SECTION 5.5.1","0669cc0e-1468-431f-9a9f-db9b1430691e","<div></div>","Meals and Dietary Restrictions"
"NarrativeContent_28","5.5.2","NarrativeContent","SECTION 5.5.2","b98b064b-588e-4f4b-906c-7eb980863ca2","<div><p>Not applicable</p></div>","Caffeine, Alcohol, Tobacco, and Other Habits"
"NarrativeContent_29","5.5.3","NarrativeContent","SECTION 5.5.3","99ed3651-e2ea-41fc-a5ec-46cc0eab497d","<div></div>","Physical Activity"
"NarrativeContent_30","5.5.4","NarrativeContent","SECTION 5.5.4","7abd493c-fbda-47dd-8226-110b77452bfb","<div></div>","Other Activity"
"NarrativeContent_31","5.6","NarrativeContent","SECTION 5.6","47da98d2-9aea-485d-a1ee-2f3cf8e09ee7","<div></div>","Screen Failures"
"NarrativeContent_32","6","NarrativeContent","SECTION 6","9e7cc030-fac2-42a7-bedc-9546f2fd02a4","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"NarrativeContent_33","6.1","NarrativeContent","SECTION 6.1","35d2db13-6ac2-49a0-a5d3-dde7b589ec2f","<div></div>","Description of Trial Intervention"
"NarrativeContent_34","6.2","NarrativeContent","SECTION 6.2","bcb3f83a-8f58-4004-96d6-3a71c3a91178","<div></div>","Rationale for Trial Intervention"
"NarrativeContent_35","6.3","NarrativeContent","SECTION 6.3","9c882d7c-ada8-45d0-992f-c9cfd7e9dee3","<div></div>","Dosing and Administration"
"NarrativeContent_36","6.3.1","NarrativeContent","SECTION 6.3.1","ac6993f4-29c4-4f3c-aa1c-af8ff027bb5b","<div></div>","Trial Intervention Dose Modification"
"NarrativeContent_37","6.4","NarrativeContent","SECTION 6.4","61d1c6e8-7f24-410a-bd39-0e0e9fb07ea0","<div></div>","Treatment of Overdose"
"NarrativeContent_38","6.5","NarrativeContent","SECTION 6.5","5fabc1c1-fa7d-406f-b3a3-40b74b3fe437","<div></div>","Preparation, Handling, Storage and Accountability"
"NarrativeContent_39","6.5.1","NarrativeContent","SECTION 6.5.1","27cea9cd-979c-4be9-a466-863992038145","<div></div>","Preparation of Trial Intervention"
"NarrativeContent_40","6.5.2","NarrativeContent","SECTION 6.5.2","1ec0f64b-e815-4166-a1a5-fd1427843938","<div></div>","Handling and Storage of Trial Intervention"
"NarrativeContent_41","6.5.3","NarrativeContent","SECTION 6.5.3","470811a8-c1d8-4bf1-a079-0a0c119c298d","<div></div>","Accountability of Trial Intervention"
"NarrativeContent_42","6.6","NarrativeContent","SECTION 6.6","a7b485be-deee-4fef-9920-7536503efcac","<div></div>","Participant Assignment, Randomisation and Blinding"
"NarrativeContent_43","6.6.1","NarrativeContent","SECTION 6.6.1","eff88951-2ca7-4630-8bc3-eae72bc93994","<div></div>","Participant Assignment"
"NarrativeContent_44","6.6.2","NarrativeContent","SECTION 6.6.2","866fd9ea-21fe-4fa7-8b5e-b36c58259f3b","<div></div>","Randomisation"
"NarrativeContent_45","6.6.3","NarrativeContent","SECTION 6.6.3","15c2ff71-f5f5-4b17-a373-b8d947bb7923","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","Blinding and Unblinding"
"NarrativeContent_46","6.7","NarrativeContent","SECTION 6.7","af8a707e-553a-44be-8596-05b20dd23f95","<div></div>","Trial Intervention Compliance"
"NarrativeContent_47","6.8","NarrativeContent","SECTION 6.8","dd3ad842-fb1d-42a0-bfa1-06c2f2ed3dec","<div></div>","Concomitant Therapy"
"NarrativeContent_48","6.8.1","NarrativeContent","SECTION 6.8.1","d936509e-b0ee-49da-b164-fea3dac5ef8d","<div></div>","Prohibited Concomitant Therapy"
"NarrativeContent_49","6.8.2","NarrativeContent","SECTION 6.8.2","33510a4c-2439-48df-b2c5-48fcb4c77ccc","<div></div>","Permitted Concomitant Therapy"
"NarrativeContent_50","6.8.3","NarrativeContent","SECTION 6.8.3","62b7e4b7-327c-41f8-bfa5-5927afdc8328","<div></div>","Rescue Therapy"
"NarrativeContent_51","6.8.4","NarrativeContent","SECTION 6.8.4","cc3b1e1e-7b42-4777-9c36-bed00aeaec0a","<div></div>","Other Therapy"
"NarrativeContent_52","7","NarrativeContent","SECTION 7","b95689c0-111b-4225-aa15-89968373359d","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"NarrativeContent_53","7.1","NarrativeContent","SECTION 7.1","a302a3f7-39f2-4712-9347-522a17015568","<div></div>","Discontinuation of Trial Intervention"
"NarrativeContent_54","7.1.1","NarrativeContent","SECTION 7.1.1","3670f327-02c8-424c-8bfc-88f246c3e6f8","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention"
"NarrativeContent_55","7.1.2","NarrativeContent","SECTION 7.1.2","0c04328e-810c-40e2-a49b-dc23e5fd73f0","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention"
"NarrativeContent_56","7.1.3","NarrativeContent","SECTION 7.1.3","9296ee07-bf9c-4d3e-aed8-67b1eed9588f","<div></div>","Rechallenge"
"NarrativeContent_57","7.2","NarrativeContent","SECTION 7.2","56c7446f-bfd9-47db-ba38-5c30deaf2fe0","<div></div>","Participant Withdrawal from the Trial"
"NarrativeContent_58","7.3","NarrativeContent","SECTION 7.3","1822f090-4524-4769-92d0-40ccd29b5f18","<div></div>","Lost to Follow-Up"
"NarrativeContent_59","7.4","NarrativeContent","SECTION 7.4","b578134c-adf3-4ec0-bb9d-c9cb9d90d91a","<div></div>","Trial Stopping Rules"
"NarrativeContent_60","8","NarrativeContent","SECTION 8","f243c876-6f6b-4cdf-a09f-606eba21e931","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES"
"NarrativeContent_61","8.1","NarrativeContent","SECTION 8.1","fbc18bce-ec6a-4b30-93f5-069fc4b44f20","<div></div>","Screening/Baseline Assessments and Procedures"
"NarrativeContent_62","8.2","NarrativeContent","SECTION 8.2","06dacb07-3862-4672-983b-f7a1fae5d6cb","<div></div>","Efficacy Assessments and Procedures"
"NarrativeContent_63","8.3","NarrativeContent","SECTION 8.3","7de95b8b-9a95-4d1b-92ca-81a08f585860","<div></div>","Safety Assessments and Procedures"
"NarrativeContent_64","8.3.1","NarrativeContent","SECTION 8.3.1","c6ec6b89-98d7-4c80-b6e1-481a0b9e8d28","<div></div>","Physical Examination"
"NarrativeContent_65","8.3.2","NarrativeContent","SECTION 8.3.2","96889afd-8ff1-48c7-b2b8-7ed688cd3cbb","<div></div>","Vital Signs"
"NarrativeContent_66","8.3.3","NarrativeContent","SECTION 8.3.3","d7e82472-f72d-4e1a-894b-bcded2a7075a","<div></div>","Electrocardiograms"
"NarrativeContent_67","8.3.4","NarrativeContent","SECTION 8.3.4","e3722d67-ef55-4ef2-ad27-a5bb8c7e382e","<div></div>","Clinical Laboratory Assessments"
"NarrativeContent_68","8.3.5","NarrativeContent","SECTION 8.3.5","f5cd50e2-b5e7-489e-991d-a8a59fbf6d0b","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring"
"NarrativeContent_69","8.4","NarrativeContent","SECTION 8.4","a04c5cf9-2311-4258-9e39-09d5d47e5d79","<div></div>","Adverse Events and Serious Adverse Events"
"NarrativeContent_70","8.4.1","NarrativeContent","SECTION 8.4.1","54e68bc9-a7da-4a66-b304-da80180b398f","<div></div>","Definitions of AE and SAE"
"NarrativeContent_71","8.4.2","NarrativeContent","SECTION 8.4.2","4883c602-5a21-4f5c-8176-3834dbebc921","<div></div>","Time Period and Frequency for Collecting AE and SAE Information"
"NarrativeContent_72","8.4.3","NarrativeContent","SECTION 8.4.3","976493e3-eabf-4de0-b40d-e57668fbed2a","<div></div>","Identifying AEs and SAEs"
"NarrativeContent_73","8.4.4","NarrativeContent","SECTION 8.4.4","4b309c43-59ba-429e-8789-f20649dc7b0f","<div></div>","Recording of AEs and SAEs"
"NarrativeContent_74","8.4.5","NarrativeContent","SECTION 8.4.5","3123fec4-338d-4fd0-bc81-3af0f4dd1866","<div></div>","Follow-up of AEs and SAEs"
"NarrativeContent_75","8.4.6","NarrativeContent","SECTION 8.4.6","e179407b-3f0a-4bee-bcc6-709beaca6a52","<div></div>","Reporting of SAEs"
"NarrativeContent_76","8.4.7","NarrativeContent","SECTION 8.4.7","0e317ac5-9f5d-423c-8fd7-d9a3e2c7bc0f","<div></div>","Regulatory Reporting Requirements for SAEs"
"NarrativeContent_77","8.4.8","NarrativeContent","SECTION 8.4.8","9c32720e-1290-4db3-9625-21f20470ab6d","<div></div>","Serious and Unexpected Adverse Reaction Reporting"
"NarrativeContent_78","8.4.9","NarrativeContent","SECTION 8.4.9","a260cb8c-908a-4823-bf47-e963d46a1350","<div></div>","Adverse Events of Special Interest"
"NarrativeContent_79","8.4.10","NarrativeContent","SECTION 8.4.10","afa8272f-b45b-4486-a19f-a1ed40e9a13f","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"NarrativeContent_80","8.5","NarrativeContent","SECTION 8.5","64b145d5-3791-4035-86ca-6cfca59a30b9","<div></div>","Pregnancy and Postpartum Information"
"NarrativeContent_81","8.5.1","NarrativeContent","SECTION 8.5.1","9facf9a8-6e69-4a38-a119-fa6a141f5ff9","<div></div>","Participants Who Become Pregnant During the Trial"
"NarrativeContent_82","8.5.2","NarrativeContent","SECTION 8.5.2","080bf16e-19a4-4e96-afcb-3609ce328387","<div></div>","Participants Whose Partners Become Pregnant"
"NarrativeContent_83","8.6","NarrativeContent","SECTION 8.6","da7a33f5-50c0-45b8-a1bc-1e0e52f9b9e0","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products"
"NarrativeContent_84","8.6.1","NarrativeContent","SECTION 8.6.1","2c90eef5-54ed-4a8c-a76c-5d0c48afa9d7","<div></div>","Definition of Medical Device Product Complaints"
"NarrativeContent_85","8.6.2","NarrativeContent","SECTION 8.6.2","4b1feb5c-a50e-44bb-9972-cf334e45e826","<div></div>","Recording of Medical Device Product Complaints"
"NarrativeContent_86","8.6.3","NarrativeContent","SECTION 8.6.3","b77ea407-4154-4e92-bf6e-73a175dc91f3","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"NarrativeContent_87","8.6.4","NarrativeContent","SECTION 8.6.4","ccbabb4c-7dec-4edc-aab6-8f6d9afd529e","<div></div>","Follow-Up of Medical Device Product Complaints"
"NarrativeContent_88","8.6.5","NarrativeContent","SECTION 8.6.5","65fdc3ba-02be-4929-a806-9ef4f42a4daa","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints"
"NarrativeContent_89","8.7","NarrativeContent","SECTION 8.7","c24dd317-0389-4f66-99da-f107cf21a699","<div></div>","Pharmacokinetics"
"NarrativeContent_90","8.8","NarrativeContent","SECTION 8.8","15b3ae51-3baa-4f75-a789-6db8b34b2118","<div></div>","Genetics"
"NarrativeContent_91","8.9","NarrativeContent","SECTION 8.9","825817a3-a382-4c95-af47-4ddc4f7d8cd5","<div></div>","Biomarkers"
"NarrativeContent_92","8.1","NarrativeContent","SECTION 8.1","d188d48e-dfc4-4079-aa92-a4269d22086a","<div></div>","Immunogenicity Assessments"
"NarrativeContent_93","8.1.1","NarrativeContent","SECTION 8.1.1","bc68a3a4-b5e8-4057-87c4-f9b1059984e1","<div></div>","Medical Resource Utilisation and Health Economics"
"NarrativeContent_94","9","NarrativeContent","SECTION 9","b482bcdb-a84d-44a8-b747-20d727536ffb","<div></div>","STATISTICAL CONSIDERATIONS"
"NarrativeContent_95","9.1","NarrativeContent","SECTION 9.1","2fa6b79b-83a1-44d5-b36f-09d2f629e436","<div></div>","Analysis Sets"
"NarrativeContent_96","9.2","NarrativeContent","SECTION 9.2","9ac13933-1254-4aec-909a-4b9c6f7e85f3","<div></div>","Analyses Supporting Primary Objective(s)"
"NarrativeContent_97","9.2.1","NarrativeContent","SECTION 9.2.1","f1004396-5e56-4854-99a2-0a254164221b","<div></div>","Statistical Model, Hypothesis, and Method of Analysis"
"NarrativeContent_98","9.2.2","NarrativeContent","SECTION 9.2.2","288531e8-0746-4d53-b611-f0a6744fa47e","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)"
"NarrativeContent_99","9.2.3","NarrativeContent","SECTION 9.2.3","84d2bae5-c49c-4580-b67f-baba4d3a79ed","<div></div>","Handling of Missing Data"
"NarrativeContent_100","9.2.4","NarrativeContent","SECTION 9.2.4","89d2112b-3dc6-49ce-85b0-d727f92eb591","<div></div>","Sensitivity Analysis"
"NarrativeContent_101","9.2.5","NarrativeContent","SECTION 9.2.5","5e0250c6-6fe7-4d79-9e2e-a6279a759ce7","<div></div>","Supplementary Analysis"
"NarrativeContent_102","9.3","NarrativeContent","SECTION 9.3","8ab5c3a8-92d0-4c39-b0b4-19a3ce04efb7","<div></div>","Analysis Supporting Secondary Objective(s)"
"NarrativeContent_103","9.4","NarrativeContent","SECTION 9.4","07710246-ef56-4f1d-a3a0-6916ec2ae891","<div></div>","Analysis of Exploratory Objective(s)"
"NarrativeContent_104","9.5","NarrativeContent","SECTION 9.5","9a51b254-d4ed-49b1-b0e4-9e8b0ebd501e","<div></div>","Safety Analyses"
"NarrativeContent_105","9.6","NarrativeContent","SECTION 9.6","82b71ab3-fc4e-42e8-b51a-ed57a729114e","<div></div>","Other Analyses"
"NarrativeContent_106","9.7","NarrativeContent","SECTION 9.7","7f5e3cc5-edc7-4621-8d5e-fa92aded4e9f","<div></div>","Interim Analyses"
"NarrativeContent_107","9.8","NarrativeContent","SECTION 9.8","5a5a87fd-4a80-4bdd-8c6b-bf3318c85253","<div></div>","Sample Size Determination"
"NarrativeContent_108","9.9","NarrativeContent","SECTION 9.9","8de876a2-1f68-4bf3-aef3-64f7401b64c6","<div></div>","Protocol Deviations"
"NarrativeContent_109","10","NarrativeContent","SECTION 10","59540754-c40f-420a-8d10-2ce9595cc2da","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"NarrativeContent_110","10.1","NarrativeContent","SECTION 10.1","bc3d4809-2703-44c8-8eea-faeff4d49836","<div></div>","Regulatory and Ethical Considerations"
"NarrativeContent_111","10.2","NarrativeContent","SECTION 10.2","5da75ea4-1936-4090-a8a2-c2ce32fc25e1","<div></div>","Committees"
"NarrativeContent_112","10.3","NarrativeContent","SECTION 10.3","503ca76f-64d5-4a5e-af06-fe3760bfcd27","<div></div>","Informed Consent Process"
"NarrativeContent_113","10.4","NarrativeContent","SECTION 10.4","d675a772-76c8-4bb6-b7f9-4ae4e8eb4397","<div></div>","Data Protection"
"NarrativeContent_114","10.5","NarrativeContent","SECTION 10.5","365ce214-f6db-487c-a4d9-ccf90407658e","<div></div>","Early Site Closure or Trial Termination"
"NarrativeContent_115","11","NarrativeContent","SECTION 11","0a6a2844-4975-41e0-924a-8890ebc41f47","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"NarrativeContent_116","11.1","NarrativeContent","SECTION 11.1","36a33846-fe2c-44fb-9119-e412ee85ddbd","<div></div>","Quality Tolerance Limits"
"NarrativeContent_117","11.2","NarrativeContent","SECTION 11.2","5b871fdb-f29c-4bde-ae1a-715e2dcd4dc0","<div></div>","Data Quality Assurance"
"NarrativeContent_118","11.3","NarrativeContent","SECTION 11.3","d407593e-6be9-4931-bac0-fe290f366709","<div></div>","Source Data"
"NarrativeContent_119","12","NarrativeContent","SECTION 12","6d165bc1-8533-42b4-be30-cb569c63bb6f","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"NarrativeContent_120","12.1","NarrativeContent","SECTION 12.1","a69f30df-4efa-452a-a307-736c615ef05e","<div></div>","Further Details and Clarifications on the AE Definition"
"NarrativeContent_121","12.2","NarrativeContent","SECTION 12.2","4efd5e27-e34b-49b4-913d-2ca36036b209","<div></div>","Further Details and Clarifications on the SAE Definition"
"NarrativeContent_122","12.3","NarrativeContent","SECTION 12.3","de6b34d0-cabb-4799-858a-a8e738aa7447","<div></div>","Severity"
"NarrativeContent_123","12.4","NarrativeContent","SECTION 12.4","daaa22bf-8777-482c-8f5d-0475f7d697d7","<div></div>","Causality"
"NarrativeContent_124","13","NarrativeContent","SECTION 13","57046195-d448-47d6-a10f-35cd32df344f","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"NarrativeContent_125","13.1","NarrativeContent","SECTION 13.1","4fd56569-6889-4cc1-acaf-d14f51b11e2e","<div></div>","Contraception and Pregnancy Testing"
"NarrativeContent_126","13.1.1","NarrativeContent","SECTION 13.1.1","41b4e181-b2c1-4daa-9efb-54ffb5818bcc","<div></div>","Definitions Related to Childbearing Potential"
"NarrativeContent_127","13.1.2","NarrativeContent","SECTION 13.1.2","fa280cac-1a6e-492b-a58d-d31581b5995f","<div></div>","Contraception"
"NarrativeContent_128","13.1.3","NarrativeContent","SECTION 13.1.3","ce4335fa-2d75-4fbf-84eb-13e339ec5fae","<div></div>","Pregnancy Testing"
"NarrativeContent_129","13.2","NarrativeContent","SECTION 13.2","fc20c70c-b285-4472-8ced-7bcc0691d0b5","<div></div>","Clinical Laboratory Tests"
"NarrativeContent_130","13.3","NarrativeContent","SECTION 13.3","a57e4734-5b40-49cf-9d3e-7f2bb306347d","<div></div>","Country/Region-Specific Differences"
"NarrativeContent_131","13.4","NarrativeContent","SECTION 13.4","7ca76793-b3c0-4b10-9c44-8069a0cd6745","<div></div>","Prior Protocol Amendments"
"NarrativeContent_132","14","NarrativeContent","SECTION 14","eb6477b7-17d4-47d9-a52c-254f755b70b7","<div></div>","APPENDIX: GLOSSARY OF TERMS"
"NarrativeContent_133","15","NarrativeContent","SECTION 15","5245098b-548b-41aa-aefe-c2ae4bad62f0","<div></div>","APPENDIX: REFERENCES"
