"codeSystem","codeSystemVersion","id","uuid:ID","decode","code","instanceType"
"SPONSOR","12","Code_134","83797bda-bd78-4ac2-aa30-599821d27411","Mild to Moderate Alzheimer's Disease","MILD_MOD_ALZ","Code"
"SNOMED","January 31, 2018","Code_135","084d1935-e1d8-4a4b-92c4-fe8e5976d503","Alzheimer's disease","26929004","Code"
"http://www.cdisc.org","2023-12-15","Code_143","e4244ab3-898f-43cf-8ee1-00dd8121d066","EXTENSION","C99907x1","Code"
"http://www.cdisc.org","2023-12-15","Code_144","f4104efa-9c6f-490b-bf71-a8e8be234ff6","ADAPTIVE","C98704","Code"
"http://www.cdisc.org","2023-12-15","Code_141","c7473862-0d95-4876-bad6-356d18776c82","Parallel Study","C82639","Code"
"http://www.cdisc.org","2023-12-15","Code_83","a2fbd816-2f0c-4b8e-9632-79ecb926a8e9","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_84","0ab9ab0d-74e6-4948-93a8-396573f2018d","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_85","4f57c00e-3479-4a87-a511-28cfcaeb2657","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_86","3583855a-4c3a-4016-b834-2ccf67755bb3","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_87","b590e522-b70b-4cb8-b739-fff9bd5b73c4","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_88","f00a96c9-aaa6-44e4-af65-bff1b926f882","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_89","319f26f9-b58d-4c9b-903f-7ccbad269df8","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_90","4751b021-8c41-4807-9eca-8d0ff2d78468","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_91","6a74e036-26c5-4711-88b8-10af3a58f92e","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_92","97596998-d737-48f5-a347-923eca577aff","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_93","0daef917-025f-4da7-89c0-731fcf53fab8","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_94","8b024118-8ddb-4672-b140-abfbf28a202e","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_95","dbbede00-6f7e-4646-ab1b-d3ebeba2a696","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_96","e65cb162-bcd3-4d0b-af67-32673da3482c","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_97","0dbcda0d-61f9-4f36-844d-6543111ce53b","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_98","05355072-64bd-4f46-8233-aaafc0b1c2a0","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_99","46ef53a8-91bc-4290-a14a-4e402d1b37dc","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_100","3a242b8f-e8b4-4282-a0a5-4a0a75929d6a","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_101","3e7906a0-9a24-4ffc-945e-d639f6fd80fa","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_102","178efa9a-f0be-4bdb-97e1-9293a4ec00df","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_103","9e5369c6-ace0-4b67-a72c-8fa300c58007","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_104","6f66ae2a-188e-4552-bb98-bff4dd412e0e","Telephone Call","C171537","Code"
"http://www.cdisc.org","2023-12-15","Code_105","990837ab-6ac3-4253-8ea0-2a73c82ce8be","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_106","2a9ed3b0-dbd5-4d51-ae76-e9bf0c6ee200","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_107","c41b3f43-e1cf-449b-98c8-677f0267e108","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_108","5b128981-c4ad-406d-9380-09ea0db8b825","Telephone Call","C171537","Code"
"http://www.cdisc.org","2023-12-15","Code_109","411271b4-7371-42ac-a036-b7be1df9e53e","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_110","13d2fa7e-5f89-430d-84e6-6cbaaac1ac5d","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_111","d47a4054-4c3b-47b8-bec9-89c589eeb672","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_112","eabb8e8e-90d7-41bf-b62a-e691272d5f82","Telephone Call","C171537","Code"
"http://www.cdisc.org","2023-12-15","Code_113","8482ab1d-8ede-46ee-9648-6b60856bac65","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_114","820453ce-85d3-4150-b75a-21e356323cf3","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_115","6ea7fe7d-fafa-41bf-b8eb-da8fcf5a23de","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_116","27baf51f-c1cd-4ca0-87d5-139240e947ff","Telephone Call","C171537","Code"
"http://www.cdisc.org","2023-12-15","Code_117","a5a7dbaf-224b-4398-a334-04e0cc1ee0d0","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_118","dc19dcf6-b147-48aa-9460-e6fdd2be712f","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_119","5bea895d-1b9e-4f88-8fa4-4d8148a76550","In Person","C175574","Code"
"http://www.cdisc.org","2023-12-15","Code_120","59af86ab-f28a-4d25-8a33-7032379385b1","Visit","C25716","Code"
"http://www.cdisc.org","2023-12-15","Code_121","43fb1484-0d51-4bef-8de1-acaec363e5a1","Clinic","C51282","Code"
"http://www.cdisc.org","2023-12-15","Code_122","8721038a-6b56-45c1-b457-4531b4309e1b","In Person","C175574","Code"
"SNOMED","January 31, 2018","Code_80","449d0b1a-d42b-474f-b196-b0fe2a4c2f93","CT of head without contrast","383371000119108","Code"
"SPONSOR","12","Code_81","c150424a-ef89-43a7-a6c1-62c0e0d94573","Subject Supine","123","Code"
"SPONSOR","12","Code_82","b245850c-6c1c-48a0-991a-b782340578c8","Subject Standing","124","Code"
"http://www.cdisc.org","2023-12-15","Code_429","eb514211-801a-4266-b128-ff1d8b6c272c","Male","C20197","Code"
"http://www.cdisc.org","2023-12-15","Code_430","3ee185dc-dccc-44ea-89c2-e008997e67aa","Female","C16576","Code"
"http://www.cdisc.org","2023-12-15","Code_431","5b20279b-0d7b-464a-b62d-fdc73fd98a29","Sex","C28421","Code"
"http://www.cdisc.org","2023-12-15","Code_432","ca970b7c-b2a0-43f2-b4b7-e1b93847c07f","Sex","C28421","Code"
"http://www.cdisc.org","2023-12-15","Code_433","872659ee-6fd8-412f-a86d-c027406dae1d","Race","C17049","Code"
"http://www.cdisc.org","2023-12-15","Code_434","5795ebed-a9d2-42a2-a6a8-730a3de75488","Race","C17049","Code"
"http://www.cdisc.org","2023-12-15","Code_435","ae967b79-995d-4ad6-9626-aa1928cfdfd5","TEMP","C174446","Code"
"http://www.cdisc.org","2023-12-15","Code_436","6f0613a7-e961-418a-880b-d80651e81d8f","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_437","685908c1-f43a-44b3-b094-da1e61c67cc3","Degree Celsius","C42559","Code"
"http://www.cdisc.org","2023-12-15","Code_438","e3fb0eeb-3f63-4449-9fed-8906d9da2178","Degree Fahrenheit","C44277","Code"
"http://www.cdisc.org","2023-12-15","Code_439","b212160a-e556-487e-b828-9aca21572638","Kelvin","C42537","Code"
"http://www.cdisc.org","2023-12-15","Code_440","80c3a6b9-e829-4466-82f1-11b32922cd85","Unit of Temperature","C44276","Code"
"http://www.cdisc.org","2023-12-15","Code_441","e1e3fc46-858f-425f-9964-10ba48d7baae","Axilla","C12674","Code"
"http://www.cdisc.org","2023-12-15","Code_442","6ce749fa-21c7-456a-88a5-39cecc93497f","Ear","C12394","Code"
"http://www.cdisc.org","2023-12-15","Code_443","3f30ffdb-d428-4cdf-8d9f-2cc4dfd6a4b8","Forehead","C89803","Code"
"http://www.cdisc.org","2023-12-15","Code_444","8e74afad-9594-427c-b46a-6561f5db775e","Oral Cavity","C12421","Code"
"http://www.cdisc.org","2023-12-15","Code_445","5757bc17-e100-4598-9c51-d68ede67782c","Rectum","C12390","Code"
"http://www.cdisc.org","2023-12-15","Code_446","a1e2cd37-e09b-46e0-8f38-48538341c11c","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_447","5f8318ca-7481-4189-8a9a-3db00dd49c74","TEMP","C174446","Code"
"http://www.cdisc.org","2023-12-15","Code_448","a08a796d-2770-4f15-8771-7e337af22e7d","WEIGHT","C25208","Code"
"http://www.cdisc.org","2023-12-15","Code_449","2e79186b-d866-41c1-939b-54084b1429d1","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_450","844685f8-f808-4dff-8845-3083ae99e214","Pound","C48531","Code"
"http://www.cdisc.org","2023-12-15","Code_451","9b16c666-d5be-4480-809b-f93757f424c9","Gram","C48155","Code"
"http://www.cdisc.org","2023-12-15","Code_452","00d808a7-aa12-4289-adcc-2237e4d280c8","Kilogram","C28252","Code"
"http://www.cdisc.org","2023-12-15","Code_453","265bbcf3-76d5-432d-a76b-9d12a9250bef","Unit of Weight","C48208","Code"
"http://www.cdisc.org","2023-12-15","Code_454","060e6cf8-d8c1-47d5-a696-c80197f2677c","WEIGHT","C25208","Code"
"http://www.cdisc.org","2023-12-15","Code_455","988ced08-7689-46e4-93aa-e6398e5fa94c","HEIGHT","C25347","Code"
"http://www.cdisc.org","2023-12-15","Code_456","4991598e-dab3-412c-bb37-2b50d94f10b8","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_457","2fe79a67-82a7-4096-a892-5295fea355f6","Centimeter","C49668","Code"
"http://www.cdisc.org","2023-12-15","Code_458","b9798af6-9e7d-40e5-851b-76a1d3a5a206","Inch","C48500","Code"
"http://www.cdisc.org","2023-12-15","Code_459","cb320bbe-a430-4a31-9da8-c24ab1898e70","Meter","C41139","Code"
"http://www.cdisc.org","2023-12-15","Code_460","94337765-6d10-4c66-bd8b-2d74412d339f","Unit of Height","C168688","Code"
"http://www.cdisc.org","2023-12-15","Code_461","f405aa4f-7c10-48fe-8874-039ab248da53","HEIGHT","C25347","Code"
"http://www.cdisc.org","2023-12-15","Code_462","34dc231c-8b92-44f2-ae13-b8fd8003dc91","ALT","C64433","Code"
"http://www.cdisc.org","2023-12-15","Code_463","b5360626-ce71-4afe-ae6a-e7e36805aa0c","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_464","2138d2e5-4022-4c2f-8893-0234af8d1836","Unit per Liter","C67456","Code"
"http://www.cdisc.org","2023-12-15","Code_465","042d77ee-7999-41b5-90a4-ea44cf6439a2","Microkatal per Liter","C67397","Code"
"http://www.cdisc.org","2023-12-15","Code_466","a4be5151-9d6c-443b-9bc6-b4ad2c56c48a","International Unit per Liter","C67376","Code"
"http://www.cdisc.org","2023-12-15","Code_467","c966f472-e477-4994-be60-1382ee81074b","Nanokatal per Liter","C70510","Code"
"http://www.cdisc.org","2023-12-15","Code_468","943df4f2-e27d-472c-b7c4-58d7d554230b","Unit of Catalytic Activity Concentration","C67365","Code"
"http://www.cdisc.org","2023-12-15","Code_469","ed568cf7-6155-448b-8c27-c6c19fb5d267","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_470","0b1bce91-678b-411f-8572-2d432d417f8f","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_471","e2fd3615-f3a4-453d-91c8-17a2a573b666","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_472","d6b9015c-b90b-4873-a189-6802b7451c3d","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_473","20e6fc9e-e5f0-4d51-b34c-374f2e63fbf1","ALT","C64433","Code"
"http://www.cdisc.org","2023-12-15","Code_474","1d7fea68-017f-40db-818e-debc81c441c6","ALB","C64431","Code"
"http://www.cdisc.org","2023-12-15","Code_475","50d3ae3e-7a1a-4eff-9f5b-870787ffb03f","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_476","7df74f56-ef33-49dd-aa7f-29ddc4f00931","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_477","7c53132a-0749-4b6f-a9fa-b9a71735c89d","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_478","06f4f0f8-5ca9-4512-9edc-8f29320ef418","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_479","e702241a-ea33-4867-bfba-a78564ae4a4a","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_480","684171f8-1621-4403-83c9-8bf2a7b7be1b","ALB","C64431","Code"
"http://www.cdisc.org","2023-12-15","Code_481","c17499db-e2d4-4465-b828-cbf02a4d7921","ALP","C64432","Code"
"http://www.cdisc.org","2023-12-15","Code_482","252a45b4-6bd0-4136-b6cf-cbd8e9418f28","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_483","2e716fb9-95b5-4ccd-9770-afacc7a8daee","Unit per Liter","C67456","Code"
"http://www.cdisc.org","2023-12-15","Code_484","a5e5ea28-c68e-49ec-959e-7f0a8abded5d","Microkatal per Liter","C67397","Code"
"http://www.cdisc.org","2023-12-15","Code_485","8dfb5aa9-9504-4e30-a5c8-110b0b4d01d8","International Unit per Liter","C67376","Code"
"http://www.cdisc.org","2023-12-15","Code_486","cc76a7a6-68d4-421b-9bfb-c706b99a4acf","Unit of Catalytic Activity Concentration","C67365","Code"
"http://www.cdisc.org","2023-12-15","Code_487","f7d54e2f-6fcb-4c60-9dd6-d4de1685b4b8","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_488","66fe0082-d1d3-4a4d-88f9-b498bf9a58fd","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_489","9bb4f8ae-459b-4748-bdae-06205a552b81","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_490","1a1b3402-b484-4993-af0e-0777e2fd6bb8","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_491","4e338635-28da-4ca0-81a9-795c3d4ad3e6","ALP","C64432","Code"
"http://www.cdisc.org","2023-12-15","Code_492","c03db182-8b1a-4144-bd56-6f3a6cc38ff4","AST","C64467","Code"
"http://www.cdisc.org","2023-12-15","Code_493","6741a27b-d934-4508-a0d0-0ef1b75280b4","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_494","a1b66f8c-b4ad-4fa0-ae1d-a15b65c94228","Unit per Liter","C67456","Code"
"http://www.cdisc.org","2023-12-15","Code_495","e61c6568-13dd-4ca3-867a-bf19f3415c68","Microkatal per Liter","C67397","Code"
"http://www.cdisc.org","2023-12-15","Code_496","cf457beb-1d72-44a4-bf78-3625a887baa6","International Unit per Liter","C67376","Code"
"http://www.cdisc.org","2023-12-15","Code_497","bdfb7fd5-cd59-49a3-aec4-f65f974d8e21","Unit of Catalytic Activity Concentration","C67365","Code"
"http://www.cdisc.org","2023-12-15","Code_498","b4ded51a-d776-4738-899f-5f0558077d78","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_499","07b6d0d0-502e-4368-a899-3ee7e6dec377","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_500","89d19c76-6778-482e-ba31-43258d6655b1","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_501","9316095a-36cb-413a-9d36-1df7896e4f96","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_502","54afe8fc-31d2-4620-b76e-f2701f8c189b","AST","C64467","Code"
"http://www.cdisc.org","2023-12-15","Code_503","35c08183-d7a2-44d4-bf6a-19b670eaad4a","CREAT","C64547","Code"
"http://www.cdisc.org","2023-12-15","Code_504","24df1bd8-e686-419b-9c09-3d7ef4462591","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_505","8da85bd2-7068-4ceb-a781-59579d6a77a2","Milligram per Deciliter","C67015","Code"
"http://www.cdisc.org","2023-12-15","Code_506","ef986151-f309-4e77-9be9-80a51ae11028","Microgram per Milliliter","C64572","Code"
"http://www.cdisc.org","2023-12-15","Code_507","3085ea1e-a8a2-4fba-ad88-6b282943e53e","Millimole per Liter","C64387","Code"
"http://www.cdisc.org","2023-12-15","Code_508","db1eef32-b259-4b32-bab4-aa478fb8700a","Micromole per Liter","C48508","Code"
"http://www.cdisc.org","2023-12-15","Code_509","83ccafe7-78bf-4ce4-b437-4bc4116c5186","Unit of Concentration","C48207","Code"
"http://www.cdisc.org","2023-12-15","Code_510","89619777-604e-4e48-8382-7935a5c64103","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_511","1fec40bf-a023-4fec-b262-f7350c00cf73","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_512","8e3ac825-9049-40aa-ab21-243c678d8bfe","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_513","92b4738a-7e86-430f-90db-02c6e2a714dc","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_514","ebe95f83-d791-4036-99b3-2947160bd59e","CREAT","C64547","Code"
"http://www.cdisc.org","2023-12-15","Code_515","7cfff822-ab68-4f7a-b3a5-3ba8c70561f7","K","C64853","Code"
"http://www.cdisc.org","2023-12-15","Code_516","122494c5-0baf-4f78-91c4-e8573675a2fb","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_517","97ba7de6-e4c6-432d-bef8-481b38562721","Milliequivalent per Liter","C67474","Code"
"http://www.cdisc.org","2023-12-15","Code_518","c9eb36c0-b55a-4ae3-bc86-71d6b93075ae","Milliequivalent per Deciliter","C67473","Code"
"http://www.cdisc.org","2023-12-15","Code_519","79f755f4-153b-4fb7-816e-e90b779d4f4f","Millimole per Liter","C64387","Code"
"http://www.cdisc.org","2023-12-15","Code_520","a6727143-b644-4b9c-b870-bd27da8d0c7e","Molarity Unit","C64567","Code"
"http://www.cdisc.org","2023-12-15","Code_521","68f05cc3-7ed5-4ea4-aebd-49ab1f253963","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_522","7171e1f5-b93e-4705-a399-6808b2976c24","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_523","a0843079-283e-43eb-a5ab-29459c7deac4","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_524","f0014b66-ea43-415b-a386-31a2c6dafc97","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_525","8ab85244-ea49-4ce3-bbc0-4362b634d133","K","C64853","Code"
"http://www.cdisc.org","2023-12-15","Code_526","d34c74a1-68ad-4f25-b1e1-abad8984f40f","SODIUM","C64809","Code"
"http://www.cdisc.org","2023-12-15","Code_527","dc220e13-783b-423c-ae3e-324267a4a2d1","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_528","6c285cc6-cced-43f4-8310-9cdee9009e58","Milliequivalent per Liter","C67474","Code"
"http://www.cdisc.org","2023-12-15","Code_529","3d83d0c1-ebcf-4248-af1d-254f5899c473","Milliequivalent per Deciliter","C67473","Code"
"http://www.cdisc.org","2023-12-15","Code_530","6b4306eb-e62d-465e-bc66-1dd6ea50b513","Millimole per Liter","C64387","Code"
"http://www.cdisc.org","2023-12-15","Code_531","13544669-6259-40b3-818b-9a41fc2dda0b","Molarity Unit","C64567","Code"
"http://www.cdisc.org","2023-12-15","Code_532","a93bd180-f2e2-4f58-b2cb-f1aab3941bdb","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_533","4a478fd9-2415-4e14-8041-43e7d84b66a5","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_534","23a1c331-aec5-4620-b5e5-0f78f3938fad","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_535","9be4d50d-26d9-427b-a386-55bf3178a047","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_536","56a33b7d-cbf3-4aa4-95a2-3237db94aefa","SODIUM","C64809","Code"
"http://www.cdisc.org","2023-12-15","Code_537","cba36074-9b1d-41c4-9fa5-0c6b14e8cfc9","HBA1C","C64849","Code"
"http://www.cdisc.org","2023-12-15","Code_538","5ff44b90-a56f-46ba-b09e-bb3a1609614d","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_539","53394971-0c0d-4058-87f5-680feee29ffa","Gram per Deciliter","C64783","Code"
"http://www.cdisc.org","2023-12-15","Code_540","fe81b2de-037b-45a1-97f9-53589224ddc7","LBORRESU","No Concept Code","Code"
"http://www.cdisc.org","2023-12-15","Code_541","da9aecd9-9d8b-4505-8c14-96d539e02e3a","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_542","a6c6f96d-8119-4599-9913-f9b8e660d274","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_543","1a464572-e04d-485d-b139-4328862f56dc","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_544","dd53d7bb-0e86-4881-b257-0cb29d035523","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_545","af847c33-9400-48f8-8798-4d95a1bdc316","HBA1C","C64849","Code"
"http://www.cdisc.org","2023-12-15","Code_145","993e08bc-3382-462c-95cb-b04ef4264a6a","Adverse Event Verbatim Description","C78541","Code"
"http://www.cdisc.org","2023-12-15","Code_146","8b625050-a353-4254-9aec-62b997e3c1e5","Adverse Event Dictionary Derived Term","C83344","Code"
"http://www.cdisc.org","2023-12-15","Code_147","ce0259c1-49d2-44c4-ab15-92d34893a726","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_148","a32dd947-dc31-460a-b811-266383bb0453","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_149","4eee4bae-470a-4ec3-bd04-d9b873027b2b","Adverse Event Pre-specified","C87840","Code"
"http://www.cdisc.org","2023-12-15","Code_150","6b896875-b639-4c35-bbb1-1ed159d03f08","Adverse Event Location","C83205","Code"
"http://www.cdisc.org","2023-12-15","Code_151","cb50a3c3-73ff-4fa6-a9ec-51fb53d4762c","Severity of Adverse Event","C53253","Code"
"http://www.cdisc.org","2023-12-15","Code_152","dad05507-4029-4596-8671-44d04fea56f2","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_153","a4cd9276-c023-444d-9218-6e4e8acd0402","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_154","d990461d-72d7-43b5-9719-d9c7bd596283","Seriousness of Adverse Event","C53252","Code"
"http://www.cdisc.org","2023-12-15","Code_155","dcf64763-9062-458d-9116-1c2c05fdeade","Adverse Event Action Taken with Study Treatment","C83013","Code"
"http://www.cdisc.org","2023-12-15","Code_156","c4b040d9-f9fd-4fec-861c-c73e39f78c05","Other Actions taken in Response to Adverse Event","C83109","Code"
"http://www.cdisc.org","2023-12-15","Code_157","76e0a8a8-2dfd-4e25-98da-38d5138c136e","Adverse Event Attribution to Product or Procedure","C41358","Code"
"http://www.cdisc.org","2023-12-15","Code_158","c5eb91cd-8317-4783-b849-f53405b2686d","Adverse Event Relationship to Non Study Treatment","C83210","Code"
"http://www.cdisc.org","2023-12-15","Code_159","fa54ec17-b61a-4f14-b788-e5e02101fc80","Adverse Event Pattern","C83208","Code"
"http://www.cdisc.org","2023-12-15","Code_160","0afb2605-5f93-40a4-b42c-9003bff87d68","Adverse Event Outcome","C49489","Code"
"http://www.cdisc.org","2023-12-15","Code_161","e8ce0191-3180-4476-8b20-c30095b61746","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_162","90ee44f0-fb1d-482e-a201-d809889f67d4","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_163","6ad91a25-2ef2-4ff4-8435-e605490de286","Adverse Event Involves Cancer","C83211","Code"
"http://www.cdisc.org","2023-12-15","Code_164","d84ae223-aa3f-4647-9aad-678a56806e81","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_165","487ed8f6-b48b-4c6e-98f7-a26255ebf2e3","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_166","98d9a4c2-f55e-4b1d-aa31-72103702321a","Adverse Event Seriousness Due to Congenital Anomaly","C83117","Code"
"http://www.cdisc.org","2023-12-15","Code_167","de8ef0a5-d610-4916-aed0-5ea4c1b0b301","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_168","3ff1e280-f5f0-4609-be40-9dddced0f7ba","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_169","355f006f-ebed-4c84-a545-15ac53481b03","Disabling Adverse Event","C113380","Code"
"http://www.cdisc.org","2023-12-15","Code_170","89fea2d8-a59c-4fa1-9efd-8aba292f2a0f","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_171","895ff5da-557b-44e0-b88c-c86282d91499","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_172","8a0f4ee3-523c-4e86-8a02-6540a266bd76","Death Related to Adverse Event","C48275","Code"
"http://www.cdisc.org","2023-12-15","Code_173","e02e2a8d-377f-41dd-a03f-372906a1ce37","No","C49487","Code"
