"instanceType","id","name","text","sectionTitle","uuid:ID","sectionNumber"
"NarrativeContent","NarrativeContent_16","SECTION 4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","Rationale for Comparator","779aeb34-ef35-41bc-b637-bfd2fdcf7877","4.2.1"
"NarrativeContent","NarrativeContent_17","SECTION 4.2.2","<div></div>","Rationale for Adaptive or Novel Trial Design","25733a9e-74ab-414a-a096-4e32d43655ec","4.2.2"
"NarrativeContent","NarrativeContent_18","SECTION 4.2.3","<div></div>","Other Trial Design Considerations","30caf19e-beb4-4405-acd9-99212f29e42a","4.2.3"
"NarrativeContent","NarrativeContent_19","SECTION 4.3","<div></div>","Access to Trial Intervention After End of Trial","09ebff3b-384f-4f22-9b6d-e3d83c6ce533","4.3"
"NarrativeContent","NarrativeContent_20","SECTION 4.4","<div></div>","Start of Trial and End of Trial","41fd1a1c-693d-4dbb-8ef9-ae341fd456cd","4.4"
"NarrativeContent","NarrativeContent_21","SECTION 5","<div></div>","TRIAL POPULATION","70fffda1-5582-4333-94c8-1ef692db5673","5"
"NarrativeContent","NarrativeContent_22","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","Selection of Trial Population","959c3d39-4ff6-4170-ba7b-3d1a99a132a3","5.1"
"NarrativeContent","NarrativeContent_23","SECTION 5.2","<div></div>","Rationale for Trial Population","e6ff19d3-fcf6-4e4b-84f4-68af727f0884","5.2"
"NarrativeContent","NarrativeContent_24","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>","Inclusion Criteria","5533845b-ffad-4744-a95e-278c1c648c05","5.3"
"NarrativeContent","NarrativeContent_25","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>","Exclusion Criteria","f7c8e4a1-c4d3-454c-a768-9d74992ab8f4","5.4"
"NarrativeContent","NarrativeContent_26","SECTION 5.5","<div></div>","Lifestyle Considerations","deabf722-06f1-4c57-b18b-ed23821f3415","5.5"
"NarrativeContent","NarrativeContent_27","SECTION 5.5.1","<div></div>","Meals and Dietary Restrictions","1b6518f1-2ad2-4305-af93-a9b65e6a05e0","5.5.1"
"NarrativeContent","NarrativeContent_28","SECTION 5.5.2","<div><p>Not applicable</p></div>","Caffeine, Alcohol, Tobacco, and Other Habits","93ae0b9c-a37f-49c4-a8e6-8bf78b068e45","5.5.2"
"NarrativeContent","NarrativeContent_29","SECTION 5.5.3","<div></div>","Physical Activity","387ae346-98fb-4d05-aaec-d0723a6e8a8c","5.5.3"
"NarrativeContent","NarrativeContent_30","SECTION 5.5.4","<div></div>","Other Activity","5e300ca7-e313-48c8-8c31-1bde87000b3d","5.5.4"
"NarrativeContent","NarrativeContent_31","SECTION 5.6","<div></div>","Screen Failures","25669c89-8fd4-42e7-8666-c898807a5c00","5.6"
"NarrativeContent","NarrativeContent_32","SECTION 6","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY","8c3cf22e-453c-4d17-9320-623535dc5828","6"
"NarrativeContent","NarrativeContent_33","SECTION 6.1","<div></div>","Description of Trial Intervention","c0da010f-aab6-4b48-b504-769d51ddf54d","6.1"
"NarrativeContent","NarrativeContent_34","SECTION 6.2","<div></div>","Rationale for Trial Intervention","c31912c7-3b81-4467-9452-1036fbe52c91","6.2"
"NarrativeContent","NarrativeContent_35","SECTION 6.3","<div></div>","Dosing and Administration","063cf9a0-3ebc-4df2-a7de-05e353160666","6.3"
"NarrativeContent","NarrativeContent_36","SECTION 6.3.1","<div></div>","Trial Intervention Dose Modification","de616e75-a7e3-4ee5-9ed1-ceda77ef123e","6.3.1"
"NarrativeContent","NarrativeContent_37","SECTION 6.4","<div></div>","Treatment of Overdose","7f19ec0b-3294-4e53-9173-cb7cd77b3dac","6.4"
"NarrativeContent","NarrativeContent_38","SECTION 6.5","<div></div>","Preparation, Handling, Storage and Accountability","307daf33-df71-4019-9aca-bc60b0cfdd2f","6.5"
"NarrativeContent","NarrativeContent_39","SECTION 6.5.1","<div></div>","Preparation of Trial Intervention","13e74d75-d2db-4a63-a1b2-010adb7bda04","6.5.1"
"NarrativeContent","NarrativeContent_40","SECTION 6.5.2","<div></div>","Handling and Storage of Trial Intervention","4b4a0918-2e2d-4fa2-b98d-5b993a92eb2c","6.5.2"
"NarrativeContent","NarrativeContent_41","SECTION 6.5.3","<div></div>","Accountability of Trial Intervention","8529226a-2f82-4e68-b272-5b8d97921f82","6.5.3"
"NarrativeContent","NarrativeContent_42","SECTION 6.6","<div></div>","Participant Assignment, Randomisation and Blinding","cc3b472c-f57c-4d70-ad62-f9d51e19e95f","6.6"
"NarrativeContent","NarrativeContent_43","SECTION 6.6.1","<div></div>","Participant Assignment","433f3f17-9f74-472f-b68f-d701e7102b15","6.6.1"
"NarrativeContent","NarrativeContent_44","SECTION 6.6.2","<div></div>","Randomisation","10681e67-16cc-447a-9f63-b207a35e199f","6.6.2"
"NarrativeContent","NarrativeContent_45","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","Blinding and Unblinding","a5a740b0-bb19-42e5-9de5-6bdb62a4b046","6.6.3"
"NarrativeContent","NarrativeContent_46","SECTION 6.7","<div></div>","Trial Intervention Compliance","31f9abc1-9aea-4881-9b66-360134345238","6.7"
"NarrativeContent","NarrativeContent_47","SECTION 6.8","<div></div>","Concomitant Therapy","00ce41b3-2101-4b48-bc07-e887f631f7ec","6.8"
"NarrativeContent","NarrativeContent_48","SECTION 6.8.1","<div></div>","Prohibited Concomitant Therapy","be4a6f33-7424-4265-b9a9-fd268bce25cb","6.8.1"
"NarrativeContent","NarrativeContent_49","SECTION 6.8.2","<div></div>","Permitted Concomitant Therapy","0d64f4c9-e178-411e-810d-e0dc18f90ff6","6.8.2"
"NarrativeContent","NarrativeContent_50","SECTION 6.8.3","<div></div>","Rescue Therapy","fc56e282-785c-49a3-8671-8b00300144a0","6.8.3"
"NarrativeContent","NarrativeContent_51","SECTION 6.8.4","<div></div>","Other Therapy","6b3acb49-0bb8-4f67-a832-7d3a2b730c24","6.8.4"
"NarrativeContent","NarrativeContent_52","SECTION 7","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","2aae79fc-fc2e-4a86-a974-ec8a3f7d5e35","7"
"NarrativeContent","NarrativeContent_53","SECTION 7.1","<div></div>","Discontinuation of Trial Intervention","63798354-9a27-4859-9607-342c1d35cc1a","7.1"
"NarrativeContent","NarrativeContent_54","SECTION 7.1.1","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention","134f943e-5296-4086-aeb1-9459625536ac","7.1.1"
"NarrativeContent","NarrativeContent_55","SECTION 7.1.2","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention","340658f1-5812-4d84-9399-96445455dc5a","7.1.2"
"NarrativeContent","NarrativeContent_56","SECTION 7.1.3","<div></div>","Rechallenge","897069e4-8e47-4477-90ea-5c33f117b59d","7.1.3"
"NarrativeContent","NarrativeContent_57","SECTION 7.2","<div></div>","Participant Withdrawal from the Trial","9c1eb168-651a-482a-a879-dcae11236980","7.2"
"NarrativeContent","NarrativeContent_58","SECTION 7.3","<div></div>","Lost to Follow-Up","80d0ffd6-6b1b-4358-8bd2-6a68526b174b","7.3"
"NarrativeContent","NarrativeContent_59","SECTION 7.4","<div></div>","Trial Stopping Rules","c555e28f-01cb-4d30-8756-95559c34c195","7.4"
"NarrativeContent","NarrativeContent_60","SECTION 8","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES","87c40fce-d76c-4954-b791-e84f839d9e18","8"
"NarrativeContent","NarrativeContent_61","SECTION 8.1","<div></div>","Screening/Baseline Assessments and Procedures","4c3840d1-d5ba-47ea-b9cb-0c544cd119ff","8.1"
"NarrativeContent","NarrativeContent_62","SECTION 8.2","<div></div>","Efficacy Assessments and Procedures","9ec1d26e-c181-4074-a833-5400330370d6","8.2"
"NarrativeContent","NarrativeContent_63","SECTION 8.3","<div></div>","Safety Assessments and Procedures","6ba72a9f-a6c0-42b1-a193-c5999cf132aa","8.3"
"NarrativeContent","NarrativeContent_64","SECTION 8.3.1","<div></div>","Physical Examination","a7b67340-1602-454f-84af-1cb5118c0b8d","8.3.1"
"NarrativeContent","NarrativeContent_65","SECTION 8.3.2","<div></div>","Vital Signs","7a8234e6-cc3b-428e-b88c-e47221d902fd","8.3.2"
"NarrativeContent","NarrativeContent_66","SECTION 8.3.3","<div></div>","Electrocardiograms","3307b553-72f8-49e5-9ff9-b111f4887158","8.3.3"
"NarrativeContent","NarrativeContent_67","SECTION 8.3.4","<div></div>","Clinical Laboratory Assessments","9bed6479-91f9-4a60-be0f-4724e3be5f7f","8.3.4"
"NarrativeContent","NarrativeContent_68","SECTION 8.3.5","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring","c2d9ba73-920d-447c-a17b-f8fadcabe8a3","8.3.5"
"NarrativeContent","NarrativeContent_69","SECTION 8.4","<div></div>","Adverse Events and Serious Adverse Events","cd48978a-a949-4051-a272-89671ac39b38","8.4"
"NarrativeContent","NarrativeContent_70","SECTION 8.4.1","<div></div>","Definitions of AE and SAE","deea5ab7-9503-48e4-84df-60f277c214f2","8.4.1"
"NarrativeContent","NarrativeContent_71","SECTION 8.4.2","<div></div>","Time Period and Frequency for Collecting AE and SAE Information","49e18259-5a1e-4e22-85fe-1b4ecf838fd2","8.4.2"
"NarrativeContent","NarrativeContent_72","SECTION 8.4.3","<div></div>","Identifying AEs and SAEs","f71c10c3-1caa-46ba-bdbd-b41f5faf3f2a","8.4.3"
"NarrativeContent","NarrativeContent_73","SECTION 8.4.4","<div></div>","Recording of AEs and SAEs","aa23bd04-a641-479b-a800-7c668e4bc30a","8.4.4"
"NarrativeContent","NarrativeContent_74","SECTION 8.4.5","<div></div>","Follow-up of AEs and SAEs","fe208bb8-21c8-4fcb-9d14-4afdf1a784a5","8.4.5"
"NarrativeContent","NarrativeContent_75","SECTION 8.4.6","<div></div>","Reporting of SAEs","9907b207-fe3d-4f97-915f-0c496d5fb8df","8.4.6"
"NarrativeContent","NarrativeContent_76","SECTION 8.4.7","<div></div>","Regulatory Reporting Requirements for SAEs","435bc778-5463-48e6-9ac6-3bf2edcfde8e","8.4.7"
"NarrativeContent","NarrativeContent_77","SECTION 8.4.8","<div></div>","Serious and Unexpected Adverse Reaction Reporting","8df9bb16-0c4e-41cd-bd16-6e555f05b46e","8.4.8"
"NarrativeContent","NarrativeContent_78","SECTION 8.4.9","<div></div>","Adverse Events of Special Interest","375cf363-683b-46f8-80d0-f21c4cbb7bc5","8.4.9"
"NarrativeContent","NarrativeContent_79","SECTION 8.4.10","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","eb288e7e-6667-4a88-87d4-12638b195623","8.4.10"
"NarrativeContent","NarrativeContent_80","SECTION 8.5","<div></div>","Pregnancy and Postpartum Information","c70bfe7c-4ff1-4be0-bc7f-e232868b75d8","8.5"
"NarrativeContent","NarrativeContent_81","SECTION 8.5.1","<div></div>","Participants Who Become Pregnant During the Trial","138268c0-7cdf-46bb-9c62-59b09b7df5be","8.5.1"
"NarrativeContent","NarrativeContent_82","SECTION 8.5.2","<div></div>","Participants Whose Partners Become Pregnant","36225b1e-24d2-4303-bde6-ead4edcb3d70","8.5.2"
"NarrativeContent","NarrativeContent_83","SECTION 8.6","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products","35b65bbc-b807-4b1e-995c-e10f6840aa3d","8.6"
"NarrativeContent","NarrativeContent_84","SECTION 8.6.1","<div></div>","Definition of Medical Device Product Complaints","5bb1e072-26cb-49fa-8deb-11a22b1d38a5","8.6.1"
"NarrativeContent","NarrativeContent_85","SECTION 8.6.2","<div></div>","Recording of Medical Device Product Complaints","a9d9778b-31ef-42ff-a1d1-d9bb4458fd39","8.6.2"
"NarrativeContent","NarrativeContent_86","SECTION 8.6.3","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints .","916fd4b9-1269-4516-a5c6-1f3ee178a7b8","8.6.3"
"NarrativeContent","NarrativeContent_87","SECTION 8.6.4","<div></div>","Follow-Up of Medical Device Product Complaints","d3d1278d-519c-49bb-9de7-ef4ad0cd70df","8.6.4"
"NarrativeContent","NarrativeContent_88","SECTION 8.6.5","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints","76cdaa4b-1459-43f0-8fab-edb84506e946","8.6.5"
"NarrativeContent","NarrativeContent_89","SECTION 8.7","<div></div>","Pharmacokinetics","47e2fe1f-a4b2-4eb1-8a7a-9855e5082a46","8.7"
"NarrativeContent","NarrativeContent_90","SECTION 8.8","<div></div>","Genetics","8bfef30d-26e1-415b-a579-ac8d1a2694d2","8.8"
"NarrativeContent","NarrativeContent_91","SECTION 8.9","<div></div>","Biomarkers","18dacba0-8bdb-482a-850f-86c3f0d5c779","8.9"
"NarrativeContent","NarrativeContent_92","SECTION 8.1","<div></div>","Immunogenicity Assessments","d0adbe16-673d-4679-a2c7-5edc52544b1c","8.1"
"NarrativeContent","NarrativeContent_93","SECTION 8.1.1","<div></div>","Medical Resource Utilisation and Health Economics","e412cf00-54f8-4c50-b545-3a836460da89","8.1.1"
"NarrativeContent","NarrativeContent_94","SECTION 9","<div></div>","STATISTICAL CONSIDERATIONS","353bca02-8c97-4325-88e2-99dae1229416","9"
"NarrativeContent","NarrativeContent_95","SECTION 9.1","<div></div>","Analysis Sets","b633b8e9-8282-45ad-a458-98a793d1cb1a","9.1"
"NarrativeContent","NarrativeContent_96","SECTION 9.2","<div></div>","Analyses Supporting Primary Objective(s)","aa035f90-33d0-42f2-ad69-6e4209411c1c","9.2"
"NarrativeContent","NarrativeContent_97","SECTION 9.2.1","<div></div>","Statistical Model, Hypothesis, and Method of Analysis","65d58415-e26e-41fe-b96d-81133e9594c0","9.2.1"
"NarrativeContent","NarrativeContent_98","SECTION 9.2.2","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)","25729c8d-d13f-4c34-b01e-1ce465ec58fb","9.2.2"
"NarrativeContent","NarrativeContent_99","SECTION 9.2.3","<div></div>","Handling of Missing Data","70c24443-7e02-4030-b0b9-0743aef3e553","9.2.3"
"NarrativeContent","NarrativeContent_100","SECTION 9.2.4","<div></div>","Sensitivity Analysis","bd6756b5-4483-41fa-9581-818c806cdae9","9.2.4"
"NarrativeContent","NarrativeContent_101","SECTION 9.2.5","<div></div>","Supplementary Analysis","b5728c85-b1a2-46d5-aa55-c1751fa580d0","9.2.5"
"NarrativeContent","NarrativeContent_102","SECTION 9.3","<div></div>","Analysis Supporting Secondary Objective(s)","a242341a-fec3-4f22-942c-eb1437104d48","9.3"
"NarrativeContent","NarrativeContent_103","SECTION 9.4","<div></div>","Analysis of Exploratory Objective(s)","394e2bec-5004-42f9-893f-acf5d723c7e5","9.4"
"NarrativeContent","NarrativeContent_104","SECTION 9.5","<div></div>","Safety Analyses","11cef18e-b99c-42fe-ab00-236c9c231c74","9.5"
"NarrativeContent","NarrativeContent_105","SECTION 9.6","<div></div>","Other Analyses","d2498c40-9b1c-4a7c-b8da-4da814559589","9.6"
"NarrativeContent","NarrativeContent_106","SECTION 9.7","<div></div>","Interim Analyses","d9ba9bbd-a825-4ffa-b474-57824572d71a","9.7"
"NarrativeContent","NarrativeContent_107","SECTION 9.8","<div></div>","Sample Size Determination","68549d87-99a2-451d-b480-600623215899","9.8"
"NarrativeContent","NarrativeContent_108","SECTION 9.9","<div></div>","Protocol Deviations","ac00010e-e922-452c-8cd5-6cbe280bf884","9.9"
"NarrativeContent","NarrativeContent_109","SECTION 10","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","b30a0387-fb47-43cf-a597-9f071168dba3","10"
"NarrativeContent","NarrativeContent_110","SECTION 10.1","<div></div>","Regulatory and Ethical Considerations","18b941a1-42ca-4ca5-9297-1199b73605b9","10.1"
"NarrativeContent","NarrativeContent_111","SECTION 10.2","<div></div>","Committees","ad112e2b-585c-4d5b-a971-5bc8ce7695d1","10.2"
"NarrativeContent","NarrativeContent_112","SECTION 10.3","<div></div>","Informed Consent Process","ea24223e-53ef-442a-a28c-6e18ad3a6c7f","10.3"
"NarrativeContent","NarrativeContent_113","SECTION 10.4","<div></div>","Data Protection","18e6a6ad-3ebf-4d72-b674-6a058803d296","10.4"
"NarrativeContent","NarrativeContent_114","SECTION 10.5","<div></div>","Early Site Closure or Trial Termination","f7608dd9-8c50-4ac8-b93c-49f460a665f3","10.5"
"NarrativeContent","NarrativeContent_115","SECTION 11","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","ce929644-3291-4776-823a-1c64630529df","11"
"NarrativeContent","NarrativeContent_116","SECTION 11.1","<div></div>","Quality Tolerance Limits","ff7888aa-3d76-4da7-811f-1b45e99a9ef3","11.1"
"NarrativeContent","NarrativeContent_117","SECTION 11.2","<div></div>","Data Quality Assurance","0ad47622-0e46-4e03-9307-4b1c380c9181","11.2"
"NarrativeContent","NarrativeContent_118","SECTION 11.3","<div></div>","Source Data","02683ac7-d471-4844-ae47-189ecbe3906c","11.3"
"NarrativeContent","NarrativeContent_119","SECTION 12","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","805219ce-1331-40b2-be7b-bacd46bd18e7","12"
"NarrativeContent","NarrativeContent_120","SECTION 12.1","<div></div>","Further Details and Clarifications on the AE Definition","77bfcaf5-b007-4366-a2af-a1868617276c","12.1"
"NarrativeContent","NarrativeContent_121","SECTION 12.2","<div></div>","Further Details and Clarifications on the SAE Definition","e2f18d2a-ce73-4da0-a0ab-0fead3930be2","12.2"
"NarrativeContent","NarrativeContent_122","SECTION 12.3","<div></div>","Severity","396e49f1-f0bf-49f3-b604-c7313b61433c","12.3"
"NarrativeContent","NarrativeContent_123","SECTION 12.4","<div></div>","Causality","88a27e1b-ac02-4c9e-956a-b5aab01f6e4c","12.4"
"NarrativeContent","NarrativeContent_124","SECTION 13","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","2b0cefcd-dfca-4a70-bd3a-5c732b6414df","13"
"NarrativeContent","NarrativeContent_125","SECTION 13.1","<div></div>","Contraception and Pregnancy Testing","6e43fd1d-10f1-49e3-80d1-dc9a45c90e6c","13.1"
"NarrativeContent","NarrativeContent_126","SECTION 13.1.1","<div></div>","Definitions Related to Childbearing Potential","1a67c918-02f3-4d06-8e24-466ba5295641","13.1.1"
"NarrativeContent","NarrativeContent_127","SECTION 13.1.2","<div></div>","Contraception","06428fe9-a99d-45b5-babe-327a015b632c","13.1.2"
"NarrativeContent","NarrativeContent_128","SECTION 13.1.3","<div></div>","Pregnancy Testing","9aee737a-8e88-484d-82ca-c227246cbf99","13.1.3"
"NarrativeContent","NarrativeContent_129","SECTION 13.2","<div></div>","Clinical Laboratory Tests","634a5d7f-3901-4de3-b584-9d878c12d10d","13.2"
"NarrativeContent","NarrativeContent_130","SECTION 13.3","<div></div>","Country/Region-Specific Differences","827d1e96-db40-414a-a0b2-d5b666cb3640","13.3"
"NarrativeContent","NarrativeContent_131","SECTION 13.4","<div></div>","Prior Protocol Amendments","5409094f-70a6-4f73-abf2-d2d181d672d6","13.4"
"NarrativeContent","NarrativeContent_132","SECTION 14","<div></div>","APPENDIX: GLOSSARY OF TERMS","aedca519-4c1e-4096-9beb-e546afdf275e","14"
"NarrativeContent","NarrativeContent_133","SECTION 15","<div></div>","APPENDIX: REFERENCES","1a67a2ae-6e7e-4dd8-9d3a-35ac3c0fd5d0","15"
