"instanceType","id","name","label","isRequired","isEnabled","datatype","uuid:ID"
"BiomedicalConceptProperty","BiomedicalConceptProperty_130","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","True","boolean","36412a2b-7505-45aa-afa0-92d68bde6e0b"
"BiomedicalConceptProperty","BiomedicalConceptProperty_131","Molarity Unit","Molarity Unit","True","True","string","853adc9e-45eb-455b-93f4-3ba6c49a788b"
"BiomedicalConceptProperty","BiomedicalConceptProperty_132","Biospecimen Type","Biospecimen Type","True","True","string","fedd2f2e-76ab-41d8-a793-1c1ce08d1c71"
"BiomedicalConceptProperty","BiomedicalConceptProperty_1","Adverse Event Verbatim Description","Adverse Event Verbatim Description","True","True","string","6b83f8bf-b1bf-4c2d-a196-15ab1a6db70d"
"BiomedicalConceptProperty","BiomedicalConceptProperty_2","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","True","True","string","7abdd930-d068-4cc5-89c6-cfc66915f876"
"BiomedicalConceptProperty","BiomedicalConceptProperty_3","Adverse Event Category","Adverse Event Category","True","True","string","74505398-e0a3-4ef1-92f3-1edf3e96a4f7"
"BiomedicalConceptProperty","BiomedicalConceptProperty_4","Adverse Event Subcategory","Adverse Event Subcategory","True","True","string","f66a4290-1ee4-414c-bd44-b15814f7cf27"
"BiomedicalConceptProperty","BiomedicalConceptProperty_5","Adverse Event Pre-specified","Adverse Event Pre-specified","True","True","boolean","a2a69108-024e-4e81-8f7e-20c29e9204bc"
"BiomedicalConceptProperty","BiomedicalConceptProperty_6","Severity of Adverse Event","Severity of Adverse Event","True","True","string","d1571612-fd3c-4c22-9980-2310621356bc"
"BiomedicalConceptProperty","BiomedicalConceptProperty_7","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","True","True","string","2c591e5b-afd9-4321-b470-886748d9bee7"
"BiomedicalConceptProperty","BiomedicalConceptProperty_8","Seriousness of Adverse Event","Seriousness of Adverse Event","True","True","boolean","d5834080-e9d1-4a95-8fc8-c71080215185"
"BiomedicalConceptProperty","BiomedicalConceptProperty_9","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","True","True","string","826add06-4fa7-438e-b8a3-354477659d43"
"BiomedicalConceptProperty","BiomedicalConceptProperty_10","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","True","True","string","1bcd5aa2-b316-4376-b459-ab3cac8936f2"
"BiomedicalConceptProperty","BiomedicalConceptProperty_11","Adverse Event Pattern","Adverse Event Pattern","True","True","string","34df8d75-f063-42c7-abf2-bd3faa99bffc"
"BiomedicalConceptProperty","BiomedicalConceptProperty_12","Adverse Event Outcome","Adverse Event Outcome","True","True","string","99260d66-164d-45b1-b9f6-53ab7d128391"
"BiomedicalConceptProperty","BiomedicalConceptProperty_13","Adverse Event Start Date Time","Adverse Event Start Date Time","True","True","datetime","17ca7234-0aa4-4c29-bee0-a64714e85e11"
"BiomedicalConceptProperty","BiomedicalConceptProperty_14","Adverse Event End Date Time","Adverse Event End Date Time","True","True","datetime","04229a84-3969-4c63-b8b3-0a2eb63d38df"
"BiomedicalConceptProperty","BiomedicalConceptProperty_15","Vital Signs Result","Vital Signs Result","True","True","decimal","a4f101cf-11b5-443e-a71a-885bcf9782a7"
"BiomedicalConceptProperty","BiomedicalConceptProperty_16","Unit of Pressure","Unit of Pressure","True","True","string","d3ffd536-38e2-4d89-9235-d8bbd3bcd256"
"BiomedicalConceptProperty","BiomedicalConceptProperty_17","Vital Signs Location","Vital Signs Location","True","True","string","c3253bc9-f2c4-44f9-ba4c-487caf95cdf0"
"BiomedicalConceptProperty","BiomedicalConceptProperty_18","Vital Signs Laterality","Vital Signs Laterality","True","True","string","d34b7590-0adf-432d-a585-b56fe3ba2615"
"BiomedicalConceptProperty","BiomedicalConceptProperty_19","Test Method","Test Method","True","True","string","a95a4c1b-fe82-497e-b3b9-0c1ff88d0b79"
"BiomedicalConceptProperty","BiomedicalConceptProperty_20","Vital Signs Position","Vital Signs Position","True","True","string","53fdbe3f-5cbc-4bab-a8aa-88c990daed49"
"BiomedicalConceptProperty","BiomedicalConceptProperty_21","Vital Signs Result","Vital Signs Result","True","True","decimal","821f3fd4-2ea3-4889-9b6f-eca21d3f1e67"
"BiomedicalConceptProperty","BiomedicalConceptProperty_22","Unit of Pressure","Unit of Pressure","True","True","string","9989a15d-6dfb-452e-90a7-3e031158e4ee"
"BiomedicalConceptProperty","BiomedicalConceptProperty_23","Vital Signs Location","Vital Signs Location","True","True","string","701048d4-5728-4621-bb12-72c570f080b7"
"BiomedicalConceptProperty","BiomedicalConceptProperty_24","Vital Signs Laterality","Vital Signs Laterality","True","True","string","df224d5b-21ec-45d4-912a-9125d3616b5e"
"BiomedicalConceptProperty","BiomedicalConceptProperty_25","Test Method","Test Method","True","True","string","368cd026-e673-4a90-ac85-794974ebe940"
"BiomedicalConceptProperty","BiomedicalConceptProperty_26","Vital Signs Position","Vital Signs Position","True","True","string","8ffae2c9-d676-473d-99b4-2de8cfb3d2b7"
"BiomedicalConceptProperty","BiomedicalConceptProperty_27","Vital Signs Result","Vital Signs Result","True","True","decimal","016e341d-7cbc-456a-ba94-b770427e7364"
"BiomedicalConceptProperty","BiomedicalConceptProperty_28","Unit of Temperature","Unit of Temperature","True","True","string","c5b91689-ebcf-45b6-8e09-8a444865c6c4"
"BiomedicalConceptProperty","BiomedicalConceptProperty_29","Vital Signs Location","Vital Signs Location","True","True","string","bc5a635a-adea-4363-9346-a6e2c8ae898b"
"BiomedicalConceptProperty","BiomedicalConceptProperty_30","Vital Signs Result","Vital Signs Result","True","True","decimal","a6d8d41c-5165-4746-bc6d-526926b33825"
"BiomedicalConceptProperty","BiomedicalConceptProperty_31","Unit of Weight","Unit of Weight","True","True","string","f1955ae0-1740-4c7c-8948-3ef335b0f0ff"
"BiomedicalConceptProperty","BiomedicalConceptProperty_32","Vital Signs Result","Vital Signs Result","True","True","decimal","343e3282-b35e-49aa-921e-d07daaf60b5c"
"BiomedicalConceptProperty","BiomedicalConceptProperty_33","Unit of Height","Unit of Height","True","True","string","c20d6e85-98ce-4696-b05d-af1af34d1275"
"BiomedicalConceptProperty","BiomedicalConceptProperty_34","Laboratory Test Result","Laboratory Test Result","True","True","decimal","4b2d7419-0b0f-42b2-b0e4-8f259a43a846"
"BiomedicalConceptProperty","BiomedicalConceptProperty_35","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","True","boolean","235a72c8-46e3-4661-9942-d79a431dd239"
"BiomedicalConceptProperty","BiomedicalConceptProperty_36","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","True","string","26fe33d5-e4f4-419d-963e-fe7de09ceadd"
"BiomedicalConceptProperty","BiomedicalConceptProperty_37","Biospecimen Type","Biospecimen Type","True","True","string","2b257829-a701-4499-a202-bb8de5ce92b3"
"BiomedicalConceptProperty","BiomedicalConceptProperty_38","Laboratory Test Result","Laboratory Test Result","True","True","string","e995f078-bb61-474b-b105-1202440c09e3"
"BiomedicalConceptProperty","BiomedicalConceptProperty_39","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","True","boolean","b2b132c2-88bd-4b3e-a595-62e1624f7ca4"
"BiomedicalConceptProperty","BiomedicalConceptProperty_40","Unit of Concentration","Unit of Concentration","True","True","string","7d3fbc13-9219-4207-8027-f7c4a341fd5d"
"BiomedicalConceptProperty","BiomedicalConceptProperty_41","Biospecimen Type","Biospecimen Type","True","True","string","ef925e8f-3689-49d8-9099-b36062df7427"
"BiomedicalConceptProperty","BiomedicalConceptProperty_42","Laboratory Test Result","Laboratory Test Result","True","True","decimal","51c8f252-a1b4-491f-a71b-b7c2bc9302a8"
"BiomedicalConceptProperty","BiomedicalConceptProperty_43","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","True","boolean","bceab6fe-ff48-486d-b4b1-e65a6cfe8025"
"BiomedicalConceptProperty","BiomedicalConceptProperty_44","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","True","string","07c73075-2e24-4e42-9335-ee4f84c302d8"
"BiomedicalConceptProperty","BiomedicalConceptProperty_45","Biospecimen Type","Biospecimen Type","True","True","string","d8ce8511-749b-4665-9b51-9d03d00c2824"
"BiomedicalConceptProperty","BiomedicalConceptProperty_46","Laboratory Test Result","Laboratory Test Result","True","True","decimal","ca99765c-bd99-4c03-8ff2-4c9a26cadccc"
"BiomedicalConceptProperty","BiomedicalConceptProperty_47","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","True","boolean","306c3f6e-dde2-4806-821e-b77f087ad731"
"BiomedicalConceptProperty","BiomedicalConceptProperty_48","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","True","string","3679a453-7461-4acc-a085-1a5a02e29806"
"BiomedicalConceptProperty","BiomedicalConceptProperty_49","Biospecimen Type","Biospecimen Type","True","True","string","8f9997d0-4a81-4217-a5a2-e0ff29f5a579"
"BiomedicalConceptProperty","BiomedicalConceptProperty_50","Laboratory Test Result","Laboratory Test Result","True","True","string","b8d2107c-78ac-4c6e-894d-3f067078d234"
"BiomedicalConceptProperty","BiomedicalConceptProperty_51","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","True","boolean","2eb1abf6-49df-48b7-88fc-626957a7b3b5"
"BiomedicalConceptProperty","BiomedicalConceptProperty_52","Unit of Concentration","Unit of Concentration","True","True","string","7a2f6616-2acc-496e-9672-31e74dbf741a"
"BiomedicalConceptProperty","BiomedicalConceptProperty_53","Biospecimen Type","Biospecimen Type","True","True","string","8dd941a3-3086-4769-98b2-5e92bb009cb6"
"BiomedicalConceptProperty","BiomedicalConceptProperty_54","Laboratory Test Result","Laboratory Test Result","True","True","decimal","b00e7c93-e1ae-4b72-a81b-608c6761b1f5"
"BiomedicalConceptProperty","BiomedicalConceptProperty_55","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","True","boolean","333b03b5-60c0-45e8-9afb-5fdf43763b4e"
"BiomedicalConceptProperty","BiomedicalConceptProperty_56","Molarity Unit","Molarity Unit","True","True","string","0e50bada-7346-460f-b61f-c78a4694f72b"
"BiomedicalConceptProperty","BiomedicalConceptProperty_57","Biospecimen Type","Biospecimen Type","True","True","string","10da2d06-d1f2-4a46-8394-afcfca7cec0f"
"BiomedicalConceptProperty","BiomedicalConceptProperty_58","Laboratory Test Result","Laboratory Test Result","True","True","decimal","49c734f1-366a-4c44-9963-a2438b67e1d6"
"BiomedicalConceptProperty","BiomedicalConceptProperty_59","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","True","boolean","38717cd3-f93c-4cbd-8045-403aa7d2c20e"
"BiomedicalConceptProperty","BiomedicalConceptProperty_60","Molarity Unit","Molarity Unit","True","True","string","3349e07d-d847-4192-be98-a94f29ffa163"
"BiomedicalConceptProperty","BiomedicalConceptProperty_61","Biospecimen Type","Biospecimen Type","True","True","string","c89a59ee-c207-4d8b-b9f4-217c89965c27"
"BiomedicalConceptProperty","BiomedicalConceptProperty_62","Vital Signs Result","Vital Signs Result","True","True","decimal","7095945f-98d5-4981-a869-672db97a4b6d"
"BiomedicalConceptProperty","BiomedicalConceptProperty_63","Unit of Pressure","Unit of Pressure","True","True","string","8dc2b996-4bef-4a2f-af33-9f9c58477f54"
"BiomedicalConceptProperty","BiomedicalConceptProperty_64","Vital Signs Location","Vital Signs Location","True","True","string","ea0d1f37-c106-4881-8fbc-77d5ffdc0cb3"
"BiomedicalConceptProperty","BiomedicalConceptProperty_65","Vital Signs Laterality","Vital Signs Laterality","True","True","string","f55d3f95-19c8-429f-9d86-2b80afb8cfa7"
"BiomedicalConceptProperty","BiomedicalConceptProperty_66","Test Method","Test Method","True","True","string","8a55f8e2-b18b-4cc1-8534-d213f0dbafdc"
"BiomedicalConceptProperty","BiomedicalConceptProperty_67","Vital Signs Position","Vital Signs Position","True","True","string","72a6061c-96f2-4503-b74e-cb849f83bd2a"
"BiomedicalConceptProperty","BiomedicalConceptProperty_68","Vital Signs Result","Vital Signs Result","True","True","decimal","81234043-eeee-407a-aad9-0e0dabd3fe41"
"BiomedicalConceptProperty","BiomedicalConceptProperty_69","Unit of Pressure","Unit of Pressure","True","True","string","a0bdf4e4-b044-4dc8-a808-878e5109d9d8"
"BiomedicalConceptProperty","BiomedicalConceptProperty_70","Vital Signs Location","Vital Signs Location","True","True","string","198f91dd-a970-431d-902e-f17709183fd1"
"BiomedicalConceptProperty","BiomedicalConceptProperty_71","Vital Signs Laterality","Vital Signs Laterality","True","True","string","86b293e8-b595-45bf-bac1-8bfdf6ea40b5"
"BiomedicalConceptProperty","BiomedicalConceptProperty_72","Test Method","Test Method","True","True","string","8ba3fad2-5852-44d7-9859-551a20340de3"
"BiomedicalConceptProperty","BiomedicalConceptProperty_73","Vital Signs Position","Vital Signs Position","True","True","string","bba3172d-20eb-4bda-85d1-8c60d4243e19"
"BiomedicalConceptProperty","BiomedicalConceptProperty_74","Vital Signs Result","Vital Signs Result","True","True","integer","2c1f95a6-bb43-47c8-8363-40e11c4a57fd"
"BiomedicalConceptProperty","BiomedicalConceptProperty_75","Count per Minute","Count per Minute","True","True","string","a9e50a21-45ff-459d-ad3c-9ae3faaa319b"
"BiomedicalConceptProperty","BiomedicalConceptProperty_76","Vital Signs Location","Vital Signs Location","True","True","string","e107ffa2-5ed3-4f85-b598-faa4664ed764"
"BiomedicalConceptProperty","BiomedicalConceptProperty_77","Vital Signs Laterality","Vital Signs Laterality","True","True","string","a5a1f689-36e9-42bb-ba20-e103d2c526f4"
"BiomedicalConceptProperty","BiomedicalConceptProperty_78","Test Method","Test Method","True","True","string","a9fccd97-7a8f-4894-b943-24e27adf8e34"
"BiomedicalConceptProperty","BiomedicalConceptProperty_79","Vital Signs Position","Vital Signs Position","True","True","string","81f13f3e-b6b5-4159-8b0f-ec7359d69eb2"
"BiomedicalConceptProperty","BiomedicalConceptProperty_80","Vital Signs Result","Vital Signs Result","True","True","decimal","63062d25-489e-4823-b114-1a03773d7122"
"BiomedicalConceptProperty","BiomedicalConceptProperty_81","Unit of Pressure","Unit of Pressure","True","True","string","7b5cfb2c-391b-488a-88bd-6fac0e207ebf"
"BiomedicalConceptProperty","BiomedicalConceptProperty_82","Vital Signs Location","Vital Signs Location","True","True","string","c58c7f36-d378-4ec9-90bf-70a6bd814e0d"
"BiomedicalConceptProperty","BiomedicalConceptProperty_83","Vital Signs Laterality","Vital Signs Laterality","True","True","string","bc27d51f-969b-4d22-8eb6-a262cec9bda0"
"BiomedicalConceptProperty","BiomedicalConceptProperty_84","Test Method","Test Method","True","True","string","ef182e2b-35b8-4e6d-bfc0-3f33b1f43cae"
"BiomedicalConceptProperty","BiomedicalConceptProperty_85","Vital Signs Position","Vital Signs Position","True","True","string","9cdbd181-818a-490e-88c9-3e00e27c3af4"
"BiomedicalConceptProperty","BiomedicalConceptProperty_86","Vital Signs Result","Vital Signs Result","True","True","decimal","05a0d59c-5172-4849-9cb6-6c929766b0d5"
"BiomedicalConceptProperty","BiomedicalConceptProperty_87","Unit of Pressure","Unit of Pressure","True","True","string","4ca103a9-4aa1-4701-8864-adac0fecbf72"
"BiomedicalConceptProperty","BiomedicalConceptProperty_88","Vital Signs Location","Vital Signs Location","True","True","string","1f126bc3-7a0f-4f04-ad92-ba8c2b4c010d"
"BiomedicalConceptProperty","BiomedicalConceptProperty_89","Vital Signs Laterality","Vital Signs Laterality","True","True","string","947bc8b6-97ff-42f1-83cb-c663b6f870a3"
"BiomedicalConceptProperty","BiomedicalConceptProperty_90","Test Method","Test Method","True","True","string","730ebd9f-cb36-4ca8-adf3-c30e573d70d7"
"BiomedicalConceptProperty","BiomedicalConceptProperty_91","Vital Signs Position","Vital Signs Position","True","True","string","a34e1b9f-a48c-4875-ba59-256c02ec5a92"
"BiomedicalConceptProperty","BiomedicalConceptProperty_92","Vital Signs Result","Vital Signs Result","True","True","integer","639bd6de-f494-4d0e-bc8c-77a1e9a570c9"
"BiomedicalConceptProperty","BiomedicalConceptProperty_93","Count per Minute","Count per Minute","True","True","string","456a3951-0cfc-49e2-889c-aa0f2e935a84"
"BiomedicalConceptProperty","BiomedicalConceptProperty_94","Vital Signs Location","Vital Signs Location","True","True","string","c4e4741b-b295-49e3-a55f-16dc910b414f"
"BiomedicalConceptProperty","BiomedicalConceptProperty_95","Vital Signs Laterality","Vital Signs Laterality","True","True","string","4a0cb8eb-aa4c-4769-8827-62b03df2175c"
"BiomedicalConceptProperty","BiomedicalConceptProperty_96","Test Method","Test Method","True","True","string","1f1ce6c2-c6b2-4d07-a43b-4313b1005f55"
"BiomedicalConceptProperty","BiomedicalConceptProperty_97","Vital Signs Position","Vital Signs Position","True","True","string","e2b182bf-29d7-4d1e-8caa-06466fa2a537"
