"uuid:ID","synonyms","instanceType","reference","id","label","name"
"2acccd03-8a72-41f9-bb17-4660739ea17b","['Creatinine', 'Creatinine Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept_30","Creatinine Concentration in Urine","Creatinine Concentration in Urine"
"e7a90c88-f865-45cd-b917-7b8b01cdb47b","['Potassium', 'K', 'Potassium Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept_31","Potassium Concentration in Urine","Potassium Concentration in Urine"
"35083af0-80f3-4127-85ba-ce552945212b","['Sodium', 'NA', 'Sodium Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept_32","Sodium Concentration in Urine","Sodium Concentration in Urine"
"03e70baf-58b5-4998-bc40-85026cc06461","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","BiomedicalConcept_33","Hemoglobin A1C Concentration in Blood","Hemoglobin A1C Concentration in Blood"
"11f4e93d-8f19-4792-b2aa-46bbc7cb837d","['Adverse Event', 'Solicited Adverse Event']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","BiomedicalConcept_1","Adverse Event Prespecified","Adverse Event Prespecified"
"288765ef-fa51-4683-8844-99a3cc3a3744","['SYSBP', 'Systolic Blood Pressure']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_2","Systolic Blood Pressure","Systolic Blood Pressure"
"7f641d60-4b70-4afd-ac8f-d31a7ecdd257","['DIABP', 'Diastolic Blood Pressure']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_3","Diastolic Blood Pressure","Diastolic Blood Pressure"
"e6e93915-a78e-4ab5-a050-b074ee4e1070","['Temperature', 'Body Temperature']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept_4","Temperature","Temperature"
"8d13b2f8-65ba-4a57-ad48-b35f45e1d3cc","['Weight', 'Body Weight']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept_5","Weight","Weight"
"245d229d-20d6-4e41-8e94-06892432b148","['Height', 'Body Height']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept_6","Height","Height"
"a7d11be6-eee7-48b2-beb6-425da43cf8de","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept_7","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma"
"d7524ebf-5b28-4168-a75e-d163ab460328","['Albumin', 'Albumin Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept_8","Albumin Presence in Urine","Albumin Presence in Urine"
"5e065bf6-9ce2-493f-8046-d059dd92ab01","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept_9","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma"
"23795ce4-cd4d-4e08-9855-d687806b49cd","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept_10","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma"
"a2c61738-efce-46ea-b636-2d777b97f0bf","['Creatinine', 'Creatinine Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept_11","Creatinine Concentration in Urine","Creatinine Concentration in Urine"
"4b85a90a-d7c2-461b-9d5b-44b39067e401","['Potassium', 'K', 'Potassium Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept_12","Potassium Concentration in Urine","Potassium Concentration in Urine"
"d566fb0f-6891-4754-9920-513e7b73ae27","['Sodium', 'NA', 'Sodium Measurement']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept_13","Sodium Concentration in Urine","Sodium Concentration in Urine"
"ac7b1018-d6b3-4184-af25-3d5104fcd23d","['SYSBP', 'Systolic Blood Pressure']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_14","Systolic Blood Pressure","Systolic Blood Pressure"
"38de1fa7-6f99-46e4-87de-e8fe0281dc92","['DIABP', 'Diastolic Blood Pressure']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_15","Diastolic Blood Pressure","Diastolic Blood Pressure"
"e5d96ca7-dfcb-42dc-830a-e969c9d971f0","['Heart Rate']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept_16","Heart Rate","Heart Rate"
"aceb7e76-6248-4e37-bb58-c2efd1066e5d","['SYSBP', 'Systolic Blood Pressure']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_17","Systolic Blood Pressure","Systolic Blood Pressure"
"83b0129c-aaf1-4640-ad55-7e6d2275a395","['DIABP', 'Diastolic Blood Pressure']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_18","Diastolic Blood Pressure","Diastolic Blood Pressure"
"825d944b-8324-4183-9262-c8d515a80e14","['Heart Rate']","BiomedicalConcept","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept_19","Heart Rate","Heart Rate"
