"code","uuid:ID","decode","codeSystemVersion","instanceType","id","codeSystem"
"C82639","7fbd13a6-f62f-4122-a5e7-3cdf9b74100c","Parallel Study","2023-12-15","Code","Code_141","http://www.cdisc.org"
"C25716","db0d5503-4b43-4f39-acd9-5db6641ee3e8","Visit","2023-12-15","Code","Code_83","http://www.cdisc.org"
"C51282","aa05ba7c-ba23-474d-a941-a860e1c63ae2","Clinic","2023-12-15","Code","Code_84","http://www.cdisc.org"
"C175574","05fd549b-7433-4d8f-87f8-e7b92ce54b0a","In Person","2023-12-15","Code","Code_85","http://www.cdisc.org"
"C25716","d034fe8e-87b8-400e-9357-4f6dbcb26239","Visit","2023-12-15","Code","Code_86","http://www.cdisc.org"
"C51282","f0d0dad9-1872-42d6-9fd9-0930f8c3d3ff","Clinic","2023-12-15","Code","Code_87","http://www.cdisc.org"
"C175574","498d1523-8d91-422f-99af-c98e1abed712","In Person","2023-12-15","Code","Code_88","http://www.cdisc.org"
"C25716","d2ebc74d-0f11-4266-87f2-38f419a51266","Visit","2023-12-15","Code","Code_89","http://www.cdisc.org"
"C51282","1afabe1b-06c5-4399-8866-b3a22556fc32","Clinic","2023-12-15","Code","Code_90","http://www.cdisc.org"
"C175574","710cf4fb-f190-48e9-a70a-1b8b23dd169b","In Person","2023-12-15","Code","Code_91","http://www.cdisc.org"
"C25716","764fcd4e-449e-4a0b-8001-523eb9901954","Visit","2023-12-15","Code","Code_92","http://www.cdisc.org"
"C51282","2ab2a738-2cab-44b5-8669-fd73be8a2b4e","Clinic","2023-12-15","Code","Code_93","http://www.cdisc.org"
"C175574","b19965c3-35da-4256-a2a3-ed9b9c147174","In Person","2023-12-15","Code","Code_94","http://www.cdisc.org"
"C25716","19317a6a-de7c-48a1-920e-91ae13c180aa","Visit","2023-12-15","Code","Code_95","http://www.cdisc.org"
"C51282","813edf4e-9ab0-425c-b62e-d5fccfcb2c70","Clinic","2023-12-15","Code","Code_96","http://www.cdisc.org"
"C175574","e692e1d9-e263-4b31-b1a1-421907156658","In Person","2023-12-15","Code","Code_97","http://www.cdisc.org"
"C25716","58957fd8-8d6f-4010-9e9d-5e83059de91d","Visit","2023-12-15","Code","Code_98","http://www.cdisc.org"
"C51282","bd472b4c-6e1e-4814-b004-902ebde3ffaa","Clinic","2023-12-15","Code","Code_99","http://www.cdisc.org"
"C175574","a1b1ec18-4413-4172-aefe-e5a4738be14b","In Person","2023-12-15","Code","Code_100","http://www.cdisc.org"
"C25716","ed24b4cd-f80a-456a-a467-ecf0cf85c15c","Visit","2023-12-15","Code","Code_101","http://www.cdisc.org"
"C51282","6a6fbd49-76ca-48cb-b01c-f12dddbb36c2","Clinic","2023-12-15","Code","Code_102","http://www.cdisc.org"
"C175574","81470fdc-2d7b-46e1-b6e9-486cfa1139ad","In Person","2023-12-15","Code","Code_103","http://www.cdisc.org"
"C171537","455053f7-d384-4d8d-8edc-43efff9aa125","Telephone Call","2023-12-15","Code","Code_104","http://www.cdisc.org"
"C25716","391c58b1-b62f-466d-8a3a-9b8808636aa2","Visit","2023-12-15","Code","Code_105","http://www.cdisc.org"
"C51282","fee4849d-e98f-4579-8ed4-1015ced31379","Clinic","2023-12-15","Code","Code_106","http://www.cdisc.org"
"C175574","5ce39061-a7d6-41a1-bc63-cf4f6fa3373e","In Person","2023-12-15","Code","Code_107","http://www.cdisc.org"
"C171537","2ed67cde-ff87-47ee-9cac-969a803ed407","Telephone Call","2023-12-15","Code","Code_108","http://www.cdisc.org"
"C25716","ed2b77d4-bf26-49fc-abe8-9a5ca77ce76e","Visit","2023-12-15","Code","Code_109","http://www.cdisc.org"
"C51282","971c2dbd-eb48-4662-9384-a932ac4a7dfa","Clinic","2023-12-15","Code","Code_110","http://www.cdisc.org"
"C175574","b842f863-be68-4cdb-8335-aa314b96f852","In Person","2023-12-15","Code","Code_111","http://www.cdisc.org"
"C171537","a591263e-bcf1-47e9-aa7b-ea7cd22d5966","Telephone Call","2023-12-15","Code","Code_112","http://www.cdisc.org"
"C25716","d2ce63e0-2c6f-479f-9b93-85cc9faff52e","Visit","2023-12-15","Code","Code_113","http://www.cdisc.org"
"C51282","532cbe1a-a4ca-4193-9b26-2f0b49c24a09","Clinic","2023-12-15","Code","Code_114","http://www.cdisc.org"
"C175574","2e9dd28d-f499-4222-a2e0-d6061062548a","In Person","2023-12-15","Code","Code_115","http://www.cdisc.org"
"C171537","0d067e36-f154-48ab-88d6-cb0b0eeea3eb","Telephone Call","2023-12-15","Code","Code_116","http://www.cdisc.org"
"C25716","c62540d0-ba08-40c6-b3c7-822b231dbc20","Visit","2023-12-15","Code","Code_117","http://www.cdisc.org"
"C51282","e051ebc2-d211-4408-b3ed-1b11d52606e5","Clinic","2023-12-15","Code","Code_118","http://www.cdisc.org"
"C175574","8e396708-fc8c-4612-9a18-9cf56144b049","In Person","2023-12-15","Code","Code_119","http://www.cdisc.org"
"C25716","53c4d33d-c0fc-4bbc-92b9-3055121a665d","Visit","2023-12-15","Code","Code_120","http://www.cdisc.org"
"C51282","4572a487-941a-477a-8948-43fa99c5759e","Clinic","2023-12-15","Code","Code_121","http://www.cdisc.org"
"C175574","55c4809c-92a0-4bb3-bb48-4f97ed79d901","In Person","2023-12-15","Code","Code_122","http://www.cdisc.org"
"383371000119108","647001b9-ed9a-48f0-9d14-83185189c866","CT of head without contrast","January 31, 2018","Code","Code_80","SNOMED"
"123","0fcf1a35-ff23-4e80-acf5-bf4289980851","Subject Supine","12","Code","Code_81","SPONSOR"
"124","9e7c33ad-23ff-4bfc-974b-334034a659ce","Subject Standing","12","Code","Code_82","SPONSOR"
"C82977","5db1e322-d8f6-4174-821b-486a61b59154","Dictionary-derived Term","2023-12-15","Code","Code_429","http://www.cdisc.org"
"C82571","4b39570c-3c3e-4884-8268-d23b23568c04","Reported Event Term","2023-12-15","Code","Code_430","http://www.cdisc.org"
"C82517","5b161309-e147-495d-aadd-6fde4ff0da52","Observation Start Date Time","2023-12-15","Code","Code_431","http://www.cdisc.org"
"C16735","594996d7-89f7-4b3e-b9a4-5b138603f74b","Informed Consent","2023-12-15","Code","Code_432","http://www.cdisc.org"
"C20197","58e68bde-74c1-4e90-92bb-a48cd7257f55","Male","2023-12-15","Code","Code_433","http://www.cdisc.org"
"C16576","c73aee8d-2452-4fbb-8900-0ed0f57986c3","Female","2023-12-15","Code","Code_434","http://www.cdisc.org"
"C28421","a353c066-1fe4-47c0-b2be-98c4a1a88c34","Sex","2023-12-15","Code","Code_435","http://www.cdisc.org"
"C28421","bcd7e3e8-d6aa-4b9a-aca0-1febad4f6d65","Sex","2023-12-15","Code","Code_436","http://www.cdisc.org"
"C17049","581a99a0-a5b4-49e1-99a2-f84af0b71709","Race","2023-12-15","Code","Code_437","http://www.cdisc.org"
"C17049","3f217bb3-6b4e-4813-a090-f33423d146fd","Race","2023-12-15","Code","Code_438","http://www.cdisc.org"
"C174446","d389f319-b385-45c4-9377-e9b3882f31f4","TEMP","2023-12-15","Code","Code_439","http://www.cdisc.org"
"C77140","d1e11536-0db4-4047-88d1-b13ac01df356","Clinical Test Result","2023-12-15","Code","Code_440","http://www.cdisc.org"
"C42559","8b47717d-81fb-4367-a931-bcfb64010b21","Degree Celsius","2023-12-15","Code","Code_441","http://www.cdisc.org"
"C44277","5fe3c517-08c0-4155-bb43-c14ca637e646","Degree Fahrenheit","2023-12-15","Code","Code_442","http://www.cdisc.org"
"C42537","8ffa5d70-1dfa-47d0-861c-9a2f68149b3c","Kelvin","2023-12-15","Code","Code_443","http://www.cdisc.org"
"C44276","22c1475d-9630-4ab2-87b3-847b7f934e85","Unit of Temperature","2023-12-15","Code","Code_444","http://www.cdisc.org"
"C12674","10460381-176e-437b-a31b-749f00dd98c9","Axilla","2023-12-15","Code","Code_445","http://www.cdisc.org"
"C12394","1f06f7a4-a721-4b56-a508-6b6a435ac7cd","Ear","2023-12-15","Code","Code_446","http://www.cdisc.org"
"C89803","c6504450-e605-41ca-8733-f446d886bad9","Forehead","2023-12-15","Code","Code_447","http://www.cdisc.org"
"C12421","7f7184cd-567b-4474-807d-29d3faee963d","Oral Cavity","2023-12-15","Code","Code_448","http://www.cdisc.org"
"C12390","241845bc-f057-4dfe-bd80-1dbe9f23a23e","Rectum","2023-12-15","Code","Code_449","http://www.cdisc.org"
"C13717","60b715b2-334c-4488-8e2e-fa7e126d9e0b","Anatomic Site","2023-12-15","Code","Code_450","http://www.cdisc.org"
"C174446","813ac130-3166-4ab6-8b7a-59d832932ec0","TEMP","2023-12-15","Code","Code_451","http://www.cdisc.org"
"C25208","9ffac016-f3b9-4b7d-a44a-7d9f9d190d21","WEIGHT","2023-12-15","Code","Code_452","http://www.cdisc.org"
"C77140","fa84de7b-60c0-492e-ba73-ff0629a97811","Clinical Test Result","2023-12-15","Code","Code_453","http://www.cdisc.org"
"C48531","657799cf-5366-4fa9-8f89-92ae48e87251","Pound","2023-12-15","Code","Code_454","http://www.cdisc.org"
"C48155","137dd736-7499-4d07-bb81-168b7d848cbd","Gram","2023-12-15","Code","Code_455","http://www.cdisc.org"
"C28252","1f4179f9-085e-4ef4-99ef-f822a22fd4a9","Kilogram","2023-12-15","Code","Code_456","http://www.cdisc.org"
"C48208","69d9982e-85b1-4498-8e90-40abc9e4ebc7","Unit of Weight","2023-12-15","Code","Code_457","http://www.cdisc.org"
"C25208","356d74ff-4cd8-45d4-be7e-8709d6faa0e7","WEIGHT","2023-12-15","Code","Code_458","http://www.cdisc.org"
"C25347","5af4df84-4289-4469-a67e-4cbe4943de3b","HEIGHT","2023-12-15","Code","Code_459","http://www.cdisc.org"
"C77140","976d4226-975c-4c62-becb-bc0ec80bbac6","Clinical Test Result","2023-12-15","Code","Code_460","http://www.cdisc.org"
"C49668","92793057-a1fb-4521-a082-16c0d6dece73","Centimeter","2023-12-15","Code","Code_461","http://www.cdisc.org"
"C48500","9406dd4d-7cdb-4294-b9ef-b20a30c841f4","Inch","2023-12-15","Code","Code_462","http://www.cdisc.org"
"C41139","cf4d6277-46f6-486d-bab9-a744578d18f3","Meter","2023-12-15","Code","Code_463","http://www.cdisc.org"
"C168688","56330b28-c78a-491c-bc6d-32c19ab9edd6","Unit of Height","2023-12-15","Code","Code_464","http://www.cdisc.org"
"C25347","fbedcfd9-0bad-43ba-818d-58b705682bb0","HEIGHT","2023-12-15","Code","Code_465","http://www.cdisc.org"
"C64433","de30ae66-364c-4893-8780-631a04cb9be7","ALT","2023-12-15","Code","Code_466","http://www.cdisc.org"
"C36292","fc3c0ff9-6be9-4eba-b241-7315b9dfe1c7","Laboratory Test Result","2023-12-15","Code","Code_467","http://www.cdisc.org"
"C67456","926c75c5-7c5d-40e9-a678-f74977052ab9","Unit per Liter","2023-12-15","Code","Code_468","http://www.cdisc.org"
"C67397","eb6c902e-0f81-4df7-84ed-d8b997359865","Microkatal per Liter","2023-12-15","Code","Code_469","http://www.cdisc.org"
"C67376","d4e12a68-5e70-4aad-89c5-2e31a73042b9","International Unit per Liter","2023-12-15","Code","Code_470","http://www.cdisc.org"
"C70510","127d96a2-17aa-49a5-ae57-1af721113ee4","Nanokatal per Liter","2023-12-15","Code","Code_471","http://www.cdisc.org"
"C67365","9ea3826f-2042-4d7e-8c6d-07371eb6d128","Unit of Catalytic Activity Concentration","2023-12-15","Code","Code_472","http://www.cdisc.org"
"C70713","ad354865-1d2f-4e3b-8a2a-f368485e2f73","Biospecimen Type","2023-12-15","Code","Code_473","http://www.cdisc.org"
"C49487","53a5d8c1-92db-4f81-b799-443f41133bd1","No","2023-12-15","Code","Code_474","http://www.cdisc.org"
"C49488","0ec9846d-e105-4872-bae7-e4d227fc2e80","Yes","2023-12-15","Code","Code_475","http://www.cdisc.org"
"C83309","1cc223c0-ef4b-4daf-80c6-44dd833e6ca7","Laboratory Test Fasting Status","2023-12-15","Code","Code_476","http://www.cdisc.org"
"C64433","b5c6afa8-cb3e-410d-84d5-99dccdeaafd4","ALT","2023-12-15","Code","Code_477","http://www.cdisc.org"
"C64431","9ca0e7e7-c07b-4914-ab4a-27a0186d13bb","ALB","2023-12-15","Code","Code_478","http://www.cdisc.org"
"C36292","9c1e6115-babf-4c2a-bd0d-4a62c499fdb6","Laboratory Test Result","2023-12-15","Code","Code_479","http://www.cdisc.org"
"C70713","365b9048-9dde-4a7c-baff-30f61b58d991","Biospecimen Type","2023-12-15","Code","Code_480","http://www.cdisc.org"
"C49487","d2893aba-0b91-4f4e-97bd-2c1eff9cddcc","No","2023-12-15","Code","Code_481","http://www.cdisc.org"
"C49488","7b994a72-2c29-40c3-aef1-c19a1c174d3b","Yes","2023-12-15","Code","Code_482","http://www.cdisc.org"
"C83309","900eced9-7629-4522-abb3-9c384d22db19","Laboratory Test Fasting Status","2023-12-15","Code","Code_483","http://www.cdisc.org"
"C64431","f232a2b5-1208-4893-b9bf-ecdef5ddb226","ALB","2023-12-15","Code","Code_484","http://www.cdisc.org"
"C64432","e617850b-1667-4910-970f-42f71ca496bb","ALP","2023-12-15","Code","Code_485","http://www.cdisc.org"
"C36292","852f6741-0c46-4271-8d11-f0a4c3c2ca53","Laboratory Test Result","2023-12-15","Code","Code_486","http://www.cdisc.org"
"C67456","b8a8b114-9f4c-4e24-8e7a-8922ab796649","Unit per Liter","2023-12-15","Code","Code_487","http://www.cdisc.org"
"C67397","8c83d92b-0a14-4a85-916c-8d786bd574a2","Microkatal per Liter","2023-12-15","Code","Code_488","http://www.cdisc.org"
"C67376","a4eeaf49-f9f1-4af9-902a-9c5a5dae384e","International Unit per Liter","2023-12-15","Code","Code_489","http://www.cdisc.org"
"C67365","740c1938-f7b5-425a-bc34-c6cce0ca6bc7","Unit of Catalytic Activity Concentration","2023-12-15","Code","Code_490","http://www.cdisc.org"
"C70713","f11cbe1f-d2a1-41c1-b759-8da7ac26008d","Biospecimen Type","2023-12-15","Code","Code_491","http://www.cdisc.org"
"C49487","a3ad152b-c0b6-4236-88b5-a23efbc4df1d","No","2023-12-15","Code","Code_492","http://www.cdisc.org"
"C49488","d68fa478-62c4-4b6b-8228-de9181c6e3f7","Yes","2023-12-15","Code","Code_493","http://www.cdisc.org"
"C83309","2deee911-1620-46b4-8d88-5afdfb644dc5","Laboratory Test Fasting Status","2023-12-15","Code","Code_494","http://www.cdisc.org"
"C64432","52aec9e7-af1f-48a1-84b2-33c77ba7d532","ALP","2023-12-15","Code","Code_495","http://www.cdisc.org"
"C64467","21508984-89c4-4b61-81b2-73cff8157ea1","AST","2023-12-15","Code","Code_496","http://www.cdisc.org"
"C36292","8a1b451a-242e-4fc7-9b7f-56c6698bff7e","Laboratory Test Result","2023-12-15","Code","Code_497","http://www.cdisc.org"
"C67456","e6a5c1cc-42f7-407d-89b9-f7aa9bac89d5","Unit per Liter","2023-12-15","Code","Code_498","http://www.cdisc.org"
"C67397","c0060cec-8505-427e-9593-ac74f60b5f9e","Microkatal per Liter","2023-12-15","Code","Code_499","http://www.cdisc.org"
"C67376","5beffc5c-ca55-4886-93b4-f2ecd217dd03","International Unit per Liter","2023-12-15","Code","Code_500","http://www.cdisc.org"
"C67365","cda837aa-b222-4c1e-bff6-1a4b60270ee2","Unit of Catalytic Activity Concentration","2023-12-15","Code","Code_501","http://www.cdisc.org"
"C70713","ebb54d34-052f-4994-8dbb-e344ac9c50a7","Biospecimen Type","2023-12-15","Code","Code_502","http://www.cdisc.org"
"C49487","9022deed-3d89-4bd1-a973-5033bd188c3f","No","2023-12-15","Code","Code_503","http://www.cdisc.org"
"C49488","f626364c-517a-4bde-b21d-eca72548593e","Yes","2023-12-15","Code","Code_504","http://www.cdisc.org"
"C83309","eafa8691-8def-4264-8255-3ca71ba0df3a","Laboratory Test Fasting Status","2023-12-15","Code","Code_505","http://www.cdisc.org"
"C64467","104814e3-f4ae-44f8-9c53-260c70e418b5","AST","2023-12-15","Code","Code_506","http://www.cdisc.org"
"C64547","cc3dfd72-c771-4c5a-baf2-5d50e2b11a90","CREAT","2023-12-15","Code","Code_507","http://www.cdisc.org"
"C36292","3eec35ed-2601-4e8e-b0af-511638de3254","Laboratory Test Result","2023-12-15","Code","Code_508","http://www.cdisc.org"
"C67015","a295b160-3d3e-4175-b3e0-3c181bc9e769","Milligram per Deciliter","2023-12-15","Code","Code_509","http://www.cdisc.org"
"C64572","50bd8ff9-3745-4b3c-ae30-a87458a649b1","Microgram per Milliliter","2023-12-15","Code","Code_510","http://www.cdisc.org"
"C64387","1a7bcaf4-5caa-4041-99ac-9ad41d4730b1","Millimole per Liter","2023-12-15","Code","Code_511","http://www.cdisc.org"
"C48508","2f01235d-1292-4512-8452-79df01cbc468","Micromole per Liter","2023-12-15","Code","Code_512","http://www.cdisc.org"
"C48207","b605dcdb-989d-4148-9351-f22b1a9e76bb","Unit of Concentration","2023-12-15","Code","Code_513","http://www.cdisc.org"
"C70713","6d056cb0-66f7-4b32-822a-68272ec3cf46","Biospecimen Type","2023-12-15","Code","Code_514","http://www.cdisc.org"
"C49487","ad3ca27b-8a6b-4da6-a9da-220fe07ee146","No","2023-12-15","Code","Code_515","http://www.cdisc.org"
"C49488","7fa694ca-2627-4264-b1af-1ef36ccc83d4","Yes","2023-12-15","Code","Code_516","http://www.cdisc.org"
"C83309","795250f3-619a-4a29-a056-8318d0d08a9c","Laboratory Test Fasting Status","2023-12-15","Code","Code_517","http://www.cdisc.org"
"C64547","80963ac1-0ec4-4c90-b35d-a576c5e497c3","CREAT","2023-12-15","Code","Code_518","http://www.cdisc.org"
"C64853","6b6fb407-5c6e-42fe-8de7-9f12ef123334","K","2023-12-15","Code","Code_519","http://www.cdisc.org"
"C36292","d9534f1d-7ebc-4c13-8894-5855f0923b00","Laboratory Test Result","2023-12-15","Code","Code_520","http://www.cdisc.org"
"C67474","b5578af0-1db3-4af4-9e8a-58a7b3388fef","Milliequivalent per Liter","2023-12-15","Code","Code_521","http://www.cdisc.org"
"C67473","cc67560f-ec0a-4619-8e1b-53374b528f64","Milliequivalent per Deciliter","2023-12-15","Code","Code_522","http://www.cdisc.org"
"C64387","43ee0f8b-0b1b-41a7-92b5-2185a21b1e78","Millimole per Liter","2023-12-15","Code","Code_523","http://www.cdisc.org"
"C64567","a4b37d47-ba06-4608-8067-df1dcc46add0","Molarity Unit","2023-12-15","Code","Code_524","http://www.cdisc.org"
"C70713","e5ddcba4-4e2d-4829-b1a9-f92537bf0d97","Biospecimen Type","2023-12-15","Code","Code_525","http://www.cdisc.org"
"C49487","68018c20-18ac-45fb-b705-5bcc038076e4","No","2023-12-15","Code","Code_526","http://www.cdisc.org"
"C49488","74585032-5725-426d-a167-a5a1e6fff05f","Yes","2023-12-15","Code","Code_527","http://www.cdisc.org"
"C83309","449bf087-e578-4e39-a058-7915d278ff7c","Laboratory Test Fasting Status","2023-12-15","Code","Code_528","http://www.cdisc.org"
"C64853","29049fae-41ff-481f-879a-e5c467180f2d","K","2023-12-15","Code","Code_529","http://www.cdisc.org"
"C64809","04af343c-cdef-4af5-a8cf-4425b20923b4","SODIUM","2023-12-15","Code","Code_530","http://www.cdisc.org"
"C36292","d312f295-e59f-4257-b487-e9fe6b237e14","Laboratory Test Result","2023-12-15","Code","Code_531","http://www.cdisc.org"
"C67474","fcc67433-190a-4fa0-bd34-5b726717bb0d","Milliequivalent per Liter","2023-12-15","Code","Code_532","http://www.cdisc.org"
"C67473","ff1f92bc-a456-473b-af8e-7c79e848aad5","Milliequivalent per Deciliter","2023-12-15","Code","Code_533","http://www.cdisc.org"
"C64387","b6307e46-1bb7-4c00-bd1d-35cf080fdf08","Millimole per Liter","2023-12-15","Code","Code_534","http://www.cdisc.org"
"C64567","09edb43c-03dd-4d5b-ac75-ad3793fb788f","Molarity Unit","2023-12-15","Code","Code_535","http://www.cdisc.org"
"C70713","a8ddbde7-f4c6-4f84-9386-b74d4b7b19fc","Biospecimen Type","2023-12-15","Code","Code_536","http://www.cdisc.org"
"C49487","ca8d63e2-4885-41a4-9035-b6fa9f660425","No","2023-12-15","Code","Code_537","http://www.cdisc.org"
"C49488","51abfca4-2cf1-4f3c-ae13-462e5dbde712","Yes","2023-12-15","Code","Code_538","http://www.cdisc.org"
"C83309","b9f5ebc0-1074-4241-a2ab-53cc8b3c09f8","Laboratory Test Fasting Status","2023-12-15","Code","Code_539","http://www.cdisc.org"
"C64809","9b7f913c-d961-4621-aa67-0560b456a629","SODIUM","2023-12-15","Code","Code_540","http://www.cdisc.org"
"C64849","7e6aef11-c031-455a-a3ae-836faa7686de","HBA1C","2023-12-15","Code","Code_541","http://www.cdisc.org"
"C36292","0fb3e737-db27-4a16-bd7b-737bd8d24426","Laboratory Test Result","2023-12-15","Code","Code_542","http://www.cdisc.org"
"C64783","e3d1de97-45b6-4815-869f-db5003aa4dcc","Gram per Deciliter","2023-12-15","Code","Code_543","http://www.cdisc.org"
"No Concept Code","4a8cd2c6-99e8-4272-b90e-795e753d8130","LBORRESU","2023-12-15","Code","Code_544","http://www.cdisc.org"
"C70713","04510e02-9a57-4aa4-9de7-c05d3b0c7c9e","Biospecimen Type","2023-12-15","Code","Code_545","http://www.cdisc.org"
"C49487","dd69021b-6401-4678-b61d-534aef2241d6","No","2023-12-15","Code","Code_546","http://www.cdisc.org"
"C49488","c16b5634-ef21-4d11-be6e-dd758a17fd00","Yes","2023-12-15","Code","Code_547","http://www.cdisc.org"
"C83309","02cb92a5-0b5a-4017-b31a-5a9ad04e2806","Laboratory Test Fasting Status","2023-12-15","Code","Code_548","http://www.cdisc.org"
"C64849","8c1e808b-81c6-4a1c-86e7-727ec7f70458","HBA1C","2023-12-15","Code","Code_549","http://www.cdisc.org"
"C78541","7bf07c47-f687-4a31-96f4-d60014cab963","Adverse Event Verbatim Description","2023-12-15","Code","Code_145","http://www.cdisc.org"
"C83344","fc9f951b-ab2d-44bd-b18b-53dcb05472f9","Adverse Event Dictionary Derived Term","2023-12-15","Code","Code_146","http://www.cdisc.org"
"C49487","b86a4075-8cff-4bdb-a448-dbba7c7bbf44","No","2023-12-15","Code","Code_147","http://www.cdisc.org"
"C49488","75d1bebf-6a4a-4b76-9fd1-7019a4c2272c","Yes","2023-12-15","Code","Code_148","http://www.cdisc.org"
"C87840","cee4f2b1-3f2c-4cec-87d6-8c0de2e2ecd7","Adverse Event Pre-specified","2023-12-15","Code","Code_149","http://www.cdisc.org"
"C83205","f88093b4-debc-4f86-9adf-8cb02fe2efa6","Adverse Event Location","2023-12-15","Code","Code_150","http://www.cdisc.org"
"C53253","831f40cd-2634-451a-874c-672ee3b8d060","Severity of Adverse Event","2023-12-15","Code","Code_151","http://www.cdisc.org"
"C49487","a1f516c9-baa6-4180-b368-22c6f337d689","No","2023-12-15","Code","Code_152","http://www.cdisc.org"
"C49488","a75a320b-179c-4641-b7f7-1ab85f5bdefb","Yes","2023-12-15","Code","Code_153","http://www.cdisc.org"
"C53252","cbb365fb-2189-4e91-8c9c-65b97dd38c50","Seriousness of Adverse Event","2023-12-15","Code","Code_154","http://www.cdisc.org"
"C83013","79dd1ff2-2951-4fa0-a98b-3c89473500c1","Adverse Event Action Taken with Study Treatment","2023-12-15","Code","Code_155","http://www.cdisc.org"
"C83109","765c7109-b675-40b7-b493-c0470128d21d","Other Actions taken in Response to Adverse Event","2023-12-15","Code","Code_156","http://www.cdisc.org"
"C41358","213744b8-b9f9-4c16-b3d1-0a27983f73d9","Adverse Event Attribution to Product or Procedure","2023-12-15","Code","Code_157","http://www.cdisc.org"
"C83210","90784b57-625c-4eed-a13d-e28fae21fbe3","Adverse Event Relationship to Non Study Treatment","2023-12-15","Code","Code_158","http://www.cdisc.org"
"C83208","e6359b07-1e42-4f88-a1dc-1c74641fdb87","Adverse Event Pattern","2023-12-15","Code","Code_159","http://www.cdisc.org"
"C49489","91b10ef8-f256-4c21-b5e2-b72a21b818fc","Adverse Event Outcome","2023-12-15","Code","Code_160","http://www.cdisc.org"
"C49487","66a2882d-1bd9-4bba-941b-9b4a82faffe6","No","2023-12-15","Code","Code_161","http://www.cdisc.org"
"C49488","176f823b-a0a2-40d2-a443-67cb1fffc4ba","Yes","2023-12-15","Code","Code_162","http://www.cdisc.org"
"C83211","b8698ecf-56c5-494f-974b-b0cb106d7f42","Adverse Event Involves Cancer","2023-12-15","Code","Code_163","http://www.cdisc.org"
"C49487","75d04d2d-d0af-4f59-b1a9-fb7048df13b3","No","2023-12-15","Code","Code_164","http://www.cdisc.org"
"C49488","7a7f5e6c-88c5-473c-a76b-e1a20b940b17","Yes","2023-12-15","Code","Code_165","http://www.cdisc.org"
"C83117","5ac74570-4519-4e7a-afa8-5a275edc18ae","Adverse Event Seriousness Due to Congenital Anomaly","2023-12-15","Code","Code_166","http://www.cdisc.org"
"C49487","ec7fb11d-5fe3-4709-91ca-a24563f1ef26","No","2023-12-15","Code","Code_167","http://www.cdisc.org"
