"codeSystem","codeSystemVersion","uuid:ID","instanceType","code","decode","id"
"http://www.cdisc.org","2023-12-15","849c4fb3-363d-4b81-928f-3754f951e4a0","Code","C49488","Yes","Code_482"
"http://www.cdisc.org","2023-12-15","425fc54e-6729-4e5e-b35b-05e1410b6572","Code","C83309","Laboratory Test Fasting Status","Code_483"
"http://www.cdisc.org","2023-12-15","3360ff39-dbb3-42d7-b74e-6e9415df29d4","Code","C64431","ALB","Code_484"
"http://www.cdisc.org","2023-12-15","17be2f1e-8468-4fff-b493-ef2a4a14cbb1","Code","C64432","ALP","Code_485"
"http://www.cdisc.org","2023-12-15","67918f2a-fe7c-4520-930f-c5abee014ab3","Code","C36292","Laboratory Test Result","Code_486"
"http://www.cdisc.org","2023-12-15","80a66ded-dd5f-44fc-a984-b87d295c9d4b","Code","C67456","Unit per Liter","Code_487"
"http://www.cdisc.org","2023-12-15","2529f5d5-9c27-4852-8f77-30bbb81e975b","Code","C67397","Microkatal per Liter","Code_488"
"http://www.cdisc.org","2023-12-15","481cf9f5-10cb-4580-9232-e8e61dd9b37e","Code","C67376","International Unit per Liter","Code_489"
"http://www.cdisc.org","2023-12-15","358f82ef-254f-4772-ab96-da951c4d8f62","Code","C67365","Unit of Catalytic Activity Concentration","Code_490"
"http://www.cdisc.org","2023-12-15","be5120fb-db90-4411-844b-ab66664454dc","Code","C70713","Biospecimen Type","Code_491"
"http://www.cdisc.org","2023-12-15","b2740d59-75b3-4a32-bf6d-ea32c644bd84","Code","C49487","No","Code_492"
"http://www.cdisc.org","2023-12-15","dae1c5ce-5354-4de8-8a9c-a8193d746a78","Code","C49488","Yes","Code_493"
"http://www.cdisc.org","2023-12-15","bf927151-81af-4593-88b5-bfe11b2a7cd5","Code","C83309","Laboratory Test Fasting Status","Code_494"
"http://www.cdisc.org","2023-12-15","540b3484-c49d-4999-9a3f-0b8c5d0c3b42","Code","C64432","ALP","Code_495"
"http://www.cdisc.org","2023-12-15","3927a4ee-6334-4fa6-aa0d-3dbd0ea833e2","Code","C64467","AST","Code_496"
"http://www.cdisc.org","2023-12-15","49c727c2-a785-494f-88a3-2304cb5f668c","Code","C36292","Laboratory Test Result","Code_497"
"http://www.cdisc.org","2023-12-15","2f247c08-f8fe-4657-a6e5-b49d8b2b3660","Code","C67456","Unit per Liter","Code_498"
"http://www.cdisc.org","2023-12-15","c4a0a172-896d-4914-bdfe-442a5da65759","Code","C67397","Microkatal per Liter","Code_499"
"http://www.cdisc.org","2023-12-15","18dd22b0-a481-47f3-8209-043728317e6f","Code","C67376","International Unit per Liter","Code_500"
"http://www.cdisc.org","2023-12-15","475adc16-7106-4107-9428-a7224f31b7f9","Code","C67365","Unit of Catalytic Activity Concentration","Code_501"
"http://www.cdisc.org","2023-12-15","3ec67b4f-9291-4fb9-b9cc-b5ebe23b86f9","Code","C70713","Biospecimen Type","Code_502"
"http://www.cdisc.org","2023-12-15","60258cbf-016c-4c2d-b63a-964d549e1ca8","Code","C49487","No","Code_503"
"http://www.cdisc.org","2023-12-15","551792cd-f1fb-4370-9863-b17c1f2f12b5","Code","C49488","Yes","Code_504"
"http://www.cdisc.org","2023-12-15","337e1f17-ffc4-4037-8a62-6d9ebb3da04c","Code","C83309","Laboratory Test Fasting Status","Code_505"
"http://www.cdisc.org","2023-12-15","e55a9b15-d397-458f-b72d-cdbe2e512391","Code","C64467","AST","Code_506"
"http://www.cdisc.org","2023-12-15","85f5b704-4c5c-40bb-a23c-d02f66ae9a44","Code","C64547","CREAT","Code_507"
"http://www.cdisc.org","2023-12-15","5a931350-2b2f-4d6c-b898-569a3dae33ee","Code","C36292","Laboratory Test Result","Code_508"
"http://www.cdisc.org","2023-12-15","895f0390-5ad1-4697-bd08-6541d11589de","Code","C67015","Milligram per Deciliter","Code_509"
"http://www.cdisc.org","2023-12-15","725c6c1e-f502-4eab-9e6c-6e631b3a505c","Code","C64572","Microgram per Milliliter","Code_510"
"http://www.cdisc.org","2023-12-15","4cde680b-afc2-4ea1-8082-0cc5e73be21e","Code","C64387","Millimole per Liter","Code_511"
"http://www.cdisc.org","2023-12-15","a25dda1d-33ab-4b99-99b2-0b67bd4f1083","Code","C48508","Micromole per Liter","Code_512"
"http://www.cdisc.org","2023-12-15","f2919e82-028e-4bf1-8816-4b29f593c06d","Code","C48207","Unit of Concentration","Code_513"
"http://www.cdisc.org","2023-12-15","7ff01397-2b58-4726-946f-70a9c5f71f57","Code","C70713","Biospecimen Type","Code_514"
"http://www.cdisc.org","2023-12-15","504acb01-ad7c-4355-b386-4cb552dd299c","Code","C49487","No","Code_515"
"http://www.cdisc.org","2023-12-15","eba234f5-845f-43f1-b2c0-11279bd59806","Code","C49488","Yes","Code_516"
"http://www.cdisc.org","2023-12-15","59cc13d6-5b48-4860-98b6-be1124458684","Code","C83309","Laboratory Test Fasting Status","Code_517"
"http://www.cdisc.org","2023-12-15","0040021c-8d9b-4ac4-a6f7-b986ba128144","Code","C64547","CREAT","Code_518"
"http://www.cdisc.org","2023-12-15","4ac3488c-233d-4024-995e-c8709992f7c1","Code","C64853","K","Code_519"
"http://www.cdisc.org","2023-12-15","2bf568fd-2265-4d41-ad26-bad2280dc155","Code","C36292","Laboratory Test Result","Code_520"
"http://www.cdisc.org","2023-12-15","e95088e3-d958-4e72-be4f-0bba855aa03a","Code","C67474","Milliequivalent per Liter","Code_521"
"http://www.cdisc.org","2023-12-15","567ab345-d00d-4120-996f-b3dc1250c634","Code","C67473","Milliequivalent per Deciliter","Code_522"
"http://www.cdisc.org","2023-12-15","1bc56726-dd4f-4577-a0bb-b31e9e7a35fb","Code","C64387","Millimole per Liter","Code_523"
"http://www.cdisc.org","2023-12-15","0bde0006-351d-497c-b8ca-852ca740458b","Code","C64567","Molarity Unit","Code_524"
"http://www.cdisc.org","2023-12-15","f2baddb6-1a85-42fc-9444-bf199deda514","Code","C70713","Biospecimen Type","Code_525"
"http://www.cdisc.org","2023-12-15","9e4f5a95-8d33-4eea-a064-790b0c34fc6a","Code","C49487","No","Code_526"
"http://www.cdisc.org","2023-12-15","37b9f555-30fd-4197-93e0-041347b5c63a","Code","C49488","Yes","Code_527"
"http://www.cdisc.org","2023-12-15","dc8a1f82-286e-402e-8f4a-b1e6847a48e0","Code","C83309","Laboratory Test Fasting Status","Code_528"
"http://www.cdisc.org","2023-12-15","b194dda0-be6c-45dd-b4f6-d7574b2b8195","Code","C64853","K","Code_529"
"http://www.cdisc.org","2023-12-15","b4af14a4-6388-4e62-a89e-a6450971f6f1","Code","C64809","SODIUM","Code_530"
"http://www.cdisc.org","2023-12-15","dfec540e-820e-406f-a636-1e270e846592","Code","C36292","Laboratory Test Result","Code_531"
"http://www.cdisc.org","2023-12-15","5b708df2-4bd2-4150-9412-28b159373160","Code","C67474","Milliequivalent per Liter","Code_532"
"http://www.cdisc.org","2023-12-15","92fe6aa5-309d-4c34-a457-a75e77393ce3","Code","C67473","Milliequivalent per Deciliter","Code_533"
"http://www.cdisc.org","2023-12-15","eb5ad585-cb49-417b-810b-f9d8fd45362c","Code","C64387","Millimole per Liter","Code_534"
"http://www.cdisc.org","2023-12-15","598ef5cd-cbd4-4924-9a87-433d42cf8b65","Code","C64567","Molarity Unit","Code_535"
"http://www.cdisc.org","2023-12-15","07ba80b5-b494-4e5f-8a46-f03828176b27","Code","C70713","Biospecimen Type","Code_536"
"http://www.cdisc.org","2023-12-15","2e2cfe15-e67d-41ca-82d9-4e5007b3142d","Code","C49487","No","Code_537"
"http://www.cdisc.org","2023-12-15","42a7854e-3bf8-4fcc-bfef-2ee7f737f348","Code","C49488","Yes","Code_538"
"http://www.cdisc.org","2023-12-15","4adde103-a818-439a-9247-60b16ac65e05","Code","C83309","Laboratory Test Fasting Status","Code_539"
"http://www.cdisc.org","2023-12-15","b7844176-6d04-4644-9f6d-4c655d3d2d1f","Code","C64809","SODIUM","Code_540"
"http://www.cdisc.org","2023-12-15","2a006aee-4b48-406a-8008-aef521a06df1","Code","C64849","HBA1C","Code_541"
"http://www.cdisc.org","2023-12-15","75658ee3-be91-4a3e-8c3e-1ac8a33e7a6c","Code","C36292","Laboratory Test Result","Code_542"
"http://www.cdisc.org","2023-12-15","879fc5d4-1867-40b5-8664-5e38ae732309","Code","C64783","Gram per Deciliter","Code_543"
"http://www.cdisc.org","2023-12-15","ee678fde-2a88-4b55-985b-011c36f697dc","Code","No Concept Code","LBORRESU","Code_544"
"http://www.cdisc.org","2023-12-15","45760405-8bc0-4ff6-b4c4-5452f5316160","Code","C70713","Biospecimen Type","Code_545"
"http://www.cdisc.org","2023-12-15","b5f5e552-995e-42fb-a259-8de2b3db695a","Code","C49487","No","Code_546"
"http://www.cdisc.org","2023-12-15","1fa12eaa-7048-4ed6-8d93-67882a72f8dc","Code","C49488","Yes","Code_547"
"http://www.cdisc.org","2023-12-15","ba235327-5767-48f2-920e-1506ca59b9c8","Code","C83309","Laboratory Test Fasting Status","Code_548"
"http://www.cdisc.org","2023-12-15","ff7bfa49-f788-42d4-b1df-6e1f4a414805","Code","C64849","HBA1C","Code_549"
"http://www.cdisc.org","2023-12-15","eff078ba-1ca9-49b9-82e0-24686e0a5850","Code","C78541","Adverse Event Verbatim Description","Code_145"
"http://www.cdisc.org","2023-12-15","ab6b24d3-8e0e-4847-be2d-d91707859bcb","Code","C83344","Adverse Event Dictionary Derived Term","Code_146"
"http://www.cdisc.org","2023-12-15","5e596635-87c6-478b-b3f3-c33b2c2a50db","Code","C49487","No","Code_147"
"http://www.cdisc.org","2023-12-15","0699c2d5-621e-4cc4-b609-c69534010612","Code","C49488","Yes","Code_148"
"http://www.cdisc.org","2023-12-15","ad906d39-88ea-44af-b59b-4af8f76faeac","Code","C87840","Adverse Event Pre-specified","Code_149"
"http://www.cdisc.org","2023-12-15","b9387124-af4e-427b-b5a2-07986194bfc4","Code","C83205","Adverse Event Location","Code_150"
"http://www.cdisc.org","2023-12-15","dcf54b02-00b1-4d09-8eed-41d45d8618f3","Code","C53253","Severity of Adverse Event","Code_151"
"http://www.cdisc.org","2023-12-15","61067072-89d8-4ce5-babf-5ec1f33fcd14","Code","C49487","No","Code_152"
"http://www.cdisc.org","2023-12-15","36fd8c7f-b7e2-4c83-ac32-3a6db4ccc3be","Code","C49488","Yes","Code_153"
"http://www.cdisc.org","2023-12-15","c13a1573-e876-4429-972e-b9f7ef92c5c2","Code","C53252","Seriousness of Adverse Event","Code_154"
"http://www.cdisc.org","2023-12-15","8b4326ec-eb05-48d0-b9da-b4b594fb0a13","Code","C83013","Adverse Event Action Taken with Study Treatment","Code_155"
"http://www.cdisc.org","2023-12-15","52dadbd5-3ce1-4773-b4df-a3402f097316","Code","C83109","Other Actions taken in Response to Adverse Event","Code_156"
"http://www.cdisc.org","2023-12-15","05388559-a36e-4258-92eb-f990f4442884","Code","C41358","Adverse Event Attribution to Product or Procedure","Code_157"
"http://www.cdisc.org","2023-12-15","8a389816-c65a-4cff-bcd7-5a5fe5548f68","Code","C83210","Adverse Event Relationship to Non Study Treatment","Code_158"
"http://www.cdisc.org","2023-12-15","8e4bb2be-1677-42e1-92fa-da9effdbc86a","Code","C83208","Adverse Event Pattern","Code_159"
"http://www.cdisc.org","2023-12-15","b8c39e3b-73eb-4434-8cb1-5b109a9e18d9","Code","C49489","Adverse Event Outcome","Code_160"
"http://www.cdisc.org","2023-12-15","b8d7550d-83af-4093-ad4d-6864c9fe9166","Code","C49487","No","Code_161"
"http://www.cdisc.org","2023-12-15","dcb8e266-f988-4b8c-b3e8-866726992922","Code","C49488","Yes","Code_162"
"http://www.cdisc.org","2023-12-15","62daddb2-5dfe-4b13-84be-493b5a9afdda","Code","C83211","Adverse Event Involves Cancer","Code_163"
"http://www.cdisc.org","2023-12-15","69104122-a53a-4f77-b516-3c52775bbc2f","Code","C49487","No","Code_164"
"http://www.cdisc.org","2023-12-15","18442473-a53c-4d6b-a282-666cb8abe104","Code","C49488","Yes","Code_165"
"http://www.cdisc.org","2023-12-15","0d574d52-6152-43d0-b888-ea078783525a","Code","C83117","Adverse Event Seriousness Due to Congenital Anomaly","Code_166"
"http://www.cdisc.org","2023-12-15","f768bf8a-13fe-4a04-927a-2dd5bb4b4e49","Code","C49487","No","Code_167"
"http://www.cdisc.org","2023-12-15","b496f8aa-ee74-4b6c-a4e1-644ebf7bcc27","Code","C49488","Yes","Code_168"
