"uuid:ID","instanceType","name","label","id","synonyms","reference"
"50c0d528-24c4-49e9-a170-f6382b6a2885","BiomedicalConcept","Weight","Weight","BiomedicalConcept_5","['Weight', 'Body Weight']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT"
"b5366f0b-860b-4e41-877e-6ac54e2a9b6a","BiomedicalConcept","Height","Height","BiomedicalConcept_6","['Height', 'Body Height']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT"
"6f91c9c7-3e15-4d5d-8496-4f611dd44bcc","BiomedicalConcept","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_7","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL"
"80f74211-c772-485a-a0b5-8ca8692d7220","BiomedicalConcept","Albumin Presence in Urine","Albumin Presence in Urine","BiomedicalConcept_8","['Albumin', 'Albumin Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES"
"ef032476-e3a6-498c-9399-56cb1a527985","BiomedicalConcept","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_9","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL"
"c772df86-93fe-4cc3-a3bf-0cff5a23deee","BiomedicalConcept","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_10","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL"
"cc3285cc-f40f-4054-9a70-37eb66f1915c","BiomedicalConcept","Creatinine Concentration in Urine","Creatinine Concentration in Urine","BiomedicalConcept_11","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN"
"429d80ac-4415-4fa3-8959-b1b881815bc4","BiomedicalConcept","Potassium Concentration in Urine","Potassium Concentration in Urine","BiomedicalConcept_12","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN"
"46968697-c507-4843-85bb-1693258dce38","BiomedicalConcept","Sodium Concentration in Urine","Sodium Concentration in Urine","BiomedicalConcept_13","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN"
"4d205aae-0df3-43c1-8afd-8e55c75e029e","BiomedicalConcept","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept_14","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP"
"f6c9a08e-6ba8-4a98-a942-972857d5b5be","BiomedicalConcept","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept_15","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP"
"e229e40f-9afb-435b-82a4-afe73a5f31dd","BiomedicalConcept","Heart Rate","Heart Rate","BiomedicalConcept_16","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR"
"463ccd18-666f-4da9-86dc-bc026488822c","BiomedicalConcept","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept_17","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP"
"e4853fef-67d1-42dd-9732-dcaf4cc6f362","BiomedicalConcept","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept_18","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP"
"89a074f2-8cb6-44b7-bd27-aa8be9461242","BiomedicalConcept","Heart Rate","Heart Rate","BiomedicalConcept_19","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR"
