"instanceType","code","id","codeSystem","codeSystemVersion","decode","uuid:ID"
"Code","C49663","Code_140","http://www.cdisc.org","2023-12-15","Pharmacokinetic Study","1ddfaf95-449a-47ff-82bd-3d8ac24bca19"
"Code","MILD_MOD_ALZ","Code_134","SPONSOR","12","Mild to Moderate Alzheimer's Disease","565a4f95-5158-4986-8dde-5a050a6ded09"
"Code","26929004","Code_135","SNOMED","January 31, 2018","Alzheimer's disease","0a8499e3-824e-486e-8ffc-bca0c7724d53"
"Code","C99907x1","Code_143","http://www.cdisc.org","2023-12-15","EXTENSION","722a5a45-40b3-4812-8a94-bb65e5ce639f"
"Code","C98704","Code_144","http://www.cdisc.org","2023-12-15","ADAPTIVE","c932fe56-673a-4c71-84b6-9b560b546816"
"Code","C82639","Code_141","http://www.cdisc.org","2023-12-15","Parallel Study","cda0415e-3726-4bfb-becb-29887f6df43a"
"Code","C25716","Code_83","http://www.cdisc.org","2023-12-15","Visit","cca0edd5-8c77-4239-8a28-8c81246157e1"
"Code","C51282","Code_84","http://www.cdisc.org","2023-12-15","Clinic","f256044a-542a-47fd-9287-797f8f9eefe0"
"Code","C175574","Code_85","http://www.cdisc.org","2023-12-15","In Person","6059bfd0-352d-4ec8-9c50-36ed89f7f5d0"
"Code","C25716","Code_86","http://www.cdisc.org","2023-12-15","Visit","73beca2b-5efe-4974-a21b-c16c27e56d77"
"Code","C51282","Code_87","http://www.cdisc.org","2023-12-15","Clinic","15500258-3303-4eda-8e38-0d9746571e79"
"Code","C175574","Code_88","http://www.cdisc.org","2023-12-15","In Person","0ae24099-8edc-400c-b863-547ac95747e3"
"Code","C25716","Code_89","http://www.cdisc.org","2023-12-15","Visit","4c1d6a8b-6069-40b0-93b4-67760a986399"
"Code","C51282","Code_90","http://www.cdisc.org","2023-12-15","Clinic","616663e7-d483-46b6-a2ce-dcbaf823d496"
"Code","C175574","Code_91","http://www.cdisc.org","2023-12-15","In Person","3656752a-6770-4ce6-b086-9c98d265acbd"
"Code","C25716","Code_92","http://www.cdisc.org","2023-12-15","Visit","4edbc6bc-0202-471c-8da3-ce9ce4e3f349"
"Code","C51282","Code_93","http://www.cdisc.org","2023-12-15","Clinic","d3cf9e8a-8682-4538-8169-6837cb693706"
"Code","C175574","Code_94","http://www.cdisc.org","2023-12-15","In Person","5db910f3-bc78-4214-bfdd-bc6f3853e922"
"Code","C25716","Code_95","http://www.cdisc.org","2023-12-15","Visit","20e04b4b-fc61-4b16-9152-5e8ae48d225d"
"Code","C51282","Code_96","http://www.cdisc.org","2023-12-15","Clinic","e4e7a2e5-0315-4812-a6c9-76637941b4fa"
"Code","C175574","Code_97","http://www.cdisc.org","2023-12-15","In Person","bea6079a-df35-47e8-a1ee-fac5efd2223b"
"Code","C25716","Code_98","http://www.cdisc.org","2023-12-15","Visit","a3560994-0326-4cab-b0f3-9d61363b467a"
"Code","C51282","Code_99","http://www.cdisc.org","2023-12-15","Clinic","84b36142-6269-456a-8d2b-baf8fffd53a5"
"Code","C175574","Code_100","http://www.cdisc.org","2023-12-15","In Person","dc265704-b306-4a5d-83ef-652a77750a1a"
"Code","C25716","Code_101","http://www.cdisc.org","2023-12-15","Visit","a294b4a4-e460-463d-8f7c-7818ab50da41"
"Code","C51282","Code_102","http://www.cdisc.org","2023-12-15","Clinic","6e5f8e7e-abc6-40ad-afc5-7b9e84e0bc9a"
"Code","C175574","Code_103","http://www.cdisc.org","2023-12-15","In Person","c56b2fb0-01db-49ed-866e-7360af79d3c6"
"Code","C171537","Code_104","http://www.cdisc.org","2023-12-15","Telephone Call","d8091bda-c08a-45bc-9bd2-3770b216ea72"
"Code","C25716","Code_105","http://www.cdisc.org","2023-12-15","Visit","6d647572-469e-4925-8f8e-5f5aa3e20435"
"Code","C51282","Code_106","http://www.cdisc.org","2023-12-15","Clinic","261c2835-70f1-44e6-8bb7-2ba3a7758e10"
"Code","C175574","Code_107","http://www.cdisc.org","2023-12-15","In Person","2aa8101a-99ab-47d5-8c2b-9993f5b79750"
"Code","C171537","Code_108","http://www.cdisc.org","2023-12-15","Telephone Call","b659695e-857b-4c2c-9c22-70633ceebfe6"
"Code","C25716","Code_109","http://www.cdisc.org","2023-12-15","Visit","d02e9b04-6747-4e55-8593-5ac71102d1d2"
"Code","C51282","Code_110","http://www.cdisc.org","2023-12-15","Clinic","1cf1266b-0cb8-495f-a2e2-7c964947a36e"
"Code","C175574","Code_111","http://www.cdisc.org","2023-12-15","In Person","bb0ea7ac-24f6-433c-bca4-9f0d181f256d"
"Code","C171537","Code_112","http://www.cdisc.org","2023-12-15","Telephone Call","e6ae7452-f125-4cf2-9d83-7fd78e6be264"
"Code","C25716","Code_113","http://www.cdisc.org","2023-12-15","Visit","ec2225a7-f5a3-4067-8478-78250be37bfa"
"Code","C51282","Code_114","http://www.cdisc.org","2023-12-15","Clinic","d53cc8f3-dc1f-47b2-be06-287896c48eef"
"Code","C175574","Code_115","http://www.cdisc.org","2023-12-15","In Person","0387d892-2959-420a-84b7-89d2e03cfbc8"
"Code","C171537","Code_116","http://www.cdisc.org","2023-12-15","Telephone Call","5c26d372-f7f5-4e7d-b6ab-e5d2d91cd168"
"Code","C25716","Code_117","http://www.cdisc.org","2023-12-15","Visit","429c7cbf-5380-4b2c-b266-9b27ebcbaa5e"
"Code","C51282","Code_118","http://www.cdisc.org","2023-12-15","Clinic","d2245e38-c8f3-4503-95e8-f5219caeb703"
"Code","C175574","Code_119","http://www.cdisc.org","2023-12-15","In Person","150b8ecf-3ab3-424d-aae1-fb1648a8da42"
"Code","C25716","Code_120","http://www.cdisc.org","2023-12-15","Visit","ece86cbc-1543-45a8-8c50-da4c79c7754e"
"Code","C51282","Code_121","http://www.cdisc.org","2023-12-15","Clinic","b37b4f31-3a43-4296-beda-4ac0370a44c8"
"Code","C175574","Code_122","http://www.cdisc.org","2023-12-15","In Person","c2d2232a-f355-42b3-a222-89ea984286de"
"Code","383371000119108","Code_80","SNOMED","January 31, 2018","CT of head without contrast","ec850134-d575-4952-bc45-12fa84fdf654"
"Code","123","Code_81","SPONSOR","12","Subject Supine","5e93b277-ddc1-451c-b065-71576d8869a6"
"Code","124","Code_82","SPONSOR","12","Subject Standing","add08d8d-bb02-4545-a08e-d1c239c517f0"
"Code","C82977","Code_429","http://www.cdisc.org","2023-12-15","Dictionary-derived Term","bcb88a53-fb10-4447-bd4e-523a6d9a96b9"
"Code","C82571","Code_430","http://www.cdisc.org","2023-12-15","Reported Event Term","dc5a60a4-c425-4222-bb3f-2849cd998cb0"
"Code","C82517","Code_431","http://www.cdisc.org","2023-12-15","Observation Start Date Time","1ec1083d-37e3-458c-9883-69b645ca5c4e"
"Code","C16735","Code_432","http://www.cdisc.org","2023-12-15","Informed Consent","5109f9fd-4c8d-4c0a-8e0b-1d6b0660c6e1"
"Code","C20197","Code_433","http://www.cdisc.org","2023-12-15","Male","f2b4b9c3-1758-4b4f-8cbc-44279f82a8cc"
"Code","C16576","Code_434","http://www.cdisc.org","2023-12-15","Female","fec9eddc-ab29-464d-9be6-c19e89bcc764"
"Code","C28421","Code_435","http://www.cdisc.org","2023-12-15","Sex","30873d7c-7c69-4c2f-a313-dbab7a8fc0bf"
"Code","C28421","Code_436","http://www.cdisc.org","2023-12-15","Sex","604dbb91-a46b-4ea0-88f2-75e1da256989"
"Code","C17049","Code_437","http://www.cdisc.org","2023-12-15","Race","011659e1-9d80-4ddf-af33-f21ec221fd2b"
"Code","C17049","Code_438","http://www.cdisc.org","2023-12-15","Race","5253eee7-4984-4979-8adb-37ae1dc4b2c7"
"Code","C174446","Code_439","http://www.cdisc.org","2023-12-15","TEMP","065dd1c7-c84b-4580-89e9-b34487893cab"
"Code","C77140","Code_440","http://www.cdisc.org","2023-12-15","Clinical Test Result","c10c8d3b-7cf4-433c-a8e5-af42ad0b53b4"
"Code","C42559","Code_441","http://www.cdisc.org","2023-12-15","Degree Celsius","3cd668df-61cf-469a-b48e-ff1191ef589c"
"Code","C44277","Code_442","http://www.cdisc.org","2023-12-15","Degree Fahrenheit","ed7fd3b9-db8f-49f6-b892-c558a86d2d7e"
"Code","C42537","Code_443","http://www.cdisc.org","2023-12-15","Kelvin","58194712-b628-4b05-a807-c8f3f7ab0ace"
"Code","C44276","Code_444","http://www.cdisc.org","2023-12-15","Unit of Temperature","2c937d85-277a-4b22-a7fa-cca5a7ad75af"
"Code","C12674","Code_445","http://www.cdisc.org","2023-12-15","Axilla","87f46903-bf7c-4b9d-8e73-8a33a975df6f"
"Code","C12394","Code_446","http://www.cdisc.org","2023-12-15","Ear","58969a52-4864-4516-ac14-effd3a4709d1"
"Code","C89803","Code_447","http://www.cdisc.org","2023-12-15","Forehead","698ffdfc-0938-4d37-a7e6-098cd35bd264"
"Code","C12421","Code_448","http://www.cdisc.org","2023-12-15","Oral Cavity","8fcad3f4-b615-4880-bb09-44cd839ad16b"
"Code","C12390","Code_449","http://www.cdisc.org","2023-12-15","Rectum","fdeefb9a-7c2e-4e76-bf05-3c0bd42ebec0"
"Code","C13717","Code_450","http://www.cdisc.org","2023-12-15","Anatomic Site","5024c7ee-d880-469b-a615-31155b4136c6"
"Code","C174446","Code_451","http://www.cdisc.org","2023-12-15","TEMP","d6fcfc3f-a137-4cc8-89ba-b185586ee7c7"
"Code","C25208","Code_452","http://www.cdisc.org","2023-12-15","WEIGHT","04d2033c-f768-430b-a288-fdb654258eed"
"Code","C77140","Code_453","http://www.cdisc.org","2023-12-15","Clinical Test Result","29940c41-c9a8-4386-b384-6a253e4298e3"
"Code","C48531","Code_454","http://www.cdisc.org","2023-12-15","Pound","01bf84ce-a487-44af-8816-e9546fb53bfd"
"Code","C48155","Code_455","http://www.cdisc.org","2023-12-15","Gram","fc89c076-1652-451c-bf7a-724a13e2e82d"
"Code","C28252","Code_456","http://www.cdisc.org","2023-12-15","Kilogram","2a26781d-9637-4b33-998d-5ef64072aba9"
"Code","C48208","Code_457","http://www.cdisc.org","2023-12-15","Unit of Weight","2965727a-d000-4379-a26d-82e0929c14c3"
"Code","C25208","Code_458","http://www.cdisc.org","2023-12-15","WEIGHT","cfbf5f3a-d460-4a57-ae42-7351c137c9ce"
"Code","C25347","Code_459","http://www.cdisc.org","2023-12-15","HEIGHT","0c5340f0-89de-41c3-b4a4-79fee981f0ad"
"Code","C77140","Code_460","http://www.cdisc.org","2023-12-15","Clinical Test Result","a2d53701-0310-41b1-bfaa-e694829cad5a"
"Code","C49668","Code_461","http://www.cdisc.org","2023-12-15","Centimeter","de4d8b0c-3210-4ce3-9bf1-e5723563e000"
"Code","C48500","Code_462","http://www.cdisc.org","2023-12-15","Inch","232b959a-b420-4f97-ad3f-ab7faa9d7bbb"
"Code","C41139","Code_463","http://www.cdisc.org","2023-12-15","Meter","ef826b61-dc85-4d95-9e92-4c7b8091836b"
"Code","C168688","Code_464","http://www.cdisc.org","2023-12-15","Unit of Height","40556918-bd71-4805-ac38-1e30cc221d61"
"Code","C25347","Code_465","http://www.cdisc.org","2023-12-15","HEIGHT","6032cb5f-3cdf-4e2a-a876-43772f6dd00c"
"Code","C64433","Code_466","http://www.cdisc.org","2023-12-15","ALT","59e7f074-f74e-470a-8dc0-58bd381214e0"
"Code","C36292","Code_467","http://www.cdisc.org","2023-12-15","Laboratory Test Result","6fbe9406-7242-41a2-a955-0fe782acc6ad"
"Code","C67456","Code_468","http://www.cdisc.org","2023-12-15","Unit per Liter","97bb6404-28c3-4906-9208-de15a5293174"
"Code","C67397","Code_469","http://www.cdisc.org","2023-12-15","Microkatal per Liter","87d38b09-3ed9-4153-a0e5-d75e343430af"
"Code","C67376","Code_470","http://www.cdisc.org","2023-12-15","International Unit per Liter","f43bb24b-6610-4ce4-847f-ee8ddf1729c5"
"Code","C70510","Code_471","http://www.cdisc.org","2023-12-15","Nanokatal per Liter","bb06ee66-372a-40e5-a8dc-7efdfb08e8b2"
"Code","C67365","Code_472","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","f1d493ca-ad76-4ec3-8d47-57aaee2e78d3"
"Code","C70713","Code_473","http://www.cdisc.org","2023-12-15","Biospecimen Type","6db3647c-6e28-4e22-9c92-58ea47b6aa7c"
"Code","C49487","Code_474","http://www.cdisc.org","2023-12-15","No","4b740cb7-059e-40be-b6b4-e4f075ca11ec"
"Code","C49488","Code_475","http://www.cdisc.org","2023-12-15","Yes","9e1c17d5-282a-4a82-bd9e-f31a89723ba8"
"Code","C83309","Code_476","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","411f28e3-5789-4ee6-b651-9720e9906bb7"
"Code","C64433","Code_477","http://www.cdisc.org","2023-12-15","ALT","73182b1c-e9a4-4d7e-876b-b7aef6a6cc25"
"Code","C64431","Code_478","http://www.cdisc.org","2023-12-15","ALB","902e723e-e66c-4769-ab07-cc927cfe0e51"
"Code","C36292","Code_479","http://www.cdisc.org","2023-12-15","Laboratory Test Result","4da1bdc5-e5db-4ebb-8219-8e717201ef2d"
"Code","C70713","Code_480","http://www.cdisc.org","2023-12-15","Biospecimen Type","becdccc1-c9b4-4640-94d1-e094ec829c67"
"Code","C49487","Code_481","http://www.cdisc.org","2023-12-15","No","27565b9b-c519-4daf-9d5a-fc8b6effa01b"
"Code","C49488","Code_482","http://www.cdisc.org","2023-12-15","Yes","4d5cd865-4bbf-4bd2-bc9a-bf3240ed402f"
"Code","C83309","Code_483","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","37e87616-21dc-46ea-8825-c08da1e38e3f"
"Code","C64431","Code_484","http://www.cdisc.org","2023-12-15","ALB","a037c220-3f7f-4f72-b8e6-f48baddf7329"
"Code","C64432","Code_485","http://www.cdisc.org","2023-12-15","ALP","403bade1-8a32-439b-bbd8-aefba19d3808"
"Code","C36292","Code_486","http://www.cdisc.org","2023-12-15","Laboratory Test Result","0d6079c1-8ca3-444b-8bfa-175fe4f1caf9"
"Code","C67456","Code_487","http://www.cdisc.org","2023-12-15","Unit per Liter","0b1d7c2f-7138-4a75-9088-56d3023f0b62"
"Code","C67397","Code_488","http://www.cdisc.org","2023-12-15","Microkatal per Liter","423356a2-9af6-4886-931f-ce442274c15d"
"Code","C67376","Code_489","http://www.cdisc.org","2023-12-15","International Unit per Liter","a6aac59c-f75f-4a7f-bdd2-52c5a709ec9c"
"Code","C67365","Code_490","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","9659c1b7-00ca-4af9-bfca-47c83f3505de"
"Code","C70713","Code_491","http://www.cdisc.org","2023-12-15","Biospecimen Type","3c175857-5f95-4c31-a015-2b632d22fc84"
"Code","C49487","Code_492","http://www.cdisc.org","2023-12-15","No","d8e6ef4c-7268-424a-a199-eca4864344b3"
"Code","C49488","Code_493","http://www.cdisc.org","2023-12-15","Yes","3f01780f-fe37-4a7d-8de9-0736b0750182"
"Code","C83309","Code_494","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","3b89feb3-7867-46e6-a368-78c38bb1c726"
"Code","C64432","Code_495","http://www.cdisc.org","2023-12-15","ALP","052760f3-4c79-4a4f-8a7e-58afc41b6199"
"Code","C64467","Code_496","http://www.cdisc.org","2023-12-15","AST","a2d8e85d-9bb8-4596-80c0-5221ab206f46"
"Code","C36292","Code_497","http://www.cdisc.org","2023-12-15","Laboratory Test Result","940f00c8-fff8-46eb-b575-f1b3f15c6be4"
"Code","C67456","Code_498","http://www.cdisc.org","2023-12-15","Unit per Liter","c5eb1055-1a07-4fec-a9a3-6d5c7feae93c"
"Code","C67397","Code_499","http://www.cdisc.org","2023-12-15","Microkatal per Liter","506286ba-cd90-49d1-99a0-fc666dbcd8f6"
"Code","C67376","Code_500","http://www.cdisc.org","2023-12-15","International Unit per Liter","37b9038b-6bc1-4cd5-8861-858409cd51e9"
"Code","C67365","Code_501","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","91a74ab9-4b31-4f76-871f-d59290182ed0"
"Code","C70713","Code_502","http://www.cdisc.org","2023-12-15","Biospecimen Type","4b89fa14-49a9-4de5-8100-a5db447ab5cd"
"Code","C49487","Code_503","http://www.cdisc.org","2023-12-15","No","c3168aa9-59e7-4594-8ded-7fa2aad91128"
"Code","C49488","Code_504","http://www.cdisc.org","2023-12-15","Yes","4cf6137f-89ab-415d-9213-cfb808dda771"
"Code","C83309","Code_505","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","3b96aee0-1015-4c95-a1d1-d2c2a2b1a8cc"
"Code","C64467","Code_506","http://www.cdisc.org","2023-12-15","AST","44e678f1-1ef1-4641-911e-7cb836b5559d"
"Code","C64547","Code_507","http://www.cdisc.org","2023-12-15","CREAT","5819e088-456f-48e0-b2f7-8445b8a729b2"
"Code","C36292","Code_508","http://www.cdisc.org","2023-12-15","Laboratory Test Result","638cbefe-c2be-43a5-a634-14144bad76fd"
"Code","C67015","Code_509","http://www.cdisc.org","2023-12-15","Milligram per Deciliter","2290f85e-b04f-48e6-a20e-38a47438ebaa"
"Code","C64572","Code_510","http://www.cdisc.org","2023-12-15","Microgram per Milliliter","f7e4d098-957f-405a-b587-c555fdbb6b02"
"Code","C64387","Code_511","http://www.cdisc.org","2023-12-15","Millimole per Liter","065169c8-184b-43e4-949b-c7e58b27d883"
"Code","C48508","Code_512","http://www.cdisc.org","2023-12-15","Micromole per Liter","6f668dbf-237e-480e-99e8-e025cb9827e4"
"Code","C48207","Code_513","http://www.cdisc.org","2023-12-15","Unit of Concentration","51f0c27c-7554-4b53-a817-9470f627932e"
"Code","C70713","Code_514","http://www.cdisc.org","2023-12-15","Biospecimen Type","b1ee9f84-5266-4534-a254-1adce213e68c"
"Code","C49487","Code_515","http://www.cdisc.org","2023-12-15","No","53781e87-32c6-43bc-9d71-be9ac0ded976"
"Code","C49488","Code_516","http://www.cdisc.org","2023-12-15","Yes","cdc48cd1-4790-4743-8351-e226365ffbef"
"Code","C83309","Code_517","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","315c230c-63be-4a1c-a78d-66c72faf1722"
"Code","C64547","Code_518","http://www.cdisc.org","2023-12-15","CREAT","9c51a1f0-24b9-46e5-a146-3442365fd68c"
"Code","C64853","Code_519","http://www.cdisc.org","2023-12-15","K","01b44cdb-feb2-4c6c-b5f4-d3757d5f57d4"
"Code","C36292","Code_520","http://www.cdisc.org","2023-12-15","Laboratory Test Result","4d602daa-fae8-494b-bfe5-3e4acf1f0241"
"Code","C67474","Code_521","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","9f68747c-15a5-4214-be0e-0eeba30b84d3"
"Code","C67473","Code_522","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","62e9d672-dc31-4e4a-87ef-6df20e771ce4"
"Code","C64387","Code_523","http://www.cdisc.org","2023-12-15","Millimole per Liter","a8cc2d15-7461-4315-9c47-609cc2576479"
"Code","C64567","Code_524","http://www.cdisc.org","2023-12-15","Molarity Unit","60d3cdab-a5df-48b8-8b7c-fbcd0d321fb8"
"Code","C70713","Code_525","http://www.cdisc.org","2023-12-15","Biospecimen Type","d634fe06-66de-447d-86b9-d0b313b5508f"
"Code","C49487","Code_526","http://www.cdisc.org","2023-12-15","No","3459ae1c-ee14-4d1d-a668-0a76f050446d"
"Code","C49488","Code_527","http://www.cdisc.org","2023-12-15","Yes","a77b15dd-106f-42f9-aac3-92312c3d64b1"
"Code","C83309","Code_528","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","10420354-159b-4eb9-bdbe-2f4e0f2a33ea"
"Code","C64853","Code_529","http://www.cdisc.org","2023-12-15","K","5365a802-8338-4dca-a66e-8b2d260802b5"
"Code","C64809","Code_530","http://www.cdisc.org","2023-12-15","SODIUM","52d42555-0937-4f63-99ec-5fd3b1583b69"
"Code","C36292","Code_531","http://www.cdisc.org","2023-12-15","Laboratory Test Result","56a65acd-6dc8-4c17-b42f-2e6f1bdb6d91"
"Code","C67474","Code_532","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","4b406a90-7010-4707-a16a-d2fa8c7a6fd0"
"Code","C67473","Code_533","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","d5a9fc84-0087-4393-a33c-0215ad527b65"
"Code","C64387","Code_534","http://www.cdisc.org","2023-12-15","Millimole per Liter","47d6e325-1368-42ce-8c37-64147a21d3b9"
"Code","C64567","Code_535","http://www.cdisc.org","2023-12-15","Molarity Unit","736e4e9d-2da7-4969-b1fc-258ffa92bae1"
"Code","C70713","Code_536","http://www.cdisc.org","2023-12-15","Biospecimen Type","2d576325-0242-438a-8a70-2f98e38cc1af"
"Code","C49487","Code_537","http://www.cdisc.org","2023-12-15","No","a8cf84fd-c8a0-4ca3-a771-c928003778c0"
"Code","C49488","Code_538","http://www.cdisc.org","2023-12-15","Yes","135f92e1-b2e3-4960-90e9-c83c723223ea"
"Code","C83309","Code_539","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","71203f2a-6f36-4788-969d-bd6fdeb12689"
"Code","C64809","Code_540","http://www.cdisc.org","2023-12-15","SODIUM","ee1dc8a8-984d-4f36-bc1e-b07cd712b990"
"Code","C64849","Code_541","http://www.cdisc.org","2023-12-15","HBA1C","b64385a6-ab5d-464c-a0dc-d5f190923875"
"Code","C36292","Code_542","http://www.cdisc.org","2023-12-15","Laboratory Test Result","7e0b45b5-38d9-4890-8f69-e78721294815"
"Code","C64783","Code_543","http://www.cdisc.org","2023-12-15","Gram per Deciliter","03df1cd5-50f0-4ead-8c52-131e3160f83c"
"Code","No Concept Code","Code_544","http://www.cdisc.org","2023-12-15","LBORRESU","02031277-e9b5-4553-88dc-fedc77629c1a"
"Code","C70713","Code_545","http://www.cdisc.org","2023-12-15","Biospecimen Type","4fff4b91-bce7-4959-a008-82687f4f8fca"
"Code","C49487","Code_546","http://www.cdisc.org","2023-12-15","No","ebfd27c3-3562-400f-9f1b-621226e67761"
"Code","C49488","Code_547","http://www.cdisc.org","2023-12-15","Yes","9dd2d482-3c80-45bf-a733-022a1099306a"
"Code","C83309","Code_548","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","cc18637b-2d13-41bf-970e-8561fa38ccd2"
"Code","C64849","Code_549","http://www.cdisc.org","2023-12-15","HBA1C","ef6f7c95-e5ba-4d4e-8eb7-a2bdf81c6211"
"Code","C78541","Code_145","http://www.cdisc.org","2023-12-15","Adverse Event Verbatim Description","0ee38a6e-a5e9-448b-b4d6-6477635c9e07"
"Code","C83344","Code_146","http://www.cdisc.org","2023-12-15","Adverse Event Dictionary Derived Term","8a787e69-803b-4e15-8bfd-bf38b27f2864"
"Code","C49487","Code_147","http://www.cdisc.org","2023-12-15","No","a5a205da-a40f-41ab-a4ad-0711d38943ff"
"Code","C49488","Code_148","http://www.cdisc.org","2023-12-15","Yes","46505573-5234-477f-ab53-ad7833502976"
"Code","C87840","Code_149","http://www.cdisc.org","2023-12-15","Adverse Event Pre-specified","dc22f7ef-f1e0-465d-bb6c-f932ccac65a2"
"Code","C83205","Code_150","http://www.cdisc.org","2023-12-15","Adverse Event Location","9ef9dda3-f93d-4299-b629-9db615ce83a6"
"Code","C53253","Code_151","http://www.cdisc.org","2023-12-15","Severity of Adverse Event","0d28f3f6-e809-4d81-9464-f1a7b6f67a95"
"Code","C49487","Code_152","http://www.cdisc.org","2023-12-15","No","cf2cd78b-81b3-4c7b-9542-13f7aa254ef3"
"Code","C49488","Code_153","http://www.cdisc.org","2023-12-15","Yes","7cb4dcc3-c75b-48b1-863a-3e645bc9c7d2"
"Code","C53252","Code_154","http://www.cdisc.org","2023-12-15","Seriousness of Adverse Event","542b8ef2-5596-4582-8dd5-fc72df588355"
"Code","C83013","Code_155","http://www.cdisc.org","2023-12-15","Adverse Event Action Taken with Study Treatment","37b8c6eb-9d7a-47bc-9be4-a39ebf138f4d"
"Code","C83109","Code_156","http://www.cdisc.org","2023-12-15","Other Actions taken in Response to Adverse Event","8ebe93c5-ee3c-4561-acf7-635f1202542e"
"Code","C41358","Code_157","http://www.cdisc.org","2023-12-15","Adverse Event Attribution to Product or Procedure","300ab30a-0a07-42b5-b307-e48fdefef882"
"Code","C83210","Code_158","http://www.cdisc.org","2023-12-15","Adverse Event Relationship to Non Study Treatment","fd3a402d-703b-4463-826e-6b39a0a277e4"
"Code","C83208","Code_159","http://www.cdisc.org","2023-12-15","Adverse Event Pattern","2e88ed77-a5d2-4f72-b6e5-b90a4a4930a9"
"Code","C49489","Code_160","http://www.cdisc.org","2023-12-15","Adverse Event Outcome","574140da-63fc-45e7-9671-94b2b52178d9"
"Code","C49487","Code_161","http://www.cdisc.org","2023-12-15","No","9f374d2a-6d9c-427f-ae68-d6f62d956a59"
"Code","C49488","Code_162","http://www.cdisc.org","2023-12-15","Yes","597765fb-a35f-4da7-99a1-24632c1fc4df"
"Code","C83211","Code_163","http://www.cdisc.org","2023-12-15","Adverse Event Involves Cancer","84913ce6-1f92-4394-8977-15a20307d3ee"
"Code","C49487","Code_164","http://www.cdisc.org","2023-12-15","No","e482d947-7593-4337-95e1-8de1584d0c69"
"Code","C49488","Code_165","http://www.cdisc.org","2023-12-15","Yes","cc81a6c2-f8d2-474d-8b3e-065a81870414"
"Code","C83117","Code_166","http://www.cdisc.org","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","e5c29296-7bb7-4925-a739-ac2288ff7eac"
"Code","C49487","Code_167","http://www.cdisc.org","2023-12-15","No","1b1dad58-a8fe-4842-aa05-5a7d17c6f331"
"Code","C49488","Code_168","http://www.cdisc.org","2023-12-15","Yes","ea2ca935-0cd5-4c2b-9fe6-0497d385c7f3"
