"codeSystemVersion","decode","codeSystem","id","code","uuid:ID","instanceType"
"2023-09-29","Visit","http://www.cdisc.org","Code_88","C25716","2d95045e-5893-4923-a813-fa5f0d249f4f","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_89","C51282","34d39532-99b4-4223-a7c2-e1ee85af4535","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_90","C175574","4fccbad7-4c85-4b42-bab0-125e695985ed","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_91","C25716","37dda9b5-2e7d-4d28-8009-18abf06d1eaa","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_92","C51282","b48d86dc-af04-4b3d-bd66-b5ef8aae49d1","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_93","C175574","1b475cea-7073-4ed7-9f7b-d190006f1734","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_94","C25716","0d7eb87a-4f02-4571-96da-e3241e1057fe","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_95","C51282","c643c8a9-073e-4d27-8b34-7e9c7cc87833","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_96","C175574","806a0c94-ab22-4306-9815-ba5a674ca567","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_97","C25716","1daa9e29-f713-4594-880d-fc3e9c2b0898","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_98","C51282","2cd1c0f3-4922-4a76-adb0-55c7013ed606","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_99","C175574","40939c04-d708-4c5f-b18b-a813acba234d","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_100","C25716","aa731e66-12ad-4cba-9215-87f4a432a2a5","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_101","C51282","e2681321-b1cd-46ac-abef-6e67b2840925","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_102","C175574","cac8b5ba-cc21-4d80-8f5d-cdc19b5b3cb2","Code"
"2023-09-29","Telephone Call","http://www.cdisc.org","Code_103","C171537","48c21eef-1dc7-49e3-aa5e-2faf9b9c8654","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_104","C25716","dfbcc3f1-7910-47c9-b765-f9bc92b17323","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_105","C51282","3ffcbe32-69f0-4f16-90ea-14cc5e63ca50","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_106","C175574","962ed387-295a-4f51-9ce4-cbab87d29316","Code"
"2023-09-29","Telephone Call","http://www.cdisc.org","Code_107","C171537","fb74d6df-9769-46fb-b76b-fb2979ca48d6","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_108","C25716","fca1b1a1-6071-4335-a391-3058ddc34589","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_109","C51282","d2f920b8-209a-4aea-b23c-520028654910","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_110","C175574","aa88d8fc-cd20-43fa-8d41-f2f3a22a0218","Code"
"2023-09-29","Telephone Call","http://www.cdisc.org","Code_111","C171537","898f069f-d332-4110-a665-b86236362974","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_112","C25716","5d326a09-f493-4869-9861-eaa10bb2b20a","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_113","C51282","356afcd4-7c5d-434b-bc5d-d66cdf77ba01","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_114","C175574","2b4822fe-d3ed-4617-a391-6887848f24c5","Code"
"2023-09-29","Telephone Call","http://www.cdisc.org","Code_115","C171537","d24c0131-b39f-4229-9099-99f49ad859d2","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_116","C25716","39827d8a-ab37-4199-9e4d-0134aa40c751","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_117","C51282","86052f79-ef87-4216-9740-b91601d691df","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_118","C175574","d09d6db7-5e54-456a-99d9-56ad45fbf2f5","Code"
"2023-09-29","Visit","http://www.cdisc.org","Code_119","C25716","c0ed08cb-a559-407f-a6e6-6e80f1688d2c","Code"
"2023-09-29","Clinic","http://www.cdisc.org","Code_120","C51282","1722caa7-a6a7-4b99-9c7f-3617608915f1","Code"
"2023-09-29","In Person","http://www.cdisc.org","Code_121","C175574","028d3fd7-1bb8-4af6-bf1b-65af27dd0ed4","Code"
"January 31, 2018","CT of head without contrast","SNOMED","Code_79","383371000119108","a333d2e3-0988-4f98-a313-e1624bd76e23","Code"
"12","Subject Supine","SPONSOR","Code_80","123","f47fd24b-e42a-4583-abc0-99419437b048","Code"
"12","Subject Standing","SPONSOR","Code_81","124","73038150-5a7c-46ff-96a3-e901e2dfa69f","Code"
"","Vital Signs Result","NCI Thesaurus","Code_278","C173522","b23e22e9-878a-4dde-bfa0-11c43a84912e","Code"
"2023-09-29","Kelvin","http://www.cdisc.org","Code_279","C42537","d155f030-9cab-40d2-92bf-11f639936a99","Code"
"","Unit of Temperature","NCI Thesaurus","Code_280","C44276","3c0aa15a-c2f1-42fd-81f4-b3385d403c67","Code"
"","Vital Signs Location","NCI Thesaurus","Code_281","C83088","d8b07435-2d04-4e7b-97ac-035b57881f27","Code"
"","Body Temperature","NCI Thesaurus","Code_277","C174446","df0fdf2b-f518-4c23-a61b-fd3886ee69be","Code"
"","Vital Signs Result","NCI Thesaurus","Code_283","C173522","5e474726-963a-4aa0-a081-ea91aa62acc6","Code"
"2023-09-29","Kilogram","http://www.cdisc.org","Code_284","C28252","a40dedf6-2d65-4cfe-9a0a-3337c4a3e8e5","Code"
"2023-09-29","Gram","http://www.cdisc.org","Code_285","C48155","90094fbf-ef04-40f3-bc75-72cc027ee871","Code"
"2023-09-29","Pound","http://www.cdisc.org","Code_286","C48531","bbd996b6-a7d8-4e90-bcf3-3b913af58256","Code"
"","Unit of Weight","NCI Thesaurus","Code_287","C48208","0985224f-47e1-495e-a96b-b8f2fd517d13","Code"
"","Body Weight","NCI Thesaurus","Code_282","C81328","9ca143f6-2e22-494f-93fa-9c9ea8fe6a47","Code"
"","Vital Signs Result","NCI Thesaurus","Code_289","C173522","975c4f27-d57c-434a-983f-3fa229cc5d4a","Code"
"2023-09-29","Centimeter","http://www.cdisc.org","Code_290","C49668","1dc8e1c2-233c-40ed-b4b8-0869d8585f8a","Code"
"2023-09-29","Inch","http://www.cdisc.org","Code_291","C48500","e579ffad-d594-417f-b171-2a02ac7b1a7d","Code"
"2023-09-29","Millimeter","http://www.cdisc.org","Code_292","C28251","dc80941b-9167-4b38-a741-94135f98eb1b","Code"
"2023-09-29","Meter","http://www.cdisc.org","Code_293","C41139","6e0f93ce-0856-4f09-88fe-2a02e68175f9","Code"
"","Unit of Height","NCI Thesaurus","Code_294","C168688","8093bf1b-9451-4e93-a123-0bb5786c4aad","Code"
"","Body Height","NCI Thesaurus","Code_288","C164634","e0b2ebfd-5dd8-45fe-a3cb-1ebf7d747655","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_296","C36292","b3c80952-dbef-4eb8-aa66-a23c36effbdb","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_297","C83309","d6efb806-ffee-4950-a85e-b1f8df88aa0b","Code"
"","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_298","C67365","934f98d3-7beb-4459-8a0f-f5557bc41866","Code"
"","Biospecimen Type","NCI Thesaurus","Code_299","C70713","cfae3ace-c25c-473a-8543-2f6e58766a4d","Code"
"","Alanine Aminotransferase Measurement","NCI Thesaurus","Code_295","C64433","69e1d4db-9f09-4850-ad43-5e2ef2236e5f","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_301","C36292","a92fefea-f325-42c9-abb8-39ca400ac445","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_302","C83309","b24eb93f-a9b5-4598-bf2f-9be5e41f21fc","Code"
"","Unit of Concentration","NCI Thesaurus","Code_303","C48207","414e9041-855d-4cc9-9afe-6162b77ab71f","Code"
"","Biospecimen Type","NCI Thesaurus","Code_304","C70713","aeaccc61-edda-4d01-a7b8-5ab34c04035d","Code"
"","Albumin Measurement","NCI Thesaurus","Code_300","C64431","c0e38a85-6478-49a7-91c8-8c1c703161a1","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_306","C36292","805a285a-0c3a-404a-85fb-2fee630bd278","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_307","C83309","d2c22834-c823-45d1-bfec-51b2b6a1faa6","Code"
"","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_308","C67365","c3580cde-2bfb-40c6-8610-c103931addb9","Code"
"","Biospecimen Type","NCI Thesaurus","Code_309","C70713","9f60afe8-88e1-4a8a-8827-7d20afc9296b","Code"
"","Alkaline Phosphatase Measurement","NCI Thesaurus","Code_305","C64432","d68192ae-d95a-41b1-bc46-62de6febe55a","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_311","C36292","8c63e4c3-29f0-47fb-82d5-1a5886e6953b","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_312","C83309","315da923-dead-4187-894e-3a9abc1c81a5","Code"
"","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_313","C67365","9fe57b8b-d3d2-4dea-9c19-938b37ed948c","Code"
"","Biospecimen Type","NCI Thesaurus","Code_314","C70713","cd4777da-a6b9-489f-966d-1225c6909e11","Code"
"","Aspartate Aminotransferase Measurement","NCI Thesaurus","Code_310","C64467","2946e399-59cd-4614-bd55-13efabb87c28","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_316","C36292","b702f50b-cbed-46a2-a596-f910fbd4387b","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_317","C83309","6119151c-e1c3-4ba5-bb55-deeb2fff5892","Code"
"","Unit of Concentration","NCI Thesaurus","Code_318","C48207","80632e39-90f5-40c1-8c46-714bdb7ebffa","Code"
"","Biospecimen Type","NCI Thesaurus","Code_319","C70713","cec4cf43-20b0-4fa1-a586-3880a3747f57","Code"
"","Creatinine Measurement","NCI Thesaurus","Code_315","C64547","759a0079-a3cf-4008-8ae4-c941562b7500","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_321","C36292","dfcb9810-ab29-422f-92cc-4b42c7c51ef9","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_322","C83309","d9afc6bd-32d0-4cdb-99de-0bbd272088be","Code"
"","Molarity Unit","NCI Thesaurus","Code_323","C64567","448c7c88-24be-4c41-a618-c4a3369bc262","Code"
"","Biospecimen Type","NCI Thesaurus","Code_324","C70713","bff4015b-f705-48f1-af4f-e7f7b175efca","Code"
"","Potassium Measurement","NCI Thesaurus","Code_320","C64853","eb97f618-4328-4f0f-ae81-5efdff09244b","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_326","C36292","6cb9b330-311f-4d97-93cb-23dcc3a26ef3","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_327","C83309","9254410d-6c18-46e0-b877-17d37163a36f","Code"
"","Molarity Unit","NCI Thesaurus","Code_328","C64567","40fe57db-9d67-46e7-b2c6-1052f45bc969","Code"
"","Biospecimen Type","NCI Thesaurus","Code_329","C70713","1234367c-ddf8-4194-9573-7d366567ad79","Code"
"","Sodium Measurement","NCI Thesaurus","Code_325","C64809","2e6158aa-5afe-4ed9-b0b1-ac7a9bb69808","Code"
"","Adverse Event Verbatim Description","NCI Thesaurus","Code_145","C78541","cc19fb17-34b9-483e-95c1-975c19543a0a","Code"
"","Adverse Event Dictionary Derived Term","NCI Thesaurus","Code_146","C83344","9af42f46-41c4-4076-b943-f3112f8dcddf","Code"
"","Adverse Event Category","NCI Thesaurus","Code_147","C83198","d994ae5e-5a88-4dde-83e2-e4db9549b575","Code"
"","Adverse Event Subcategory","NCI Thesaurus","Code_148","C83212","5f197f28-d544-4ba3-a2db-a8fb04355b48","Code"
"","Adverse Event Pre-specified","NCI Thesaurus","Code_149","C87840","52b372a2-1e1e-476f-a4e2-2a1e8280d810","Code"
"","Severity of Adverse Event","NCI Thesaurus","Code_150","C53253","ce0abb91-e703-4bbd-8e28-4d146619a3b1","Code"
"","Adverse Event Toxicity Grade","NCI Thesaurus","Code_151","C78605","f1fe250a-14ae-4f82-9a9d-4861de388284","Code"
"","Seriousness of Adverse Event","NCI Thesaurus","Code_152","C53252","54d80746-b5da-4b47-b39b-acc30ad7bcfc","Code"
"","Adverse Event Action Taken with Study Treatment","NCI Thesaurus","Code_153","C83013","fe706a1d-4335-4dbf-8082-68d5d87dbbc8","Code"
"","Adverse Event Attribution to Product or Procedure","NCI Thesaurus","Code_154","C41358","836d9bdd-4874-41f7-b548-774fee77a926","Code"
"2023-09-29","Intermittent","http://www.cdisc.org","Code_155","C71325","3701e018-0b3d-4629-9332-5a9aa4163016","Code"
"","Adverse Event Pattern","NCI Thesaurus","Code_156","C83208","15d523aa-8570-4b8a-b629-67820320babb","Code"
"","Adverse Event Outcome","NCI Thesaurus","Code_157","C49489","5cd26162-afb6-48b6-b904-fb9e9a5f8126","Code"
"","Adverse Event Start Date Time","NCI Thesaurus","Code_158","C83215","7ce8b990-299e-48b2-94ad-bfd7a144da40","Code"
"","Adverse Event End Date Time","NCI Thesaurus","Code_159","C83201","b4aa5e64-7f73-4a08-84e5-e4c70804beac","Code"
"","Adverse Event","NCI Thesaurus","Code_144","C41331","9a41c697-258c-44fe-a3fe-f22580e3b049","Code"
"","Vital Signs Result","NCI Thesaurus","Code_161","C173522","024e7190-4fe9-4cae-9ab1-199f900da280","Code"
"2023-09-29","Pascal","http://www.cdisc.org","Code_162","C42547","2d7be1fa-b9d0-4943-b232-ab87dc5c8e46","Code"
"","Unit of Pressure","NCI Thesaurus","Code_163","C49669","7813e1fa-1966-46ee-b0b7-8ff60ca1ed77","Code"
"","Vital Signs Location","NCI Thesaurus","Code_164","C83088","95cb9cd8-008e-490b-9109-53bb701f6b1e","Code"
"","Vital Signs Laterality","NCI Thesaurus","Code_165","C123975","6f84bd76-e9de-48c0-b1e1-c69330b1aff5","Code"
"","Test Method","NCI Thesaurus","Code_166","C82535","f0e0bd32-8e80-49a0-8702-7191a872980b","Code"
"","Vital Signs Position","NCI Thesaurus","Code_167","C83114","dbbcea48-b166-49ba-b30f-b7745e946516","Code"
"","Systolic Blood Pressure","NCI Thesaurus","Code_160","C25298","137092e5-a6c8-4711-8263-cccbf739ee83","Code"
"","Vital Signs Result","NCI Thesaurus","Code_169","C173522","51e124a8-bb7f-4c23-8b34-123738e9f20a","Code"
"2023-09-29","Pascal","http://www.cdisc.org","Code_170","C42547","27ee50d7-5b4e-4d1a-b2b0-bfb46ac372ce","Code"
"","Unit of Pressure","NCI Thesaurus","Code_171","C49669","4c3903a0-b2e7-401b-864a-830ed4897310","Code"
"","Vital Signs Location","NCI Thesaurus","Code_172","C83088","9ec313d6-8fbe-4ad1-9576-7d3398ca7c97","Code"
"","Vital Signs Laterality","NCI Thesaurus","Code_173","C123975","0c15c77a-79c2-48b5-8245-e1142cdc5be0","Code"
"","Test Method","NCI Thesaurus","Code_174","C82535","714a8972-480f-4ff3-8a5c-92b7c2b51724","Code"
"","Vital Signs Position","NCI Thesaurus","Code_175","C83114","383a4d1b-d9cf-4c91-9bde-a1686213ce40","Code"
"","Diastolic Blood Pressure","NCI Thesaurus","Code_168","C25299","ff1a4b2b-879a-4894-962e-bf8e9f9d5531","Code"
"","Vital Signs Result","NCI Thesaurus","Code_177","C173522","a81b6ba0-22a4-40e3-8482-06a0290a26f6","Code"
"2023-09-29","Kelvin","http://www.cdisc.org","Code_178","C42537","aa76f363-f8cc-4db3-b1d8-c507da2ca7b8","Code"
"","Unit of Temperature","NCI Thesaurus","Code_179","C44276","dd7c9495-e2cb-4991-afae-a202d1fc6dfd","Code"
"","Vital Signs Location","NCI Thesaurus","Code_180","C83088","12fd9912-f477-440a-9a68-2ae0f2faa4a0","Code"
"","Body Temperature","NCI Thesaurus","Code_176","C174446","218d0f3f-5bdf-4787-8b88-648a8129d5a5","Code"
"","Vital Signs Result","NCI Thesaurus","Code_182","C173522","367c985f-91e1-4711-abef-4755d1fcb622","Code"
"2023-09-29","Kilogram","http://www.cdisc.org","Code_183","C28252","711280b1-7139-4af1-bcdc-17681419aeef","Code"
"2023-09-29","Gram","http://www.cdisc.org","Code_184","C48155","c945c1dc-d0a4-4bc8-9dd3-249103423ae5","Code"
"2023-09-29","Pound","http://www.cdisc.org","Code_185","C48531","2d19cac0-790d-4ed9-9c5b-f1fca0bf0170","Code"
"","Unit of Weight","NCI Thesaurus","Code_186","C48208","f4a79882-a28b-4a15-b0d8-86fa876298ab","Code"
"","Body Weight","NCI Thesaurus","Code_181","C81328","46ec0a21-ab88-4b1e-8f51-467205aa598e","Code"
"","Vital Signs Result","NCI Thesaurus","Code_188","C173522","30c8c569-694b-4d58-a658-bf0b573cc1ad","Code"
"2023-09-29","Centimeter","http://www.cdisc.org","Code_189","C49668","a0747b42-1d58-4a9d-8dec-1d9837ad0ab2","Code"
"2023-09-29","Inch","http://www.cdisc.org","Code_190","C48500","c3f3c305-61ae-49ce-b925-9c0422615477","Code"
"2023-09-29","Millimeter","http://www.cdisc.org","Code_191","C28251","04289d83-76db-4482-a4f4-32d64b81951d","Code"
"2023-09-29","Meter","http://www.cdisc.org","Code_192","C41139","b7c3d5e3-ba81-4d3f-adbc-5cb47005f723","Code"
"","Unit of Height","NCI Thesaurus","Code_193","C168688","f37c4140-7484-4eaa-9dab-523c141ad7a1","Code"
"","Body Height","NCI Thesaurus","Code_187","C164634","0a06d430-a6f5-4043-aedf-005c2f17a2e2","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_195","C36292","d77c0976-9c47-4cd7-87ca-d68b9eccf827","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_196","C83309","ae21c16b-3243-484c-a36b-f0478fa083d7","Code"
"","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_197","C67365","bdb76486-8c41-4a2c-b2af-023d9fa6d80b","Code"
"","Biospecimen Type","NCI Thesaurus","Code_198","C70713","24643980-d9b2-4086-8d66-e292641eff3d","Code"
"","Alanine Aminotransferase Measurement","NCI Thesaurus","Code_194","C64433","635f0e94-9db0-454f-8185-67b9a5ae46f6","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_200","C36292","83c6e066-b79f-455b-a86c-f638979c9ca0","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_201","C83309","9b972705-e97a-4e0d-9ef5-f774017be5e6","Code"
"","Unit of Concentration","NCI Thesaurus","Code_202","C48207","3b4d16a3-57a6-4440-9ad4-793f0831fa2b","Code"
"","Biospecimen Type","NCI Thesaurus","Code_203","C70713","af5f9296-cf62-42d3-affd-dbaa8d7d7b11","Code"
"","Albumin Measurement","NCI Thesaurus","Code_199","C64431","c4650ec4-ffe4-4995-9281-14a70909d18f","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_205","C36292","aaebcbf5-ecc5-485a-b412-14b03e5aa99f","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_206","C83309","29aafda1-c94c-44d3-8adf-bf15076f8fa5","Code"
"","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_207","C67365","03ef0082-7982-48f2-aa7f-b8959a1ff722","Code"
"","Biospecimen Type","NCI Thesaurus","Code_208","C70713","63825e01-4738-4d62-8e91-5f1136048cb5","Code"
"","Alkaline Phosphatase Measurement","NCI Thesaurus","Code_204","C64432","c0316190-b9fe-498b-8401-6f15d36670aa","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_210","C36292","8a73ba28-4761-4c80-87fa-d14d473cf9b5","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_211","C83309","1d115d37-85c4-48d9-850a-11b15979703f","Code"
"","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_212","C67365","e8da5249-0474-4143-8991-703a702bbb27","Code"
"","Biospecimen Type","NCI Thesaurus","Code_213","C70713","e690f0a9-965b-4420-9b22-530f2ed795c4","Code"
"","Aspartate Aminotransferase Measurement","NCI Thesaurus","Code_209","C64467","1ee4b274-5159-4c05-a8e9-f1c772c8696c","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_215","C36292","1f5ccd50-203a-4a22-8512-ba6533730b73","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_216","C83309","d2f1bd41-1c7b-4906-9e55-d411da2914af","Code"
"","Unit of Concentration","NCI Thesaurus","Code_217","C48207","386c8e5f-4623-4b3b-bb3d-b63e4e6bdf08","Code"
"","Biospecimen Type","NCI Thesaurus","Code_218","C70713","ec2b50c1-0581-4fb0-b962-979cbef51267","Code"
"","Creatinine Measurement","NCI Thesaurus","Code_214","C64547","14bf32b9-dea7-4fab-a8c6-8d35df1fc119","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_220","C36292","56aa1f3c-9e70-4df0-aa3d-aa2349abb80c","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_221","C83309","411cb5bd-cd70-4ff8-9515-393cbfe2d136","Code"
"","Molarity Unit","NCI Thesaurus","Code_222","C64567","68974208-0d8f-4ebe-82d5-74b9325bfb61","Code"
"","Biospecimen Type","NCI Thesaurus","Code_223","C70713","63e639c6-5f23-4cbf-ab31-de4e58057518","Code"
"","Potassium Measurement","NCI Thesaurus","Code_219","C64853","bef05a0c-c663-4ab5-b5cf-412bb5c976c4","Code"
"","Laboratory Test Result","NCI Thesaurus","Code_225","C36292","361b42d6-8b9f-4224-a770-5a431c86ea21","Code"
"","Laboratory Test Fasting Status","NCI Thesaurus","Code_226","C83309","7c68ce89-7e0c-4214-b989-c2430732b18d","Code"
"","Molarity Unit","NCI Thesaurus","Code_227","C64567","ff798c9a-6c5f-4f03-89f0-0a4ba3bd1254","Code"
"","Biospecimen Type","NCI Thesaurus","Code_228","C70713","eef6b2e9-8d68-48b4-9b32-8ced4a50c694","Code"
"","Sodium Measurement","NCI Thesaurus","Code_224","C64809","49974931-4221-4de2-8746-5a1c34340fda","Code"
"","Vital Signs Result","NCI Thesaurus","Code_230","C173522","4febc4f4-f461-407e-8650-7866784197a9","Code"
"2023-09-29","Pascal","http://www.cdisc.org","Code_231","C42547","de11c6ee-a365-4ff0-97bd-97c84bfce5b2","Code"
"","Unit of Pressure","NCI Thesaurus","Code_232","C49669","a90f2863-b532-415f-bf6c-592fa955dae5","Code"
"","Vital Signs Location","NCI Thesaurus","Code_233","C83088","6c418d67-d7ff-44c8-93ad-d5dcbe2b6e97","Code"
"","Vital Signs Laterality","NCI Thesaurus","Code_234","C123975","ab802011-7046-485b-a0ea-0b3909bcb010","Code"
"","Test Method","NCI Thesaurus","Code_235","C82535","6eb061b3-d689-4db4-a9a1-09f2d69f4d68","Code"
"","Vital Signs Position","NCI Thesaurus","Code_236","C83114","81d1cc9f-a590-4095-b044-180927fb5659","Code"
"","Systolic Blood Pressure","NCI Thesaurus","Code_229","C25298","1bcac00b-c344-4461-902d-8cc23a6ed909","Code"
"","Vital Signs Result","NCI Thesaurus","Code_238","C173522","0ed5dff5-02a9-443d-94e7-264be2e7fbe7","Code"
"2023-09-29","Pascal","http://www.cdisc.org","Code_239","C42547","75b1f4c1-14fe-49e6-a0c4-4cf522ea219a","Code"
"","Unit of Pressure","NCI Thesaurus","Code_240","C49669","d9112a06-16d5-47fe-8b55-6deaf8f06abd","Code"
"","Vital Signs Location","NCI Thesaurus","Code_241","C83088","b284b865-6061-445b-98b3-79e2d1464cc1","Code"
"","Vital Signs Laterality","NCI Thesaurus","Code_242","C123975","7a955b30-4431-47a2-9ab6-25c84d3a2218","Code"
"","Test Method","NCI Thesaurus","Code_243","C82535","cebd3677-54a6-4c5a-bb11-893b8306fb09","Code"
"","Vital Signs Position","NCI Thesaurus","Code_244","C83114","82a7a8c1-ae8c-418f-92c6-9f4dd96b2f90","Code"
"","Diastolic Blood Pressure","NCI Thesaurus","Code_237","C25299","a41df2b0-482c-4da7-a431-4850c9dd5c6e","Code"
"","Vital Signs Result","NCI Thesaurus","Code_246","C173522","ae02fd6c-cf0e-4225-acc2-c4dbe9b99028","Code"
