"uuid:ID","codeSystem","instanceType","code","decode","id","codeSystemVersion"
"bf24bb95-482c-4454-b2fd-4c0d4dd596e6","http://www.cdisc.org","Code","C51282","Clinic","Code_99","2023-12-15"
"b2529795-ecfd-4836-810e-0ac4faa3a68c","http://www.cdisc.org","Code","C175574","In Person","Code_100","2023-12-15"
"17d66c8d-b6a8-4547-8295-ef51916fcc74","http://www.cdisc.org","Code","C25716","Visit","Code_101","2023-12-15"
"023c7e1c-39e5-45d3-bbee-df213019d668","http://www.cdisc.org","Code","C51282","Clinic","Code_102","2023-12-15"
"7e21d6cd-3091-4aef-ad9b-12327e425ae4","http://www.cdisc.org","Code","C175574","In Person","Code_103","2023-12-15"
"112e8d99-5b45-43d2-b930-d79f2376f342","http://www.cdisc.org","Code","C171537","Telephone Call","Code_104","2023-12-15"
"22df1acd-9185-4c64-a467-333797ca0d68","http://www.cdisc.org","Code","C25716","Visit","Code_105","2023-12-15"
"0f554ebb-5279-4cd7-a9cb-3d8bd18f5188","http://www.cdisc.org","Code","C51282","Clinic","Code_106","2023-12-15"
"d5f4015b-8fbc-4b13-8dff-78d27af61230","http://www.cdisc.org","Code","C175574","In Person","Code_107","2023-12-15"
"c2957820-a619-4b84-b4c2-f7dcddc05154","http://www.cdisc.org","Code","C171537","Telephone Call","Code_108","2023-12-15"
"36a71c10-832d-412f-8eb1-33e442cd7cb9","http://www.cdisc.org","Code","C25716","Visit","Code_109","2023-12-15"
"37822cd8-3d74-4dba-8a6f-3ea5c9fa32f0","http://www.cdisc.org","Code","C51282","Clinic","Code_110","2023-12-15"
"1b7bbd21-8a7e-4726-8766-40962623ccbf","http://www.cdisc.org","Code","C175574","In Person","Code_111","2023-12-15"
"7ddb6fbf-cb3e-42d3-97ee-3bdb60af686a","http://www.cdisc.org","Code","C171537","Telephone Call","Code_112","2023-12-15"
"a6f7b007-00ff-47e0-a739-f0c90dbdfe29","http://www.cdisc.org","Code","C25716","Visit","Code_113","2023-12-15"
"28a3cd50-c7c6-4d2a-a179-705779f57c1d","http://www.cdisc.org","Code","C51282","Clinic","Code_114","2023-12-15"
"be245524-35d7-4858-829c-328b013291c0","http://www.cdisc.org","Code","C175574","In Person","Code_115","2023-12-15"
"2e671253-414d-4041-934e-b0545819243f","http://www.cdisc.org","Code","C171537","Telephone Call","Code_116","2023-12-15"
"b90cd053-347e-4862-b9ec-e9fad196f25d","http://www.cdisc.org","Code","C25716","Visit","Code_117","2023-12-15"
"632c7f2d-0440-4605-a036-d49fa8b7b2f1","http://www.cdisc.org","Code","C51282","Clinic","Code_118","2023-12-15"
"ee5cea56-31bf-4e95-a7b9-986b81689c46","http://www.cdisc.org","Code","C175574","In Person","Code_119","2023-12-15"
"d29c9b61-c35d-4c4a-9f72-230c32908aab","http://www.cdisc.org","Code","C25716","Visit","Code_120","2023-12-15"
"98705e5b-fc09-44b9-bea9-078c45babefe","http://www.cdisc.org","Code","C51282","Clinic","Code_121","2023-12-15"
"5ee5feeb-8587-40ad-8f24-c5256f0e4251","http://www.cdisc.org","Code","C175574","In Person","Code_122","2023-12-15"
"0b842595-e194-41d1-9cd4-8b630464113a","SNOMED","Code","383371000119108","CT of head without contrast","Code_80","January 31, 2018"
"9fc9b1d2-0f49-40df-9f6c-ea054df0a8a1","SPONSOR","Code","123","Subject Supine","Code_81","12"
"732a18be-1cd6-46b3-9081-8702458bf943","SPONSOR","Code","124","Subject Standing","Code_82","12"
"4d413113-7938-4503-8697-f24c74547d28","http://www.cdisc.org","Code","C82977","Dictionary-derived Term","Code_429","2023-12-15"
"381f8100-5ce8-413a-b225-d86b1eb33a54","http://www.cdisc.org","Code","C82571","Reported Event Term","Code_430","2023-12-15"
"64eb813c-19f2-4a50-b5f6-a2c303de9025","http://www.cdisc.org","Code","C82517","Observation Start Date Time","Code_431","2023-12-15"
"c5e70f51-b0f8-4e06-a2e3-56ccf9350635","http://www.cdisc.org","Code","C16735","Informed Consent","Code_432","2023-12-15"
"6bb189e0-1011-4099-a4df-8482011a29e1","http://www.cdisc.org","Code","C20197","Male","Code_433","2023-12-15"
"3d82c7d7-cf03-4aa0-8cd9-ef725fd147f7","http://www.cdisc.org","Code","C16576","Female","Code_434","2023-12-15"
"60a5584c-1ebe-436f-bb98-d752a5f00768","http://www.cdisc.org","Code","C28421","Sex","Code_435","2023-12-15"
"eec4fb98-17fb-475d-9ad4-513a7cd717f0","http://www.cdisc.org","Code","C28421","Sex","Code_436","2023-12-15"
"594c9d67-7ede-4899-b213-3280dc515701","http://www.cdisc.org","Code","C17049","Race","Code_437","2023-12-15"
"85bbef2d-40a8-42a9-9ef5-1341008a0758","http://www.cdisc.org","Code","C17049","Race","Code_438","2023-12-15"
"6ec88caf-4c48-46f7-8151-147e9afbfe0d","http://www.cdisc.org","Code","C174446","TEMP","Code_439","2023-12-15"
"9e4a9f22-668f-4644-9ead-7d29f6da5292","http://www.cdisc.org","Code","C77140","Clinical Test Result","Code_440","2023-12-15"
"00dc57c8-9434-4e6e-a915-9a8f87caeca4","http://www.cdisc.org","Code","C42559","Degree Celsius","Code_441","2023-12-15"
"b4a51dbd-0c58-414a-b41c-23d47551ae0f","http://www.cdisc.org","Code","C44277","Degree Fahrenheit","Code_442","2023-12-15"
"ad9b31db-0189-4010-b45d-47e6cabcb3dd","http://www.cdisc.org","Code","C42537","Kelvin","Code_443","2023-12-15"
"a8aa9fa5-de7a-4c35-80b3-643948a84558","http://www.cdisc.org","Code","C44276","Unit of Temperature","Code_444","2023-12-15"
"91d2a678-f1a7-435c-9e90-3dce671e6317","http://www.cdisc.org","Code","C12674","Axilla","Code_445","2023-12-15"
"6497b9ce-0b72-44be-be09-79d98f3f3abd","http://www.cdisc.org","Code","C12394","Ear","Code_446","2023-12-15"
"738e034c-ccd4-46b1-be88-c0361b754881","http://www.cdisc.org","Code","C89803","Forehead","Code_447","2023-12-15"
"c060d93f-2c2b-460b-954a-b8ca415e2e50","http://www.cdisc.org","Code","C12421","Oral Cavity","Code_448","2023-12-15"
"1da39aef-158d-486a-aaf3-2cb1853643ea","http://www.cdisc.org","Code","C12390","Rectum","Code_449","2023-12-15"
"eb1e5e68-3929-465c-af4e-b4386f7618b7","http://www.cdisc.org","Code","C13717","Anatomic Site","Code_450","2023-12-15"
"741ffd87-5c77-44c5-a785-5745bbf82a4a","http://www.cdisc.org","Code","C174446","TEMP","Code_451","2023-12-15"
"61123123-9f4c-4728-aeca-ae42cc4abafc","http://www.cdisc.org","Code","C25208","WEIGHT","Code_452","2023-12-15"
"1f0825da-db6e-4e72-a318-904d32cbc887","http://www.cdisc.org","Code","C77140","Clinical Test Result","Code_453","2023-12-15"
"6cc9017a-a805-4168-af3e-72f201da7db5","http://www.cdisc.org","Code","C48531","Pound","Code_454","2023-12-15"
"f48f8a0a-f704-4578-9e74-c73e41524233","http://www.cdisc.org","Code","C48155","Gram","Code_455","2023-12-15"
"97e4e5d4-918f-4c54-8fe5-7206b6c6b78a","http://www.cdisc.org","Code","C28252","Kilogram","Code_456","2023-12-15"
"f7df09ea-f1fe-4289-bc8d-a9a4d1701da1","http://www.cdisc.org","Code","C48208","Unit of Weight","Code_457","2023-12-15"
"9339f908-e426-426b-a9d4-1350f6925b28","http://www.cdisc.org","Code","C25208","WEIGHT","Code_458","2023-12-15"
"0fb29106-f4cc-4313-b670-2704af0a3cfe","http://www.cdisc.org","Code","C25347","HEIGHT","Code_459","2023-12-15"
"741cbc17-cc58-4faa-8884-5648572b886a","http://www.cdisc.org","Code","C77140","Clinical Test Result","Code_460","2023-12-15"
"3b4ad545-0865-4696-a0da-f97c7151564f","http://www.cdisc.org","Code","C49668","Centimeter","Code_461","2023-12-15"
"f0e559e4-771c-411e-b3fd-f91ab504c538","http://www.cdisc.org","Code","C48500","Inch","Code_462","2023-12-15"
"8dae87e8-1334-43ea-a1c7-4d37c434591f","http://www.cdisc.org","Code","C41139","Meter","Code_463","2023-12-15"
"331cdaa0-4e4e-4de1-959d-0d724ae8dbd3","http://www.cdisc.org","Code","C168688","Unit of Height","Code_464","2023-12-15"
"0f35ec4e-591e-43a8-973a-3a3aaba710fb","http://www.cdisc.org","Code","C25347","HEIGHT","Code_465","2023-12-15"
"9919fe4c-096b-4af3-a15c-315edae45d73","http://www.cdisc.org","Code","C64433","ALT","Code_466","2023-12-15"
"6cfe2f5c-f3ff-41cc-a50e-903853313c73","http://www.cdisc.org","Code","C36292","Laboratory Test Result","Code_467","2023-12-15"
"eb77246d-2eea-4ed6-bb30-903cc8ec80c9","http://www.cdisc.org","Code","C67456","Unit per Liter","Code_468","2023-12-15"
"c6ed6219-828d-448b-8c03-08e8114f5bc7","http://www.cdisc.org","Code","C67397","Microkatal per Liter","Code_469","2023-12-15"
"711eaaca-c2c3-4660-a4a6-a0f3a5361f53","http://www.cdisc.org","Code","C67376","International Unit per Liter","Code_470","2023-12-15"
"24c3e335-8275-4b21-810f-d68090f266e3","http://www.cdisc.org","Code","C70510","Nanokatal per Liter","Code_471","2023-12-15"
"15f19374-fd04-4235-a34a-94ebda61f038","http://www.cdisc.org","Code","C67365","Unit of Catalytic Activity Concentration","Code_472","2023-12-15"
"9269c1d3-eaeb-47c3-9e5b-0d01deeee5c0","http://www.cdisc.org","Code","C70713","Biospecimen Type","Code_473","2023-12-15"
"588f49a7-b519-4e56-bf84-eedc88b126a4","http://www.cdisc.org","Code","C49487","No","Code_474","2023-12-15"
"accbe174-403f-4e5f-bc57-ff0f955907b8","http://www.cdisc.org","Code","C49488","Yes","Code_475","2023-12-15"
"801d142d-6eb9-43ed-9f19-b5d869e12371","http://www.cdisc.org","Code","C83309","Laboratory Test Fasting Status","Code_476","2023-12-15"
"da867613-61e6-4c46-a3cf-bc8d77c088cb","http://www.cdisc.org","Code","C64433","ALT","Code_477","2023-12-15"
"4091c350-9fe5-4c98-8e9f-c71ed50f1d36","http://www.cdisc.org","Code","C64431","ALB","Code_478","2023-12-15"
"dad6e491-d867-48a8-a473-bfe888d4e470","http://www.cdisc.org","Code","C36292","Laboratory Test Result","Code_479","2023-12-15"
"d9bb7823-df69-42b7-bf95-24697b4ef33a","http://www.cdisc.org","Code","C70713","Biospecimen Type","Code_480","2023-12-15"
"f9b1c8c6-aafd-40dc-b5c7-e9a6f5ea7ea3","http://www.cdisc.org","Code","C49487","No","Code_481","2023-12-15"
"9d205148-7e5e-4a13-9594-99304b804d32","http://www.cdisc.org","Code","C49488","Yes","Code_482","2023-12-15"
"70f0234b-e7e3-4fc6-9827-013db2d56c26","http://www.cdisc.org","Code","C83309","Laboratory Test Fasting Status","Code_483","2023-12-15"
"e702527e-5715-40b9-b8c1-4a4f6f3529e2","http://www.cdisc.org","Code","C64431","ALB","Code_484","2023-12-15"
"cd759f7d-a9b3-401e-b535-263066d7a497","http://www.cdisc.org","Code","C64432","ALP","Code_485","2023-12-15"
"ac6151be-4b18-498d-81ab-35aadb82aa21","http://www.cdisc.org","Code","C36292","Laboratory Test Result","Code_486","2023-12-15"
"56b1430f-c107-430d-8fe8-17ab4844000e","http://www.cdisc.org","Code","C67456","Unit per Liter","Code_487","2023-12-15"
"4792c707-f6bf-45c3-931c-79c107daad14","http://www.cdisc.org","Code","C67397","Microkatal per Liter","Code_488","2023-12-15"
"300fc9d5-4a86-4091-96b3-31734a65580a","http://www.cdisc.org","Code","C67376","International Unit per Liter","Code_489","2023-12-15"
"99537585-b864-463a-b25c-5a82bf2e2307","http://www.cdisc.org","Code","C67365","Unit of Catalytic Activity Concentration","Code_490","2023-12-15"
"59dda66c-fbf6-4ee8-88cf-7a854358103f","http://www.cdisc.org","Code","C70713","Biospecimen Type","Code_491","2023-12-15"
"b1d2fada-d7a1-4633-abe8-7b9d1784c3f0","http://www.cdisc.org","Code","C49487","No","Code_492","2023-12-15"
"7b15a548-a231-4f6e-86a3-828e65f82d8d","http://www.cdisc.org","Code","C49488","Yes","Code_493","2023-12-15"
"403a46cc-9ec7-40ff-b74f-00539118dbf1","http://www.cdisc.org","Code","C83309","Laboratory Test Fasting Status","Code_494","2023-12-15"
"79bdb98d-82a5-4325-a0ca-cc3e69cdf90d","http://www.cdisc.org","Code","C64432","ALP","Code_495","2023-12-15"
"9040cf40-61e9-43a1-b64f-2fc3f038de0e","http://www.cdisc.org","Code","C64467","AST","Code_496","2023-12-15"
"a47092d7-ff9c-43c0-b8c2-3c63022c5b92","http://www.cdisc.org","Code","C36292","Laboratory Test Result","Code_497","2023-12-15"
"4397f411-90d9-49e1-8df3-cf8e109e3444","http://www.cdisc.org","Code","C67456","Unit per Liter","Code_498","2023-12-15"
"753ef151-06f0-4cbe-a030-bac6fdf7ba02","http://www.cdisc.org","Code","C67397","Microkatal per Liter","Code_499","2023-12-15"
"8ce8dce1-8ec8-46a5-a71e-c255d4639096","http://www.cdisc.org","Code","C67376","International Unit per Liter","Code_500","2023-12-15"
"1c42303e-a266-4494-b8e5-ef3039763384","http://www.cdisc.org","Code","C67365","Unit of Catalytic Activity Concentration","Code_501","2023-12-15"
"0eea2209-fbb5-4b99-a8d0-9debf5735c61","http://www.cdisc.org","Code","C70713","Biospecimen Type","Code_502","2023-12-15"
"c2ec0ee9-e25b-4b9e-a537-e71f16a20138","http://www.cdisc.org","Code","C49487","No","Code_503","2023-12-15"
"3da72680-0f87-4153-99ca-c4d54b0e5894","http://www.cdisc.org","Code","C49488","Yes","Code_504","2023-12-15"
"4f94f873-20ad-448a-a99d-394b870188c6","http://www.cdisc.org","Code","C83309","Laboratory Test Fasting Status","Code_505","2023-12-15"
"bd2118da-1178-475c-bb57-53e6822e0387","http://www.cdisc.org","Code","C64467","AST","Code_506","2023-12-15"
"7aea220c-4ec0-4ab3-8f32-e53319426c04","http://www.cdisc.org","Code","C64547","CREAT","Code_507","2023-12-15"
"114b20fe-c309-450f-8952-8ff22f8378e3","http://www.cdisc.org","Code","C36292","Laboratory Test Result","Code_508","2023-12-15"
"c6f3c87d-2e67-4a9d-bbe8-045be16001ba","http://www.cdisc.org","Code","C67015","Milligram per Deciliter","Code_509","2023-12-15"
"883bceda-ba71-4a87-a7d8-d08455c84c71","http://www.cdisc.org","Code","C64572","Microgram per Milliliter","Code_510","2023-12-15"
"9fd99b67-f204-4e01-b026-1830ccd1217b","http://www.cdisc.org","Code","C64387","Millimole per Liter","Code_511","2023-12-15"
"00e4715c-93a1-43f9-8e24-02a7e159398d","http://www.cdisc.org","Code","C48508","Micromole per Liter","Code_512","2023-12-15"
"44b101fb-dc97-4623-a246-8ee2f9e1931f","http://www.cdisc.org","Code","C48207","Unit of Concentration","Code_513","2023-12-15"
"ff5f3a2d-681a-478e-a037-72b83f0d689f","http://www.cdisc.org","Code","C70713","Biospecimen Type","Code_514","2023-12-15"
"ff9c567f-f68d-4c05-ab4a-043ddb0ee29f","http://www.cdisc.org","Code","C49487","No","Code_515","2023-12-15"
"1bbf516c-5485-4494-9841-be8f2eae3187","http://www.cdisc.org","Code","C49488","Yes","Code_516","2023-12-15"
"0b7b6ad3-66a7-4bf4-8783-6aeaa46728b6","http://www.cdisc.org","Code","C83309","Laboratory Test Fasting Status","Code_517","2023-12-15"
"054af427-5203-4c99-936b-f415900ef73c","http://www.cdisc.org","Code","C64547","CREAT","Code_518","2023-12-15"
"f7c3b398-19a0-48db-96aa-b9d1fdd1109a","http://www.cdisc.org","Code","C64853","K","Code_519","2023-12-15"
"e41397eb-182e-481c-b794-b0ed23fb5e50","http://www.cdisc.org","Code","C36292","Laboratory Test Result","Code_520","2023-12-15"
"57d0234e-bd87-4912-b56d-fd5b31282aca","http://www.cdisc.org","Code","C67474","Milliequivalent per Liter","Code_521","2023-12-15"
"cc2f096f-8369-4d20-88a8-27b750dbc063","http://www.cdisc.org","Code","C67473","Milliequivalent per Deciliter","Code_522","2023-12-15"
"896bb71e-b99b-4327-8370-e4f343cb4c7f","http://www.cdisc.org","Code","C64387","Millimole per Liter","Code_523","2023-12-15"
"545a48c8-bd72-4875-be6e-822848d5a511","http://www.cdisc.org","Code","C64567","Molarity Unit","Code_524","2023-12-15"
"1ead180c-bb35-47d0-969a-527f4c1149e5","http://www.cdisc.org","Code","C70713","Biospecimen Type","Code_525","2023-12-15"
"7ac29f07-2971-48fa-9ea2-b02d18da4c1d","http://www.cdisc.org","Code","C49487","No","Code_526","2023-12-15"
"b5c632ff-da43-439c-9373-98a0421b8e96","http://www.cdisc.org","Code","C49488","Yes","Code_527","2023-12-15"
"0e30de91-37fb-4992-9b54-29d1bc7c9033","http://www.cdisc.org","Code","C83309","Laboratory Test Fasting Status","Code_528","2023-12-15"
"5df77e01-4141-404a-9429-24625d7a0d57","http://www.cdisc.org","Code","C64853","K","Code_529","2023-12-15"
"ac04eed4-128e-4b3a-ad03-9acd17bfe199","http://www.cdisc.org","Code","C64809","SODIUM","Code_530","2023-12-15"
"fa7f88dd-ec13-40cc-a4aa-484073eeb62c","http://www.cdisc.org","Code","C36292","Laboratory Test Result","Code_531","2023-12-15"
"2b2937fc-1384-489e-90d4-a146f0fde7e2","http://www.cdisc.org","Code","C67474","Milliequivalent per Liter","Code_532","2023-12-15"
"3e6a3ec8-2f8b-4adb-9f88-e884c7668a6e","http://www.cdisc.org","Code","C67473","Milliequivalent per Deciliter","Code_533","2023-12-15"
"65f45ddb-bfef-429c-9196-7ff9c29ba229","http://www.cdisc.org","Code","C64387","Millimole per Liter","Code_534","2023-12-15"
"8a963f4c-d8fa-4954-a06f-92f8bcc63ee0","http://www.cdisc.org","Code","C64567","Molarity Unit","Code_535","2023-12-15"
"7046f661-7392-405a-a39c-abf2c8e481b8","http://www.cdisc.org","Code","C70713","Biospecimen Type","Code_536","2023-12-15"
"1f039821-b41c-429d-a459-e322a3f37edb","http://www.cdisc.org","Code","C49487","No","Code_537","2023-12-15"
"d46cb211-4664-4840-bd45-3bf9926b9121","http://www.cdisc.org","Code","C49488","Yes","Code_538","2023-12-15"
"e8431db0-febc-4cd0-aad0-a80bf376e0f7","http://www.cdisc.org","Code","C83309","Laboratory Test Fasting Status","Code_539","2023-12-15"
"5e4d659d-7d2a-42e3-aa4d-c8c4294b6c97","http://www.cdisc.org","Code","C64809","SODIUM","Code_540","2023-12-15"
"ed4eb76f-ebc8-4f09-9f0e-43fce7884c88","http://www.cdisc.org","Code","C64849","HBA1C","Code_541","2023-12-15"
"d82aed18-3fd6-421b-b1e6-9f2e6fc178d9","http://www.cdisc.org","Code","C36292","Laboratory Test Result","Code_542","2023-12-15"
"8ecac0ee-cfaa-46d9-93b3-daaabeb4992c","http://www.cdisc.org","Code","C64783","Gram per Deciliter","Code_543","2023-12-15"
"d41d248e-e3be-481b-947e-d339b2d620a1","http://www.cdisc.org","Code","No Concept Code","LBORRESU","Code_544","2023-12-15"
"9de1dd56-3e5a-4cdc-a3fe-00c69df6704a","http://www.cdisc.org","Code","C70713","Biospecimen Type","Code_545","2023-12-15"
"e32d241c-0309-491f-ba30-08af57fd7ffa","http://www.cdisc.org","Code","C49487","No","Code_546","2023-12-15"
"1e8c4f6b-ff85-4b01-afc0-785921160e4b","http://www.cdisc.org","Code","C49488","Yes","Code_547","2023-12-15"
"1bcf333b-a054-4349-b1dc-a112e1bf3ff3","http://www.cdisc.org","Code","C83309","Laboratory Test Fasting Status","Code_548","2023-12-15"
"bb3b858c-1de4-4faf-a8f9-522c5e1ed316","http://www.cdisc.org","Code","C64849","HBA1C","Code_549","2023-12-15"
"18d56409-e3ac-451a-833f-545c259a73de","http://www.cdisc.org","Code","C78541","Adverse Event Verbatim Description","Code_145","2023-12-15"
"997799da-9b10-4fc9-bcfd-1a1b64bfa6ec","http://www.cdisc.org","Code","C83344","Adverse Event Dictionary Derived Term","Code_146","2023-12-15"
"c10984bb-a114-43ff-abd9-f84a7e0f0a67","http://www.cdisc.org","Code","C49487","No","Code_147","2023-12-15"
"521ca026-bfc5-4383-bad9-3247a1d1ef54","http://www.cdisc.org","Code","C49488","Yes","Code_148","2023-12-15"
"3b488707-569f-4e00-94e5-8f759f6f3567","http://www.cdisc.org","Code","C87840","Adverse Event Pre-specified","Code_149","2023-12-15"
"d0a9442c-0f6f-4dd1-8d94-c657c7c6efec","http://www.cdisc.org","Code","C83205","Adverse Event Location","Code_150","2023-12-15"
"d8537bda-5f8a-4b24-887c-4f1d594a609c","http://www.cdisc.org","Code","C53253","Severity of Adverse Event","Code_151","2023-12-15"
"be912fca-ad8a-4159-9da5-92faa687e947","http://www.cdisc.org","Code","C49487","No","Code_152","2023-12-15"
"fd6274e9-3f0c-4b2e-9975-ca25e8f41b30","http://www.cdisc.org","Code","C49488","Yes","Code_153","2023-12-15"
"742c36e8-a681-4983-bab0-e2e659a26327","http://www.cdisc.org","Code","C53252","Seriousness of Adverse Event","Code_154","2023-12-15"
"4f767639-37ce-467d-9cfe-218cc444f8d8","http://www.cdisc.org","Code","C83013","Adverse Event Action Taken with Study Treatment","Code_155","2023-12-15"
"491bdec6-9bf7-4b52-9ec9-3cd3209dce5d","http://www.cdisc.org","Code","C83109","Other Actions taken in Response to Adverse Event","Code_156","2023-12-15"
"26568f51-aaf4-4139-8a34-8ad2bcfa420b","http://www.cdisc.org","Code","C41358","Adverse Event Attribution to Product or Procedure","Code_157","2023-12-15"
"3ebddf45-9e07-4ac2-a702-294316f8a1bb","http://www.cdisc.org","Code","C83210","Adverse Event Relationship to Non Study Treatment","Code_158","2023-12-15"
"a9a4dd20-4190-459b-afe8-0f6b41686fb1","http://www.cdisc.org","Code","C83208","Adverse Event Pattern","Code_159","2023-12-15"
"51f65cce-ac11-4b9f-b0dc-4241070391ba","http://www.cdisc.org","Code","C49489","Adverse Event Outcome","Code_160","2023-12-15"
"60aaf570-b664-4ccf-a2d9-bcba2cc33129","http://www.cdisc.org","Code","C49487","No","Code_161","2023-12-15"
"ae716b49-2619-4d59-b542-68bc75cf373f","http://www.cdisc.org","Code","C49488","Yes","Code_162","2023-12-15"
"87cb2ae8-0ad6-4731-8adc-edb2bd98bef7","http://www.cdisc.org","Code","C83211","Adverse Event Involves Cancer","Code_163","2023-12-15"
"1bd68c99-a343-44f5-ac1a-c66f208dca03","http://www.cdisc.org","Code","C49487","No","Code_164","2023-12-15"
"954c8a4e-94e7-4600-9f54-4babc0d46412","http://www.cdisc.org","Code","C49488","Yes","Code_165","2023-12-15"
"9ae73d9c-0228-474c-ba60-73aa520c921a","http://www.cdisc.org","Code","C83117","Adverse Event Seriousness Due to Congenital Anomaly","Code_166","2023-12-15"
"1f8b2b98-7e5f-480c-b856-3d1662eedb42","http://www.cdisc.org","Code","C49487","No","Code_167","2023-12-15"
"6c98b7f0-b946-4a17-a95f-0619bf0dc04c","http://www.cdisc.org","Code","C49488","Yes","Code_168","2023-12-15"
