"isRequired","uuid:ID","name","isEnabled","datatype","instanceType","id","label"
"True","a28e292f-ebe5-424f-890a-88194459c29f","VSLAT","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_91","VSLAT"
"True","7167ecd5-40b7-4a72-b391-4859476b627d","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_92","VSTESTCD"
"True","68dfbae9-3151-4708-a787-507229318168","VSORRES","True","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_93","VSORRES"
"True","267c7591-a16e-452e-aa4e-cfdf6dc905a3","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_94","VSORRESU"
"True","1f1ef9ad-dee9-4045-98d1-007547c3ba00","VSPOS","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_95","VSPOS"
"True","95302b3c-584e-4db1-8b83-f7644bda6c35","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_96","VSLOC"
"True","cd4d03d5-b13d-4786-8651-729276579daf","VSLAT","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_97","VSLAT"
"True","54063b34-0502-4e24-9cc4-0a57de80a8c6","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_98","VSTESTCD"
"True","73756881-b7fa-4130-b79b-594c7408306e","VSORRES","True","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_99","VSORRES"
"True","4f94d469-feaa-453d-bef2-ff79240368f3","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_100","VSORRESU"
"True","2e77cb9a-960a-49cb-ae8b-e757c9d1bbe3","VSPOS","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_101","VSPOS"
"True","9fb89700-80e1-4690-857a-1cacfe1aeecd","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_102","VSLOC"
"True","62077141-99e9-4f2f-9f1e-aaf79eac847e","VSLAT","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_103","VSLAT"
"True","06df0076-539b-4b42-9af2-a0d0fb8c1935","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_104","VSTESTCD"
"True","700ef55a-1861-4b3e-ae30-5ca28d3f78eb","VSORRES","True","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_105","VSORRES"
"True","70ed76e7-0bfd-4ef9-bc36-093f9a7c312b","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_106","VSORRESU"
"True","03be00c5-90a7-49a5-8c99-b318097d5cfb","VSPOS","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_107","VSPOS"
"True","266973f9-3ca3-42b0-99c5-e9756fa53c0b","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_108","VSLOC"
"True","d382503c-6233-424a-b5dd-10a38798c07b","VSLAT","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_109","VSLAT"
"True","23bd9e30-3c1c-4ed1-952b-86a8a30d5917","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_110","VSTESTCD"
"True","3b095413-9531-4175-b4b2-4ea33e123749","VSORRES","True","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_111","VSORRES"
"True","5c576f87-3a49-4a7b-87ef-8d1bc123b0b4","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_112","VSORRESU"
"True","ea6f3c43-2cf6-4686-82f4-8a932cd73646","VSPOS","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_113","VSPOS"
"True","44f891ab-b210-4271-8d4f-6355cb3da6ab","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_114","VSLOC"
"True","4dd60281-405d-4415-ad5a-d00f2698ddab","VSLAT","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_115","VSLAT"
