"uuid:ID","id","codeSystem","codeSystemVersion","instanceType","code","decode"
"59ac3ec1-6326-48d5-b752-d4b877dc85c9","Code_118","http://www.cdisc.org","2023-12-15","Code","C51282","Clinic"
"22cbf4ab-6065-4c7f-86fd-222ac81b2b34","Code_119","http://www.cdisc.org","2023-12-15","Code","C175574","In Person"
"18c577c1-4f51-4d99-91fc-9851890c0859","Code_120","http://www.cdisc.org","2023-12-15","Code","C25716","Visit"
"7667a234-7cd5-4265-897c-134b8a497e39","Code_121","http://www.cdisc.org","2023-12-15","Code","C51282","Clinic"
"dcb88968-26ff-4ebc-883d-810dc31f6c67","Code_122","http://www.cdisc.org","2023-12-15","Code","C175574","In Person"
"f7938870-f928-47b4-9384-9378572ad696","Code_80","SNOMED","January 31, 2018","Code","383371000119108","CT of head without contrast"
"9339016a-1009-4007-bdf0-f57eb651048b","Code_81","SPONSOR","12","Code","123","Subject Supine"
"2759f5ae-8a46-4896-9462-b91c04c53884","Code_82","SPONSOR","12","Code","124","Subject Standing"
"214c88b4-4648-4266-9c5c-681f5b0135b2","Code_429","http://www.cdisc.org","2023-12-15","Code","C20197","Male"
"86236235-6a5e-4f62-9e3d-be92d5d7d5f2","Code_430","http://www.cdisc.org","2023-12-15","Code","C16576","Female"
"b5a4ba16-26b3-455c-9716-9c4c7a60a1d5","Code_431","http://www.cdisc.org","2023-12-15","Code","C28421","Sex"
"905735bd-7396-41cb-82ef-c440d407312f","Code_432","http://www.cdisc.org","2023-12-15","Code","C28421","Sex"
"c37a3d25-0ac4-4a55-ab83-d894af3f94e6","Code_433","http://www.cdisc.org","2023-12-15","Code","C17049","Race"
"ddf387f9-31e7-4114-abd6-c82703ca8b99","Code_434","http://www.cdisc.org","2023-12-15","Code","C17049","Race"
"ff949685-a9ba-4245-960d-571698e0372b","Code_435","http://www.cdisc.org","2023-12-15","Code","C174446","TEMP"
"4471680f-a35a-4314-a478-4f78293dbf87","Code_436","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"37945f36-6a31-46b1-a867-767ed3a0e43b","Code_437","http://www.cdisc.org","2023-12-15","Code","C42559","Degree Celsius"
"e6cdc80a-6020-4c99-963c-8325f8b9fea5","Code_438","http://www.cdisc.org","2023-12-15","Code","C44277","Degree Fahrenheit"
"0d763a83-156d-4bac-8cba-d30557f3c80e","Code_439","http://www.cdisc.org","2023-12-15","Code","C42537","Kelvin"
"657bcd27-bbb2-430e-a3fd-e66565faefd0","Code_440","http://www.cdisc.org","2023-12-15","Code","C44276","Unit of Temperature"
"afc29360-0f83-4bb0-935f-c58fdb3ccb36","Code_441","http://www.cdisc.org","2023-12-15","Code","C12674","Axilla"
"9035eeb4-c59a-444d-9604-8230dde67923","Code_442","http://www.cdisc.org","2023-12-15","Code","C12394","Ear"
"6483d445-ef19-4b36-920f-52e0b958073d","Code_443","http://www.cdisc.org","2023-12-15","Code","C89803","Forehead"
"a53d7405-10fa-4321-bde8-bb515c74cefa","Code_444","http://www.cdisc.org","2023-12-15","Code","C12421","Oral Cavity"
"00933e26-cf3c-4674-b8a9-637ac221ce3e","Code_445","http://www.cdisc.org","2023-12-15","Code","C12390","Rectum"
"c030ca24-45c2-48bf-80c4-d61eb25799b7","Code_446","http://www.cdisc.org","2023-12-15","Code","C13717","Anatomic Site"
"6001eff3-9826-435c-95b5-d3b81a7a4a91","Code_447","http://www.cdisc.org","2023-12-15","Code","C174446","TEMP"
"a29966f5-e409-441b-abd3-312ad7416ce3","Code_448","http://www.cdisc.org","2023-12-15","Code","C25208","WEIGHT"
"18f1dde5-f8e8-421d-8d47-2937584a2468","Code_449","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"f84ba5be-1e84-4924-90c6-a23f2b98bb6e","Code_450","http://www.cdisc.org","2023-12-15","Code","C48531","Pound"
"258f2eda-5390-4056-9941-104aec651dcf","Code_451","http://www.cdisc.org","2023-12-15","Code","C48155","Gram"
"dc261cc8-8bb6-4a2a-8514-f04d2f26121f","Code_452","http://www.cdisc.org","2023-12-15","Code","C28252","Kilogram"
"d1667924-3aef-4fcd-82aa-6dd2cc52a3b0","Code_453","http://www.cdisc.org","2023-12-15","Code","C48208","Unit of Weight"
"e0b3202a-521a-44bb-ba6b-dfa7d9801706","Code_454","http://www.cdisc.org","2023-12-15","Code","C25208","WEIGHT"
"8512a8e5-61f9-446e-9308-bb82301d22e2","Code_455","http://www.cdisc.org","2023-12-15","Code","C25347","HEIGHT"
"9dd67e35-1e1c-4428-abfd-2c4f2d2fc258","Code_456","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"b28c2ee4-3aef-4269-9690-dc8da39131e8","Code_457","http://www.cdisc.org","2023-12-15","Code","C49668","Centimeter"
"9f723532-9847-47fe-a558-2696959ae885","Code_458","http://www.cdisc.org","2023-12-15","Code","C48500","Inch"
"5e3e3fe3-9726-48ef-ba09-011e6b3f8394","Code_459","http://www.cdisc.org","2023-12-15","Code","C41139","Meter"
"9403545f-9b3f-4e7f-9f02-57fd7d397947","Code_460","http://www.cdisc.org","2023-12-15","Code","C168688","Unit of Height"
"709f2529-884d-48f2-b08e-7a61e77a6d2a","Code_461","http://www.cdisc.org","2023-12-15","Code","C25347","HEIGHT"
"aedad102-1ce6-47ec-a752-ea2d7d9a60ee","Code_462","http://www.cdisc.org","2023-12-15","Code","C64433","ALT"
"20ec92cd-83c7-4256-bf81-a8d7adb922eb","Code_463","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"f0b8fb19-77f8-4d61-804f-2715f0f90ba6","Code_464","http://www.cdisc.org","2023-12-15","Code","C67456","Unit per Liter"
"2c119a02-310d-422c-928c-da5a2f87a7fd","Code_465","http://www.cdisc.org","2023-12-15","Code","C67397","Microkatal per Liter"
"1fa4eeb1-25ec-4c8e-8345-889c24d41cf5","Code_466","http://www.cdisc.org","2023-12-15","Code","C67376","International Unit per Liter"
"5285f488-fde0-4462-94fd-b47c6cb6dd5b","Code_467","http://www.cdisc.org","2023-12-15","Code","C70510","Nanokatal per Liter"
"d12c8217-e886-47b6-a7b0-1a2a1a8c2cb4","Code_468","http://www.cdisc.org","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration"
"be0d45fd-8612-4063-b7b9-cc48be72f603","Code_469","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"339a7e88-3ee4-4427-82de-8e1cc6068f5a","Code_470","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"42280427-de5f-452e-88e3-927137c1639f","Code_471","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"c4f1b378-3adc-48ee-8530-bc53a85e3142","Code_472","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"d301d7af-5f60-4446-ad76-2c1e8475e679","Code_473","http://www.cdisc.org","2023-12-15","Code","C64433","ALT"
"24648843-431b-4fab-b3db-e6c570122537","Code_474","http://www.cdisc.org","2023-12-15","Code","C64431","ALB"
"a8374b28-88a5-45fb-9e58-97dda01c523c","Code_475","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"f5acec89-d8b5-4b59-9486-3001e58b8f57","Code_476","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"85733440-f8d2-4896-b403-61cdc5b98e54","Code_477","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"c8e0f2eb-07b0-46cf-b827-8eb75b36f4a5","Code_478","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"60e48e52-84d2-40d8-84c9-d7d9fe5dfb33","Code_479","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"d30df0b2-e390-4033-9402-4df3c3454311","Code_480","http://www.cdisc.org","2023-12-15","Code","C64431","ALB"
"e652da23-c5fc-400d-b8ee-b63814a1072a","Code_481","http://www.cdisc.org","2023-12-15","Code","C64432","ALP"
"a6a0375c-48ec-4c78-b03f-7df27b788feb","Code_482","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"59246ba4-418d-4965-9ce6-039cb2517c42","Code_483","http://www.cdisc.org","2023-12-15","Code","C67456","Unit per Liter"
"e3d24f79-4023-42a9-b3ac-e999f196cf0c","Code_484","http://www.cdisc.org","2023-12-15","Code","C67397","Microkatal per Liter"
"debd9e8f-6970-4e1c-92fe-4ef15b81fe06","Code_485","http://www.cdisc.org","2023-12-15","Code","C67376","International Unit per Liter"
"eb9026af-34d1-4581-b30d-e91280b5d29e","Code_486","http://www.cdisc.org","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration"
"33117ad5-2ad6-45ff-8d47-80e613cb2789","Code_487","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"5cdbcfd9-5458-48bc-81ff-e0c264228bdb","Code_488","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"93d5d79b-00c2-4097-96f0-f65c39a438f8","Code_489","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"a8c0d275-d0b9-4bdb-bc68-927914ace7df","Code_490","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"d34b2a24-865e-4d03-a82d-bc1f727cf50c","Code_491","http://www.cdisc.org","2023-12-15","Code","C64432","ALP"
"8432d02d-6499-421c-85de-da5b9fd9aab6","Code_492","http://www.cdisc.org","2023-12-15","Code","C64467","AST"
"757aff17-0d8c-4991-b664-ba89686b73f6","Code_493","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"6c3bdc58-840e-4cd6-9406-213290c927aa","Code_494","http://www.cdisc.org","2023-12-15","Code","C67456","Unit per Liter"
"68950875-8788-4705-a112-5cfd65123200","Code_495","http://www.cdisc.org","2023-12-15","Code","C67397","Microkatal per Liter"
"419b7bfe-fd56-43d5-8793-94d684f91508","Code_496","http://www.cdisc.org","2023-12-15","Code","C67376","International Unit per Liter"
"bd0c7d3b-9375-4e83-aea0-6fb254a1279b","Code_497","http://www.cdisc.org","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration"
"045bb827-520b-406f-b1eb-13cc9c9f5bc4","Code_498","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"1e7b9011-234f-4c2a-bf57-7587439edbcc","Code_499","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"922991f5-d40a-44aa-a0f8-9e7413abf438","Code_500","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"693e4b62-fa09-4d76-8bfa-31d85ebc98ee","Code_501","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"38161805-546b-46f0-aaf9-a75f756758c0","Code_502","http://www.cdisc.org","2023-12-15","Code","C64467","AST"
"490ef3ad-dce2-4fd7-98ab-eb3887b71ec9","Code_503","http://www.cdisc.org","2023-12-15","Code","C64547","CREAT"
"c59b3554-514e-4b22-b7d8-8323ea1ee8b2","Code_504","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"1cc540f5-69b3-42a8-b138-13a127709de0","Code_505","http://www.cdisc.org","2023-12-15","Code","C67015","Milligram per Deciliter"
"c2478da6-f62e-4d11-ab8d-fa7ef8149da1","Code_506","http://www.cdisc.org","2023-12-15","Code","C64572","Microgram per Milliliter"
"30ef02bb-ddc2-4a4b-b125-4e534aedab96","Code_507","http://www.cdisc.org","2023-12-15","Code","C64387","Millimole per Liter"
"e7e1b5b3-a4c7-43e4-94ad-b9832800ac74","Code_508","http://www.cdisc.org","2023-12-15","Code","C48508","Micromole per Liter"
"f9f7874b-04dc-400d-ac1e-e3f7f4446eed","Code_509","http://www.cdisc.org","2023-12-15","Code","C48207","Unit of Concentration"
"493506a7-97a8-45b7-9302-fad9dcbc0c97","Code_510","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"f2769a14-cc21-4662-b56f-d93624fbaaea","Code_511","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"4b5c926d-1b59-44fe-a735-b5ca3cdfa7db","Code_512","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"90fe1685-c6e1-4878-9379-995552f50151","Code_513","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"c1ec6c3a-cd26-4d82-a03b-91298560e0d2","Code_514","http://www.cdisc.org","2023-12-15","Code","C64547","CREAT"
"64ff5162-bb61-4491-9d50-aee8df511490","Code_515","http://www.cdisc.org","2023-12-15","Code","C64853","K"
"b0a92a6a-eeaf-412b-9e24-925f89f134ac","Code_516","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"e34657e1-5741-4162-8022-82a6f4c6d733","Code_517","http://www.cdisc.org","2023-12-15","Code","C67474","Milliequivalent per Liter"
"6a2ee1f3-5c19-4413-bbbb-4312ce91ae4e","Code_518","http://www.cdisc.org","2023-12-15","Code","C67473","Milliequivalent per Deciliter"
"621191b5-60ac-4f9b-bd4d-2dcd5311675c","Code_519","http://www.cdisc.org","2023-12-15","Code","C64387","Millimole per Liter"
"9bd018b9-5472-4a28-9eb6-eff6839c3591","Code_520","http://www.cdisc.org","2023-12-15","Code","C64567","Molarity Unit"
"fe8cc885-f0e0-4fe0-9ca3-fb65ad1b9a80","Code_521","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"c853f7fd-b8db-494f-a0b2-03c6fc8a97b3","Code_522","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"46130402-da7c-4013-8e50-832573e3f7d3","Code_523","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"27e08383-1c4c-4f31-a2f5-b63acc9124f1","Code_524","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"39b08d7f-51df-481d-be5d-4187832291ce","Code_525","http://www.cdisc.org","2023-12-15","Code","C64853","K"
"4338307a-8fec-4bd1-b5ac-f52383a0df04","Code_526","http://www.cdisc.org","2023-12-15","Code","C64809","SODIUM"
"421c8154-91b0-49cb-acb7-92c1ed7aae62","Code_527","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"8a4920ee-c669-4c87-a2ec-58330a48dca0","Code_528","http://www.cdisc.org","2023-12-15","Code","C67474","Milliequivalent per Liter"
"f450bf9d-b19a-4f9e-b3dd-87965652a92b","Code_529","http://www.cdisc.org","2023-12-15","Code","C67473","Milliequivalent per Deciliter"
"1caa6798-382e-415f-af73-c4a904925650","Code_530","http://www.cdisc.org","2023-12-15","Code","C64387","Millimole per Liter"
"b52efc46-c68e-450f-9426-97343419a360","Code_531","http://www.cdisc.org","2023-12-15","Code","C64567","Molarity Unit"
"b1b9483a-40c7-47bc-91b0-2a8b62811a54","Code_532","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"ed00ddf8-9c15-4d80-904b-4bc4ace17aa0","Code_533","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"d911a6c8-780f-4f9f-82b0-4baad621137f","Code_534","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"2e2bcf01-10d7-42d3-b2a7-decd1c433a35","Code_535","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"3a276a2d-7a90-455c-b967-2bbee9ae35dd","Code_536","http://www.cdisc.org","2023-12-15","Code","C64809","SODIUM"
"099b280e-16c1-497b-9b4b-2dd474ca0465","Code_537","http://www.cdisc.org","2023-12-15","Code","C64849","HBA1C"
"6c3e5768-b830-4ae3-a004-74b23249ce00","Code_538","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"af376f9d-760f-4229-8609-c6e23c8f1ae6","Code_539","http://www.cdisc.org","2023-12-15","Code","C64783","Gram per Deciliter"
"9de4e1ed-9a82-42a2-ad7a-e88e334f8ef2","Code_540","http://www.cdisc.org","2023-12-15","Code","No Concept Code","LBORRESU"
"f9a911ac-48f9-4fa8-bcbf-99642a0e336e","Code_541","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"d87d51bf-3de9-4a81-9057-ae1841e9ecdb","Code_542","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"a4ceed5e-198a-4d42-888e-f7aa99422245","Code_543","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"5b2730d8-7863-4b8b-bc49-ccf1c76fbad3","Code_544","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"7bda0e18-7310-484f-bd84-d06439e5f1d5","Code_545","http://www.cdisc.org","2023-12-15","Code","C64849","HBA1C"
"be3040b3-16d4-42de-a57c-03922f3df992","Code_145","http://www.cdisc.org","2023-12-15","Code","C78541","Adverse Event Verbatim Description"
"fca0a631-4756-4464-becd-c8bc433f1e45","Code_146","http://www.cdisc.org","2023-12-15","Code","C83344","Adverse Event Dictionary Derived Term"
"d2b89da6-3d26-4c5e-b3af-187aff8a4ecd","Code_147","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"a9666361-b439-4f51-841a-de34f2d713ff","Code_148","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"03304428-aeb6-409d-8ff6-148050411c78","Code_149","http://www.cdisc.org","2023-12-15","Code","C87840","Adverse Event Pre-specified"
"ef44a9ba-129c-4356-a90b-832b72288884","Code_150","http://www.cdisc.org","2023-12-15","Code","C83205","Adverse Event Location"
"6b185276-2540-4492-81f6-c2b921430805","Code_151","http://www.cdisc.org","2023-12-15","Code","C53253","Severity of Adverse Event"
"b060805a-89ad-4189-9acf-a046e1105c97","Code_152","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"02ba66ac-0b1d-46fa-8751-89fade6a787c","Code_153","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"8e413e70-443c-40d8-af5b-a27724ef0e58","Code_154","http://www.cdisc.org","2023-12-15","Code","C53252","Seriousness of Adverse Event"
"73c08146-f99d-4395-ab05-662c382760c0","Code_155","http://www.cdisc.org","2023-12-15","Code","C83013","Adverse Event Action Taken with Study Treatment"
"3263d0cf-795f-4996-bc54-340534ae35b0","Code_156","http://www.cdisc.org","2023-12-15","Code","C83109","Other Actions taken in Response to Adverse Event"
"e049f64a-5b5c-44eb-867d-eb07bf8a666e","Code_157","http://www.cdisc.org","2023-12-15","Code","C41358","Adverse Event Attribution to Product or Procedure"
"d6b0962c-b333-4d0d-98a1-acb944ba9deb","Code_158","http://www.cdisc.org","2023-12-15","Code","C83210","Adverse Event Relationship to Non Study Treatment"
"73b6b020-8125-44ae-b4c0-7782d0532746","Code_159","http://www.cdisc.org","2023-12-15","Code","C83208","Adverse Event Pattern"
"5ae9d710-e43e-493e-be31-46a759d696d6","Code_160","http://www.cdisc.org","2023-12-15","Code","C49489","Adverse Event Outcome"
"2d3ff067-88c9-4e04-8aa7-ca747b0d34d5","Code_161","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"07f3de7b-ff05-4d80-897b-5ef21677a726","Code_162","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"c1bd87e8-f620-45d0-88a4-514d70094cf3","Code_163","http://www.cdisc.org","2023-12-15","Code","C83211","Adverse Event Involves Cancer"
"31f3f155-43ac-4cc3-8c98-a7acdf9c6002","Code_164","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"366e4dd8-42cb-4555-9f7e-e9c1a641c23f","Code_165","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"d314d087-2a99-4eea-af7d-f8e54cc9e493","Code_166","http://www.cdisc.org","2023-12-15","Code","C83117","Adverse Event Seriousness Due to Congenital Anomaly"
"b62cd60e-5d40-4f50-84e9-43645019d158","Code_167","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"4b147b01-cbea-4a21-bc8b-245966309d0b","Code_168","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"e5d924df-1ce3-4d94-a500-67826234eaa3","Code_169","http://www.cdisc.org","2023-12-15","Code","C113380","Disabling Adverse Event"
"1508f17d-67e5-40d8-89c0-951ebd400e4a","Code_170","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"fce8c59d-e9b0-473b-9f42-c88a68a8cc4e","Code_171","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"a2bbafcf-99b8-4f0b-88b3-53a3bb5a88c0","Code_172","http://www.cdisc.org","2023-12-15","Code","C48275","Death Related to Adverse Event"
"630558c8-9a78-4002-8351-0b330e41f5f9","Code_173","http://www.cdisc.org","2023-12-15","Code","C49487","No"
