"isRequired","datatype","name","uuid:ID","label","instanceType","id","isEnabled"
"True","string","Biospecimen Type","1e3355fa-7d60-476c-bd34-5f4c39d25fef","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_40","True"
"True","string","Laboratory Test Result","fec683c1-697d-451d-9a9a-1753e059d60e","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_41","True"
"True","boolean","Laboratory Test Fasting Status","bacc64df-4367-4a77-b8c2-8fee69b21713","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_42","True"
"True","string","Unit of Concentration","9a1a81f9-bb26-420e-bb95-1381ffe94f0f","Unit of Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_43","True"
"True","string","Biospecimen Type","b9ae625f-5070-47a4-906a-8848d55edcd0","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_44","True"
"True","decimal","Laboratory Test Result","58baeab5-e903-4657-8855-2e03c86b795d","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_45","True"
"True","boolean","Laboratory Test Fasting Status","b4a3fee9-e527-441a-8544-100a7b8dda6d","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_46","True"
"True","string","Molarity Unit","8cb9b75d-2054-4b10-84dc-a48ddfb1b2ec","Molarity Unit","BiomedicalConceptProperty","BiomedicalConceptProperty_47","True"
"True","string","Biospecimen Type","499cec63-e51b-4b5d-b7cd-afb5c54e8b09","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_48","True"
"True","decimal","Laboratory Test Result","beafcbfd-3a53-4752-bd81-d762d93b6be7","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_49","True"
"True","boolean","Laboratory Test Fasting Status","535aab60-9478-45df-b88e-9d3c613b4261","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_50","True"
"True","string","Molarity Unit","d66261fb-f443-4954-a889-bfc025f7f444","Molarity Unit","BiomedicalConceptProperty","BiomedicalConceptProperty_51","True"
"True","string","Biospecimen Type","0f8ddb92-232c-4783-910e-206fa323209f","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_52","True"
"True","decimal","Clinical Test Result","bae24939-e40a-411b-af2e-f7bf26548994","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_53","True"
"True","string","Unit of Pressure","35a9c970-b938-44dd-a2fb-9419ad3c2b8f","Unit of Pressure","BiomedicalConceptProperty","BiomedicalConceptProperty_54","True"
"True","string","Anatomic Site","031d54ae-3c43-46c1-a6fb-0057cec4913e","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_55","True"
"True","string","Laterality","4448b780-3a2a-49d8-ba0e-3f5e38863357","Laterality","BiomedicalConceptProperty","BiomedicalConceptProperty_56","True"
"True","string","Test Method","1025ec46-0de6-4fce-9dc6-56ddbb27127c","Test Method","BiomedicalConceptProperty","BiomedicalConceptProperty_57","True"
"True","string","Body Position","1f5022ed-96c3-49e6-a11c-12897449fdab","Body Position","BiomedicalConceptProperty","BiomedicalConceptProperty_58","True"
"True","decimal","Clinical Test Result","751b992c-0de7-475c-97a4-58afd98f1ed8","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_59","True"
"True","string","Unit of Pressure","9fec5968-ef4b-4a61-964f-1fe02ab79587","Unit of Pressure","BiomedicalConceptProperty","BiomedicalConceptProperty_60","True"
"True","string","Anatomic Site","b2012e30-83f4-4170-a68e-7f2ad69a9a03","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_61","True"
"True","string","Laterality","27047ef1-6eec-4192-a0fc-99a8ded27426","Laterality","BiomedicalConceptProperty","BiomedicalConceptProperty_62","True"
"True","string","Test Method","07e24850-a5ee-486b-8847-a9b83595e95b","Test Method","BiomedicalConceptProperty","BiomedicalConceptProperty_63","True"
"True","string","Body Position","7d41464d-0d77-4a29-af7c-a908258efd9d","Body Position","BiomedicalConceptProperty","BiomedicalConceptProperty_64","True"
"True","integer","Clinical Test Result","b1baccc5-dc0e-418a-8d3c-6f1e291d6972","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_65","True"
"True","string","Count per Minute","7e9ce62d-0b98-4013-9f36-392a5a842703","Count per Minute","BiomedicalConceptProperty","BiomedicalConceptProperty_66","True"
"True","string","Anatomic Site","5fd7ecc1-94db-4e5b-bafc-244d0503b4f7","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_67","True"
"True","string","Laterality","a5b43034-eeba-4ad2-9d0b-5372e88cd930","Laterality","BiomedicalConceptProperty","BiomedicalConceptProperty_68","True"
"True","string","Test Method","e859b5ad-b1a5-4e81-b8b8-3feb94186dc2","Test Method","BiomedicalConceptProperty","BiomedicalConceptProperty_69","True"
"True","string","Body Position","2bfad064-f216-4534-8e26-2e81294e0f13","Body Position","BiomedicalConceptProperty","BiomedicalConceptProperty_70","True"
"True","decimal","Clinical Test Result","0c98989f-467c-4535-8882-b9ad610456a5","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_71","True"
"True","string","Unit of Pressure","9ee048a1-da86-4440-9928-2a1e6d8db0bd","Unit of Pressure","BiomedicalConceptProperty","BiomedicalConceptProperty_72","True"
"True","string","Anatomic Site","52d8d72d-3639-45c4-91c1-e9a21d1488d6","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_73","True"
"True","string","Laterality","079962a8-5b95-4dd0-8d6c-a8dc7647e605","Laterality","BiomedicalConceptProperty","BiomedicalConceptProperty_74","True"
"True","string","Test Method","6a97d89a-4aaa-4fb0-87b4-796ed689160a","Test Method","BiomedicalConceptProperty","BiomedicalConceptProperty_75","True"
"True","string","Body Position","ef902b4c-8a6e-44ee-8386-30b6dac58370","Body Position","BiomedicalConceptProperty","BiomedicalConceptProperty_76","True"
"True","decimal","Clinical Test Result","5874bee0-eda0-446d-bca8-8303bbcdaa3c","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_77","True"
"True","string","Unit of Pressure","36788292-bb8b-45c6-abf6-7e1e3a26955f","Unit of Pressure","BiomedicalConceptProperty","BiomedicalConceptProperty_78","True"
"True","string","Anatomic Site","a8298c23-eb4d-409e-aa9d-85b9421fa9fe","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_79","True"
"True","string","Laterality","8cb93a02-6f22-40f2-84e5-ec7e0948c011","Laterality","BiomedicalConceptProperty","BiomedicalConceptProperty_80","True"
"True","string","Test Method","9b0252d3-3fe6-4768-9e16-d5654560538e","Test Method","BiomedicalConceptProperty","BiomedicalConceptProperty_81","True"
"True","string","Body Position","078b83c1-b3ba-47d7-881f-5e51b6955bbe","Body Position","BiomedicalConceptProperty","BiomedicalConceptProperty_82","True"
"True","integer","Clinical Test Result","1b675c63-faa4-453e-add1-442427b11f0b","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_83","True"
"True","string","Count per Minute","d7a1123a-fd6d-42eb-9c3b-75ff04eaef7f","Count per Minute","BiomedicalConceptProperty","BiomedicalConceptProperty_84","True"
"True","string","Anatomic Site","5568315d-483c-4d3c-a3d8-3934eb52acf0","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_85","True"
"True","string","Laterality","7f8bf61d-6ef5-43ec-bdd0-6605da6c4873","Laterality","BiomedicalConceptProperty","BiomedicalConceptProperty_86","True"
"True","string","Test Method","83f9524c-dad0-469f-9e94-530eabcd0775","Test Method","BiomedicalConceptProperty","BiomedicalConceptProperty_87","True"
"True","string","Body Position","00157c4e-88c6-47f6-a480-29e487f63683","Body Position","BiomedicalConceptProperty","BiomedicalConceptProperty_88","True"
