"code","codeSystemVersion","codeSystem","instanceType","uuid:ID","decode","id"
"C51282","2023-09-29","http://www.cdisc.org","Code","72391e83-b6c3-4017-bb98-97523fa95a64","Clinic","Code_106"
"C175574","2023-09-29","http://www.cdisc.org","Code","1069302d-e8ac-4128-a88f-944723b12b95","In Person","Code_107"
"C171537","2023-09-29","http://www.cdisc.org","Code","51950c66-bde9-4705-a2d9-9d43f4171f0c","Telephone Call","Code_108"
"C25716","2023-09-29","http://www.cdisc.org","Code","a96090bb-409d-4f6d-8bfc-5e59456dddcf","Visit","Code_109"
"C51282","2023-09-29","http://www.cdisc.org","Code","58f20407-3562-4742-822d-f29413ae16fa","Clinic","Code_110"
"C175574","2023-09-29","http://www.cdisc.org","Code","d3c603c1-4477-4906-a6cb-ab4e822d416b","In Person","Code_111"
"C171537","2023-09-29","http://www.cdisc.org","Code","c18fe4c1-ad7d-4a1b-8f35-84d9f1189845","Telephone Call","Code_112"
"C25716","2023-09-29","http://www.cdisc.org","Code","4b787384-aeeb-400d-860f-1b3187a5f362","Visit","Code_113"
"C51282","2023-09-29","http://www.cdisc.org","Code","b450ed71-b2da-4f62-9bea-196ff509f675","Clinic","Code_114"
"C175574","2023-09-29","http://www.cdisc.org","Code","df5af424-4003-48d1-82d0-f517c2c8e903","In Person","Code_115"
"C171537","2023-09-29","http://www.cdisc.org","Code","464c1a55-84ba-4e7f-ad34-96655c007437","Telephone Call","Code_116"
"C25716","2023-09-29","http://www.cdisc.org","Code","eb3e54c8-5b06-4942-82bc-68cbd2bb99ec","Visit","Code_117"
"C51282","2023-09-29","http://www.cdisc.org","Code","24df9ff8-49cc-4d64-ace3-2e6bd1099419","Clinic","Code_118"
"C175574","2023-09-29","http://www.cdisc.org","Code","da2729ea-699f-4bb5-93b6-bd7a39eb5a2f","In Person","Code_119"
"C25716","2023-09-29","http://www.cdisc.org","Code","89a28296-4242-4bb6-bce7-11e8f86dfd8d","Visit","Code_120"
"C51282","2023-09-29","http://www.cdisc.org","Code","d3d0fc2b-6788-4487-87b4-f359b76dccf9","Clinic","Code_121"
"C175574","2023-09-29","http://www.cdisc.org","Code","97e52154-81fb-418e-b880-6e89b485e11f","In Person","Code_122"
"383371000119108","January 31, 2018","SNOMED","Code","49fea814-1597-48f8-a8d2-73fa82eeb7e8","CT of head without contrast","Code_80"
"123","12","SPONSOR","Code","39ad45e6-42ee-46d9-a6e7-f438eda85d1d","Subject Supine","Code_81"
"124","12","SPONSOR","Code","61910a6c-daf0-4119-82e8-51223e5366d8","Subject Standing","Code_82"
"C20197","2023-09-29","http://www.cdisc.org","Code","334cc08b-d515-47a9-a293-a6584b37fba4","Male","Code_269"
"C16576","2023-09-29","http://www.cdisc.org","Code","da39c9dc-632c-49de-9ccb-f1f9de62ef49","Female","Code_270"
"C28421","","NCI Thesaurus","Code","3ee6b0ae-f7d8-4ebe-9a69-ed29bda4779d","Sex","Code_271"
"C28421","","NCI Thesaurus","Code","dc77acde-3a6a-4bd3-8f65-9c2b6c75828f","Sex","Code_268"
"C17049","","NCI Thesaurus","Code","28be4435-4555-4061-a4ca-86e0b535eb40","Race","Code_273"
"C17049","","NCI Thesaurus","Code","db7f7166-4fba-4235-a4bd-a76cb55c18d7","Race","Code_272"
"C77140","","NCI Thesaurus","Code","ee0e28a8-e87e-4ec6-a314-82a7d5376f37","Clinical Test Result","Code_275"
"C42537","2023-09-29","http://www.cdisc.org","Code","7889d23e-4297-4f35-8712-b3a261d99442","Kelvin","Code_276"
"C44276","","NCI Thesaurus","Code","a49086ff-45c1-4057-ac5f-0f9bcfefd06e","Unit of Temperature","Code_277"
"C13717","","NCI Thesaurus","Code","5d97e140-1367-411b-9850-3339baf7e5d8","Anatomic Site","Code_278"
"C174446","","NCI Thesaurus","Code","3c1128fb-84e1-4142-a267-3b57ed8fdf38","Body Temperature","Code_274"
"C77140","","NCI Thesaurus","Code","5a776c8b-407c-4c7a-8158-19817ac74f9d","Clinical Test Result","Code_280"
"C28252","2023-09-29","http://www.cdisc.org","Code","09e50abf-7927-41b2-9ecd-5dec9975b5fa","Kilogram","Code_281"
"C48155","2023-09-29","http://www.cdisc.org","Code","49c9c05e-85df-4406-ad90-1dd06f7405a8","Gram","Code_282"
"C48531","2023-09-29","http://www.cdisc.org","Code","c66880df-0f42-4522-89b1-f3e1cf0e606c","Pound","Code_283"
"C48208","","NCI Thesaurus","Code","8d6407a5-a03b-4046-a339-c75e8bd4e499","Unit of Weight","Code_284"
"C81328","","NCI Thesaurus","Code","17a41ec5-2e18-4e70-b09b-682457f9a311","Body Weight","Code_279"
"C77140","","NCI Thesaurus","Code","1b86bfe3-a62f-4dfc-9f57-691a4b9f5ef6","Clinical Test Result","Code_286"
"C49668","2023-09-29","http://www.cdisc.org","Code","96ff0fe1-4ae2-4542-850e-72dd90e2a253","Centimeter","Code_287"
"C48500","2023-09-29","http://www.cdisc.org","Code","4d64ab0b-59b5-48a7-8203-8ad6a941b243","Inch","Code_288"
"C28251","2023-09-29","http://www.cdisc.org","Code","92efc42d-9b43-4b0d-aaf5-80a8680e2363","Millimeter","Code_289"
"C41139","2023-09-29","http://www.cdisc.org","Code","347e5b35-cfb5-4257-addb-c73ea68a85f9","Meter","Code_290"
"C168688","","NCI Thesaurus","Code","a57f38b7-093b-41e3-b38d-e08d6ec781c4","Unit of Height","Code_291"
"C164634","","NCI Thesaurus","Code","b4e3cfc4-de56-4178-a96d-fac51c5e3a80","Body Height","Code_285"
"C36292","","NCI Thesaurus","Code","039a8002-6216-43bd-8a42-4f302af1d945","Laboratory Test Result","Code_293"
"C83309","","NCI Thesaurus","Code","5f848422-53f9-4754-93ef-1e6f0e0e350f","Laboratory Test Fasting Status","Code_294"
"C67365","","NCI Thesaurus","Code","07bb4cb6-d606-44fa-b14a-01bf3a5545a9","Unit of Catalytic Activity Concentration","Code_295"
"C70713","","NCI Thesaurus","Code","d1630b28-3f2d-4732-96cc-4e4632dce837","Biospecimen Type","Code_296"
"C64433","","NCI Thesaurus","Code","2c587567-d4a1-48d0-a406-f2d595df898c","Alanine Aminotransferase Measurement","Code_292"
"C36292","","NCI Thesaurus","Code","095b6590-ba24-48ab-8f24-776c36e20e84","Laboratory Test Result","Code_298"
"C83309","","NCI Thesaurus","Code","cbb8013f-50a4-4aba-91e0-5cccc567943a","Laboratory Test Fasting Status","Code_299"
"C48207","","NCI Thesaurus","Code","ec6869a4-a3af-4288-a84f-86452394270a","Unit of Concentration","Code_300"
"C70713","","NCI Thesaurus","Code","65ec0475-4cab-4755-b5f5-0ec4ec33ff40","Biospecimen Type","Code_301"
"C64431","","NCI Thesaurus","Code","760b91f5-d457-42e1-b0c2-0c2e3d499eb1","Albumin Measurement","Code_297"
"C36292","","NCI Thesaurus","Code","9cd4284a-7609-4c74-b13e-6a5a2ff3b919","Laboratory Test Result","Code_303"
"C83309","","NCI Thesaurus","Code","ed452937-9691-4d30-81c7-bd6950ebc7f0","Laboratory Test Fasting Status","Code_304"
"C67365","","NCI Thesaurus","Code","3fb8fe45-e0e9-48c8-8575-3fdad065a7d0","Unit of Catalytic Activity Concentration","Code_305"
"C70713","","NCI Thesaurus","Code","68262b7e-d9a2-428c-9ae3-f7e4098bd53a","Biospecimen Type","Code_306"
"C64432","","NCI Thesaurus","Code","40ef64b7-b9aa-4293-8ebc-e61ea418aaa4","Alkaline Phosphatase Measurement","Code_302"
"C36292","","NCI Thesaurus","Code","5e0518c7-0cd0-4bfa-8297-5ceaa3ee3172","Laboratory Test Result","Code_308"
"C83309","","NCI Thesaurus","Code","cbb67f17-06c0-4662-b6a0-9da001a6a193","Laboratory Test Fasting Status","Code_309"
"C67365","","NCI Thesaurus","Code","9f2c00fb-5902-4f53-8c68-daa458ba32ed","Unit of Catalytic Activity Concentration","Code_310"
"C70713","","NCI Thesaurus","Code","9889fa50-b85d-47a3-9fff-65986fe5a459","Biospecimen Type","Code_311"
"C64467","","NCI Thesaurus","Code","cad8cf89-67e9-483f-832b-c7c59bba7138","Aspartate Aminotransferase Measurement","Code_307"
"C36292","","NCI Thesaurus","Code","ae43aa28-5788-412b-b443-db7048b87b7a","Laboratory Test Result","Code_313"
"C83309","","NCI Thesaurus","Code","4f615afe-4610-4bf9-afeb-23912f5829a7","Laboratory Test Fasting Status","Code_314"
"C48207","","NCI Thesaurus","Code","6ea4d7f6-721d-4da7-8aa4-e14368891591","Unit of Concentration","Code_315"
"C70713","","NCI Thesaurus","Code","2a143d5c-cece-4450-b056-b9d1e69f3b62","Biospecimen Type","Code_316"
"C64547","","NCI Thesaurus","Code","9f6f8574-650a-4746-ba19-29ebdc4e80aa","Creatinine Measurement","Code_312"
"C36292","","NCI Thesaurus","Code","a5aab138-0405-4615-9ff3-4c16765f8a69","Laboratory Test Result","Code_318"
"C83309","","NCI Thesaurus","Code","9860d9bd-5139-476a-b190-2469ff0ab2dc","Laboratory Test Fasting Status","Code_319"
"C64567","","NCI Thesaurus","Code","b6b18525-3c29-4918-8e03-73bb5f11ac0f","Molarity Unit","Code_320"
"C70713","","NCI Thesaurus","Code","517e9b50-a6f3-401e-8d9f-8bd21eebe632","Biospecimen Type","Code_321"
"C64853","","NCI Thesaurus","Code","aa6443f3-90ac-45e9-b41a-062979042090","Potassium Measurement","Code_317"
"C36292","","NCI Thesaurus","Code","38553ce5-ac7d-4053-a7c8-e806a2ced962","Laboratory Test Result","Code_323"
"C83309","","NCI Thesaurus","Code","19a2689b-789d-4461-b982-ca6ac25be562","Laboratory Test Fasting Status","Code_324"
"C64567","","NCI Thesaurus","Code","41a5889f-17eb-4d97-96ea-804f28305080","Molarity Unit","Code_325"
"C70713","","NCI Thesaurus","Code","6f08cca0-e75f-4203-8362-8ccfa7529420","Biospecimen Type","Code_326"
"C64809","","NCI Thesaurus","Code","ac87e155-5d41-40f3-a81a-c70d4aee80f1","Sodium Measurement","Code_322"
"C82571","","NCI Thesaurus","Code","2eaca5c3-9b76-4fbd-ac83-53edba2a04f1","Reported Event Term","Code_146"
"C82977","","NCI Thesaurus","Code","8f0e53b9-a2a7-4d7a-83ff-c2729362b302","Dictionary-derived Term","Code_147"
"C25372","","NCI Thesaurus","Code","3d5e1640-b1ce-46dd-bf57-f5fb88ce0fba","Category","Code_148"
"C25692","","NCI Thesaurus","Code","d8f19c7c-973a-4b0a-a4a1-284e1b2d6596","Subcategory","Code_149"
"C82517","","NCI Thesaurus","Code","5d8bbf50-b745-420e-82b6-c9dffd3507cc","Observation Start Date Time","Code_150"
"C41331","","NCI Thesaurus","Code","62c10d3b-5c93-406a-bce1-927dcfe8bb03","Adverse Event","Code_145"
"C77140","","NCI Thesaurus","Code","455eef96-4133-4417-bcb9-c9cf1482b143","Clinical Test Result","Code_152"
"C42547","2023-09-29","http://www.cdisc.org","Code","e3cd334e-ec50-48b1-8caa-c051127b0539","Pascal","Code_153"
"C49669","","NCI Thesaurus","Code","49e7b486-4396-4481-9d80-f3ae6cb0eb81","Unit of Pressure","Code_154"
"C13717","","NCI Thesaurus","Code","5a11c116-0f62-4ce5-90b1-e228de71edfd","Anatomic Site","Code_155"
"C25185","","NCI Thesaurus","Code","468a124b-b352-42dc-95ae-9dca0939dfd1","Laterality","Code_156"
"C82535","","NCI Thesaurus","Code","be297514-a69d-4ba1-a4ac-ddf75c03a5d4","Test Method","Code_157"
"C62164","","NCI Thesaurus","Code","1c0db1fb-12ce-4594-9d2c-e6692917f7ab","Body Position","Code_158"
"C25298","","NCI Thesaurus","Code","1e2ce1c6-936b-402b-9ea8-62807e90f4c7","Systolic Blood Pressure","Code_151"
"C77140","","NCI Thesaurus","Code","aa346827-85fe-4253-b631-4ef9b784800b","Clinical Test Result","Code_160"
"C42547","2023-09-29","http://www.cdisc.org","Code","81cd3bc2-e616-4233-99b2-9c1d95cbac5c","Pascal","Code_161"
"C49669","","NCI Thesaurus","Code","f1d62105-7cb8-45e0-920f-22a7d1bd55ae","Unit of Pressure","Code_162"
"C13717","","NCI Thesaurus","Code","6fc8ddf5-b215-4116-8247-85bc5f8a594a","Anatomic Site","Code_163"
"C25185","","NCI Thesaurus","Code","9fad3dd5-9c69-461a-ac29-891ef6295496","Laterality","Code_164"
"C82535","","NCI Thesaurus","Code","61683363-6a14-47c1-877c-b9c3961fd148","Test Method","Code_165"
"C62164","","NCI Thesaurus","Code","acb98441-2321-427a-abf0-4a93de23ab69","Body Position","Code_166"
"C25299","","NCI Thesaurus","Code","843e276a-5830-4c42-a2d7-de1a4d86805f","Diastolic Blood Pressure","Code_159"
"C77140","","NCI Thesaurus","Code","568cc49a-81af-4455-b62c-855c77896f17","Clinical Test Result","Code_168"
"C42537","2023-09-29","http://www.cdisc.org","Code","4e77fd03-e2d4-4877-a52f-aa8c6707d32e","Kelvin","Code_169"
"C44276","","NCI Thesaurus","Code","eca4dc34-df4d-45ea-b4ba-15c177a800d5","Unit of Temperature","Code_170"
"C13717","","NCI Thesaurus","Code","8a022b40-264d-43d3-8ac6-6ce59ee99e5d","Anatomic Site","Code_171"
"C174446","","NCI Thesaurus","Code","1c9da63c-a7d7-4499-8904-ad97d68bf9ec","Body Temperature","Code_167"
"C77140","","NCI Thesaurus","Code","adf244b3-f8da-4ac0-aea6-6ddf4dff0f6d","Clinical Test Result","Code_173"
"C28252","2023-09-29","http://www.cdisc.org","Code","8126fc95-1dc8-4266-b888-95c212c0ea9b","Kilogram","Code_174"
"C48155","2023-09-29","http://www.cdisc.org","Code","10efcdad-13d1-4543-bec8-cc0b18e08b1d","Gram","Code_175"
"C48531","2023-09-29","http://www.cdisc.org","Code","2c6e1279-3c1d-4bc9-bfcd-8e593c3c6cf2","Pound","Code_176"
"C48208","","NCI Thesaurus","Code","2ebaf32a-2741-4c3a-b96e-4a6d290a471c","Unit of Weight","Code_177"
"C81328","","NCI Thesaurus","Code","3e048929-f785-437f-b104-57d1bb8e5632","Body Weight","Code_172"
"C77140","","NCI Thesaurus","Code","713338f0-43cb-40a4-bd9e-a622e1484225","Clinical Test Result","Code_179"
"C49668","2023-09-29","http://www.cdisc.org","Code","6ef54250-9dea-492f-8254-f68488c82521","Centimeter","Code_180"
"C48500","2023-09-29","http://www.cdisc.org","Code","eb2772d1-700b-489d-918f-8615bdcc1f37","Inch","Code_181"
"C28251","2023-09-29","http://www.cdisc.org","Code","555a6be0-f3fa-4c52-98fe-44ce6366004f","Millimeter","Code_182"
"C41139","2023-09-29","http://www.cdisc.org","Code","4fddf5cd-f0bb-43d8-a603-cb79d41e7192","Meter","Code_183"
"C168688","","NCI Thesaurus","Code","86e16d0f-abe1-4963-b830-fdf951b11f0a","Unit of Height","Code_184"
"C164634","","NCI Thesaurus","Code","9f708a38-5880-4422-99bd-0d40cfe415d0","Body Height","Code_178"
"C36292","","NCI Thesaurus","Code","75ef48e4-480f-4606-9b88-0f40aa5ff66b","Laboratory Test Result","Code_186"
"C83309","","NCI Thesaurus","Code","8f42fd89-4dfa-4176-9a55-5674b62a6b79","Laboratory Test Fasting Status","Code_187"
"C67365","","NCI Thesaurus","Code","d1460d62-235a-46b3-9c2c-b566839cd6df","Unit of Catalytic Activity Concentration","Code_188"
"C70713","","NCI Thesaurus","Code","2c4eea69-3bb9-4757-b5db-fb91ae8922a7","Biospecimen Type","Code_189"
"C64433","","NCI Thesaurus","Code","fdc26e8c-c5d8-4230-bfd9-33cad8357c12","Alanine Aminotransferase Measurement","Code_185"
"C36292","","NCI Thesaurus","Code","2005bfe3-d053-4e58-88b8-0cbdcb49fce3","Laboratory Test Result","Code_191"
"C83309","","NCI Thesaurus","Code","8dea2168-4de6-49f7-a260-9521c28e1f03","Laboratory Test Fasting Status","Code_192"
"C48207","","NCI Thesaurus","Code","246a273e-1975-4c8f-9d5e-6e086b922e49","Unit of Concentration","Code_193"
"C70713","","NCI Thesaurus","Code","183d7a40-2218-44e3-8d7e-38c1077b0754","Biospecimen Type","Code_194"
"C64431","","NCI Thesaurus","Code","542aca9f-4de8-427e-b023-f01102263c4d","Albumin Measurement","Code_190"
"C36292","","NCI Thesaurus","Code","d9bcca1e-d630-4b1b-9aef-e774288e6e4d","Laboratory Test Result","Code_196"
"C83309","","NCI Thesaurus","Code","4e3ee36c-0c50-48b3-962f-b30f4019f2e3","Laboratory Test Fasting Status","Code_197"
"C67365","","NCI Thesaurus","Code","104b31d9-289b-4cd2-8d84-ab731f4359bb","Unit of Catalytic Activity Concentration","Code_198"
"C70713","","NCI Thesaurus","Code","e237655f-52ec-4eee-9df0-34c63b7273fd","Biospecimen Type","Code_199"
"C64432","","NCI Thesaurus","Code","a6b744d6-2461-40fb-a576-87f85501102d","Alkaline Phosphatase Measurement","Code_195"
"C36292","","NCI Thesaurus","Code","8166342c-d4f6-4868-afd0-c88666f6e6a1","Laboratory Test Result","Code_201"
"C83309","","NCI Thesaurus","Code","c96738cd-2aa3-4b74-ae37-6c88192f6d7c","Laboratory Test Fasting Status","Code_202"
"C67365","","NCI Thesaurus","Code","70b82d66-9349-4b75-82ba-818d75787171","Unit of Catalytic Activity Concentration","Code_203"
"C70713","","NCI Thesaurus","Code","80f5c08c-d09a-427f-a4d5-9350571c5507","Biospecimen Type","Code_204"
"C64467","","NCI Thesaurus","Code","c15cf81e-9a2a-4f76-b7c2-2c21d1e20aa7","Aspartate Aminotransferase Measurement","Code_200"
"C36292","","NCI Thesaurus","Code","599179c2-b2e5-4183-8c34-3a96b7f10ea3","Laboratory Test Result","Code_206"
"C83309","","NCI Thesaurus","Code","51d69d2b-9260-425d-b077-7247b8b15910","Laboratory Test Fasting Status","Code_207"
"C48207","","NCI Thesaurus","Code","2b703722-6e37-45fb-a043-90dea24acdf0","Unit of Concentration","Code_208"
"C70713","","NCI Thesaurus","Code","f9cef6c8-072a-46f3-a923-bd98adec162e","Biospecimen Type","Code_209"
"C64547","","NCI Thesaurus","Code","20099de1-668b-458d-8c90-89b80d72e715","Creatinine Measurement","Code_205"
"C36292","","NCI Thesaurus","Code","5f9373fd-e8ee-4158-930a-5314af12a2a2","Laboratory Test Result","Code_211"
"C83309","","NCI Thesaurus","Code","05aea5b8-7c27-4723-b69d-8f8818ca80ca","Laboratory Test Fasting Status","Code_212"
"C64567","","NCI Thesaurus","Code","53f78a27-3b54-4114-872b-80e63a3d8bb9","Molarity Unit","Code_213"
"C70713","","NCI Thesaurus","Code","2c0a8896-9416-4a89-a07f-947d0f96be5a","Biospecimen Type","Code_214"
"C64853","","NCI Thesaurus","Code","4ca6632e-0cd6-4e89-af4f-c382ea331d5a","Potassium Measurement","Code_210"
"C36292","","NCI Thesaurus","Code","4d9248c0-9ebe-4501-b00b-f08617b5b8f3","Laboratory Test Result","Code_216"
"C83309","","NCI Thesaurus","Code","64fa520f-5426-41dd-8a07-732654d14fd6","Laboratory Test Fasting Status","Code_217"
"C64567","","NCI Thesaurus","Code","1596c095-6c80-447d-a679-a417488a78ee","Molarity Unit","Code_218"
"C70713","","NCI Thesaurus","Code","25c13626-07b0-4575-bca1-32a0d91633cc","Biospecimen Type","Code_219"
"C64809","","NCI Thesaurus","Code","eb5b1d8a-81dc-4279-89e4-ff09f6cb5216","Sodium Measurement","Code_215"
"C77140","","NCI Thesaurus","Code","c4ceb1b3-2a33-43cf-bd49-00ab2526fbcc","Clinical Test Result","Code_221"
"C42547","2023-09-29","http://www.cdisc.org","Code","84d1273b-3707-4a03-b312-c0dd100c85f2","Pascal","Code_222"
"C49669","","NCI Thesaurus","Code","17e00e8e-31be-4132-844b-da92a1acf27b","Unit of Pressure","Code_223"
"C13717","","NCI Thesaurus","Code","d74965a6-63ad-4d19-b339-0346b7039d83","Anatomic Site","Code_224"
"C25185","","NCI Thesaurus","Code","ecfdedc3-1d9a-4d2b-aedd-7353ba57fde8","Laterality","Code_225"
"C82535","","NCI Thesaurus","Code","ce24eef7-eba8-499f-b9e8-156597aa1e2a","Test Method","Code_226"
"C62164","","NCI Thesaurus","Code","e400c717-be95-4b80-bf05-14a469cd0e92","Body Position","Code_227"
"C25298","","NCI Thesaurus","Code","7ec67b7d-1587-43c3-88a4-b4d82261ef5f","Systolic Blood Pressure","Code_220"
"C77140","","NCI Thesaurus","Code","9296556c-e05c-4b97-9b13-75de81a5e794","Clinical Test Result","Code_229"
"C42547","2023-09-29","http://www.cdisc.org","Code","64b58769-bc80-4432-bd41-d39878d62e24","Pascal","Code_230"
"C49669","","NCI Thesaurus","Code","b4c0fc51-8125-4dfe-8213-4fd61a50de08","Unit of Pressure","Code_231"
"C13717","","NCI Thesaurus","Code","29d7bfef-42ec-4572-82bb-a2db1a432c74","Anatomic Site","Code_232"
"C25185","","NCI Thesaurus","Code","092da500-065d-4889-b595-dc03d4c1c743","Laterality","Code_233"
"C82535","","NCI Thesaurus","Code","bc33e95a-6ec5-4286-9c88-e7ecc7dd1054","Test Method","Code_234"
"C62164","","NCI Thesaurus","Code","3ffa9c83-eba4-4a63-8fcb-d87949a63637","Body Position","Code_235"
"C25299","","NCI Thesaurus","Code","4f0492ba-aa16-47b9-a239-ca889d1f3be7","Diastolic Blood Pressure","Code_228"
"C77140","","NCI Thesaurus","Code","7607e985-4521-4787-8505-ee07e084d0d6","Clinical Test Result","Code_237"
"C49673","2023-09-29","http://www.cdisc.org","Code","ab750409-c238-4099-b500-4001965e1399","Beats per Minute","Code_238"
"C73688","","NCI Thesaurus","Code","deb7dfde-b9f5-46f1-b6d9-89ee09842ebe","Count per Minute","Code_239"
"C13717","","NCI Thesaurus","Code","f9ac4730-ec6f-4789-beed-16eeaa97cf4a","Anatomic Site","Code_240"
"C25185","","NCI Thesaurus","Code","a517e218-666f-4428-b225-77c9c92040b6","Laterality","Code_241"
"C82535","","NCI Thesaurus","Code","7a098f77-7dd7-438d-8655-5ca01b9af0ac","Test Method","Code_242"
"C62164","","NCI Thesaurus","Code","4e57df06-99e2-4c21-ad8d-c05d9f4bdd87","Body Position","Code_243"
