"code","codeSystem","codeSystemVersion","instanceType","uuid:ID","id","decode"
"C17049","http://www.cdisc.org","2023-12-15","Code","ac7b1c46-a6e4-4cf2-816b-82f9b174d53d","Code_433","Race"
"C17049","http://www.cdisc.org","2023-12-15","Code","e6842328-ffd6-4e77-b25a-a7508e73708b","Code_434","Race"
"C174446","http://www.cdisc.org","2023-12-15","Code","e859082e-2663-4e71-a692-afc4ffd54686","Code_435","TEMP"
"C77140","http://www.cdisc.org","2023-12-15","Code","406b3810-f317-4f41-9cae-56fde7659abe","Code_436","Clinical Test Result"
"C42559","http://www.cdisc.org","2023-12-15","Code","9930ee99-65c5-4369-a1f1-57d878fedb8c","Code_437","Degree Celsius"
"C44277","http://www.cdisc.org","2023-12-15","Code","af2f3699-55d8-4de0-b041-3cf60c496c9c","Code_438","Degree Fahrenheit"
"C42537","http://www.cdisc.org","2023-12-15","Code","94c01432-cd64-4f99-a700-16d48d46193e","Code_439","Kelvin"
"C44276","http://www.cdisc.org","2023-12-15","Code","b9437c24-7811-4098-a7cc-896340c7ba84","Code_440","Unit of Temperature"
"C12674","http://www.cdisc.org","2023-12-15","Code","83008a41-2044-466b-8bdb-39586899640e","Code_441","Axilla"
"C12394","http://www.cdisc.org","2023-12-15","Code","10f5e677-666f-476b-b858-19ccbc74693b","Code_442","Ear"
"C89803","http://www.cdisc.org","2023-12-15","Code","6fa13045-ba58-4795-92c7-9ceb15d0d6f0","Code_443","Forehead"
"C12421","http://www.cdisc.org","2023-12-15","Code","39ef9c74-44c5-4b9e-9baa-5c060cd52ebe","Code_444","Oral Cavity"
"C12390","http://www.cdisc.org","2023-12-15","Code","79ebbccd-5895-4b55-bf25-4ec2e5838fd1","Code_445","Rectum"
"C13717","http://www.cdisc.org","2023-12-15","Code","590664cc-b540-4e08-9151-187dde169387","Code_446","Anatomic Site"
"C174446","http://www.cdisc.org","2023-12-15","Code","431ca8f7-2873-429e-bbc0-8ae9add88a7b","Code_447","TEMP"
"C25208","http://www.cdisc.org","2023-12-15","Code","136baa30-6dfb-4ed2-b88d-9b24c4939353","Code_448","WEIGHT"
"C77140","http://www.cdisc.org","2023-12-15","Code","60d008fc-82f2-4f1d-af95-6b81b06da29c","Code_449","Clinical Test Result"
"C48531","http://www.cdisc.org","2023-12-15","Code","6aefda92-965b-4815-b336-79e4501798e6","Code_450","Pound"
"C48155","http://www.cdisc.org","2023-12-15","Code","a1012de9-553a-40d6-a8f3-d8a9600762c4","Code_451","Gram"
"C28252","http://www.cdisc.org","2023-12-15","Code","6b6e1101-1001-4566-b3e5-fb3919378601","Code_452","Kilogram"
"C48208","http://www.cdisc.org","2023-12-15","Code","7d0018fa-dae3-4cd3-97c4-e9a4a4adb692","Code_453","Unit of Weight"
"C25208","http://www.cdisc.org","2023-12-15","Code","e97ea4f9-e52c-438e-9c9e-0b9482adb060","Code_454","WEIGHT"
"C25347","http://www.cdisc.org","2023-12-15","Code","a02313ec-7b1a-492a-af42-4632c658d2c3","Code_455","HEIGHT"
"C77140","http://www.cdisc.org","2023-12-15","Code","a97ebe25-ae93-4e9b-a62c-0e8618596122","Code_456","Clinical Test Result"
"C49668","http://www.cdisc.org","2023-12-15","Code","590fb295-ab8f-4c2a-9d62-5c3805f94eca","Code_457","Centimeter"
"C48500","http://www.cdisc.org","2023-12-15","Code","217fecf7-3297-4351-883d-58d4aa1d7741","Code_458","Inch"
"C41139","http://www.cdisc.org","2023-12-15","Code","b5fba11f-296a-4613-a000-7ef3c274cc3e","Code_459","Meter"
"C168688","http://www.cdisc.org","2023-12-15","Code","185e83de-24a4-42f6-b6b7-56ef20f1e64b","Code_460","Unit of Height"
"C25347","http://www.cdisc.org","2023-12-15","Code","979c390b-be99-421a-8ea9-e20b77bbdce3","Code_461","HEIGHT"
"C64433","http://www.cdisc.org","2023-12-15","Code","4bb5afe4-ff39-403f-8f90-fe7d832eeb8e","Code_462","ALT"
"C36292","http://www.cdisc.org","2023-12-15","Code","74508771-b432-4f0d-a067-edec833487ec","Code_463","Laboratory Test Result"
"C67456","http://www.cdisc.org","2023-12-15","Code","abdcc106-9675-4020-a875-341bc25c141d","Code_464","Unit per Liter"
"C67397","http://www.cdisc.org","2023-12-15","Code","15c87750-3b9a-4947-94dd-c4540879dd74","Code_465","Microkatal per Liter"
"C67376","http://www.cdisc.org","2023-12-15","Code","ebd8145d-cc6e-4516-878e-23870fa422cf","Code_466","International Unit per Liter"
"C70510","http://www.cdisc.org","2023-12-15","Code","7b9f0dba-d4f2-4c10-8e23-528f7a35dda5","Code_467","Nanokatal per Liter"
"C67365","http://www.cdisc.org","2023-12-15","Code","5d570f33-a6b4-42f1-b6c8-35c549f342cf","Code_468","Unit of Catalytic Activity Concentration"
"C70713","http://www.cdisc.org","2023-12-15","Code","e8defdd4-7808-4a17-a2ad-a4457c5a8900","Code_469","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","49e6bcfa-a4a3-403e-a21c-446d2ca8801d","Code_470","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","74b49daf-fdee-4336-85cd-6690aa66d182","Code_471","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","913b6106-6095-4501-b341-9a7e2a4c5e05","Code_472","Laboratory Test Fasting Status"
"C64433","http://www.cdisc.org","2023-12-15","Code","eb778115-0354-41e7-933a-dcf525f9e794","Code_473","ALT"
"C64431","http://www.cdisc.org","2023-12-15","Code","fec7724a-2376-44d2-898d-fad192500776","Code_474","ALB"
"C36292","http://www.cdisc.org","2023-12-15","Code","5b1d0a58-a23b-45d3-b036-c68844336805","Code_475","Laboratory Test Result"
"C70713","http://www.cdisc.org","2023-12-15","Code","3617bdf0-b497-43d6-99d7-a0f1d30387f6","Code_476","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","ee891f9f-d3d0-490e-98a8-9ef36d9d8c2b","Code_477","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","e259c692-45ed-4154-a9ca-d4410560049a","Code_478","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","c92093ae-ba61-49d4-a52c-fb5e8e28e33f","Code_479","Laboratory Test Fasting Status"
"C64431","http://www.cdisc.org","2023-12-15","Code","8b607e74-04eb-40b8-a15d-655be19397fd","Code_480","ALB"
"C64432","http://www.cdisc.org","2023-12-15","Code","b52aa31d-cf67-4363-b4ac-f10177e88617","Code_481","ALP"
"C36292","http://www.cdisc.org","2023-12-15","Code","6981de30-208a-496f-9234-9cf1ba4b3091","Code_482","Laboratory Test Result"
"C67456","http://www.cdisc.org","2023-12-15","Code","9002572d-b28a-4445-b5db-f1b6bba4ca83","Code_483","Unit per Liter"
"C67397","http://www.cdisc.org","2023-12-15","Code","26318004-7b7e-4fab-96ac-045a977273f8","Code_484","Microkatal per Liter"
"C67376","http://www.cdisc.org","2023-12-15","Code","3892ae88-8b5e-4a45-a158-85faedc792c5","Code_485","International Unit per Liter"
"C67365","http://www.cdisc.org","2023-12-15","Code","c172b3a6-bf76-4627-8be7-850c6827054d","Code_486","Unit of Catalytic Activity Concentration"
"C70713","http://www.cdisc.org","2023-12-15","Code","8c333a6c-3a9a-46dd-a528-02e90d241780","Code_487","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","9069e763-e32b-44f5-bbc3-4ae2c36e2618","Code_488","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","97f74c4e-e3e3-4d22-8f4d-6ddffa5fd7b0","Code_489","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","2fb602b0-cd1a-4cb4-9144-774746900e39","Code_490","Laboratory Test Fasting Status"
"C64432","http://www.cdisc.org","2023-12-15","Code","56178716-7d16-4acb-ab7f-f8d07ba49844","Code_491","ALP"
"C64467","http://www.cdisc.org","2023-12-15","Code","272eccb9-9cfe-4ccc-bfb8-0e65cd48e75c","Code_492","AST"
"C36292","http://www.cdisc.org","2023-12-15","Code","074b450f-49e3-436d-902d-e0460ae489aa","Code_493","Laboratory Test Result"
"C67456","http://www.cdisc.org","2023-12-15","Code","47d1e262-0e61-482c-8710-63e27f5da886","Code_494","Unit per Liter"
"C67397","http://www.cdisc.org","2023-12-15","Code","54b46068-df98-477f-a7ce-33ab7498a1fa","Code_495","Microkatal per Liter"
"C67376","http://www.cdisc.org","2023-12-15","Code","9412c5c9-90b3-4f26-940f-9cd88baaa795","Code_496","International Unit per Liter"
"C67365","http://www.cdisc.org","2023-12-15","Code","2a34bc52-31eb-4963-855f-e183b441edf0","Code_497","Unit of Catalytic Activity Concentration"
"C70713","http://www.cdisc.org","2023-12-15","Code","9802b4d1-1271-412c-8ffc-2c30e95f7878","Code_498","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","75f6a6a1-4fe1-41d2-bbe6-3251286b7d1a","Code_499","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","2f4b5041-26be-45d9-9ed2-ddb5e37858b2","Code_500","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","70a7a85f-8148-4b99-94f3-d136d5b25e96","Code_501","Laboratory Test Fasting Status"
"C64467","http://www.cdisc.org","2023-12-15","Code","b700d5b1-8542-467b-9b83-2e917e2add4c","Code_502","AST"
"C64547","http://www.cdisc.org","2023-12-15","Code","bc9ea0b4-fdeb-4b9e-ba5c-8c623f9964f5","Code_503","CREAT"
"C36292","http://www.cdisc.org","2023-12-15","Code","4e579eae-7a72-476c-98c4-3dbdebe82ebf","Code_504","Laboratory Test Result"
"C67015","http://www.cdisc.org","2023-12-15","Code","73c58eea-0887-4cbf-b3d5-507aca902e1b","Code_505","Milligram per Deciliter"
"C64572","http://www.cdisc.org","2023-12-15","Code","2f90174e-ebe0-4565-afcd-967e170b3110","Code_506","Microgram per Milliliter"
"C64387","http://www.cdisc.org","2023-12-15","Code","145ba839-30c5-44dd-9371-70307ae502d5","Code_507","Millimole per Liter"
"C48508","http://www.cdisc.org","2023-12-15","Code","b25cf6df-e3c7-4e6a-a74c-3f09e59df0a8","Code_508","Micromole per Liter"
"C48207","http://www.cdisc.org","2023-12-15","Code","e6ffe27f-c524-4f33-b200-88aa02901a05","Code_509","Unit of Concentration"
"C70713","http://www.cdisc.org","2023-12-15","Code","d518cec8-2fc9-46d1-bd47-7844713ff356","Code_510","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","29d3ef85-4469-4c1f-83f5-a55efdf52887","Code_511","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","43c2f5b7-c262-4c0c-8ac0-3b9620882c6a","Code_512","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","0d0312fc-0cc4-435d-9f23-cb3770c46a9e","Code_513","Laboratory Test Fasting Status"
"C64547","http://www.cdisc.org","2023-12-15","Code","ba08a31b-fb01-4778-8f44-72e93027783c","Code_514","CREAT"
"C64853","http://www.cdisc.org","2023-12-15","Code","bcee933f-b3ce-42b1-83b1-3080a04652c9","Code_515","K"
"C36292","http://www.cdisc.org","2023-12-15","Code","62c55105-7206-43b0-8d20-e316c5bbf374","Code_516","Laboratory Test Result"
"C67474","http://www.cdisc.org","2023-12-15","Code","6d80f3a3-73e6-4348-a8af-d29268479535","Code_517","Milliequivalent per Liter"
"C67473","http://www.cdisc.org","2023-12-15","Code","1d5aff99-e3fe-4338-84b6-886ad81d63a3","Code_518","Milliequivalent per Deciliter"
"C64387","http://www.cdisc.org","2023-12-15","Code","57b034c9-a61e-4696-9b01-3520d2f44b07","Code_519","Millimole per Liter"
"C64567","http://www.cdisc.org","2023-12-15","Code","885b19c3-3d64-4982-b45a-8cf09981ccd3","Code_520","Molarity Unit"
"C70713","http://www.cdisc.org","2023-12-15","Code","75d4d716-32a1-4714-9751-141e47cf3307","Code_521","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","76988469-9b81-49b0-8c9a-b9623eb49b7e","Code_522","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","c682fe20-93ce-47f2-9183-78fda5ab82b5","Code_523","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","3e2574f9-9445-407e-9527-aca222d47a9c","Code_524","Laboratory Test Fasting Status"
"C64853","http://www.cdisc.org","2023-12-15","Code","4e5f026e-929c-464f-a713-83e9ce81194c","Code_525","K"
"C64809","http://www.cdisc.org","2023-12-15","Code","f6de579f-15f3-4772-aae6-58980e5c4ab3","Code_526","SODIUM"
"C36292","http://www.cdisc.org","2023-12-15","Code","8a5ec89d-1208-438e-8baa-59bf81e4d382","Code_527","Laboratory Test Result"
"C67474","http://www.cdisc.org","2023-12-15","Code","10fa9293-696d-4952-aa52-7b6f0200e91f","Code_528","Milliequivalent per Liter"
"C67473","http://www.cdisc.org","2023-12-15","Code","2a5a54ae-5194-4e7f-9017-9496739114b3","Code_529","Milliequivalent per Deciliter"
"C64387","http://www.cdisc.org","2023-12-15","Code","a6f5c8da-6376-4b30-ae80-3710f12cd806","Code_530","Millimole per Liter"
"C64567","http://www.cdisc.org","2023-12-15","Code","7f2b57e7-808d-4891-8b71-0dc515982e2f","Code_531","Molarity Unit"
"C70713","http://www.cdisc.org","2023-12-15","Code","3711b7a3-c62f-4470-8873-c7c86d99615f","Code_532","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","90c092a7-8c59-4696-84f2-808f68182154","Code_533","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","63eafa59-ca37-44f4-8160-fcf34df42da6","Code_534","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","de60e99b-a24d-40c8-b3e2-e945504f0d0d","Code_535","Laboratory Test Fasting Status"
"C64809","http://www.cdisc.org","2023-12-15","Code","d19529b8-2aca-4763-852d-b9967bd1da13","Code_536","SODIUM"
"C64849","http://www.cdisc.org","2023-12-15","Code","73311470-2e28-4042-aa56-3fc0fc3ccd0f","Code_537","HBA1C"
"C36292","http://www.cdisc.org","2023-12-15","Code","55628740-929d-4e92-88f2-4c79a699a11b","Code_538","Laboratory Test Result"
"C64783","http://www.cdisc.org","2023-12-15","Code","0743166c-e953-4fce-b876-b0f30802ed2b","Code_539","Gram per Deciliter"
"No Concept Code","http://www.cdisc.org","2023-12-15","Code","10223058-02a2-42de-b016-88bb947aadab","Code_540","LBORRESU"
"C70713","http://www.cdisc.org","2023-12-15","Code","48595f25-b307-4cc8-b2d5-f603f80a04b0","Code_541","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","73d05aba-4034-4227-afae-300212791f7b","Code_542","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","3158bce6-98da-4030-a3e8-33a05eb65a4d","Code_543","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","971525ca-20d4-4389-9d6b-9edff61fe416","Code_544","Laboratory Test Fasting Status"
"C64849","http://www.cdisc.org","2023-12-15","Code","009463d8-a688-43ab-b57a-5a5ae58ccf0f","Code_545","HBA1C"
"C78541","http://www.cdisc.org","2023-12-15","Code","94954440-887c-4408-9692-c411320b63f3","Code_145","Adverse Event Verbatim Description"
"C83344","http://www.cdisc.org","2023-12-15","Code","097d41dc-7a2f-48b2-a30b-8edb654f4a3a","Code_146","Adverse Event Dictionary Derived Term"
"C49487","http://www.cdisc.org","2023-12-15","Code","ad819f02-875b-4ec0-8060-a98a41500ad8","Code_147","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","ea0601e4-21c1-4ddc-a7d7-6356a5a427ab","Code_148","Yes"
"C87840","http://www.cdisc.org","2023-12-15","Code","4224398b-0ae8-4d1a-bcf5-4239b714f536","Code_149","Adverse Event Pre-specified"
"C83205","http://www.cdisc.org","2023-12-15","Code","12957a84-0ef0-4bc7-965d-abc86c60e628","Code_150","Adverse Event Location"
"C53253","http://www.cdisc.org","2023-12-15","Code","2923878d-577b-47b2-a348-9d4ca721ba18","Code_151","Severity of Adverse Event"
"C49487","http://www.cdisc.org","2023-12-15","Code","ff1df437-b314-424b-8835-da811f0c067b","Code_152","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","0585d380-ca96-4029-80cf-d5959b61625b","Code_153","Yes"
"C53252","http://www.cdisc.org","2023-12-15","Code","9a90e679-05fd-48e7-9c9e-13c3ed46424d","Code_154","Seriousness of Adverse Event"
"C83013","http://www.cdisc.org","2023-12-15","Code","2c88baf2-655c-400e-8d11-835eecb32c9a","Code_155","Adverse Event Action Taken with Study Treatment"
"C83109","http://www.cdisc.org","2023-12-15","Code","cd021b54-4b97-45f4-9332-7527b8dbd609","Code_156","Other Actions taken in Response to Adverse Event"
"C41358","http://www.cdisc.org","2023-12-15","Code","3c3fc85a-b49e-4a73-934b-048a340027fb","Code_157","Adverse Event Attribution to Product or Procedure"
"C83210","http://www.cdisc.org","2023-12-15","Code","0f7669f0-7904-482d-b5d1-984d5ff17a97","Code_158","Adverse Event Relationship to Non Study Treatment"
"C83208","http://www.cdisc.org","2023-12-15","Code","488fdc65-285c-4c18-90ba-5793d2ad3598","Code_159","Adverse Event Pattern"
"C49489","http://www.cdisc.org","2023-12-15","Code","2300deb4-8938-443e-9f16-e6034fbd9118","Code_160","Adverse Event Outcome"
"C49487","http://www.cdisc.org","2023-12-15","Code","b0354a63-e6cd-4f4a-b2a9-2dac310ecbbd","Code_161","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","2ac4b914-83a0-458d-a777-69bf0349ad70","Code_162","Yes"
"C83211","http://www.cdisc.org","2023-12-15","Code","90c9986c-1e04-49fa-b99e-d319723c8d11","Code_163","Adverse Event Involves Cancer"
"C49487","http://www.cdisc.org","2023-12-15","Code","58536fce-d026-4556-b6ff-ac0e972f2556","Code_164","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","72215567-1f53-42a2-95f9-38732f3f43b7","Code_165","Yes"
"C83117","http://www.cdisc.org","2023-12-15","Code","80ba551e-9431-432b-abb7-687163db90a8","Code_166","Adverse Event Seriousness Due to Congenital Anomaly"
"C49487","http://www.cdisc.org","2023-12-15","Code","8f3572f1-99e0-4299-b698-e2d1da076810","Code_167","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","15b5043c-d8b4-4ddc-81ce-b3a3232e8ba9","Code_168","Yes"
"C113380","http://www.cdisc.org","2023-12-15","Code","672b7cba-a2a8-4f8b-9e85-6ed88933a981","Code_169","Disabling Adverse Event"
"C49487","http://www.cdisc.org","2023-12-15","Code","bafb7fec-62e1-4df7-8e37-f8b31bb12a8b","Code_170","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","4961e81c-2b0e-46cb-9890-f3d2c8ded3be","Code_171","Yes"
"C48275","http://www.cdisc.org","2023-12-15","Code","e4417e2b-a1f6-497a-8050-cc36caaf4f8a","Code_172","Death Related to Adverse Event"
"C49487","http://www.cdisc.org","2023-12-15","Code","4c1c8877-a952-41c6-ba98-97ad50c89d52","Code_173","No"
