"instanceType","code","uuid:ID","codeSystem","id","decode","codeSystemVersion"
"Code","C12390","77516de1-1fd6-468a-bce3-1e2be8d663f1","http://www.cdisc.org","Code_445","Rectum","2023-12-15"
"Code","C13717","c63e6c81-8c02-4ca2-8b31-32c619f5eaf0","http://www.cdisc.org","Code_446","Anatomic Site","2023-12-15"
"Code","C174446","b49c319e-6947-4cc3-b427-10bec365ab55","http://www.cdisc.org","Code_447","TEMP","2023-12-15"
"Code","C25208","67d3aef0-05ee-4c3f-89ac-21399a8980f0","http://www.cdisc.org","Code_448","WEIGHT","2023-12-15"
"Code","C77140","08e9627e-c510-491b-8a58-383be6280886","http://www.cdisc.org","Code_449","Clinical Test Result","2023-12-15"
"Code","C48531","8922d55a-e3af-4013-ba18-d5f01e7b2705","http://www.cdisc.org","Code_450","Pound","2023-12-15"
"Code","C48155","d30ec320-14ec-445c-843f-be8bf1d4ee44","http://www.cdisc.org","Code_451","Gram","2023-12-15"
"Code","C28252","05d7593a-4e3d-4bcc-93c4-76493c1c032d","http://www.cdisc.org","Code_452","Kilogram","2023-12-15"
"Code","C48208","5731e7aa-f80c-48ea-9678-36a0fbc0a3a9","http://www.cdisc.org","Code_453","Unit of Weight","2023-12-15"
"Code","C25208","3e448cb4-a714-4ec6-8392-96f71a790151","http://www.cdisc.org","Code_454","WEIGHT","2023-12-15"
"Code","C25347","bca2f170-ba5d-4158-b1f6-4cc5fcf8d398","http://www.cdisc.org","Code_455","HEIGHT","2023-12-15"
"Code","C77140","afe686c3-79e2-4a21-b2d8-36279a089d47","http://www.cdisc.org","Code_456","Clinical Test Result","2023-12-15"
"Code","C49668","c0cb74c1-ab22-403b-8bdf-eee0b83d4ea6","http://www.cdisc.org","Code_457","Centimeter","2023-12-15"
"Code","C48500","c8bcfa63-cd02-47ae-a7b7-9374c69df35a","http://www.cdisc.org","Code_458","Inch","2023-12-15"
"Code","C41139","7d2e25ec-62cf-4698-88c9-1b51e6e4ae5f","http://www.cdisc.org","Code_459","Meter","2023-12-15"
"Code","C168688","c7db0078-1998-4fe9-9c1f-3b604efceb38","http://www.cdisc.org","Code_460","Unit of Height","2023-12-15"
"Code","C25347","c369cfe1-75e1-4f6a-b044-77d925fa3965","http://www.cdisc.org","Code_461","HEIGHT","2023-12-15"
"Code","C64433","ad762404-4dcc-4cae-98bb-8a25e7d9692a","http://www.cdisc.org","Code_462","ALT","2023-12-15"
"Code","C36292","c2c3ae55-ddbc-4bb8-99f1-430a37718fd4","http://www.cdisc.org","Code_463","Laboratory Test Result","2023-12-15"
"Code","C67456","896de413-2680-4082-86d5-1d9eb3d1e95a","http://www.cdisc.org","Code_464","Unit per Liter","2023-12-15"
"Code","C67397","74fdf0d7-9724-490b-9666-35e8da63fddf","http://www.cdisc.org","Code_465","Microkatal per Liter","2023-12-15"
"Code","C67376","e7c5b2f2-ad5d-4e3b-9bc2-8f090e20ba3c","http://www.cdisc.org","Code_466","International Unit per Liter","2023-12-15"
"Code","C70510","72ea1258-e20c-4906-b0d1-f8bcc97d1f74","http://www.cdisc.org","Code_467","Nanokatal per Liter","2023-12-15"
"Code","C67365","4beb337e-8f2b-476c-8f5a-dc82f468032d","http://www.cdisc.org","Code_468","Unit of Catalytic Activity Concentration","2023-12-15"
"Code","C70713","f58a16fe-faec-42db-9d93-f3e8ce1a5e71","http://www.cdisc.org","Code_469","Biospecimen Type","2023-12-15"
"Code","C49487","1b2f5cb7-f792-4b01-9862-6af121b669cd","http://www.cdisc.org","Code_470","No","2023-12-15"
"Code","C49488","f5b4bc84-fa93-4c50-bdd1-60e040ade8c0","http://www.cdisc.org","Code_471","Yes","2023-12-15"
"Code","C83309","90fd3b64-08ae-4a4f-ad1c-f0a8d7946156","http://www.cdisc.org","Code_472","Laboratory Test Fasting Status","2023-12-15"
"Code","C64433","8de1646b-0d09-45f4-818b-0486c15e7a90","http://www.cdisc.org","Code_473","ALT","2023-12-15"
"Code","C64431","a08c318d-4f8e-4466-b094-9ced02e7dc34","http://www.cdisc.org","Code_474","ALB","2023-12-15"
"Code","C36292","809ee8e0-daa7-4b9c-9328-d3b50e78915c","http://www.cdisc.org","Code_475","Laboratory Test Result","2023-12-15"
"Code","C70713","88017965-6abc-4a36-8925-40b0b09b474b","http://www.cdisc.org","Code_476","Biospecimen Type","2023-12-15"
"Code","C49487","b7e3cb28-cd36-464c-9fd3-329b29c815df","http://www.cdisc.org","Code_477","No","2023-12-15"
"Code","C49488","563fca85-8dcb-44b3-bc5a-fd7814bfbe13","http://www.cdisc.org","Code_478","Yes","2023-12-15"
"Code","C83309","4d3fb558-99a5-4339-b134-118404092cc1","http://www.cdisc.org","Code_479","Laboratory Test Fasting Status","2023-12-15"
"Code","C64431","e7a97327-b8c3-40d8-9ad2-15d4bda4ed42","http://www.cdisc.org","Code_480","ALB","2023-12-15"
"Code","C64432","5227cb8d-45c4-4fbc-b842-f75399789da6","http://www.cdisc.org","Code_481","ALP","2023-12-15"
"Code","C36292","90174380-d79b-4e24-b186-4887c5cf3cbd","http://www.cdisc.org","Code_482","Laboratory Test Result","2023-12-15"
"Code","C67456","9aa11995-b7b4-4467-9863-41fe06c9d814","http://www.cdisc.org","Code_483","Unit per Liter","2023-12-15"
"Code","C67397","b7c9565c-f8b8-4867-b2c9-beb3aa3769b5","http://www.cdisc.org","Code_484","Microkatal per Liter","2023-12-15"
"Code","C67376","ca294d07-2876-41ea-9a52-ad5a2bed30e1","http://www.cdisc.org","Code_485","International Unit per Liter","2023-12-15"
"Code","C67365","f72c14b1-e068-42d3-a7d6-546bcbfafd1a","http://www.cdisc.org","Code_486","Unit of Catalytic Activity Concentration","2023-12-15"
"Code","C70713","e6d11d3d-3020-4043-b1fe-027ffd0c1628","http://www.cdisc.org","Code_487","Biospecimen Type","2023-12-15"
"Code","C49487","44d4752d-08dc-4fe4-8957-0cf0da4f7a4b","http://www.cdisc.org","Code_488","No","2023-12-15"
"Code","C49488","f1b98e1d-3a76-4020-961d-af9726441ca2","http://www.cdisc.org","Code_489","Yes","2023-12-15"
"Code","C83309","06712a06-d8e1-43a8-90b8-8bffffbfa5df","http://www.cdisc.org","Code_490","Laboratory Test Fasting Status","2023-12-15"
"Code","C64432","73dd98fe-1fbb-4af9-b12d-d1098439e6ba","http://www.cdisc.org","Code_491","ALP","2023-12-15"
"Code","C64467","c7482a4a-9a59-44fb-9ae2-e0ebd9c89892","http://www.cdisc.org","Code_492","AST","2023-12-15"
"Code","C36292","9367f257-de97-49ba-9184-304244c8b729","http://www.cdisc.org","Code_493","Laboratory Test Result","2023-12-15"
"Code","C67456","6ca4ae56-704d-457b-94ad-50df08ef6c34","http://www.cdisc.org","Code_494","Unit per Liter","2023-12-15"
"Code","C67397","4cc43c84-07dc-488f-8de0-246471e46f5d","http://www.cdisc.org","Code_495","Microkatal per Liter","2023-12-15"
"Code","C67376","f25bd867-6321-4f47-a6f7-6e28982b220a","http://www.cdisc.org","Code_496","International Unit per Liter","2023-12-15"
"Code","C67365","0ca48e54-fc28-486d-88b9-0c6e2920e227","http://www.cdisc.org","Code_497","Unit of Catalytic Activity Concentration","2023-12-15"
"Code","C70713","6ae25d1d-1e53-4c8f-a99e-eef7cc8f9621","http://www.cdisc.org","Code_498","Biospecimen Type","2023-12-15"
"Code","C49487","6c37fead-7672-4973-9e10-6b983be26ea2","http://www.cdisc.org","Code_499","No","2023-12-15"
"Code","C49488","c6e326c7-b9b1-4051-98ba-8d91f387ba29","http://www.cdisc.org","Code_500","Yes","2023-12-15"
"Code","C83309","197d48b7-627d-4fcb-a2df-387d6ad8d83c","http://www.cdisc.org","Code_501","Laboratory Test Fasting Status","2023-12-15"
"Code","C64467","97c89474-3b0b-4659-ad9b-436be8f07c15","http://www.cdisc.org","Code_502","AST","2023-12-15"
"Code","C64547","b6bb9fb3-e0c8-4b76-891c-7b535c8ab07e","http://www.cdisc.org","Code_503","CREAT","2023-12-15"
"Code","C36292","c11ccd48-77fc-4da0-9950-bd0ab8250537","http://www.cdisc.org","Code_504","Laboratory Test Result","2023-12-15"
"Code","C67015","e9691776-89d3-4aef-803a-4891c9839978","http://www.cdisc.org","Code_505","Milligram per Deciliter","2023-12-15"
"Code","C64572","02cdaa37-6be9-4f79-9030-25446368e913","http://www.cdisc.org","Code_506","Microgram per Milliliter","2023-12-15"
"Code","C64387","55a165ae-1e2e-433d-a525-e279023961de","http://www.cdisc.org","Code_507","Millimole per Liter","2023-12-15"
"Code","C48508","f18b1775-6cfa-413c-b786-182504b6fafa","http://www.cdisc.org","Code_508","Micromole per Liter","2023-12-15"
"Code","C48207","709d0429-49e0-49a5-8542-f6aca03e8a6d","http://www.cdisc.org","Code_509","Unit of Concentration","2023-12-15"
"Code","C70713","2d65f45e-dfc2-4fed-aff0-2ef82fa8bb8b","http://www.cdisc.org","Code_510","Biospecimen Type","2023-12-15"
"Code","C49487","c496edfd-16ac-47b3-bdb7-0b8cecd1ed57","http://www.cdisc.org","Code_511","No","2023-12-15"
"Code","C49488","391fdb22-ad6d-4858-8ca5-8e41704b6858","http://www.cdisc.org","Code_512","Yes","2023-12-15"
"Code","C83309","9db60a61-18a4-4818-a23f-6d0604796aba","http://www.cdisc.org","Code_513","Laboratory Test Fasting Status","2023-12-15"
"Code","C64547","2ca52a16-ab7b-4faf-b059-e62c63956b7c","http://www.cdisc.org","Code_514","CREAT","2023-12-15"
"Code","C64853","f230f99d-55cc-4343-a4eb-a08001d6d18f","http://www.cdisc.org","Code_515","K","2023-12-15"
"Code","C36292","c0fbe947-5abf-41c7-8d76-800f17e3f904","http://www.cdisc.org","Code_516","Laboratory Test Result","2023-12-15"
"Code","C67474","20a76d33-78e3-49c7-9e9f-04774c10b0a4","http://www.cdisc.org","Code_517","Milliequivalent per Liter","2023-12-15"
"Code","C67473","555f49db-14e6-4fe3-bff8-78d41c665e8c","http://www.cdisc.org","Code_518","Milliequivalent per Deciliter","2023-12-15"
"Code","C64387","cac57def-54b1-4ef6-86d8-643923a8a3be","http://www.cdisc.org","Code_519","Millimole per Liter","2023-12-15"
"Code","C64567","79f23fc4-2dd6-4bf4-bb36-88236850f8ac","http://www.cdisc.org","Code_520","Molarity Unit","2023-12-15"
"Code","C70713","b8fa2cd2-5896-45e6-bd43-a114086653e8","http://www.cdisc.org","Code_521","Biospecimen Type","2023-12-15"
"Code","C49487","91dab218-59c9-4ebc-b984-48010dcdce23","http://www.cdisc.org","Code_522","No","2023-12-15"
"Code","C49488","d9a80543-3584-4924-a9ce-764800f66105","http://www.cdisc.org","Code_523","Yes","2023-12-15"
"Code","C83309","f172d445-fe08-43f6-b94b-53f5c2e5a10a","http://www.cdisc.org","Code_524","Laboratory Test Fasting Status","2023-12-15"
"Code","C64853","07a1c0c6-74b8-4745-835d-c6760990830b","http://www.cdisc.org","Code_525","K","2023-12-15"
"Code","C64809","8d1d219c-6f14-4189-82d7-c8002799e790","http://www.cdisc.org","Code_526","SODIUM","2023-12-15"
"Code","C36292","ae3af641-7b7b-47ab-933d-96f063017c60","http://www.cdisc.org","Code_527","Laboratory Test Result","2023-12-15"
"Code","C67474","1d9f1bee-50a3-474b-91f2-62dddf7d7030","http://www.cdisc.org","Code_528","Milliequivalent per Liter","2023-12-15"
"Code","C67473","ae6049dd-bd73-4bf3-8a69-15ca32fa69cf","http://www.cdisc.org","Code_529","Milliequivalent per Deciliter","2023-12-15"
"Code","C64387","45ea448f-3043-426f-9488-5a9f91fd5b1a","http://www.cdisc.org","Code_530","Millimole per Liter","2023-12-15"
"Code","C64567","a2dda2e7-030d-420a-bebc-3531f2f63409","http://www.cdisc.org","Code_531","Molarity Unit","2023-12-15"
"Code","C70713","8ce6e858-5225-42f0-b92b-c277f73c2174","http://www.cdisc.org","Code_532","Biospecimen Type","2023-12-15"
"Code","C49487","c5f76784-5199-4608-8e93-fddad7296d6f","http://www.cdisc.org","Code_533","No","2023-12-15"
"Code","C49488","af8e1164-ad53-4865-9cea-89c21c4ca42d","http://www.cdisc.org","Code_534","Yes","2023-12-15"
"Code","C83309","bd641920-23a0-44ef-997b-359ef9ebabef","http://www.cdisc.org","Code_535","Laboratory Test Fasting Status","2023-12-15"
"Code","C64809","69c5c173-76e9-4dec-87a8-22006923e02b","http://www.cdisc.org","Code_536","SODIUM","2023-12-15"
"Code","C64849","8cdc1e83-9a4f-4f01-adc2-bccc9b3a474c","http://www.cdisc.org","Code_537","HBA1C","2023-12-15"
"Code","C36292","16e55805-3fad-4394-9a6a-926bed8b4d9e","http://www.cdisc.org","Code_538","Laboratory Test Result","2023-12-15"
"Code","C64783","df157806-2a76-4f58-9e7a-930598eec84c","http://www.cdisc.org","Code_539","Gram per Deciliter","2023-12-15"
"Code","No Concept Code","cdbe0f0a-5afa-4a7f-85af-7691a5b6b23a","http://www.cdisc.org","Code_540","LBORRESU","2023-12-15"
"Code","C70713","3a3810a0-131c-4189-8b32-c86f9d6ba5f4","http://www.cdisc.org","Code_541","Biospecimen Type","2023-12-15"
"Code","C49487","8e66b419-af25-4a21-a7ab-03d5d69a34db","http://www.cdisc.org","Code_542","No","2023-12-15"
"Code","C49488","9b632dc8-9664-4100-a33f-1b02706bd4df","http://www.cdisc.org","Code_543","Yes","2023-12-15"
"Code","C83309","17271183-c0d6-42b9-b556-acbe8050525c","http://www.cdisc.org","Code_544","Laboratory Test Fasting Status","2023-12-15"
"Code","C64849","ab2a19aa-ac57-44ee-8b31-4516c665ca26","http://www.cdisc.org","Code_545","HBA1C","2023-12-15"
"Code","C78541","7c4d3b42-5bfd-456c-aec0-1f515d6c7c2e","http://www.cdisc.org","Code_145","Adverse Event Verbatim Description","2023-12-15"
"Code","C83344","3d482cf7-91b6-4d08-a8f5-4ff91a1bf18e","http://www.cdisc.org","Code_146","Adverse Event Dictionary Derived Term","2023-12-15"
"Code","C49487","d78d9e5a-55d7-4194-a551-0c29da0a4c69","http://www.cdisc.org","Code_147","No","2023-12-15"
"Code","C49488","b9c923ce-be9b-4d62-9db2-1f9b17eb9a76","http://www.cdisc.org","Code_148","Yes","2023-12-15"
"Code","C87840","1b188671-3ad2-4fed-aee7-00fcb33aee97","http://www.cdisc.org","Code_149","Adverse Event Pre-specified","2023-12-15"
"Code","C83205","0da267b4-a9df-462e-9c19-f84328481e2c","http://www.cdisc.org","Code_150","Adverse Event Location","2023-12-15"
"Code","C53253","f6e6d2b2-cb50-4ed6-9f8b-7eeba6740fa8","http://www.cdisc.org","Code_151","Severity of Adverse Event","2023-12-15"
"Code","C49487","3112555c-72c4-4070-9dd0-34401b80fbe1","http://www.cdisc.org","Code_152","No","2023-12-15"
"Code","C49488","2d22f4b2-4f44-44bc-a87a-32c1749535d6","http://www.cdisc.org","Code_153","Yes","2023-12-15"
"Code","C53252","71a65f6a-e757-4aa3-a59e-a14e2338c932","http://www.cdisc.org","Code_154","Seriousness of Adverse Event","2023-12-15"
"Code","C83013","b3e695e4-30c7-4e0d-a9c2-613f5ea91020","http://www.cdisc.org","Code_155","Adverse Event Action Taken with Study Treatment","2023-12-15"
"Code","C83109","444d63f8-6334-49b6-8ad2-ab7ad7bf0095","http://www.cdisc.org","Code_156","Other Actions taken in Response to Adverse Event","2023-12-15"
"Code","C41358","642cdf6c-feb7-430a-a5a5-fb4145078678","http://www.cdisc.org","Code_157","Adverse Event Attribution to Product or Procedure","2023-12-15"
"Code","C83210","d5b428b2-a113-4d8d-b3d9-16018cf7dbf1","http://www.cdisc.org","Code_158","Adverse Event Relationship to Non Study Treatment","2023-12-15"
"Code","C83208","0efd6ec6-795b-4f6d-8191-03e99094587f","http://www.cdisc.org","Code_159","Adverse Event Pattern","2023-12-15"
"Code","C49489","e3ec9a08-8a47-4d54-ad1a-a8e62b7a505c","http://www.cdisc.org","Code_160","Adverse Event Outcome","2023-12-15"
"Code","C49487","8fc2e282-4c53-4f49-a8f2-daa1487bd5cd","http://www.cdisc.org","Code_161","No","2023-12-15"
"Code","C49488","aa83172c-31bf-4af4-8819-edd97beb5876","http://www.cdisc.org","Code_162","Yes","2023-12-15"
"Code","C83211","cbb44e5b-9db8-4c02-bc1a-7c00ff3d0762","http://www.cdisc.org","Code_163","Adverse Event Involves Cancer","2023-12-15"
"Code","C49487","e5cc641b-07bf-40b0-9224-b006d3ca3e7a","http://www.cdisc.org","Code_164","No","2023-12-15"
"Code","C49488","e5b7e7b3-9bc3-4032-ae04-5268fcfb22d0","http://www.cdisc.org","Code_165","Yes","2023-12-15"
"Code","C83117","74c1e260-47e9-441b-944a-4bcd01e9a8df","http://www.cdisc.org","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","2023-12-15"
"Code","C49487","8b40eb05-7d9b-4aa7-80d2-0cd2b9616ccb","http://www.cdisc.org","Code_167","No","2023-12-15"
"Code","C49488","7adf249b-451d-4cd7-9e54-c807d9c2a7cd","http://www.cdisc.org","Code_168","Yes","2023-12-15"
"Code","C113380","ea5b05d3-9b50-4ad9-b071-a6b51d8f121c","http://www.cdisc.org","Code_169","Disabling Adverse Event","2023-12-15"
"Code","C49487","c31a8997-5d54-44bd-99b5-61660649a78f","http://www.cdisc.org","Code_170","No","2023-12-15"
"Code","C49488","76ae5c2d-446f-4207-ad27-052cf55479a2","http://www.cdisc.org","Code_171","Yes","2023-12-15"
