"uuid:ID","codeSystem","code","id","instanceType","codeSystemVersion","decode"
"5c2654d8-3ec9-461c-ba69-c6ed882c4e28","http://www.cdisc.org","C25716","Code_95","Code","2023-12-15","Visit"
"ba039611-3316-465d-9fe4-85795a49849c","http://www.cdisc.org","C51282","Code_96","Code","2023-12-15","Clinic"
"89b07bce-abc5-406c-a82b-52d3a9acd5c0","http://www.cdisc.org","C175574","Code_97","Code","2023-12-15","In Person"
"fc0c0636-860f-40b1-84e9-7e9860ced442","http://www.cdisc.org","C25716","Code_98","Code","2023-12-15","Visit"
"c1706277-f52f-40ee-89f7-f6f25c06f17a","http://www.cdisc.org","C51282","Code_99","Code","2023-12-15","Clinic"
"d12aefdc-f236-447b-a238-a5a3def4556d","http://www.cdisc.org","C175574","Code_100","Code","2023-12-15","In Person"
"0188418b-67f1-4eed-8dc2-75b17a278517","http://www.cdisc.org","C25716","Code_101","Code","2023-12-15","Visit"
"d794f8db-8cc6-425a-959f-7e70d7b7ce6e","http://www.cdisc.org","C51282","Code_102","Code","2023-12-15","Clinic"
"ae889f3e-cb58-4278-baa8-41345cffd97d","http://www.cdisc.org","C175574","Code_103","Code","2023-12-15","In Person"
"cb09560a-0787-4e35-bab5-7f03bc5d83ce","http://www.cdisc.org","C171537","Code_104","Code","2023-12-15","Telephone Call"
"af7b8c31-8342-4ef0-89ba-600301637e73","http://www.cdisc.org","C25716","Code_105","Code","2023-12-15","Visit"
"9e5df271-7ba8-483e-a69c-e918b05e13de","http://www.cdisc.org","C51282","Code_106","Code","2023-12-15","Clinic"
"b78ff87e-36a6-45f2-9621-5404887b93af","http://www.cdisc.org","C175574","Code_107","Code","2023-12-15","In Person"
"70e5a6d7-f32f-42ac-9f84-5522246845b5","http://www.cdisc.org","C171537","Code_108","Code","2023-12-15","Telephone Call"
"ef11da83-62fc-46d9-9dc8-0a7499e6538c","http://www.cdisc.org","C25716","Code_109","Code","2023-12-15","Visit"
"b2f8f78c-1d73-4c68-9df2-229166185663","http://www.cdisc.org","C51282","Code_110","Code","2023-12-15","Clinic"
"2e56d05a-6194-4242-9ed8-acd94d6fda5c","http://www.cdisc.org","C175574","Code_111","Code","2023-12-15","In Person"
"023510d1-d110-4ecb-b8c4-3305ae0266dc","http://www.cdisc.org","C171537","Code_112","Code","2023-12-15","Telephone Call"
"42bff0c7-35a3-4474-af46-914a418ba162","http://www.cdisc.org","C25716","Code_113","Code","2023-12-15","Visit"
"3d298ca1-9b23-41f2-b788-5ef25b0f94d4","http://www.cdisc.org","C51282","Code_114","Code","2023-12-15","Clinic"
"c4eae3ff-a91a-4431-843c-b7660f6cbe7c","http://www.cdisc.org","C175574","Code_115","Code","2023-12-15","In Person"
"414bf9b7-0b85-4608-9ad0-84eb082a917b","http://www.cdisc.org","C171537","Code_116","Code","2023-12-15","Telephone Call"
"374e8c97-8b00-448c-97f4-eef0e8fda3bf","http://www.cdisc.org","C25716","Code_117","Code","2023-12-15","Visit"
"881f0f8f-ce17-4c29-8413-a88b4808f920","http://www.cdisc.org","C51282","Code_118","Code","2023-12-15","Clinic"
"cbc388ef-c8fe-4560-bc74-08e846065147","http://www.cdisc.org","C175574","Code_119","Code","2023-12-15","In Person"
"c06c3c5a-3708-4aad-b9ab-6e20b71f2768","http://www.cdisc.org","C25716","Code_120","Code","2023-12-15","Visit"
"642ffa2e-ef6b-42ab-bd89-f003faea79a4","http://www.cdisc.org","C51282","Code_121","Code","2023-12-15","Clinic"
"a1e0f297-80b1-4fb4-9367-9fa74bafaf25","http://www.cdisc.org","C175574","Code_122","Code","2023-12-15","In Person"
"04f82962-f413-4cbb-aad0-d923fd4f5e9a","SNOMED","383371000119108","Code_80","Code","January 31, 2018","CT of head without contrast"
"52fe9870-3743-412b-91da-2ce6324e4d3a","SPONSOR","123","Code_81","Code","12","Subject Supine"
"40eeccb1-69ad-48d0-9785-9dcae20fd4f9","SPONSOR","124","Code_82","Code","12","Subject Standing"
"60eac2c0-e8cc-455b-896b-0b814b6db9b5","http://www.cdisc.org","C20197","Code_429","Code","2023-12-15","Male"
"6c0fbc32-833c-416f-8177-a3018783c606","http://www.cdisc.org","C16576","Code_430","Code","2023-12-15","Female"
"6f663774-9948-42e6-9eb4-ebb6cb5cde18","http://www.cdisc.org","C28421","Code_431","Code","2023-12-15","Sex"
"1e57fccd-2821-4e34-9a74-dfe68d817763","http://www.cdisc.org","C28421","Code_432","Code","2023-12-15","Sex"
"76bff81e-e27c-46b5-99b9-916b814d4b50","http://www.cdisc.org","C17049","Code_433","Code","2023-12-15","Race"
"9dfabf38-3fe2-403b-a9e6-e22f2c6b1d7a","http://www.cdisc.org","C17049","Code_434","Code","2023-12-15","Race"
"bfdb2b91-3bba-4f50-9766-ef06b9ebd82e","http://www.cdisc.org","C174446","Code_435","Code","2023-12-15","TEMP"
"f260d315-1110-4e08-b68e-da150b8ba44f","http://www.cdisc.org","C77140","Code_436","Code","2023-12-15","Clinical Test Result"
"f33ad374-b233-4109-967a-53007f9e872b","http://www.cdisc.org","C42559","Code_437","Code","2023-12-15","Degree Celsius"
"639418b9-d4a1-4b06-855a-59571bee59a1","http://www.cdisc.org","C44277","Code_438","Code","2023-12-15","Degree Fahrenheit"
"d637e438-8ed4-4507-9f4e-b02adcb785c2","http://www.cdisc.org","C42537","Code_439","Code","2023-12-15","Kelvin"
"9fdf2368-9017-41bb-aa0e-b028d6ec4742","http://www.cdisc.org","C44276","Code_440","Code","2023-12-15","Unit of Temperature"
"2c23506f-c896-43c8-a331-0a0d60f4ce1b","http://www.cdisc.org","C12674","Code_441","Code","2023-12-15","Axilla"
"84a4911b-c310-4dda-b91a-8d480c223c5c","http://www.cdisc.org","C12394","Code_442","Code","2023-12-15","Ear"
"931c4e02-32ce-42a6-ae3b-572d79d4b45e","http://www.cdisc.org","C89803","Code_443","Code","2023-12-15","Forehead"
"4da221bc-1c67-4985-978d-32b4f37657f8","http://www.cdisc.org","C12421","Code_444","Code","2023-12-15","Oral Cavity"
"dd5efc51-4010-466f-9bb9-d4826f482c62","http://www.cdisc.org","C12390","Code_445","Code","2023-12-15","Rectum"
"322026e8-cbbf-40eb-aada-49008fb6637d","http://www.cdisc.org","C13717","Code_446","Code","2023-12-15","Anatomic Site"
"5b599bfa-39c8-4a23-aea2-ef6b6585f08e","http://www.cdisc.org","C174446","Code_447","Code","2023-12-15","TEMP"
"45821f83-d13f-456d-8cae-9da73758c4fb","http://www.cdisc.org","C25208","Code_448","Code","2023-12-15","WEIGHT"
"b6a62308-a878-4d35-a661-2bcdacc46449","http://www.cdisc.org","C77140","Code_449","Code","2023-12-15","Clinical Test Result"
"caf55f2a-df8a-4679-8139-f964f92576c4","http://www.cdisc.org","C48531","Code_450","Code","2023-12-15","Pound"
"703e3d07-fcac-4eb8-be8d-e115e90860ee","http://www.cdisc.org","C48155","Code_451","Code","2023-12-15","Gram"
"b1444926-b084-4ac5-9e6a-fb0183a921b5","http://www.cdisc.org","C28252","Code_452","Code","2023-12-15","Kilogram"
"6c85e472-70f8-4efc-a396-19450355ef36","http://www.cdisc.org","C48208","Code_453","Code","2023-12-15","Unit of Weight"
"eb6f949c-08a0-4bf2-aa58-8ad2082e9581","http://www.cdisc.org","C25208","Code_454","Code","2023-12-15","WEIGHT"
"eb49fc5b-6a67-4dde-8113-431c6c5a9dcd","http://www.cdisc.org","C25347","Code_455","Code","2023-12-15","HEIGHT"
"50c9f7e1-72b2-4910-b849-0080db14c320","http://www.cdisc.org","C77140","Code_456","Code","2023-12-15","Clinical Test Result"
"a9b122a5-f738-4ba3-b318-5d26940ad9f0","http://www.cdisc.org","C49668","Code_457","Code","2023-12-15","Centimeter"
"ce135040-5517-4059-b05f-165df6333981","http://www.cdisc.org","C48500","Code_458","Code","2023-12-15","Inch"
"4b3c672c-ce02-4aab-b233-ee2737e07076","http://www.cdisc.org","C41139","Code_459","Code","2023-12-15","Meter"
"663f686a-5169-4405-b5e3-8af9dd3cc9da","http://www.cdisc.org","C168688","Code_460","Code","2023-12-15","Unit of Height"
"15fc8dcd-7af8-4ac7-b272-2c30d52a8ea4","http://www.cdisc.org","C25347","Code_461","Code","2023-12-15","HEIGHT"
"9bee13d8-f9f5-4fd4-9d2a-63975b66619a","http://www.cdisc.org","C64433","Code_462","Code","2023-12-15","ALT"
"1724d561-53a5-4500-8d96-d1a33d2fceff","http://www.cdisc.org","C36292","Code_463","Code","2023-12-15","Laboratory Test Result"
"505b6951-117b-4fb8-af4c-019aca41ff3d","http://www.cdisc.org","C67456","Code_464","Code","2023-12-15","Unit per Liter"
"4703bdd7-0ec6-4f0a-b0de-6acf65a2b017","http://www.cdisc.org","C67397","Code_465","Code","2023-12-15","Microkatal per Liter"
"f100c5a7-c920-47ea-8091-39f2a4a43ac8","http://www.cdisc.org","C67376","Code_466","Code","2023-12-15","International Unit per Liter"
"8bf7d9f5-16d7-46b6-a0f8-db51f20cb733","http://www.cdisc.org","C70510","Code_467","Code","2023-12-15","Nanokatal per Liter"
"5921ef5c-e3b6-4e8d-a874-77f0ad5f94dc","http://www.cdisc.org","C67365","Code_468","Code","2023-12-15","Unit of Catalytic Activity Concentration"
"4ebbd01c-9905-4fcd-9e06-8ee6216374cf","http://www.cdisc.org","C70713","Code_469","Code","2023-12-15","Biospecimen Type"
"2ae08a2b-301d-4c24-ad01-17d39a1c3176","http://www.cdisc.org","C49487","Code_470","Code","2023-12-15","No"
"b529919d-a8bb-4fe3-94c5-1703206a90a5","http://www.cdisc.org","C49488","Code_471","Code","2023-12-15","Yes"
"d85c87bf-7cd1-4ffa-8e59-317fe2182393","http://www.cdisc.org","C83309","Code_472","Code","2023-12-15","Laboratory Test Fasting Status"
"85195421-3fdc-48cb-a281-5ac337fc9543","http://www.cdisc.org","C64433","Code_473","Code","2023-12-15","ALT"
"f4d2b9aa-1038-466a-b745-63028f0ad066","http://www.cdisc.org","C64431","Code_474","Code","2023-12-15","ALB"
"a769fc3c-c464-4436-a775-5b920b5f76bf","http://www.cdisc.org","C36292","Code_475","Code","2023-12-15","Laboratory Test Result"
"feadd922-eac4-46f7-987f-7f18eb36050e","http://www.cdisc.org","C70713","Code_476","Code","2023-12-15","Biospecimen Type"
"db18d0c8-b89e-42e1-b937-293ee8c43f41","http://www.cdisc.org","C49487","Code_477","Code","2023-12-15","No"
"f1aa3ef5-71b3-44e3-830c-51130829cff7","http://www.cdisc.org","C49488","Code_478","Code","2023-12-15","Yes"
"0d70a21d-19fa-45e9-8d7d-52c553ca8400","http://www.cdisc.org","C83309","Code_479","Code","2023-12-15","Laboratory Test Fasting Status"
"508121e9-2f1a-4444-8640-835d515fedc7","http://www.cdisc.org","C64431","Code_480","Code","2023-12-15","ALB"
"8bc2277e-d8bf-423b-9a35-1b4b302a1b9c","http://www.cdisc.org","C64432","Code_481","Code","2023-12-15","ALP"
"26194e08-e0a3-4ce7-9871-2f34b29efb04","http://www.cdisc.org","C36292","Code_482","Code","2023-12-15","Laboratory Test Result"
"2e451624-376c-4bc6-aa40-59d1801be7e5","http://www.cdisc.org","C67456","Code_483","Code","2023-12-15","Unit per Liter"
"8316fac7-20da-4cb6-8eb5-9c003c9db933","http://www.cdisc.org","C67397","Code_484","Code","2023-12-15","Microkatal per Liter"
"aa750c5b-1799-417a-be99-5c417ff2ccaf","http://www.cdisc.org","C67376","Code_485","Code","2023-12-15","International Unit per Liter"
"ab5f34c6-7ebd-4ee4-9354-e88393a83f6b","http://www.cdisc.org","C67365","Code_486","Code","2023-12-15","Unit of Catalytic Activity Concentration"
"90c7bae5-090d-40dd-b528-125a09bf4d50","http://www.cdisc.org","C70713","Code_487","Code","2023-12-15","Biospecimen Type"
"29cbf28d-1d8a-44d6-af6a-689f6ed351b3","http://www.cdisc.org","C49487","Code_488","Code","2023-12-15","No"
"ae28787e-adac-41b3-8730-cfbd05c5b621","http://www.cdisc.org","C49488","Code_489","Code","2023-12-15","Yes"
"683fed41-707e-4cc4-aa4b-4e8b6d9feb8c","http://www.cdisc.org","C83309","Code_490","Code","2023-12-15","Laboratory Test Fasting Status"
"a975f1d6-173b-403f-863a-edc95b37235e","http://www.cdisc.org","C64432","Code_491","Code","2023-12-15","ALP"
"139f6247-bfec-48b2-bbc6-c56c4e35097c","http://www.cdisc.org","C64467","Code_492","Code","2023-12-15","AST"
"0d0b7a9e-3c1a-4531-a749-fc1017618625","http://www.cdisc.org","C36292","Code_493","Code","2023-12-15","Laboratory Test Result"
"25ef15c7-f718-4aff-a860-c8582c295fcb","http://www.cdisc.org","C67456","Code_494","Code","2023-12-15","Unit per Liter"
"d3b5aa62-428a-4650-9980-833b1be41b0e","http://www.cdisc.org","C67397","Code_495","Code","2023-12-15","Microkatal per Liter"
"2e7a04a4-04ab-4642-9036-ef0acf634a57","http://www.cdisc.org","C67376","Code_496","Code","2023-12-15","International Unit per Liter"
"b7c3dda8-9a5b-4a5a-a8c1-65a9dc7b3fa8","http://www.cdisc.org","C67365","Code_497","Code","2023-12-15","Unit of Catalytic Activity Concentration"
"62186b45-88a2-41cb-8e7c-2baeb9bb8b12","http://www.cdisc.org","C70713","Code_498","Code","2023-12-15","Biospecimen Type"
"667f0631-c885-4445-84dd-045e7eab2f7a","http://www.cdisc.org","C49487","Code_499","Code","2023-12-15","No"
"0a53dc33-4417-4892-a46b-08620ce6061e","http://www.cdisc.org","C49488","Code_500","Code","2023-12-15","Yes"
"c47bac13-f3a0-4b18-a570-ac493ef37bee","http://www.cdisc.org","C83309","Code_501","Code","2023-12-15","Laboratory Test Fasting Status"
"7e871a8f-b4f5-4292-86c8-919c9bd4da83","http://www.cdisc.org","C64467","Code_502","Code","2023-12-15","AST"
"c0d8e889-0878-4009-b14d-982489ef320a","http://www.cdisc.org","C64547","Code_503","Code","2023-12-15","CREAT"
"2d06226f-f30b-475d-9757-d03dabfcb05f","http://www.cdisc.org","C36292","Code_504","Code","2023-12-15","Laboratory Test Result"
"701e0c3a-242c-4577-824e-540a1f16c4ac","http://www.cdisc.org","C67015","Code_505","Code","2023-12-15","Milligram per Deciliter"
"dd1a5a4c-2ea2-4cfa-bb49-f33be8f0683e","http://www.cdisc.org","C64572","Code_506","Code","2023-12-15","Microgram per Milliliter"
"51301213-f1e6-4691-b48d-5d4d70cbc670","http://www.cdisc.org","C64387","Code_507","Code","2023-12-15","Millimole per Liter"
"a6180e10-6bf2-40e4-932e-a5ac7952fc73","http://www.cdisc.org","C48508","Code_508","Code","2023-12-15","Micromole per Liter"
"1f28e7fb-f5b8-4918-875c-6a94518a6a3b","http://www.cdisc.org","C48207","Code_509","Code","2023-12-15","Unit of Concentration"
"04060187-6894-4e63-82ae-e2d67e32e07a","http://www.cdisc.org","C70713","Code_510","Code","2023-12-15","Biospecimen Type"
"8dc37d98-bec8-410c-8b12-5b9d944987e0","http://www.cdisc.org","C49487","Code_511","Code","2023-12-15","No"
"c018c580-b7c7-46c8-8fe0-3c04e8267aaa","http://www.cdisc.org","C49488","Code_512","Code","2023-12-15","Yes"
"4a25ea88-d452-4eac-886d-a17008bec26e","http://www.cdisc.org","C83309","Code_513","Code","2023-12-15","Laboratory Test Fasting Status"
"07fed9da-6281-4d09-ae2b-b26489c2f438","http://www.cdisc.org","C64547","Code_514","Code","2023-12-15","CREAT"
"804f51a1-a3e1-47ec-8e54-572cd5ed84e9","http://www.cdisc.org","C64853","Code_515","Code","2023-12-15","K"
"253df717-12b5-416c-b2a5-44769d4979cb","http://www.cdisc.org","C36292","Code_516","Code","2023-12-15","Laboratory Test Result"
"f7f9b8e9-bf20-4ef6-b5e9-568815590a1d","http://www.cdisc.org","C67474","Code_517","Code","2023-12-15","Milliequivalent per Liter"
"25d41bb5-b216-4463-8585-8d74da4905f9","http://www.cdisc.org","C67473","Code_518","Code","2023-12-15","Milliequivalent per Deciliter"
"f3232c00-6e55-419a-99a6-d740a8608c52","http://www.cdisc.org","C64387","Code_519","Code","2023-12-15","Millimole per Liter"
"45644b68-cab8-43f6-bceb-37ace0c87004","http://www.cdisc.org","C64567","Code_520","Code","2023-12-15","Molarity Unit"
"3b0b2322-6d90-4659-8e18-3dad785e85f7","http://www.cdisc.org","C70713","Code_521","Code","2023-12-15","Biospecimen Type"
"e0d704c6-8349-4a8d-95cc-01dda45abce0","http://www.cdisc.org","C49487","Code_522","Code","2023-12-15","No"
"5e72f96c-9d65-49a8-8356-e6c06f47ca0e","http://www.cdisc.org","C49488","Code_523","Code","2023-12-15","Yes"
"5cf68bc1-2545-4260-bcc7-c49085c267b2","http://www.cdisc.org","C83309","Code_524","Code","2023-12-15","Laboratory Test Fasting Status"
"5f2ad427-9317-48a6-b63e-be7ef8d3a4aa","http://www.cdisc.org","C64853","Code_525","Code","2023-12-15","K"
"5ee65344-5bb9-435e-a28f-63dffc9ab29c","http://www.cdisc.org","C64809","Code_526","Code","2023-12-15","SODIUM"
"aef1fac8-24b7-48a3-81ac-8436270dc530","http://www.cdisc.org","C36292","Code_527","Code","2023-12-15","Laboratory Test Result"
"f28e706b-31b2-4e76-be74-1837f1264139","http://www.cdisc.org","C67474","Code_528","Code","2023-12-15","Milliequivalent per Liter"
"07505494-ccc8-4738-946a-526e6c06d93b","http://www.cdisc.org","C67473","Code_529","Code","2023-12-15","Milliequivalent per Deciliter"
"9b809f2c-f0f5-4596-b7d3-5395c3bf1200","http://www.cdisc.org","C64387","Code_530","Code","2023-12-15","Millimole per Liter"
"d7f50b92-0445-4cb8-a6fa-6ad395d83dab","http://www.cdisc.org","C64567","Code_531","Code","2023-12-15","Molarity Unit"
"2615f671-913f-49f6-95ae-95f1dd4f51a3","http://www.cdisc.org","C70713","Code_532","Code","2023-12-15","Biospecimen Type"
"40b165b9-4a93-4c8b-b485-b9fdf0d99a01","http://www.cdisc.org","C49487","Code_533","Code","2023-12-15","No"
"e3e4c092-3c8f-4eb6-bd6c-ceb4f6695e19","http://www.cdisc.org","C49488","Code_534","Code","2023-12-15","Yes"
"7ad7e63d-166e-473d-85fb-a704af5250c2","http://www.cdisc.org","C83309","Code_535","Code","2023-12-15","Laboratory Test Fasting Status"
"23b9be72-0df9-4f56-bd19-82c568a153b3","http://www.cdisc.org","C64809","Code_536","Code","2023-12-15","SODIUM"
"d3bcb65a-8f95-43b6-9904-07f84ad0c665","http://www.cdisc.org","C64849","Code_537","Code","2023-12-15","HBA1C"
"aa5f8686-b63f-43e4-9654-742c42214e0e","http://www.cdisc.org","C36292","Code_538","Code","2023-12-15","Laboratory Test Result"
"3810222b-426c-4dc8-8e49-f47e58086f3b","http://www.cdisc.org","C64783","Code_539","Code","2023-12-15","Gram per Deciliter"
"f88b2ffb-ca43-4d27-b84e-265a610ddbaa","http://www.cdisc.org","No Concept Code","Code_540","Code","2023-12-15","LBORRESU"
"93ff9f1a-94dc-43f4-88bb-2b527216f8ab","http://www.cdisc.org","C70713","Code_541","Code","2023-12-15","Biospecimen Type"
"8c71bbd7-f802-4e95-b4f0-03206cfefbc4","http://www.cdisc.org","C49487","Code_542","Code","2023-12-15","No"
"957a7364-cf05-4dd0-9b99-2e1486d4cfef","http://www.cdisc.org","C49488","Code_543","Code","2023-12-15","Yes"
"fd1b05cb-c23f-4d5c-af94-0a9ea1c86c25","http://www.cdisc.org","C83309","Code_544","Code","2023-12-15","Laboratory Test Fasting Status"
"862825bb-db38-4c57-b232-b4e59384921d","http://www.cdisc.org","C64849","Code_545","Code","2023-12-15","HBA1C"
"b735b583-8ec8-41e4-8290-e269efb67603","http://www.cdisc.org","C78541","Code_145","Code","2023-12-15","Adverse Event Verbatim Description"
"47b9f177-fe47-4f38-b95e-1944fe17c372","http://www.cdisc.org","C83344","Code_146","Code","2023-12-15","Adverse Event Dictionary Derived Term"
"fd52e819-bca5-4133-a3e9-e97841b19c9d","http://www.cdisc.org","C49487","Code_147","Code","2023-12-15","No"
"976e00f7-e036-48de-85d4-51f2e9963ac8","http://www.cdisc.org","C49488","Code_148","Code","2023-12-15","Yes"
"a0ea0792-3c78-4119-894c-7450c5fddbb1","http://www.cdisc.org","C87840","Code_149","Code","2023-12-15","Adverse Event Pre-specified"
"c5797382-946e-4f32-8055-8130e87fe3a9","http://www.cdisc.org","C83205","Code_150","Code","2023-12-15","Adverse Event Location"
"96581c3e-50fa-4bf2-9250-b2b6fe8b344e","http://www.cdisc.org","C53253","Code_151","Code","2023-12-15","Severity of Adverse Event"
"2a1bec7b-b091-4c8f-ad73-14772e0ede2a","http://www.cdisc.org","C49487","Code_152","Code","2023-12-15","No"
"85188ac7-d6ad-4207-a756-3e1528612326","http://www.cdisc.org","C49488","Code_153","Code","2023-12-15","Yes"
"c8efbd0c-70b8-48a2-8463-6914ed1bcb31","http://www.cdisc.org","C53252","Code_154","Code","2023-12-15","Seriousness of Adverse Event"
"96ae406c-ea3c-439e-b83c-6932b9efb24d","http://www.cdisc.org","C83013","Code_155","Code","2023-12-15","Adverse Event Action Taken with Study Treatment"
"94d7c6b2-b203-44c3-82ba-5c9f253d4fdf","http://www.cdisc.org","C83109","Code_156","Code","2023-12-15","Other Actions taken in Response to Adverse Event"
"22124a60-334e-4715-8c2c-449a1bfaf85b","http://www.cdisc.org","C41358","Code_157","Code","2023-12-15","Adverse Event Attribution to Product or Procedure"
"47a8cc09-ead3-49b7-84ae-e23b7cd45f3f","http://www.cdisc.org","C83210","Code_158","Code","2023-12-15","Adverse Event Relationship to Non Study Treatment"
"b565f718-e61a-4551-a24d-4dac91ed41eb","http://www.cdisc.org","C83208","Code_159","Code","2023-12-15","Adverse Event Pattern"
"77dce4f0-0977-4d8f-ae4c-a6e026b90578","http://www.cdisc.org","C49489","Code_160","Code","2023-12-15","Adverse Event Outcome"
"517b01b9-e123-49c1-8c04-5aabcdb66788","http://www.cdisc.org","C49487","Code_161","Code","2023-12-15","No"
"6923b535-a63e-444a-a1c8-e0d21b6f6113","http://www.cdisc.org","C49488","Code_162","Code","2023-12-15","Yes"
"e2fa4acf-b0e4-4395-b94e-32dc9085656e","http://www.cdisc.org","C83211","Code_163","Code","2023-12-15","Adverse Event Involves Cancer"
"cb57088c-1e4d-492e-8f9e-876eb46f2b35","http://www.cdisc.org","C49487","Code_164","Code","2023-12-15","No"
"19797eb8-e2b4-46d0-a31f-fe417671a4a7","http://www.cdisc.org","C49488","Code_165","Code","2023-12-15","Yes"
"41c3a9bd-3388-4526-a864-f94230aa416d","http://www.cdisc.org","C83117","Code_166","Code","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly"
"f30ca959-68e5-42e9-bdca-58f54d4af2d3","http://www.cdisc.org","C49487","Code_167","Code","2023-12-15","No"
"fdab1dce-0d5c-4bf2-aa6b-7c01eccca12a","http://www.cdisc.org","C49488","Code_168","Code","2023-12-15","Yes"
"be3fd6fe-4212-4a29-ae9d-10c97a69c803","http://www.cdisc.org","C113380","Code_169","Code","2023-12-15","Disabling Adverse Event"
"30e96826-1ce0-46e6-b7fa-40e33cd44811","http://www.cdisc.org","C49487","Code_170","Code","2023-12-15","No"
"5f71e8d3-bcb6-4db1-9f59-cc609290bcf1","http://www.cdisc.org","C49488","Code_171","Code","2023-12-15","Yes"
"67790a48-6965-45d4-a351-e0ddcca2b1f6","http://www.cdisc.org","C48275","Code_172","Code","2023-12-15","Death Related to Adverse Event"
