"uuid:ID","label","name","id","reference","instanceType","synonyms"
"943545a5-5cb6-4c04-af10-db08d9b6f452","Potassium Concentration in Urine","Potassium Concentration in Urine","BiomedicalConcept_30","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']"
"4591dff7-d6d6-44f3-8e77-4ff1af7019fd","Sodium Concentration in Urine","Sodium Concentration in Urine","BiomedicalConcept_31","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']"
"ed321919-f67a-4fc9-a535-569cb50922f0","Hemoglobin A1C Concentration in Blood","Hemoglobin A1C Concentration in Blood","BiomedicalConcept_32","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","BiomedicalConcept","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']"
"c6b97c31-7e37-4873-8ef0-f074d69ea11b","Adverse Event Prespecified","Adverse Event Prespecified","BiomedicalConcept_1","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","BiomedicalConcept","['Adverse Event', 'Solicited Adverse Event']"
"6a2deb35-48ac-4348-9c94-8031d65452d6","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept_2","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"709738f0-f153-40da-bd49-ad7dafce07e3","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept_3","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"124e3fca-d171-476c-8b4b-cbcac9885649","Temperature","Temperature","BiomedicalConcept_4","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept","['Temperature', 'Body Temperature']"
"d4a0800d-f8b9-49cc-92b9-96942e92a909","Weight","Weight","BiomedicalConcept_5","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept","['Weight', 'Body Weight']"
"dd43ba29-eb0a-4cba-80e5-7c19971154da","Height","Height","BiomedicalConcept_6","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept","['Height', 'Body Height']"
"331157a8-f04d-4f0c-a9de-da91d39a01ba","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_7","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']"
"8b732fa6-2aa6-4449-9ab6-e308aa3dcf62","Albumin Presence in Urine","Albumin Presence in Urine","BiomedicalConcept_8","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept","['Albumin', 'Albumin Measurement']"
"8d653281-f12e-4c98-866a-48b5391b8e95","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_9","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']"
"28364a58-f539-457f-9e18-8d24fad55785","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_10","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']"
"4f365793-ced6-4288-85c9-d76d999cf328","Creatinine Concentration in Urine","Creatinine Concentration in Urine","BiomedicalConcept_11","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']"
"9e12e2c6-9203-41ee-979c-5b3aa383bfde","Potassium Concentration in Urine","Potassium Concentration in Urine","BiomedicalConcept_12","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']"
"51cb19da-ae32-47fe-81a6-afaefb4a2f3d","Sodium Concentration in Urine","Sodium Concentration in Urine","BiomedicalConcept_13","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']"
"53b491b0-fe4b-44ec-8384-706a0ce8d14f","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept_14","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"899ccf28-b817-4760-81c6-c261ffc2afbb","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept_15","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"39ff1da2-721a-4147-a4d9-8eb34e1c2785","Heart Rate","Heart Rate","BiomedicalConcept_16","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept","['Heart Rate']"
"8953e112-8ec6-4842-92ea-40a871287f8f","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept_17","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']"
"61da5a37-eef1-4a99-b85e-f94b9cdd9293","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept_18","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']"
"314374d0-96f6-48e4-86db-aecc90b45318","Heart Rate","Heart Rate","BiomedicalConcept_19","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept","['Heart Rate']"
