"instanceType","uuid:ID","name","datatype","isRequired","isEnabled","id","label"
"BiomedicalConceptProperty","93640feb-f791-4644-a968-ac9eae44b0a5","Laboratory Test Fasting Status","boolean","True","True","BiomedicalConceptProperty_26","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","e1b8481e-2f83-42a1-8988-c1ae539abe6a","Unit of Catalytic Activity Concentration","string","True","True","BiomedicalConceptProperty_27","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","dac61cd4-d75b-4f59-b778-cf0e9eb52ab5","Biospecimen Type","string","True","True","BiomedicalConceptProperty_28","Biospecimen Type"
"BiomedicalConceptProperty","37717c46-259c-48ae-8d7d-1318c8b5744a","Laboratory Test Result","string","True","True","BiomedicalConceptProperty_29","Laboratory Test Result"
"BiomedicalConceptProperty","dde638ef-c886-4bf1-9b46-431cd501e724","Laboratory Test Fasting Status","boolean","True","True","BiomedicalConceptProperty_30","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","f45d49ad-af89-4cb8-81c8-c89b63b01b91","Unit of Concentration","string","True","True","BiomedicalConceptProperty_31","Unit of Concentration"
"BiomedicalConceptProperty","7fc8130a-4519-47b8-8be2-b9ff5519dd29","Biospecimen Type","string","True","True","BiomedicalConceptProperty_32","Biospecimen Type"
"BiomedicalConceptProperty","44ad321e-f0c5-4108-94ef-abffffe46c4e","Laboratory Test Result","decimal","True","True","BiomedicalConceptProperty_33","Laboratory Test Result"
"BiomedicalConceptProperty","25b489d7-001c-41c0-bf58-b75dd9c2133f","Laboratory Test Fasting Status","boolean","True","True","BiomedicalConceptProperty_34","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","ba9b136f-71f7-40ac-8a06-7cca2111d0bd","Unit of Catalytic Activity Concentration","string","True","True","BiomedicalConceptProperty_35","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","7a344788-56cb-4222-bb50-89fe9db3083f","Biospecimen Type","string","True","True","BiomedicalConceptProperty_36","Biospecimen Type"
"BiomedicalConceptProperty","6f00cc46-eac6-4e87-b110-d45ea312163d","Laboratory Test Result","decimal","True","True","BiomedicalConceptProperty_37","Laboratory Test Result"
"BiomedicalConceptProperty","95e7c875-5fcd-4a1b-a4f5-f395e1d92f82","Laboratory Test Fasting Status","boolean","True","True","BiomedicalConceptProperty_38","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","e33a88c1-9a26-4a8c-adc4-fffe3e6d9e30","Unit of Catalytic Activity Concentration","string","True","True","BiomedicalConceptProperty_39","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","1ba6dcc9-1a1e-4051-b9d7-dcac62b60510","Biospecimen Type","string","True","True","BiomedicalConceptProperty_40","Biospecimen Type"
"BiomedicalConceptProperty","5029be15-49c4-4bb8-b662-05013559741c","Laboratory Test Result","string","True","True","BiomedicalConceptProperty_41","Laboratory Test Result"
"BiomedicalConceptProperty","2abd9c1f-46fe-46e8-ab61-bac3ad3b4ce1","Laboratory Test Fasting Status","boolean","True","True","BiomedicalConceptProperty_42","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","b1b7deb6-a40c-4e70-bbbb-44a9d051e0ce","Unit of Concentration","string","True","True","BiomedicalConceptProperty_43","Unit of Concentration"
"BiomedicalConceptProperty","01261ab5-ae2a-47fc-8be2-e8ccac33f71d","Biospecimen Type","string","True","True","BiomedicalConceptProperty_44","Biospecimen Type"
"BiomedicalConceptProperty","ff6152e2-5639-4d4c-8b3e-6b131600d3a1","Laboratory Test Result","decimal","True","True","BiomedicalConceptProperty_45","Laboratory Test Result"
"BiomedicalConceptProperty","0c70db39-8ad0-4593-80d1-4a7f33b2f676","Laboratory Test Fasting Status","boolean","True","True","BiomedicalConceptProperty_46","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","67b3b11a-af5f-4fa2-b770-37fc1ab51256","Molarity Unit","string","True","True","BiomedicalConceptProperty_47","Molarity Unit"
"BiomedicalConceptProperty","7b3111ae-d7da-411a-8403-d9b3c7e2bfa5","Biospecimen Type","string","True","True","BiomedicalConceptProperty_48","Biospecimen Type"
"BiomedicalConceptProperty","7b5fc756-352c-4923-87cf-dea9b54be6bf","Laboratory Test Result","decimal","True","True","BiomedicalConceptProperty_49","Laboratory Test Result"
"BiomedicalConceptProperty","e6878c5c-a840-4814-8c86-98f310f9ee70","Laboratory Test Fasting Status","boolean","True","True","BiomedicalConceptProperty_50","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","1c9411ce-9a22-40eb-b0ff-9523415a5507","Molarity Unit","string","True","True","BiomedicalConceptProperty_51","Molarity Unit"
"BiomedicalConceptProperty","ca0bfb2a-a299-490c-8c99-8ce2a950aa69","Biospecimen Type","string","True","True","BiomedicalConceptProperty_52","Biospecimen Type"
"BiomedicalConceptProperty","b6eaa2a4-3d14-4fac-8026-9ae95b954586","Clinical Test Result","decimal","True","True","BiomedicalConceptProperty_53","Clinical Test Result"
"BiomedicalConceptProperty","7455b199-02df-432b-a506-b61ffa857dee","Unit of Pressure","string","True","True","BiomedicalConceptProperty_54","Unit of Pressure"
"BiomedicalConceptProperty","eb1a2add-6858-4178-8fd7-035c3d04c24f","Anatomic Site","string","True","True","BiomedicalConceptProperty_55","Anatomic Site"
"BiomedicalConceptProperty","530f09fd-2319-42dc-9832-087165695f35","Laterality","string","True","True","BiomedicalConceptProperty_56","Laterality"
"BiomedicalConceptProperty","b12e752c-5eb7-49e5-99e2-d4bb00a6aac0","Test Method","string","True","True","BiomedicalConceptProperty_57","Test Method"
"BiomedicalConceptProperty","a3892d3d-58e8-4a0f-926a-4b672d255f44","Body Position","string","True","True","BiomedicalConceptProperty_58","Body Position"
"BiomedicalConceptProperty","746d0ebc-700c-4fe4-b491-50b4251d002a","Clinical Test Result","decimal","True","True","BiomedicalConceptProperty_59","Clinical Test Result"
"BiomedicalConceptProperty","d4c4058b-f3bb-4a1c-91e1-0e705019da19","Unit of Pressure","string","True","True","BiomedicalConceptProperty_60","Unit of Pressure"
"BiomedicalConceptProperty","7e85d8d7-25a4-4338-9339-b0cb639d0699","Anatomic Site","string","True","True","BiomedicalConceptProperty_61","Anatomic Site"
"BiomedicalConceptProperty","ad575704-7e57-43d0-912b-051ef82a6f74","Laterality","string","True","True","BiomedicalConceptProperty_62","Laterality"
"BiomedicalConceptProperty","ddfa3fea-e62b-4437-84f5-98153fed54f4","Test Method","string","True","True","BiomedicalConceptProperty_63","Test Method"
"BiomedicalConceptProperty","b159aeee-a1da-4b74-aafa-8f51c6b816ac","Body Position","string","True","True","BiomedicalConceptProperty_64","Body Position"
"BiomedicalConceptProperty","d8a3ae52-3d31-4c76-a807-7252d9a1d1a6","Clinical Test Result","integer","True","True","BiomedicalConceptProperty_65","Clinical Test Result"
"BiomedicalConceptProperty","d5082409-b4e7-4760-ab57-093517240a12","Count per Minute","string","True","True","BiomedicalConceptProperty_66","Count per Minute"
"BiomedicalConceptProperty","d70bf113-48be-4a11-a903-fef7f2a85064","Anatomic Site","string","True","True","BiomedicalConceptProperty_67","Anatomic Site"
"BiomedicalConceptProperty","76bf13f9-57fc-4d36-a0e8-2aceed7d0088","Laterality","string","True","True","BiomedicalConceptProperty_68","Laterality"
"BiomedicalConceptProperty","56f0e69e-eda1-4b5e-9428-998a7f84aa03","Test Method","string","True","True","BiomedicalConceptProperty_69","Test Method"
"BiomedicalConceptProperty","e9da2a98-df8c-4ee8-bdd2-ff1c0cc3dfcb","Body Position","string","True","True","BiomedicalConceptProperty_70","Body Position"
"BiomedicalConceptProperty","2aa4780a-989a-4467-8d7a-d31fbeee4035","Clinical Test Result","decimal","True","True","BiomedicalConceptProperty_71","Clinical Test Result"
"BiomedicalConceptProperty","43e2e868-7a80-4a2c-b43a-e763ccbbf3b1","Unit of Pressure","string","True","True","BiomedicalConceptProperty_72","Unit of Pressure"
"BiomedicalConceptProperty","876848f5-5471-4e0c-9294-2bc4d2337716","Anatomic Site","string","True","True","BiomedicalConceptProperty_73","Anatomic Site"
"BiomedicalConceptProperty","720ad158-91b1-4212-ab51-8929b76e4a90","Laterality","string","True","True","BiomedicalConceptProperty_74","Laterality"
"BiomedicalConceptProperty","fa781f56-546a-4786-b3c8-be38d2c1e8f3","Test Method","string","True","True","BiomedicalConceptProperty_75","Test Method"
"BiomedicalConceptProperty","6d526ce5-586b-47dd-838d-880bcd8d5bbf","Body Position","string","True","True","BiomedicalConceptProperty_76","Body Position"
"BiomedicalConceptProperty","0636ff02-537b-407a-9d43-7f68864b466b","Clinical Test Result","decimal","True","True","BiomedicalConceptProperty_77","Clinical Test Result"
"BiomedicalConceptProperty","b9793ce6-a90c-4b4b-bb30-202df0558ce6","Unit of Pressure","string","True","True","BiomedicalConceptProperty_78","Unit of Pressure"
"BiomedicalConceptProperty","7d2b6cc1-80dd-4b33-b78d-55accae0f53e","Anatomic Site","string","True","True","BiomedicalConceptProperty_79","Anatomic Site"
"BiomedicalConceptProperty","de350674-359a-4ccc-a83c-666e853c1c31","Laterality","string","True","True","BiomedicalConceptProperty_80","Laterality"
"BiomedicalConceptProperty","a5237f7f-2ee5-4bdf-87c9-eca376cfd11a","Test Method","string","True","True","BiomedicalConceptProperty_81","Test Method"
"BiomedicalConceptProperty","bb6c083e-8b01-4680-b330-caa340ac0106","Body Position","string","True","True","BiomedicalConceptProperty_82","Body Position"
"BiomedicalConceptProperty","c6489f5b-611f-4c99-b241-b4c50f2d8117","Clinical Test Result","integer","True","True","BiomedicalConceptProperty_83","Clinical Test Result"
"BiomedicalConceptProperty","902bd825-0fd6-4b1b-b9eb-399972468964","Count per Minute","string","True","True","BiomedicalConceptProperty_84","Count per Minute"
"BiomedicalConceptProperty","804b70e5-51ba-4398-80c8-a7740acbceca","Anatomic Site","string","True","True","BiomedicalConceptProperty_85","Anatomic Site"
"BiomedicalConceptProperty","4a96b21b-1430-4635-b4fa-539382ce3ee3","Laterality","string","True","True","BiomedicalConceptProperty_86","Laterality"
"BiomedicalConceptProperty","ca1a03b4-4e3b-4826-9cff-f1c970d18154","Test Method","string","True","True","BiomedicalConceptProperty_87","Test Method"
"BiomedicalConceptProperty","a35cee34-2b16-44e2-bdaf-94464d823fd9","Body Position","string","True","True","BiomedicalConceptProperty_88","Body Position"
