"instanceType","codeSystem","decode","uuid:ID","code","id","codeSystemVersion"
"Code","http://www.cdisc.org","Visit","5ca6dedf-b719-4f36-b86e-a4b03ecc3d39","C25716","Code_92","2023-09-29"
"Code","http://www.cdisc.org","Clinic","54e5b545-ea41-4ebc-8705-53369190e8e5","C51282","Code_93","2023-09-29"
"Code","http://www.cdisc.org","In Person","020f0b5e-543d-4ec1-8cdf-352afea96b78","C175574","Code_94","2023-09-29"
"Code","http://www.cdisc.org","Visit","65165e82-c2be-4f8e-8bbe-88333b215dcb","C25716","Code_95","2023-09-29"
"Code","http://www.cdisc.org","Clinic","7178f773-c49d-46dc-807d-2d3cf23a1f6c","C51282","Code_96","2023-09-29"
"Code","http://www.cdisc.org","In Person","487b5620-f5bd-4efb-94c3-547d1d8f582e","C175574","Code_97","2023-09-29"
"Code","http://www.cdisc.org","Visit","e21a4908-426a-4d5c-8b37-a6f010dba9b3","C25716","Code_98","2023-09-29"
"Code","http://www.cdisc.org","Clinic","df56a132-7cf7-4f16-bb84-37f967194084","C51282","Code_99","2023-09-29"
"Code","http://www.cdisc.org","In Person","5b2acb75-bea7-4775-9a2e-fdd36be068d1","C175574","Code_100","2023-09-29"
"Code","http://www.cdisc.org","Visit","8ef36e2f-6a01-4c09-876f-6ad42be6248d","C25716","Code_101","2023-09-29"
"Code","http://www.cdisc.org","Clinic","f32111cc-6f8f-40a5-a656-cfb62fcd5d45","C51282","Code_102","2023-09-29"
"Code","http://www.cdisc.org","In Person","6bcf4f56-fae7-4b68-b11a-0967da9d221b","C175574","Code_103","2023-09-29"
"Code","http://www.cdisc.org","Telephone Call","efcb6954-42fa-4b24-99c7-5a4419936f0a","C171537","Code_104","2023-09-29"
"Code","http://www.cdisc.org","Visit","91bd5040-b968-4294-ad82-d4228885f874","C25716","Code_105","2023-09-29"
"Code","http://www.cdisc.org","Clinic","7eac9ecc-84df-4623-b9b2-9cb57e9894d7","C51282","Code_106","2023-09-29"
"Code","http://www.cdisc.org","In Person","296d1ff6-f02c-4f6e-b100-c6c860e31539","C175574","Code_107","2023-09-29"
"Code","http://www.cdisc.org","Telephone Call","2f37704c-ebaf-47ac-9d2e-32694c6a2959","C171537","Code_108","2023-09-29"
"Code","http://www.cdisc.org","Visit","b3f4ae45-3366-4143-825a-7f5e35cd0476","C25716","Code_109","2023-09-29"
"Code","http://www.cdisc.org","Clinic","ff70092e-b4e6-4d94-9020-1919b9d6bb51","C51282","Code_110","2023-09-29"
"Code","http://www.cdisc.org","In Person","8fe9495e-a95e-4156-a459-6688042145dd","C175574","Code_111","2023-09-29"
"Code","http://www.cdisc.org","Telephone Call","2676cb0e-76d0-4d87-b07a-4e0579a705c2","C171537","Code_112","2023-09-29"
"Code","http://www.cdisc.org","Visit","64ccfa8e-9ffa-4bfb-9aac-efbf847f6f1b","C25716","Code_113","2023-09-29"
"Code","http://www.cdisc.org","Clinic","c2632d1a-3678-4727-84a0-f8a1214f74c8","C51282","Code_114","2023-09-29"
"Code","http://www.cdisc.org","In Person","ff477966-a8e5-46db-b5fd-fdddd7845ad5","C175574","Code_115","2023-09-29"
"Code","http://www.cdisc.org","Telephone Call","6a3e72d1-6b6f-4ed0-a88d-8cae101630c3","C171537","Code_116","2023-09-29"
"Code","http://www.cdisc.org","Visit","757f190f-ff2b-4f71-b452-486a43ebfe9a","C25716","Code_117","2023-09-29"
"Code","http://www.cdisc.org","Clinic","9c9ec6ad-20d6-4bdf-99e2-c867af50056a","C51282","Code_118","2023-09-29"
"Code","http://www.cdisc.org","In Person","88da6b75-dafd-4ef2-9107-1d2559be20d1","C175574","Code_119","2023-09-29"
"Code","http://www.cdisc.org","Visit","83ac17c4-d061-443b-9b99-cd6be8ffb775","C25716","Code_120","2023-09-29"
"Code","http://www.cdisc.org","Clinic","10c359e5-6f21-4380-b55d-da20f3ab4ba0","C51282","Code_121","2023-09-29"
"Code","http://www.cdisc.org","In Person","5c2ad982-0152-44cd-832e-5aff9bab065a","C175574","Code_122","2023-09-29"
"Code","SNOMED","CT of head without contrast","5a9be338-9ded-430c-bb8a-a7df6040bd10","383371000119108","Code_80","January 31, 2018"
"Code","SPONSOR","Subject Supine","b9075022-4845-4c40-b13a-8f1bb09d2382","123","Code_81","12"
"Code","SPONSOR","Subject Standing","0650a029-25ae-471c-bfd1-cfd7ad02dddb","124","Code_82","12"
"Code","http://www.cdisc.org","Male","74b97478-1a03-47a0-94cc-6182e8cd6ee1","C20197","Code_269","2023-09-29"
"Code","http://www.cdisc.org","Female","d5bcc933-619b-4c42-a4c7-b773fca3baff","C16576","Code_270","2023-09-29"
"Code","NCI Thesaurus","Sex","037d09da-bb22-4846-9f0e-9b26629778d8","C28421","Code_271",""
"Code","NCI Thesaurus","Sex","8d104ce5-f4bf-4aad-b1a2-40763532fa9e","C28421","Code_268",""
"Code","NCI Thesaurus","Race","fc3c0f22-65d1-4e18-8190-c0821d206d7b","C17049","Code_273",""
"Code","NCI Thesaurus","Race","674c4d93-824b-485a-aede-8bace4ee5d9d","C17049","Code_272",""
"Code","NCI Thesaurus","Clinical Test Result","fb413b8f-846c-43ca-937a-8d84f23c3a19","C77140","Code_275",""
"Code","http://www.cdisc.org","Kelvin","e5655602-2a55-4c4c-a813-7d966ec11960","C42537","Code_276","2023-09-29"
"Code","NCI Thesaurus","Unit of Temperature","c56b888d-5814-45d8-822e-238f98abb80b","C44276","Code_277",""
"Code","NCI Thesaurus","Anatomic Site","2de8435c-cd08-4d05-bf73-133003355671","C13717","Code_278",""
"Code","NCI Thesaurus","Body Temperature","bb631ed3-8546-47a3-8be6-04ded269fed7","C174446","Code_274",""
"Code","NCI Thesaurus","Clinical Test Result","d56fe37e-7dc8-4f0c-a92c-2dbc2e788728","C77140","Code_280",""
"Code","http://www.cdisc.org","Kilogram","5cee994a-0975-4ca8-9071-68d531501b2e","C28252","Code_281","2023-09-29"
"Code","http://www.cdisc.org","Gram","4530347a-00db-4e86-82e6-c8fee28c519a","C48155","Code_282","2023-09-29"
"Code","http://www.cdisc.org","Pound","0ac61e08-7d93-400d-bdb9-cd070303073c","C48531","Code_283","2023-09-29"
"Code","NCI Thesaurus","Unit of Weight","caf03caf-e81f-4d00-b8d9-9836e9cb21eb","C48208","Code_284",""
"Code","NCI Thesaurus","Body Weight","2d0a2a37-fe19-412d-b06b-f3422a50b656","C81328","Code_279",""
"Code","NCI Thesaurus","Clinical Test Result","bcb1fb1f-e904-4bb0-9949-9b26fca5ffa6","C77140","Code_286",""
"Code","http://www.cdisc.org","Centimeter","bb58d89a-829a-4325-b1bb-66d24ffee3e8","C49668","Code_287","2023-09-29"
"Code","http://www.cdisc.org","Inch","b0b099ab-90f7-4661-b2b7-71e3118da78d","C48500","Code_288","2023-09-29"
"Code","http://www.cdisc.org","Millimeter","b0f12171-3c5c-4d85-baf6-818f9a35dbb3","C28251","Code_289","2023-09-29"
"Code","http://www.cdisc.org","Meter","492906ca-cb17-4827-ba89-fd60b1e2ec8c","C41139","Code_290","2023-09-29"
"Code","NCI Thesaurus","Unit of Height","44eb71ad-26aa-45ad-a713-ec1d4fd52da3","C168688","Code_291",""
"Code","NCI Thesaurus","Body Height","3e9adb94-bbe9-41f3-89c4-a38631752e3b","C164634","Code_285",""
"Code","NCI Thesaurus","Laboratory Test Result","24f9aace-acbc-472e-bd5b-ead911d8783d","C36292","Code_293",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","c5d5eb07-af36-431e-97da-5a6f7875f9b1","C83309","Code_294",""
"Code","NCI Thesaurus","Unit of Catalytic Activity Concentration","e96fbee1-1209-48ee-8d40-7d223af2b534","C67365","Code_295",""
"Code","NCI Thesaurus","Biospecimen Type","f01e9504-e96b-4246-a27f-0f3321d0258c","C70713","Code_296",""
"Code","NCI Thesaurus","Alanine Aminotransferase Measurement","7c76c602-0cf3-4e88-afe6-4b20d9c161ce","C64433","Code_292",""
"Code","NCI Thesaurus","Laboratory Test Result","767b0a8a-0a9c-4fd1-b097-c66c5e809f53","C36292","Code_298",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","811e6629-c3cb-41bf-922d-73dacef2e2ed","C83309","Code_299",""
"Code","NCI Thesaurus","Unit of Concentration","319b77a6-4709-4793-9a70-bba2c4c04c14","C48207","Code_300",""
"Code","NCI Thesaurus","Biospecimen Type","78603c4f-a5f1-48d1-9b0c-ba1d804ce9fe","C70713","Code_301",""
"Code","NCI Thesaurus","Albumin Measurement","584c639f-ed5f-4431-9cb8-776de1534b2a","C64431","Code_297",""
"Code","NCI Thesaurus","Laboratory Test Result","cc1c1c64-9dcc-42c0-9006-27eaaa3545ca","C36292","Code_303",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","187c8862-2b04-40f7-889e-7b9ac718d3a0","C83309","Code_304",""
"Code","NCI Thesaurus","Unit of Catalytic Activity Concentration","57d6ac0d-d3bf-46c6-bc89-97e2c28294aa","C67365","Code_305",""
"Code","NCI Thesaurus","Biospecimen Type","34c7cf2b-d90d-4d11-8756-ed0a5807b65b","C70713","Code_306",""
"Code","NCI Thesaurus","Alkaline Phosphatase Measurement","70453d8e-8aa2-4057-8d29-2c416c6ca8f8","C64432","Code_302",""
"Code","NCI Thesaurus","Laboratory Test Result","a2b46110-dda0-40af-90ba-671de18b7d10","C36292","Code_308",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","d5dbd902-f176-4598-b151-5965161cd3bc","C83309","Code_309",""
"Code","NCI Thesaurus","Unit of Catalytic Activity Concentration","891b2fd5-c294-463f-b7ab-3bf2abdc9ac3","C67365","Code_310",""
"Code","NCI Thesaurus","Biospecimen Type","e77c64a4-0ab4-452e-8f91-cad58c172208","C70713","Code_311",""
"Code","NCI Thesaurus","Aspartate Aminotransferase Measurement","7e4bfc2c-ae3e-4186-b0e0-b6d2746f3b1b","C64467","Code_307",""
"Code","NCI Thesaurus","Laboratory Test Result","87ac1a28-8c14-4aa7-a0af-f4ed272b3e65","C36292","Code_313",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","7f0dcc33-ec40-4b13-a7b6-f76fa2870394","C83309","Code_314",""
"Code","NCI Thesaurus","Unit of Concentration","38d0646d-1dcf-4b22-a90d-353bbf1f64c2","C48207","Code_315",""
"Code","NCI Thesaurus","Biospecimen Type","9ecc0caa-8c39-400d-9ffc-4f3a0af70b66","C70713","Code_316",""
"Code","NCI Thesaurus","Creatinine Measurement","7974939f-a2ef-48ce-b6db-94f114b89c93","C64547","Code_312",""
"Code","NCI Thesaurus","Laboratory Test Result","74a37694-ccb6-4911-bfd0-7aa53375cf6a","C36292","Code_318",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","fd09aa4a-8fb0-496b-97b9-f70c943d56f7","C83309","Code_319",""
"Code","NCI Thesaurus","Molarity Unit","e641f4aa-257b-4bb5-86b6-92241afadc29","C64567","Code_320",""
"Code","NCI Thesaurus","Biospecimen Type","69d23cf8-f889-4de6-b304-b47e68bf2857","C70713","Code_321",""
"Code","NCI Thesaurus","Potassium Measurement","47bff9e7-c99b-4aad-a3c7-aead53ee1749","C64853","Code_317",""
"Code","NCI Thesaurus","Laboratory Test Result","07b5e954-a91e-45e7-9b78-6eed0686b6cd","C36292","Code_323",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","bbbd5c5d-1ffc-4498-9230-d14ce7934ca3","C83309","Code_324",""
"Code","NCI Thesaurus","Molarity Unit","930db138-5b17-4965-99d5-57c97cd2aea0","C64567","Code_325",""
"Code","NCI Thesaurus","Biospecimen Type","61105dc7-5e1f-48f7-b985-8ef4badecbdd","C70713","Code_326",""
"Code","NCI Thesaurus","Sodium Measurement","6e25ae46-857d-491e-ae1c-e3b6d69a733c","C64809","Code_322",""
"Code","NCI Thesaurus","Reported Event Term","4bf0231c-de6a-45d6-8157-23a61d7a32e1","C82571","Code_146",""
"Code","NCI Thesaurus","Dictionary-derived Term","555410a9-2627-4766-9521-556f2327582e","C82977","Code_147",""
"Code","NCI Thesaurus","Category","93362d1f-c9fa-44a1-86d6-c0a12904fc18","C25372","Code_148",""
"Code","NCI Thesaurus","Subcategory","8fceb18e-a9c9-4699-91e6-45c6fdc26e9f","C25692","Code_149",""
"Code","NCI Thesaurus","Observation Start Date Time","4c45c021-4254-4800-9ab9-715bf8004420","C82517","Code_150",""
"Code","NCI Thesaurus","Adverse Event","2f49e188-d249-4d83-84ed-d0838ce7fccb","C41331","Code_145",""
"Code","NCI Thesaurus","Clinical Test Result","83c3b271-62e5-4829-a9c7-b6a1e4af8f3a","C77140","Code_152",""
"Code","http://www.cdisc.org","Pascal","520f0610-b0a7-43aa-b376-325a9f4ae612","C42547","Code_153","2023-09-29"
"Code","NCI Thesaurus","Unit of Pressure","c705bf80-b47e-4c30-bd95-ac821679d598","C49669","Code_154",""
"Code","NCI Thesaurus","Anatomic Site","513745d3-9a7f-4512-90f5-229dcda7ae89","C13717","Code_155",""
"Code","NCI Thesaurus","Laterality","7773b243-0868-4abb-8b82-10c0ea8c540a","C25185","Code_156",""
"Code","NCI Thesaurus","Test Method","6d1024cd-ea42-4f23-a259-d804de8d7bd4","C82535","Code_157",""
"Code","NCI Thesaurus","Body Position","2feef0e6-f9f7-4775-b99a-0768e19ce8d8","C62164","Code_158",""
"Code","NCI Thesaurus","Systolic Blood Pressure","f4a0a997-2a06-4928-8bd9-43b2ff88f6f6","C25298","Code_151",""
"Code","NCI Thesaurus","Clinical Test Result","07aa1fe9-6588-4af6-96f0-8b75774b2300","C77140","Code_160",""
"Code","http://www.cdisc.org","Pascal","3c5b6573-2f52-47ad-9957-8e3542d0ffa8","C42547","Code_161","2023-09-29"
"Code","NCI Thesaurus","Unit of Pressure","567cfe70-272e-4693-a387-48bd4dce7544","C49669","Code_162",""
"Code","NCI Thesaurus","Anatomic Site","5d8e1ff4-cb9a-4366-b2b8-1cb0a506cb2b","C13717","Code_163",""
"Code","NCI Thesaurus","Laterality","a8b90521-d908-4f17-b4ec-fef5dd9fe729","C25185","Code_164",""
"Code","NCI Thesaurus","Test Method","0b3a652f-40cb-489c-98c8-948ec2887a61","C82535","Code_165",""
"Code","NCI Thesaurus","Body Position","521f899f-8e40-4586-a632-921b0fe80566","C62164","Code_166",""
"Code","NCI Thesaurus","Diastolic Blood Pressure","7d3bf27b-29b7-4a52-a4fe-b254349cce9e","C25299","Code_159",""
"Code","NCI Thesaurus","Clinical Test Result","bbfaf835-0ae6-4ad7-a09d-5de53804aa5a","C77140","Code_168",""
"Code","http://www.cdisc.org","Kelvin","a3dc045c-892b-4bc0-89d4-c5b4d61c921e","C42537","Code_169","2023-09-29"
"Code","NCI Thesaurus","Unit of Temperature","88438181-a640-4559-b5ab-f292eb319b65","C44276","Code_170",""
"Code","NCI Thesaurus","Anatomic Site","06f939cd-4be4-4c99-a5ec-faeb9b33bc54","C13717","Code_171",""
"Code","NCI Thesaurus","Body Temperature","16edd009-5e00-4092-a313-574a5960deff","C174446","Code_167",""
"Code","NCI Thesaurus","Clinical Test Result","dae560b5-84ac-48eb-99be-ff1faa8ebe57","C77140","Code_173",""
"Code","http://www.cdisc.org","Kilogram","0807e0be-6b4b-40ee-ad52-06ec50322025","C28252","Code_174","2023-09-29"
"Code","http://www.cdisc.org","Gram","5323629f-34f5-4270-a704-a4f57d190d18","C48155","Code_175","2023-09-29"
"Code","http://www.cdisc.org","Pound","649f1cec-c59a-4906-8932-f5a13e2ebb7f","C48531","Code_176","2023-09-29"
"Code","NCI Thesaurus","Unit of Weight","090f2432-7c22-4717-ad70-bc5d9f4bfae4","C48208","Code_177",""
"Code","NCI Thesaurus","Body Weight","cb2adad1-0fc8-4d1f-ac48-b1b253e1675a","C81328","Code_172",""
"Code","NCI Thesaurus","Clinical Test Result","1ed01bae-bf0a-4811-83c3-695074d7f286","C77140","Code_179",""
"Code","http://www.cdisc.org","Centimeter","9f4c2a0a-0003-4891-bf8d-64ad2225a78f","C49668","Code_180","2023-09-29"
"Code","http://www.cdisc.org","Inch","ad848929-df91-49c0-8bc8-f4fde042f9b3","C48500","Code_181","2023-09-29"
"Code","http://www.cdisc.org","Millimeter","6883cb6b-eb4f-4cfe-8b22-75c79d04a477","C28251","Code_182","2023-09-29"
"Code","http://www.cdisc.org","Meter","5ca366f0-291e-4a4d-b94f-f2efdb3ab0c9","C41139","Code_183","2023-09-29"
"Code","NCI Thesaurus","Unit of Height","83d7bbdf-7f22-42fa-a66a-b0983e067901","C168688","Code_184",""
"Code","NCI Thesaurus","Body Height","36bc9264-5713-40c0-a2cd-3c926da5e761","C164634","Code_178",""
"Code","NCI Thesaurus","Laboratory Test Result","bc01638e-a02d-4cb6-8caf-595da6c39b2e","C36292","Code_186",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","093a2532-1c33-428f-8652-84385c306a92","C83309","Code_187",""
"Code","NCI Thesaurus","Unit of Catalytic Activity Concentration","63d66750-2190-4cb3-99c8-fb704dda84cd","C67365","Code_188",""
"Code","NCI Thesaurus","Biospecimen Type","746425d8-f4c4-4b5c-ae6b-2c3873adebf5","C70713","Code_189",""
"Code","NCI Thesaurus","Alanine Aminotransferase Measurement","fe1999de-cbab-4ae4-bcbe-c4cbc901f94b","C64433","Code_185",""
"Code","NCI Thesaurus","Laboratory Test Result","73003a66-d3e5-4be3-944c-3c36b8e16c17","C36292","Code_191",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","1c5b10aa-9768-4975-8212-2f9c134a69ca","C83309","Code_192",""
"Code","NCI Thesaurus","Unit of Concentration","f33cf806-b13f-45e1-a033-c55b6066d707","C48207","Code_193",""
"Code","NCI Thesaurus","Biospecimen Type","0469c921-669b-4117-af15-73f3575ee843","C70713","Code_194",""
"Code","NCI Thesaurus","Albumin Measurement","bba11a4c-33d9-425e-b32e-b3b54cdb7ee1","C64431","Code_190",""
"Code","NCI Thesaurus","Laboratory Test Result","c7a5363b-1478-48e3-915d-f64142eb20c9","C36292","Code_196",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","4805dbb4-bc4e-4397-8fc8-4dbda50be004","C83309","Code_197",""
"Code","NCI Thesaurus","Unit of Catalytic Activity Concentration","85da075f-19de-4a0f-be4d-c46c3263a9c3","C67365","Code_198",""
"Code","NCI Thesaurus","Biospecimen Type","7eae9c27-a4f6-465e-a285-88c5f0ac554f","C70713","Code_199",""
"Code","NCI Thesaurus","Alkaline Phosphatase Measurement","df51db58-9062-4973-94f9-8ea72eae9d54","C64432","Code_195",""
"Code","NCI Thesaurus","Laboratory Test Result","82a5e495-3aaa-4416-ab85-6a7f6082530d","C36292","Code_201",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","63773451-480d-421f-8cc9-c1452652cc76","C83309","Code_202",""
"Code","NCI Thesaurus","Unit of Catalytic Activity Concentration","941f67d2-70dd-44bf-bc76-767057bb3a89","C67365","Code_203",""
"Code","NCI Thesaurus","Biospecimen Type","beb4eebc-84b6-4d48-a237-a99954936b5f","C70713","Code_204",""
"Code","NCI Thesaurus","Aspartate Aminotransferase Measurement","ef0e6f63-8ec2-4c85-872d-3ce6acb56e29","C64467","Code_200",""
"Code","NCI Thesaurus","Laboratory Test Result","f595bded-b213-4d6c-af3e-3619c3ba0e95","C36292","Code_206",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","ce9d46e5-2b3e-4e20-a899-0c563889b017","C83309","Code_207",""
"Code","NCI Thesaurus","Unit of Concentration","7269aeae-a4e2-41a6-9902-bad5cc9fc440","C48207","Code_208",""
"Code","NCI Thesaurus","Biospecimen Type","d643e079-f6f0-4a41-ade6-1acd3c8a3a88","C70713","Code_209",""
"Code","NCI Thesaurus","Creatinine Measurement","58827187-0069-4544-9004-a000c4bbe0e9","C64547","Code_205",""
"Code","NCI Thesaurus","Laboratory Test Result","64c8dde7-2796-4f85-a30a-0095db275264","C36292","Code_211",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","dd2dc038-6bc3-4b78-a376-61fe289cc062","C83309","Code_212",""
"Code","NCI Thesaurus","Molarity Unit","3c5fb847-7b1b-41d0-9b26-9e2d4a454219","C64567","Code_213",""
"Code","NCI Thesaurus","Biospecimen Type","8ce8f13e-508b-4ae7-a4e1-86e37c34a10c","C70713","Code_214",""
"Code","NCI Thesaurus","Potassium Measurement","a072df1f-bd62-4dfe-9b21-acb50c3bc648","C64853","Code_210",""
"Code","NCI Thesaurus","Laboratory Test Result","83e316c1-db13-4953-a6dc-c92a90295f11","C36292","Code_216",""
"Code","NCI Thesaurus","Laboratory Test Fasting Status","d9e7e8c3-3f39-491d-b011-495bf497561f","C83309","Code_217",""
"Code","NCI Thesaurus","Molarity Unit","e200252b-16d1-4230-9cd8-023d08e1b584","C64567","Code_218",""
"Code","NCI Thesaurus","Biospecimen Type","f9ba396f-7514-4db4-a6f0-c079c27994e3","C70713","Code_219",""
"Code","NCI Thesaurus","Sodium Measurement","ba40aa15-813e-4f50-9d6e-f0ab029015f5","C64809","Code_215",""
"Code","NCI Thesaurus","Clinical Test Result","810f1038-7eec-4f55-a813-efc97cd692cc","C77140","Code_221",""
"Code","http://www.cdisc.org","Pascal","baffdf07-a939-49f5-85ee-dd384a55f591","C42547","Code_222","2023-09-29"
"Code","NCI Thesaurus","Unit of Pressure","bf290add-29e6-47f2-9215-649ff7bde4c8","C49669","Code_223",""
"Code","NCI Thesaurus","Anatomic Site","5c03ad6b-d6af-4f31-af5a-ffb9f1f3e486","C13717","Code_224",""
"Code","NCI Thesaurus","Laterality","b5fe9b29-a09f-4300-a15f-369c0a0d989f","C25185","Code_225",""
"Code","NCI Thesaurus","Test Method","b6467b7e-a562-44d9-aae8-85acf40b115e","C82535","Code_226",""
"Code","NCI Thesaurus","Body Position","abd550c5-42e4-4504-ae99-fbb4f2e04634","C62164","Code_227",""
"Code","NCI Thesaurus","Systolic Blood Pressure","c847505b-aebc-47de-8f11-ba03bb914052","C25298","Code_220",""
"Code","NCI Thesaurus","Clinical Test Result","ac8054cb-b304-4da0-92e0-2b34e02c3bad","C77140","Code_229",""
"Code","http://www.cdisc.org","Pascal","395ecb35-b2d3-42da-af43-2199572b46e9","C42547","Code_230","2023-09-29"
"Code","NCI Thesaurus","Unit of Pressure","be868de2-1562-4056-83c8-05756cf5123a","C49669","Code_231",""
"Code","NCI Thesaurus","Anatomic Site","240fd85d-42b7-4c5f-a78d-c3d4c7f76e7a","C13717","Code_232",""
"Code","NCI Thesaurus","Laterality","5d2152a9-5bf5-4d2b-a720-613f1033b7cd","C25185","Code_233",""
"Code","NCI Thesaurus","Test Method","94066383-3a6b-46fb-a227-adb83a482aa9","C82535","Code_234",""
"Code","NCI Thesaurus","Body Position","8569fb0f-eb86-4bd4-8700-73e0d2354924","C62164","Code_235",""
"Code","NCI Thesaurus","Diastolic Blood Pressure","dfd93a7c-db84-41ca-8d8b-180dad9a5bf7","C25299","Code_228",""
"Code","NCI Thesaurus","Clinical Test Result","69802ab5-9d47-4578-8831-bd31e27263db","C77140","Code_237",""
"Code","http://www.cdisc.org","Beats per Minute","365520a9-89e7-4178-977c-3107e7c87400","C49673","Code_238","2023-09-29"
"Code","NCI Thesaurus","Count per Minute","d7d98e12-89f5-4f16-b6fd-8068454877f3","C73688","Code_239",""
"Code","NCI Thesaurus","Anatomic Site","10a2dea1-6eb7-404f-8fb2-2b4ea3eee571","C13717","Code_240",""
"Code","NCI Thesaurus","Laterality","bc9f4caf-662a-4269-979f-c2a064b59b49","C25185","Code_241",""
"Code","NCI Thesaurus","Test Method","89b6fa65-fcd2-40e2-987f-b99dc2a7f070","C82535","Code_242",""
