"instanceType","uuid:ID","id","decode","code","codeSystem","codeSystemVersion"
"Code","e08d5e17-1139-46f0-8a0c-22c4af23a9e7","Code_88","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","d1663d46-0958-42bd-87e4-e87ca544a99b","Code_89","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","19cfd6e9-ac96-4789-a57d-39e53c8aeb15","Code_90","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","8e310166-2c0a-48cd-b529-fb8b37ca07dd","Code_91","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","83951ca3-3217-4982-85d4-78d336cc9e97","Code_92","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","0dd06b22-4f23-4b92-8773-9aad9ebfef2f","Code_93","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","9c8b77bb-46af-4ac5-8622-c5c53ae33d2e","Code_94","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","2a167bce-bdbf-44f7-b652-511dcf697d92","Code_95","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","43433a92-0d18-406f-90a2-0f7f075358fc","Code_96","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","cc3d672f-8f8b-4ccb-a870-f7370828b78b","Code_97","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","485693bf-ef51-4fc5-805f-9606c1086f5c","Code_98","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","f0c6b832-d35e-4c57-9bc9-864a16e9ebf5","Code_99","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","ea4aea46-0df9-45d8-ac61-4dc9144c1826","Code_100","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","af2ac538-dd78-430d-9f5f-8ac7d90b433d","Code_101","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","2bf306d9-841d-48a5-9b45-184c7782f373","Code_102","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","a88c86eb-1226-4810-a9fa-79b27b064d91","Code_103","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","05ed5b85-61a1-4831-a804-7d3616dd488c","Code_104","Telephone Call","C171537","http://www.cdisc.org","2023-12-15"
"Code","936a234e-0f34-44d2-9da0-eb849a8c1103","Code_105","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","87f7a3af-5675-40df-9e50-21efbba85752","Code_106","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","e1d4f774-0502-4c5e-a400-21b4cc3bec85","Code_107","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","fd7c2281-5704-47ae-b91c-cb6c6dc2abb5","Code_108","Telephone Call","C171537","http://www.cdisc.org","2023-12-15"
"Code","bda7fac3-985b-4f7a-94ff-dcf874b57ce4","Code_109","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","815deba1-2de1-4abe-a8ec-1e1cafda0f8a","Code_110","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","ced978c1-f678-4d85-938d-283928ecb8d4","Code_111","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","cce3f98a-6547-477a-891e-a843d0d51d67","Code_112","Telephone Call","C171537","http://www.cdisc.org","2023-12-15"
"Code","49654c46-d16a-462d-b9d1-53bb44df4af8","Code_113","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","2394c4a1-d4f1-4653-ae3e-f5c6cd3b00d7","Code_114","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","f66896b3-2158-47d9-b8f8-d6001b1966c2","Code_115","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","78a27623-949f-464f-8754-da26fc075dce","Code_116","Telephone Call","C171537","http://www.cdisc.org","2023-12-15"
"Code","9696d2a0-0115-449c-8f8e-15effe219bed","Code_117","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","2324dd29-0c5b-418e-a05e-b7457ebc4efd","Code_118","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","2c90a83b-6b93-42b2-9599-ed0a8d1812b1","Code_119","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","5cc102ac-5587-40c1-ab69-3be495ea02e8","Code_120","Visit","C25716","http://www.cdisc.org","2023-12-15"
"Code","e2be9655-7631-4555-8430-577e90c5a9fc","Code_121","Clinic","C51282","http://www.cdisc.org","2023-12-15"
"Code","5b6ffe0b-fc86-4acd-a070-e3ded4258fe9","Code_122","In Person","C175574","http://www.cdisc.org","2023-12-15"
"Code","aae65b4d-14a6-4481-954b-b04a70c7951d","Code_80","CT of head without contrast","383371000119108","SNOMED","January 31, 2018"
"Code","32ee1c07-f8dc-44de-9485-4ed588e393b5","Code_81","Subject Supine","123","SPONSOR","12"
"Code","564757f5-599d-4269-915e-9670239c345e","Code_82","Subject Standing","124","SPONSOR","12"
"Code","2fd596d7-cb6f-4e3e-8c00-eb41ea98f826","Code_429","Male","C20197","http://www.cdisc.org","2023-12-15"
"Code","5e649771-bfc8-44d7-8243-f5f17ab8fedd","Code_430","Female","C16576","http://www.cdisc.org","2023-12-15"
"Code","02d50980-0129-4f41-9fcc-b4b897ff183b","Code_431","Sex","C28421","http://www.cdisc.org","2023-12-15"
"Code","9322c403-bd59-4037-b660-ebd9916e686c","Code_432","Sex","C28421","http://www.cdisc.org","2023-12-15"
"Code","d7d1659a-234f-46ce-ba66-c624d40bd429","Code_433","Race","C17049","http://www.cdisc.org","2023-12-15"
"Code","3c8bea05-48e3-426e-881c-8b0b691e5a78","Code_434","Race","C17049","http://www.cdisc.org","2023-12-15"
"Code","436aa235-6560-4720-a90d-7b41a63efedc","Code_435","TEMP","C174446","http://www.cdisc.org","2023-12-15"
"Code","04be8a4b-a41d-43b9-a144-da9727e2de5d","Code_436","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","01177a1f-179c-4c51-9821-9303c538a7b0","Code_437","Degree Celsius","C42559","http://www.cdisc.org","2023-12-15"
"Code","5cb62f21-bbaf-4c56-bdae-eff0146152b3","Code_438","Degree Fahrenheit","C44277","http://www.cdisc.org","2023-12-15"
"Code","2adf77ef-e148-43d7-94a5-597fd9661bae","Code_439","Kelvin","C42537","http://www.cdisc.org","2023-12-15"
"Code","ae2675f0-ed67-40f6-9d18-1d48fa2679ab","Code_440","Unit of Temperature","C44276","http://www.cdisc.org","2023-12-15"
"Code","fecec654-7934-4896-86b6-7498baebb9c6","Code_441","Axilla","C12674","http://www.cdisc.org","2023-12-15"
"Code","39980d17-6404-4298-88ea-b79c5c177f76","Code_442","Ear","C12394","http://www.cdisc.org","2023-12-15"
"Code","047dd10f-90c5-4acb-81f8-2eeab4c5a631","Code_443","Forehead","C89803","http://www.cdisc.org","2023-12-15"
"Code","fc6b9b59-e7ce-4a62-9860-fd550fd405ce","Code_444","Oral Cavity","C12421","http://www.cdisc.org","2023-12-15"
"Code","00c05d88-e7b6-4def-b311-ef7d961b23fd","Code_445","Rectum","C12390","http://www.cdisc.org","2023-12-15"
"Code","99fbcc1a-f042-473e-b4bf-f58d6dbb1354","Code_446","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","a842d4a3-c82f-4157-b4b8-3bf570fe2051","Code_447","TEMP","C174446","http://www.cdisc.org","2023-12-15"
"Code","73d46b13-22d7-4749-aba2-093be384a20d","Code_448","WEIGHT","C25208","http://www.cdisc.org","2023-12-15"
"Code","e038aafb-79dd-4e66-b391-442e5eb09333","Code_449","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","3aae767f-37e5-45a0-abdd-d0c29d2d000d","Code_450","Pound","C48531","http://www.cdisc.org","2023-12-15"
"Code","ec969290-13c2-4607-99be-71432f0880c2","Code_451","Gram","C48155","http://www.cdisc.org","2023-12-15"
"Code","dc3a67dc-0962-42b7-b761-14f785f062ed","Code_452","Kilogram","C28252","http://www.cdisc.org","2023-12-15"
"Code","5cd0a42a-6c34-4e43-8cff-91efb83f48aa","Code_453","Unit of Weight","C48208","http://www.cdisc.org","2023-12-15"
"Code","29f5ed2f-195d-4fd6-8297-41c2a4b22529","Code_454","WEIGHT","C25208","http://www.cdisc.org","2023-12-15"
"Code","2fd36b59-66d7-4296-8a31-c7ccfa0d4724","Code_455","HEIGHT","C25347","http://www.cdisc.org","2023-12-15"
"Code","7a73b78f-8568-47ca-bbe0-891f373c8d65","Code_456","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","db4e5a38-a7d4-4b72-9b76-ed3192488ba2","Code_457","Centimeter","C49668","http://www.cdisc.org","2023-12-15"
"Code","109a1e04-50d3-471b-b148-0b0e18ca26e4","Code_458","Inch","C48500","http://www.cdisc.org","2023-12-15"
"Code","97d4d06e-b445-4139-b8bf-0b1244713987","Code_459","Meter","C41139","http://www.cdisc.org","2023-12-15"
"Code","28878edc-89a2-421e-8ed0-c493482ec118","Code_460","Unit of Height","C168688","http://www.cdisc.org","2023-12-15"
"Code","070e5030-3167-4450-b80e-0f4d86c6c899","Code_461","HEIGHT","C25347","http://www.cdisc.org","2023-12-15"
"Code","7933eaa1-05ae-48b4-85fb-758feb8a7787","Code_462","ALT","C64433","http://www.cdisc.org","2023-12-15"
"Code","6e408c4c-ebf3-4fa8-ae62-7df6aea9c651","Code_463","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","c99b3145-f35f-40cf-82ba-a35af26b1242","Code_464","Unit per Liter","C67456","http://www.cdisc.org","2023-12-15"
"Code","42143e08-5627-4535-9ea1-25718b5df4ca","Code_465","Microkatal per Liter","C67397","http://www.cdisc.org","2023-12-15"
"Code","03949216-e862-430b-997d-06bad620b6d1","Code_466","International Unit per Liter","C67376","http://www.cdisc.org","2023-12-15"
"Code","21ed8c23-4510-4035-890a-a1fdb71a5bfb","Code_467","Nanokatal per Liter","C70510","http://www.cdisc.org","2023-12-15"
"Code","a950b682-451d-452e-a56a-adddcc4b83f8","Code_468","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","2023-12-15"
"Code","d220aca9-fc62-4483-bbe4-d580e701a7dc","Code_469","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","9462a6f7-bd7c-4356-9d20-dd89bb0696cf","Code_470","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","0242d084-a4f4-4442-b9b2-703a48277c43","Code_471","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","61c6606f-a9c7-437c-bf27-28e321e0fc69","Code_472","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","b35faf80-6821-4225-8cd3-0d570e8ef4b6","Code_473","ALT","C64433","http://www.cdisc.org","2023-12-15"
"Code","3968628a-5205-43ff-96be-b84601aabdea","Code_474","ALB","C64431","http://www.cdisc.org","2023-12-15"
"Code","22d5eccc-fd29-4d4f-a58e-687c98149af1","Code_475","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","8e8d3db7-943f-435a-ba86-282d4e45587f","Code_476","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","9b87eaf1-1771-4dff-b589-791e8dbd14a2","Code_477","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","a175921b-a34c-4316-b625-fad73141503e","Code_478","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","df6342ec-9080-4dce-b677-1532d57da259","Code_479","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","6b6b4e20-b37b-41f9-9702-5976d80dc26f","Code_480","ALB","C64431","http://www.cdisc.org","2023-12-15"
"Code","6d1f8fd8-9473-4454-b152-cc10b776db42","Code_481","ALP","C64432","http://www.cdisc.org","2023-12-15"
"Code","c1c0ea0b-4eee-4d65-83fb-c19fe62d6b80","Code_482","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","ae0b60a5-254a-4ce8-aa78-74df66a5eec4","Code_483","Unit per Liter","C67456","http://www.cdisc.org","2023-12-15"
"Code","22fbb5b0-eb4d-404c-8bea-17be8abdad58","Code_484","Microkatal per Liter","C67397","http://www.cdisc.org","2023-12-15"
"Code","23fb345b-8f19-4e15-a808-d91aa1323e32","Code_485","International Unit per Liter","C67376","http://www.cdisc.org","2023-12-15"
"Code","588f9b08-fea7-47a9-af65-997b770c1401","Code_486","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","2023-12-15"
"Code","5234e1e3-0ad9-465c-9811-a10155529e19","Code_487","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","932a56b7-0968-42f5-be24-c81777883b14","Code_488","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","eb228943-2cdc-4645-ade2-ad016bafc90a","Code_489","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","3c2f0fff-8be0-4567-ab5a-17b6297e9fd7","Code_490","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","06b8212e-c74f-4cd9-9da6-c2562731c70a","Code_491","ALP","C64432","http://www.cdisc.org","2023-12-15"
"Code","0e45bc91-e272-4fe6-8668-28824dd5782f","Code_492","AST","C64467","http://www.cdisc.org","2023-12-15"
"Code","a39a3f2b-2a66-40d7-8b98-99acb639fbc0","Code_493","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","c8850384-5eac-4aff-abaf-bd81fff8e2ea","Code_494","Unit per Liter","C67456","http://www.cdisc.org","2023-12-15"
"Code","bfa9c8d0-74e3-4a3b-834c-2143f69164fe","Code_495","Microkatal per Liter","C67397","http://www.cdisc.org","2023-12-15"
"Code","f29898c9-b012-4f5e-89a9-faabce1a5555","Code_496","International Unit per Liter","C67376","http://www.cdisc.org","2023-12-15"
"Code","ba842553-829c-48bd-92d3-49e6a451adf2","Code_497","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","2023-12-15"
"Code","00ef81eb-a928-4a4c-8e9f-229e89018eb0","Code_498","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","139d3135-2e0b-458c-bf48-aa70d41c3866","Code_499","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","491bef88-5075-4a05-99a7-da1b11d918fe","Code_500","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","8a03f4d9-0a5f-4b19-b6ed-55f3ae15ca4a","Code_501","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","a7571946-a6aa-4d91-92c9-fc3000014f01","Code_502","AST","C64467","http://www.cdisc.org","2023-12-15"
"Code","58cf581c-f647-4df1-a624-10a3e22ac8aa","Code_503","CREAT","C64547","http://www.cdisc.org","2023-12-15"
"Code","c4cfd3b3-7059-445e-89d5-6eb2f0f29820","Code_504","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","0d41ca84-9c62-4efe-bdf1-84f14c4c45b8","Code_505","Milligram per Deciliter","C67015","http://www.cdisc.org","2023-12-15"
"Code","f3b89f06-9d06-4db2-9fe5-6a0ef22851be","Code_506","Microgram per Milliliter","C64572","http://www.cdisc.org","2023-12-15"
"Code","73ad08d7-9c0d-42d2-8bf0-24bdb09f1742","Code_507","Millimole per Liter","C64387","http://www.cdisc.org","2023-12-15"
"Code","58eb9125-dd51-4cea-a33f-f1a119a4fb25","Code_508","Micromole per Liter","C48508","http://www.cdisc.org","2023-12-15"
"Code","6eca590c-a46a-4a02-8a20-7fb207f99d54","Code_509","Unit of Concentration","C48207","http://www.cdisc.org","2023-12-15"
"Code","85fe27e1-b838-4fc8-914e-e024da553f45","Code_510","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","61ada065-02e6-438a-a64d-ea8494583f53","Code_511","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","fdc7da89-6057-43ce-9e6c-9b6cc0e0cd7c","Code_512","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","e82affc9-38d8-4cd7-948e-0e555234ca76","Code_513","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","bd4db35f-e135-4210-b343-35b0908012e7","Code_514","CREAT","C64547","http://www.cdisc.org","2023-12-15"
"Code","17b86e87-1b4d-482a-9c0d-1f31ed2d2123","Code_515","K","C64853","http://www.cdisc.org","2023-12-15"
"Code","cccb60a4-2b7c-47e4-94f0-881d74668e5e","Code_516","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","a7760fbc-15cd-418d-8ea6-1482fa5f9328","Code_517","Milliequivalent per Liter","C67474","http://www.cdisc.org","2023-12-15"
"Code","f66edefe-68a6-44da-a78f-3f9ed897bbe6","Code_518","Milliequivalent per Deciliter","C67473","http://www.cdisc.org","2023-12-15"
"Code","08999fb3-d62b-40da-bf4e-8159b5819b7b","Code_519","Millimole per Liter","C64387","http://www.cdisc.org","2023-12-15"
"Code","9fc81c46-441f-4209-be78-cf164c67c611","Code_520","Molarity Unit","C64567","http://www.cdisc.org","2023-12-15"
"Code","63796c79-c58b-435c-aa96-6e52f825b32f","Code_521","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","b1f991b6-df87-4798-8af2-8b63ce7e582d","Code_522","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","10e428f1-2de9-41a4-8369-1c00f3f03820","Code_523","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","066d3943-dacb-461d-b36f-11ab879e1d16","Code_524","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","47e0a45a-9eed-43f2-8614-875b877f1a5d","Code_525","K","C64853","http://www.cdisc.org","2023-12-15"
"Code","dce363a9-0ed8-44c9-96e5-349c41f9544d","Code_526","SODIUM","C64809","http://www.cdisc.org","2023-12-15"
"Code","6bfd01cb-9995-497b-b6b6-297c149b3dd4","Code_527","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","e049cca5-cd0a-4011-b62d-d6d4260a9120","Code_528","Milliequivalent per Liter","C67474","http://www.cdisc.org","2023-12-15"
"Code","142313ac-5733-49d2-9819-7e3c7df4d4c4","Code_529","Milliequivalent per Deciliter","C67473","http://www.cdisc.org","2023-12-15"
"Code","92eb9637-b59e-46c0-a532-e6762cb6e7bf","Code_530","Millimole per Liter","C64387","http://www.cdisc.org","2023-12-15"
"Code","42c44fec-55b9-4f4e-bae1-9a511394aeee","Code_531","Molarity Unit","C64567","http://www.cdisc.org","2023-12-15"
"Code","4528ca99-25c9-486f-9b02-febd88a3d233","Code_532","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","b8e5d4a2-ea8e-4d10-9422-02fe1aa79594","Code_533","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","579e8a10-2fa3-450e-a086-1ba3844e2438","Code_534","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","ea2b1807-f2cb-4c52-adc4-c5dcb25e541b","Code_535","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","e0b72905-0cc8-4cb8-9585-bba7ca0654cf","Code_536","SODIUM","C64809","http://www.cdisc.org","2023-12-15"
"Code","f8f7010e-0724-4922-9338-732ee63146f8","Code_537","HBA1C","C64849","http://www.cdisc.org","2023-12-15"
"Code","fe2c144a-0c4a-4ea2-9969-0a0d2620baa4","Code_538","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","7e342293-cc86-41ac-b0cb-c8b6f847d764","Code_539","Gram per Deciliter","C64783","http://www.cdisc.org","2023-12-15"
"Code","01ef0364-5b71-46a6-8fdf-6da7a1e71696","Code_540","LBORRESU","No Concept Code","http://www.cdisc.org","2023-12-15"
"Code","9ccfa295-408d-499e-8944-1f5b20288e58","Code_541","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","12a77fde-d676-4714-9ca5-781381a104cb","Code_542","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","475e80a0-d312-455d-a3e6-8bb707ab06bb","Code_543","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","5276238b-4d8f-45f1-b294-dd0d56b5e738","Code_544","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","ea532a79-924a-4d96-9f7b-6fe7b44581c0","Code_545","HBA1C","C64849","http://www.cdisc.org","2023-12-15"
"Code","c5f98a2a-0be2-46e2-832e-215a4eaced38","Code_145","Adverse Event Verbatim Description","C78541","http://www.cdisc.org","2023-12-15"
"Code","6e7b8c93-e88a-48e1-a290-ed3edb709618","Code_146","Adverse Event Dictionary Derived Term","C83344","http://www.cdisc.org","2023-12-15"
"Code","55d5c6a4-5c26-438b-a2fb-4c6b853416b8","Code_147","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","7e3442e3-fc15-48f3-a384-f8ca33e8001b","Code_148","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","4a33c141-fb4c-4327-9f6c-0c83fd1cc808","Code_149","Adverse Event Pre-specified","C87840","http://www.cdisc.org","2023-12-15"
"Code","d683447f-b5b7-4aa4-a7ae-addf10919282","Code_150","Adverse Event Location","C83205","http://www.cdisc.org","2023-12-15"
"Code","8dc3fce3-6f76-4b8f-b7a6-d0c7e4e0d815","Code_151","Severity of Adverse Event","C53253","http://www.cdisc.org","2023-12-15"
"Code","6a1c8a72-aedf-410c-8ea8-eeecd53bd14e","Code_152","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","aba0054d-6c61-4a0f-a99b-eece10a452dd","Code_153","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","0fc1bffd-9e2b-4824-b4c8-759d0a911e92","Code_154","Seriousness of Adverse Event","C53252","http://www.cdisc.org","2023-12-15"
"Code","1a8ad331-ccf5-4155-a5b4-924f9ff575bb","Code_155","Adverse Event Action Taken with Study Treatment","C83013","http://www.cdisc.org","2023-12-15"
"Code","b34b9295-c150-4eb8-939e-da30e098505a","Code_156","Other Actions taken in Response to Adverse Event","C83109","http://www.cdisc.org","2023-12-15"
"Code","db8815a1-7a61-407d-8692-d3382ce5c5e1","Code_157","Adverse Event Attribution to Product or Procedure","C41358","http://www.cdisc.org","2023-12-15"
"Code","2c4c1e4b-b54d-4a33-81de-09ab3ba8ea0c","Code_158","Adverse Event Relationship to Non Study Treatment","C83210","http://www.cdisc.org","2023-12-15"
"Code","13ae9fed-9746-45d7-857e-76c4e4c2c0ff","Code_159","Adverse Event Pattern","C83208","http://www.cdisc.org","2023-12-15"
"Code","5fd50974-eb47-4e5a-895b-775643124890","Code_160","Adverse Event Outcome","C49489","http://www.cdisc.org","2023-12-15"
"Code","8fd7fc03-bdcb-4225-9297-808e9774ca70","Code_161","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","15e75cf8-370b-4498-8bf7-988418070351","Code_162","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","e1857191-185c-46c7-9462-15a8152e036f","Code_163","Adverse Event Involves Cancer","C83211","http://www.cdisc.org","2023-12-15"
"Code","3e91a6b7-a487-4e30-a2ed-0220761f18a2","Code_164","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","130464db-8279-41c2-8723-393ea49ad7a4","Code_165","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","d7d8fab0-c47b-4c73-a6fc-0e93055a50aa","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","C83117","http://www.cdisc.org","2023-12-15"
"Code","776c4fd8-fb12-4e33-a189-1741e3f113d0","Code_167","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","3dcb25c0-fe6e-4fb2-acf0-470d4203013e","Code_168","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","c1e12db7-7738-4795-9f0a-2206cc8f2dbd","Code_169","Disabling Adverse Event","C113380","http://www.cdisc.org","2023-12-15"
"Code","33109155-d784-4bc8-9eba-595c9273779f","Code_170","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","a465d98f-91dc-4b7e-98a2-bc5db6e36323","Code_171","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","46f5e704-350d-49de-976d-50c17a88561f","Code_172","Death Related to Adverse Event","C48275","http://www.cdisc.org","2023-12-15"
