"codeSystem","decode","instanceType","id","uuid:ID","codeSystemVersion","code"
"http://www.cdisc.org","Visit","Code","Code_86","431c0476-74af-4410-b002-51657c544ae4","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_87","48e9cbb9-563a-44df-b705-eaecf780bc14","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_88","32996494-f806-4fb3-8b16-45ce5863a874","2023-12-15","C175574"
"http://www.cdisc.org","Visit","Code","Code_89","0a192dcc-c64f-4a37-9488-ab3a6a96b90d","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_90","f5a56355-c0ee-414c-bc35-cff131746219","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_91","c53cac64-2130-4981-b3de-d6f626552e76","2023-12-15","C175574"
"http://www.cdisc.org","Visit","Code","Code_92","ebbe09d2-04e8-44bb-8546-ccf4c07a3838","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_93","787ae379-fa67-4b76-b993-79714aedb873","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_94","04a73e0b-ba5a-4a1a-b51e-b592f97207de","2023-12-15","C175574"
"http://www.cdisc.org","Visit","Code","Code_95","fc676a46-27e8-4358-90af-56191237ec63","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_96","536eed9f-1919-463c-9dc8-fdc208fb60a9","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_97","44c917ce-49f0-4aa2-a919-2c3872b40a53","2023-12-15","C175574"
"http://www.cdisc.org","Visit","Code","Code_98","80777a31-b102-418f-bb57-c759dac4c1d4","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_99","40d78bcc-fe17-4446-911e-25084e280d99","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_100","44abab35-b7a4-4fe7-8a0c-87a32593ad99","2023-12-15","C175574"
"http://www.cdisc.org","Visit","Code","Code_101","65ed67ee-23ef-4bb1-9865-3e307ac6092e","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_102","0fcd960d-cdcb-47ec-b514-7f4426ab57ef","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_103","76912a29-4cdb-4e9e-8add-e11f652297fa","2023-12-15","C175574"
"http://www.cdisc.org","Telephone Call","Code","Code_104","e1d5cae7-d6bf-4d0c-af55-c42581f07c3c","2023-12-15","C171537"
"http://www.cdisc.org","Visit","Code","Code_105","b5617135-8fac-435e-9673-4a6e37ce6dca","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_106","0c2b9509-9527-4d15-acb3-27c7a480da32","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_107","f3184456-2d95-4209-a767-dbfc8571d43d","2023-12-15","C175574"
"http://www.cdisc.org","Telephone Call","Code","Code_108","13dd2ff6-0751-4f16-b039-f1c724388c47","2023-12-15","C171537"
"http://www.cdisc.org","Visit","Code","Code_109","244b19bf-e7cc-4708-a4b1-4535d2f6adbb","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_110","6b11c800-a713-4d33-a6e0-1141b8980318","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_111","8a7db466-d5fa-4e1a-8165-398d4dd6d418","2023-12-15","C175574"
"http://www.cdisc.org","Telephone Call","Code","Code_112","e9357ca9-9bd2-4f8a-8717-616dc1066498","2023-12-15","C171537"
"http://www.cdisc.org","Visit","Code","Code_113","5a6625cf-7691-4684-bfd2-0c6dd9fd3f4b","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_114","24718131-d1b5-4c14-a185-26333f350fdd","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_115","35a8c55d-80c0-4c79-998d-daf84e655a24","2023-12-15","C175574"
"http://www.cdisc.org","Telephone Call","Code","Code_116","61a3a015-e504-480e-98a7-54aee1f328a9","2023-12-15","C171537"
"http://www.cdisc.org","Visit","Code","Code_117","ae806ea0-9f29-4638-a5f8-c459974456ae","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_118","dda4c1b7-68ec-4ec1-8861-5b1fab17a0d6","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_119","d69388cb-5911-4dce-b0b3-e0a7ded796ad","2023-12-15","C175574"
"http://www.cdisc.org","Visit","Code","Code_120","3b12bc4e-933e-4b97-93e5-8eea2e555a84","2023-12-15","C25716"
"http://www.cdisc.org","Clinic","Code","Code_121","fea9d99b-c674-4ff1-94b7-92194c6c6f6d","2023-12-15","C51282"
"http://www.cdisc.org","In Person","Code","Code_122","5437ce23-b9d8-4173-841b-072a27656bae","2023-12-15","C175574"
"SNOMED","CT of head without contrast","Code","Code_80","65b990ab-5f5c-4060-a339-74634db0eec7","January 31, 2018","383371000119108"
"SPONSOR","Subject Supine","Code","Code_81","d13790ad-fa8a-416d-aa79-f78ab1bacd07","12","123"
"SPONSOR","Subject Standing","Code","Code_82","d39fcc05-ded7-4f8e-a406-6ae5a1037181","12","124"
"http://www.cdisc.org","Male","Code","Code_429","add8e885-f978-4f3e-9fa2-f6f8c9e91607","2023-12-15","C20197"
"http://www.cdisc.org","Female","Code","Code_430","3b2ff475-f171-46b8-a829-2ea9ac1b8e00","2023-12-15","C16576"
"http://www.cdisc.org","Sex","Code","Code_431","905759ac-90f7-4b1b-8bab-9c424b83b97b","2023-12-15","C28421"
"http://www.cdisc.org","Sex","Code","Code_432","4162cadc-62c8-4083-a0be-5436c3c43261","2023-12-15","C28421"
"http://www.cdisc.org","Race","Code","Code_433","c6975ca0-5dda-4c5f-b0d0-f5ebcf5b801d","2023-12-15","C17049"
"http://www.cdisc.org","Race","Code","Code_434","38ad14df-233a-4672-a81b-219667cdfafd","2023-12-15","C17049"
"http://www.cdisc.org","TEMP","Code","Code_435","614a1091-68e2-4c0e-8952-910bb00fa1c9","2023-12-15","C174446"
"http://www.cdisc.org","Clinical Test Result","Code","Code_436","307854c2-f135-4bf9-a910-c76cf435bb14","2023-12-15","C77140"
"http://www.cdisc.org","Degree Celsius","Code","Code_437","636c1500-11e4-46db-a424-5167dd6072c6","2023-12-15","C42559"
"http://www.cdisc.org","Degree Fahrenheit","Code","Code_438","d0f5a809-1ee7-4104-9b76-93ccc999b1d3","2023-12-15","C44277"
"http://www.cdisc.org","Kelvin","Code","Code_439","b3d7a6ae-b392-49a9-99b9-372e5c76d549","2023-12-15","C42537"
"http://www.cdisc.org","Unit of Temperature","Code","Code_440","dbcbbfce-23a6-49fb-86ff-62bb373e2351","2023-12-15","C44276"
"http://www.cdisc.org","Axilla","Code","Code_441","e35a965d-e6ed-4fba-b172-66ea365d6800","2023-12-15","C12674"
"http://www.cdisc.org","Ear","Code","Code_442","b48d6939-3326-45f3-8dd5-d9e6f6597253","2023-12-15","C12394"
"http://www.cdisc.org","Forehead","Code","Code_443","89071eea-3056-4a6f-a158-3c7306126c66","2023-12-15","C89803"
"http://www.cdisc.org","Oral Cavity","Code","Code_444","f6421f5d-474e-4d27-ba4e-1f180853ad59","2023-12-15","C12421"
"http://www.cdisc.org","Rectum","Code","Code_445","3407ce30-dcaf-4f6e-8481-c9bc843989b4","2023-12-15","C12390"
"http://www.cdisc.org","Anatomic Site","Code","Code_446","b1560bba-617a-4944-a061-bd4ab22259c1","2023-12-15","C13717"
"http://www.cdisc.org","TEMP","Code","Code_447","25504b75-a063-45a3-b483-4098a658b6e9","2023-12-15","C174446"
"http://www.cdisc.org","WEIGHT","Code","Code_448","444b5704-87c0-4728-89e2-003c92334865","2023-12-15","C25208"
"http://www.cdisc.org","Clinical Test Result","Code","Code_449","2503ab6f-e3b0-4648-9575-50e7ff4ec2d1","2023-12-15","C77140"
"http://www.cdisc.org","Pound","Code","Code_450","ed55f981-b884-4e11-85b2-446cb2141e72","2023-12-15","C48531"
"http://www.cdisc.org","Gram","Code","Code_451","ecb06c2c-bcc9-4538-9d93-d7cba6374771","2023-12-15","C48155"
"http://www.cdisc.org","Kilogram","Code","Code_452","5fd965fa-d519-4cce-9858-189e76490289","2023-12-15","C28252"
"http://www.cdisc.org","Unit of Weight","Code","Code_453","e2cc2674-774f-43cc-b1aa-cc146ea8b277","2023-12-15","C48208"
"http://www.cdisc.org","WEIGHT","Code","Code_454","d9d1c0b5-b235-4125-a824-7bb670d4aaf9","2023-12-15","C25208"
"http://www.cdisc.org","HEIGHT","Code","Code_455","fe52b7f7-9f55-4af6-8cb4-58c4ab413c69","2023-12-15","C25347"
"http://www.cdisc.org","Clinical Test Result","Code","Code_456","37b8abf4-7491-44f0-a956-e41eee312f59","2023-12-15","C77140"
"http://www.cdisc.org","Centimeter","Code","Code_457","080562bd-3f39-4a48-a43d-ee439ebb9b74","2023-12-15","C49668"
"http://www.cdisc.org","Inch","Code","Code_458","14b45bcf-995a-4fd9-9713-6796d42f3d95","2023-12-15","C48500"
"http://www.cdisc.org","Meter","Code","Code_459","cd8a6f8d-55b8-40a7-bdd1-49e1eca57950","2023-12-15","C41139"
"http://www.cdisc.org","Unit of Height","Code","Code_460","b9d946ee-486f-463b-bd5a-4f4829032a09","2023-12-15","C168688"
"http://www.cdisc.org","HEIGHT","Code","Code_461","8bfd239e-d089-42b0-b43c-a507934b3dc5","2023-12-15","C25347"
"http://www.cdisc.org","ALT","Code","Code_462","2acbc2d6-d820-41fb-97f0-575d6f069db6","2023-12-15","C64433"
"http://www.cdisc.org","Laboratory Test Result","Code","Code_463","f1e028e2-1bd9-42cf-813c-6b42a7ec302a","2023-12-15","C36292"
"http://www.cdisc.org","Unit per Liter","Code","Code_464","5a5b9467-8cea-4736-a24a-827206c23120","2023-12-15","C67456"
"http://www.cdisc.org","Microkatal per Liter","Code","Code_465","1e163a90-b711-47ad-9548-f916c4480f95","2023-12-15","C67397"
"http://www.cdisc.org","International Unit per Liter","Code","Code_466","80f31b41-1cb6-4e4f-bff6-9e28bf06dd32","2023-12-15","C67376"
"http://www.cdisc.org","Nanokatal per Liter","Code","Code_467","e58eaf62-9bbf-44a1-9541-38adf21f8825","2023-12-15","C70510"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_468","2ec3d149-58c5-44e6-8219-9d8a10d3ec88","2023-12-15","C67365"
"http://www.cdisc.org","Biospecimen Type","Code","Code_469","beed5668-f1c5-48cc-8386-75ac3b5edc6c","2023-12-15","C70713"
"http://www.cdisc.org","No","Code","Code_470","c6001c7d-afc9-4450-9472-49aeb0e48e77","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_471","dff12a6a-64ed-47d4-8508-046132b5b38a","2023-12-15","C49488"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_472","059b2110-e855-4846-979f-0238018bc9b0","2023-12-15","C83309"
"http://www.cdisc.org","ALT","Code","Code_473","d5b7fdec-575b-451b-9594-e088f09478f3","2023-12-15","C64433"
"http://www.cdisc.org","ALB","Code","Code_474","ed90bf91-1dac-429c-a47d-36e3761248d4","2023-12-15","C64431"
"http://www.cdisc.org","Laboratory Test Result","Code","Code_475","c531105e-6426-48cc-81b1-ae726ad66457","2023-12-15","C36292"
"http://www.cdisc.org","Biospecimen Type","Code","Code_476","9f8b27b5-a0dc-4ba4-bdab-4fbe45fb2ead","2023-12-15","C70713"
"http://www.cdisc.org","No","Code","Code_477","785b7641-22f0-4e84-b37f-d2bbde190a8d","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_478","631ae358-30ad-4d46-84f3-e6ffa7cd2a21","2023-12-15","C49488"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_479","69c3c311-6926-46cd-90e1-cb1605b18aa2","2023-12-15","C83309"
"http://www.cdisc.org","ALB","Code","Code_480","13ad8fa9-4416-4315-869e-b000eadb6e6f","2023-12-15","C64431"
"http://www.cdisc.org","ALP","Code","Code_481","31104bf5-8d71-48db-8029-d05944d60982","2023-12-15","C64432"
"http://www.cdisc.org","Laboratory Test Result","Code","Code_482","f2ad2c58-8260-4b63-9d78-08f776b2ca30","2023-12-15","C36292"
"http://www.cdisc.org","Unit per Liter","Code","Code_483","630aa3cf-37c9-4abe-955b-556d579eea8d","2023-12-15","C67456"
"http://www.cdisc.org","Microkatal per Liter","Code","Code_484","0a40a408-b2ae-4e3f-9a26-628c9ea820ea","2023-12-15","C67397"
"http://www.cdisc.org","International Unit per Liter","Code","Code_485","a79440ab-24ad-4619-9a18-75181f5b3893","2023-12-15","C67376"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_486","ad67c672-ad42-4c11-b92e-9811cd845789","2023-12-15","C67365"
"http://www.cdisc.org","Biospecimen Type","Code","Code_487","b863a53c-115a-4c0d-8d80-8e1ec3d55918","2023-12-15","C70713"
"http://www.cdisc.org","No","Code","Code_488","553f21a5-2005-438f-9af1-bdd47f9a588c","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_489","7d954e17-9a78-4e83-8a86-1f5608bc9d03","2023-12-15","C49488"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_490","a5444f0d-15e9-4cb1-a65b-4fe6f58e4f88","2023-12-15","C83309"
"http://www.cdisc.org","ALP","Code","Code_491","1b71669f-95b6-4b09-9f4e-127da6ec9a10","2023-12-15","C64432"
"http://www.cdisc.org","AST","Code","Code_492","f16f6b8d-9614-4954-a6ab-fd65937256df","2023-12-15","C64467"
"http://www.cdisc.org","Laboratory Test Result","Code","Code_493","5278b49a-343c-47ea-8b0c-d8686a24e3a6","2023-12-15","C36292"
"http://www.cdisc.org","Unit per Liter","Code","Code_494","77ee8b0b-8dee-44e0-aebb-7aca43016c06","2023-12-15","C67456"
"http://www.cdisc.org","Microkatal per Liter","Code","Code_495","5c5afc6a-2e4f-45bc-b8da-cad21119d745","2023-12-15","C67397"
"http://www.cdisc.org","International Unit per Liter","Code","Code_496","00ce0012-43a5-4b4e-bec5-ff8adbdb80f8","2023-12-15","C67376"
"http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","Code_497","5677c637-e765-49cb-bfc8-04f365128818","2023-12-15","C67365"
"http://www.cdisc.org","Biospecimen Type","Code","Code_498","9df0181c-d62d-44d3-81c1-66e011a5b645","2023-12-15","C70713"
"http://www.cdisc.org","No","Code","Code_499","72860323-32c9-4acf-bcdf-a11d14be8deb","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_500","0df9fc50-5aa5-40bb-9b2a-118c3c138ac7","2023-12-15","C49488"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_501","ca30133e-6b2e-41d9-af18-9b8b4f6124ec","2023-12-15","C83309"
"http://www.cdisc.org","AST","Code","Code_502","f27563ed-e690-4d44-ba22-7527480000f5","2023-12-15","C64467"
"http://www.cdisc.org","CREAT","Code","Code_503","051b7033-951e-468f-87f4-540004684279","2023-12-15","C64547"
"http://www.cdisc.org","Laboratory Test Result","Code","Code_504","1dbebbf1-2e52-486b-82c5-2ee275ad41be","2023-12-15","C36292"
"http://www.cdisc.org","Milligram per Deciliter","Code","Code_505","5f7ae03f-2f5b-4f2e-a73c-852ff6270747","2023-12-15","C67015"
"http://www.cdisc.org","Microgram per Milliliter","Code","Code_506","e9e139e7-9def-4b02-b8b0-49cde7d0ac6b","2023-12-15","C64572"
"http://www.cdisc.org","Millimole per Liter","Code","Code_507","b11a3219-8ff6-4b2d-b473-be8a6f82d076","2023-12-15","C64387"
"http://www.cdisc.org","Micromole per Liter","Code","Code_508","eb2b0271-66ab-4fc0-9489-a2da9807f2f6","2023-12-15","C48508"
"http://www.cdisc.org","Unit of Concentration","Code","Code_509","d66d3854-512c-4999-848a-984a2335f169","2023-12-15","C48207"
"http://www.cdisc.org","Biospecimen Type","Code","Code_510","1408697d-3057-476b-a2f3-72d968e8380d","2023-12-15","C70713"
"http://www.cdisc.org","No","Code","Code_511","fb3bf781-0284-42cd-a72c-d095d8c0226a","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_512","33cef32d-6101-483d-90cf-f8a89a131765","2023-12-15","C49488"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_513","3c564517-5033-45b1-b0ef-f23d05bf863d","2023-12-15","C83309"
"http://www.cdisc.org","CREAT","Code","Code_514","7202f77a-63fc-487b-a114-2bf39fafc94f","2023-12-15","C64547"
"http://www.cdisc.org","K","Code","Code_515","dc779588-328c-4c6b-aef1-ff13dcd959ad","2023-12-15","C64853"
"http://www.cdisc.org","Laboratory Test Result","Code","Code_516","da468f7b-1853-4fad-a094-17d5bfd89244","2023-12-15","C36292"
"http://www.cdisc.org","Milliequivalent per Liter","Code","Code_517","513bffd8-820e-4d12-8a59-e08b4f3331ec","2023-12-15","C67474"
"http://www.cdisc.org","Milliequivalent per Deciliter","Code","Code_518","58f4df0b-f15f-4f2f-8bdb-57c90ac15fc1","2023-12-15","C67473"
"http://www.cdisc.org","Millimole per Liter","Code","Code_519","d7706388-4c06-4de3-b3ae-b0628082db6e","2023-12-15","C64387"
"http://www.cdisc.org","Molarity Unit","Code","Code_520","a85d0fe8-2b23-4c38-936c-19e5e4ca7999","2023-12-15","C64567"
"http://www.cdisc.org","Biospecimen Type","Code","Code_521","09a5abe7-540f-47a6-8b42-2235cb7b0d95","2023-12-15","C70713"
"http://www.cdisc.org","No","Code","Code_522","657ab2f3-0f9e-4431-9a69-87f64d3424f7","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_523","0b3d5a5d-ee58-49e4-bf1a-1e687c927e83","2023-12-15","C49488"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_524","a3472650-bd48-4d36-986e-af309441581f","2023-12-15","C83309"
"http://www.cdisc.org","K","Code","Code_525","3268b043-f0f8-43d8-abf9-61a86fff48b3","2023-12-15","C64853"
"http://www.cdisc.org","SODIUM","Code","Code_526","2da16c00-db9d-402d-9253-93d98d6f86d4","2023-12-15","C64809"
"http://www.cdisc.org","Laboratory Test Result","Code","Code_527","8cff4bef-1583-42c8-b1a5-1089d453f14e","2023-12-15","C36292"
"http://www.cdisc.org","Milliequivalent per Liter","Code","Code_528","87589c97-dc9d-4965-8a60-4b015595d1f2","2023-12-15","C67474"
"http://www.cdisc.org","Milliequivalent per Deciliter","Code","Code_529","a9d21828-c324-4afe-8746-6da0b8fb04ab","2023-12-15","C67473"
"http://www.cdisc.org","Millimole per Liter","Code","Code_530","7007c451-c4fd-49a5-bf34-4ccb7b620983","2023-12-15","C64387"
"http://www.cdisc.org","Molarity Unit","Code","Code_531","c3e05390-a4bf-4262-9218-6706188b0a61","2023-12-15","C64567"
"http://www.cdisc.org","Biospecimen Type","Code","Code_532","9933e5c7-01fa-4798-a52c-8e60ee804ed4","2023-12-15","C70713"
"http://www.cdisc.org","No","Code","Code_533","e831fc30-c86e-4f1b-866d-7744413db2cc","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_534","b2278a96-e76f-43b0-b0f8-9e6fa936db4a","2023-12-15","C49488"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_535","4d3835b8-6c61-494e-a951-5f7940c08405","2023-12-15","C83309"
"http://www.cdisc.org","SODIUM","Code","Code_536","f57c973f-d799-468c-be7e-6f140fb1211f","2023-12-15","C64809"
"http://www.cdisc.org","HBA1C","Code","Code_537","89b3bfa2-f5a1-41e5-a3bf-f553b265945f","2023-12-15","C64849"
"http://www.cdisc.org","Laboratory Test Result","Code","Code_538","6bfe87e5-2a6d-4ceb-abf6-abded6b6dd7b","2023-12-15","C36292"
"http://www.cdisc.org","Gram per Deciliter","Code","Code_539","0866f053-512c-4a07-a0e7-24c1ef067ccf","2023-12-15","C64783"
"http://www.cdisc.org","LBORRESU","Code","Code_540","a81aa8fa-0f46-42cd-8546-4741dc62cdf5","2023-12-15","No Concept Code"
"http://www.cdisc.org","Biospecimen Type","Code","Code_541","240c16bb-8c7d-4cd4-a1d7-e85df7047cc8","2023-12-15","C70713"
"http://www.cdisc.org","No","Code","Code_542","14cdd9e8-8eeb-4e9b-b943-143b043ec845","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_543","6f2266d8-c44d-48a3-872c-dacf90b2dd1c","2023-12-15","C49488"
"http://www.cdisc.org","Laboratory Test Fasting Status","Code","Code_544","ec2ad551-c464-4c0c-9097-07e0ae7226f8","2023-12-15","C83309"
"http://www.cdisc.org","HBA1C","Code","Code_545","35a9c01f-cc94-4e7c-82a9-d7ebe67d11b7","2023-12-15","C64849"
"http://www.cdisc.org","Adverse Event Verbatim Description","Code","Code_145","67c731a0-a836-46e2-9212-a8c1e4a70157","2023-12-15","C78541"
"http://www.cdisc.org","Adverse Event Dictionary Derived Term","Code","Code_146","decadf70-05f6-412c-86bd-6ad860088f07","2023-12-15","C83344"
"http://www.cdisc.org","No","Code","Code_147","58692e2c-7fd6-4917-abaf-7995fc11a0d5","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_148","cc7413bf-85cc-4f44-844b-3a3dd49ebab4","2023-12-15","C49488"
"http://www.cdisc.org","Adverse Event Pre-specified","Code","Code_149","57749783-1137-4017-999e-8e55bf0013d2","2023-12-15","C87840"
"http://www.cdisc.org","Adverse Event Location","Code","Code_150","aff7e5f6-fa8a-4caa-a62b-34e52b68d364","2023-12-15","C83205"
"http://www.cdisc.org","Severity of Adverse Event","Code","Code_151","2c0f9677-662a-4968-91c7-c53113ae4ab2","2023-12-15","C53253"
"http://www.cdisc.org","No","Code","Code_152","78b1a8d3-82da-4b92-adfa-5e201640b328","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_153","95b63120-b38a-4a6b-ab79-36fda97ab5d5","2023-12-15","C49488"
"http://www.cdisc.org","Seriousness of Adverse Event","Code","Code_154","9fdf29bf-b32d-486f-b872-fe53dd53633e","2023-12-15","C53252"
"http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","Code","Code_155","b88777c0-2bbf-4ba7-aeda-20df42576962","2023-12-15","C83013"
"http://www.cdisc.org","Other Actions taken in Response to Adverse Event","Code","Code_156","d9ae074a-4d3b-43bb-afb7-98cd6ab23e5f","2023-12-15","C83109"
"http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","Code","Code_157","3652ddd7-9606-4625-8819-a1b27c394860","2023-12-15","C41358"
"http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","Code","Code_158","bcf087f5-3d7b-4576-b35a-973f0fddbd32","2023-12-15","C83210"
"http://www.cdisc.org","Adverse Event Pattern","Code","Code_159","be058da5-aa6f-4a61-87f6-129b78714586","2023-12-15","C83208"
"http://www.cdisc.org","Adverse Event Outcome","Code","Code_160","065b3b77-07a4-4f82-92d9-f1f56cbda538","2023-12-15","C49489"
"http://www.cdisc.org","No","Code","Code_161","69c30cad-83a3-4f87-a3ec-93d5caab4fce","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_162","4f2c4a16-b585-4e05-bf19-a6833a2fa0e4","2023-12-15","C49488"
"http://www.cdisc.org","Adverse Event Involves Cancer","Code","Code_163","bc0ed9cd-90dc-4fcd-983a-cba7fec7b988","2023-12-15","C83211"
"http://www.cdisc.org","No","Code","Code_164","4cf6d269-b290-4724-819d-dfb276cd9296","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_165","5fa5671b-e5ca-4032-a3a7-9ff1fa783233","2023-12-15","C49488"
"http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","Code","Code_166","1a3bb3e5-a98b-4580-a71c-ce7fefc2208f","2023-12-15","C83117"
"http://www.cdisc.org","No","Code","Code_167","143474d7-baf7-49e0-ba3b-321436e6e883","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_168","e4095f5a-b197-4aab-94c6-931add1fe25b","2023-12-15","C49488"
"http://www.cdisc.org","Disabling Adverse Event","Code","Code_169","f51713dc-10e3-4fa7-83b3-c5d726be492d","2023-12-15","C113380"
"http://www.cdisc.org","No","Code","Code_170","d9044155-ca2e-4b01-9223-c9721781b3f6","2023-12-15","C49487"
"http://www.cdisc.org","Yes","Code","Code_171","59241411-b083-4b8c-9274-a7454b751746","2023-12-15","C49488"
"http://www.cdisc.org","Death Related to Adverse Event","Code","Code_172","fdda02ca-7287-4e6a-ac2c-3ad20327fdb0","2023-12-15","C48275"
"http://www.cdisc.org","No","Code","Code_173","2ccd398b-1eb5-43fd-b09a-f5df152a507d","2023-12-15","C49487"
