"uuid:ID","code","id","codeSystemVersion","decode","instanceType","codeSystem"
"d0a99f3d-988c-405f-ab08-0ed1937f7b78","MILD_MOD_ALZ","Code_134","12","Mild to Moderate Alzheimer's Disease","Code","SPONSOR"
"d0981b72-f9d1-4264-b93e-a84b0519e130","26929004","Code_135","January 31, 2018","Alzheimer's disease","Code","SNOMED"
"72971d62-e0fc-42bf-b699-f8197228563d","C99907x1","Code_143","2023-12-15","EXTENSION","Code","http://www.cdisc.org"
"be5b63e8-4d5d-4ce6-aa2a-f4a62b1a419b","C98704","Code_144","2023-12-15","ADAPTIVE","Code","http://www.cdisc.org"
"1f7426e3-2a0b-4c65-b91c-b1dcde61ec19","C82639","Code_141","2023-12-15","Parallel Study","Code","http://www.cdisc.org"
"8672277b-85c0-41a9-afe6-82b60d86f023","C25716","Code_83","2023-12-15","Visit","Code","http://www.cdisc.org"
"d92c3de7-6931-40d7-a6bb-ba6c33dac314","C51282","Code_84","2023-12-15","Clinic","Code","http://www.cdisc.org"
"a82a9915-7ba8-4486-b555-cf2a9bd4af2e","C175574","Code_85","2023-12-15","In Person","Code","http://www.cdisc.org"
"ca709dd3-db60-40df-9ae7-fd0953ed9ac7","C25716","Code_86","2023-12-15","Visit","Code","http://www.cdisc.org"
"6b3060dc-fa5f-4e95-97eb-a22f16ec0aa6","C51282","Code_87","2023-12-15","Clinic","Code","http://www.cdisc.org"
"36f04c95-c995-4f71-8d61-0f8b090dc05e","C175574","Code_88","2023-12-15","In Person","Code","http://www.cdisc.org"
"bbda16e9-0aae-4dcd-923d-769680322f96","C25716","Code_89","2023-12-15","Visit","Code","http://www.cdisc.org"
"10b6443c-baa9-4f93-ab43-0ccd67ce2e3c","C51282","Code_90","2023-12-15","Clinic","Code","http://www.cdisc.org"
"a2c88b11-7038-4884-9b62-142dae1c2bf8","C175574","Code_91","2023-12-15","In Person","Code","http://www.cdisc.org"
"07b9256f-ca52-4c01-a60e-7c1843480681","C25716","Code_92","2023-12-15","Visit","Code","http://www.cdisc.org"
"1f2d2bb7-9888-410f-a5f4-b88cb9b486dd","C51282","Code_93","2023-12-15","Clinic","Code","http://www.cdisc.org"
"a46025bc-510e-4318-8cb4-f838f5dd035d","C175574","Code_94","2023-12-15","In Person","Code","http://www.cdisc.org"
"d017f3ec-b804-4d64-ba7b-92e2540e08fa","C25716","Code_95","2023-12-15","Visit","Code","http://www.cdisc.org"
"5e0cc52c-7b1b-4b1a-8c4d-57e713ded61a","C51282","Code_96","2023-12-15","Clinic","Code","http://www.cdisc.org"
"21c9eb42-e1cc-4b7d-ac12-613630edc6c9","C175574","Code_97","2023-12-15","In Person","Code","http://www.cdisc.org"
"f248b80c-6592-4728-9f08-bda07a6f6405","C25716","Code_98","2023-12-15","Visit","Code","http://www.cdisc.org"
"01e691f6-3347-4702-b51c-5b9d8d7c1c65","C51282","Code_99","2023-12-15","Clinic","Code","http://www.cdisc.org"
"2b37f7f3-80ec-4747-9cf7-d08267a3c9b7","C175574","Code_100","2023-12-15","In Person","Code","http://www.cdisc.org"
"35044c6f-d97b-4c59-9b71-5f14a7a13017","C25716","Code_101","2023-12-15","Visit","Code","http://www.cdisc.org"
"672bf664-c955-4490-94f1-68283c2ef443","C51282","Code_102","2023-12-15","Clinic","Code","http://www.cdisc.org"
"f72a9501-8619-4ce8-b470-ac22ea012a78","C175574","Code_103","2023-12-15","In Person","Code","http://www.cdisc.org"
"cb472cee-519a-4df3-93c3-25fa7290445b","C171537","Code_104","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"a51b301c-05b0-48d9-96cd-a07c986a64c6","C25716","Code_105","2023-12-15","Visit","Code","http://www.cdisc.org"
"c36bfcf6-6d27-467e-b569-9322c746e1ac","C51282","Code_106","2023-12-15","Clinic","Code","http://www.cdisc.org"
"91282052-f040-4d4e-bd70-7c72d4b7605a","C175574","Code_107","2023-12-15","In Person","Code","http://www.cdisc.org"
"c90efc8b-995d-4641-8172-a4770207b5e9","C171537","Code_108","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"b67d88a2-2a52-46b2-99d5-77bf36e96c0d","C25716","Code_109","2023-12-15","Visit","Code","http://www.cdisc.org"
"4158e1d5-939e-4760-999a-c7c84ccdfc4d","C51282","Code_110","2023-12-15","Clinic","Code","http://www.cdisc.org"
"53604ac0-d41a-44ca-9f25-6307257b02eb","C175574","Code_111","2023-12-15","In Person","Code","http://www.cdisc.org"
"4b50ebec-0e22-4a28-9c00-4fb41eb5cf05","C171537","Code_112","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"29e2a5da-8adb-4f63-aa51-101a443b887e","C25716","Code_113","2023-12-15","Visit","Code","http://www.cdisc.org"
"34cf1330-8c93-4d09-9987-9ae1569ec364","C51282","Code_114","2023-12-15","Clinic","Code","http://www.cdisc.org"
"79f8786b-ba60-491e-990b-315d00aaa327","C175574","Code_115","2023-12-15","In Person","Code","http://www.cdisc.org"
"fe9dcff8-fd2f-4edc-8f49-dbd7ff33bdd2","C171537","Code_116","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"ac822dcd-1f05-4eb2-bae1-02953f90fdb8","C25716","Code_117","2023-12-15","Visit","Code","http://www.cdisc.org"
"56250b0d-f22a-4385-911e-7a8d208c86f3","C51282","Code_118","2023-12-15","Clinic","Code","http://www.cdisc.org"
"a207fe5f-1369-43b7-bd05-b072a56de7b3","C175574","Code_119","2023-12-15","In Person","Code","http://www.cdisc.org"
"cb845268-a49a-423d-b78b-54c728d112c9","C25716","Code_120","2023-12-15","Visit","Code","http://www.cdisc.org"
"2a248632-7817-4ab4-8577-ae22a1721300","C51282","Code_121","2023-12-15","Clinic","Code","http://www.cdisc.org"
"e44aa680-9686-4e08-bf6f-b286f57ef51f","C175574","Code_122","2023-12-15","In Person","Code","http://www.cdisc.org"
"658d0ef9-f2de-417d-b2a0-4025f9354a36","383371000119108","Code_80","January 31, 2018","CT of head without contrast","Code","SNOMED"
"d381d726-a04d-4485-952a-7700a8eca059","123","Code_81","12","Subject Supine","Code","SPONSOR"
"ce1c940b-e03c-475d-a9ae-23fd3e39b7bb","124","Code_82","12","Subject Standing","Code","SPONSOR"
"9d656129-c79a-47fd-9960-443796eed4dc","C20197","Code_429","2023-12-15","Male","Code","http://www.cdisc.org"
"f407118c-b9c4-422a-8681-430f99e6ad1d","C16576","Code_430","2023-12-15","Female","Code","http://www.cdisc.org"
"dc7898c1-d7f8-457f-9e13-de68f60f4b3f","C28421","Code_431","2023-12-15","Sex","Code","http://www.cdisc.org"
"87717318-6bc1-4273-aa52-c441442116b5","C28421","Code_432","2023-12-15","Sex","Code","http://www.cdisc.org"
"513ed4d9-2431-4b5d-a52e-5640366f867f","C17049","Code_433","2023-12-15","Race","Code","http://www.cdisc.org"
"bb22d062-9898-45f1-8aef-f73645f27c7a","C17049","Code_434","2023-12-15","Race","Code","http://www.cdisc.org"
"805ab003-8f5e-4c93-a5d8-e601976a3b6c","C174446","Code_435","2023-12-15","TEMP","Code","http://www.cdisc.org"
"eeb07aa8-37b1-4c5e-b565-3670bc1816b8","C77140","Code_436","2023-12-15","Clinical Test Result","Code","http://www.cdisc.org"
"fcafe4bb-9c66-4d6f-92eb-611d9648655e","C42559","Code_437","2023-12-15","Degree Celsius","Code","http://www.cdisc.org"
"528d8e52-3cc0-4e2a-8b26-e064ab6cd051","C44277","Code_438","2023-12-15","Degree Fahrenheit","Code","http://www.cdisc.org"
"b6f49f6e-1575-4418-8d97-5d831791c1e6","C42537","Code_439","2023-12-15","Kelvin","Code","http://www.cdisc.org"
"e1b450de-7c00-42e7-9317-96e83bef7768","C44276","Code_440","2023-12-15","Unit of Temperature","Code","http://www.cdisc.org"
"ac438678-e624-4e1c-bcd7-3ee6119d5307","C12674","Code_441","2023-12-15","Axilla","Code","http://www.cdisc.org"
"adafccaa-6990-4687-b943-37dbb9768ce9","C12394","Code_442","2023-12-15","Ear","Code","http://www.cdisc.org"
"331e6357-9934-490c-93cf-87a4e8a63aab","C89803","Code_443","2023-12-15","Forehead","Code","http://www.cdisc.org"
"070ab13c-c9e7-4784-adf8-2c69f666b693","C12421","Code_444","2023-12-15","Oral Cavity","Code","http://www.cdisc.org"
"23ea133a-a71f-45ad-860c-77009feb72b0","C12390","Code_445","2023-12-15","Rectum","Code","http://www.cdisc.org"
"ab869c4e-9390-4680-82aa-a69300026b85","C13717","Code_446","2023-12-15","Anatomic Site","Code","http://www.cdisc.org"
"c73aebe6-2366-45dc-a955-27da4a7a22b3","C174446","Code_447","2023-12-15","TEMP","Code","http://www.cdisc.org"
"e1b61d32-b448-4653-ae93-81e2ab99c177","C25208","Code_448","2023-12-15","WEIGHT","Code","http://www.cdisc.org"
"a2b62f08-3e1a-4e4a-8f4f-7b59d3337a16","C77140","Code_449","2023-12-15","Clinical Test Result","Code","http://www.cdisc.org"
"4b03e8d0-0ce2-44ae-8ecf-246dc9023bc8","C48531","Code_450","2023-12-15","Pound","Code","http://www.cdisc.org"
"ca391d55-8089-43a9-bb10-96d03ed35681","C48155","Code_451","2023-12-15","Gram","Code","http://www.cdisc.org"
"26764599-83f5-4645-b125-0c2992d74480","C28252","Code_452","2023-12-15","Kilogram","Code","http://www.cdisc.org"
"82b9291e-b0a1-47ce-aa26-ab68fa15e03d","C48208","Code_453","2023-12-15","Unit of Weight","Code","http://www.cdisc.org"
"f137f8d5-1071-4782-b7ec-e571a7035f42","C25208","Code_454","2023-12-15","WEIGHT","Code","http://www.cdisc.org"
"302def93-fc23-4409-8335-3f135160cd58","C25347","Code_455","2023-12-15","HEIGHT","Code","http://www.cdisc.org"
"ceef68e3-c27e-48a8-8feb-139e90c6fb62","C77140","Code_456","2023-12-15","Clinical Test Result","Code","http://www.cdisc.org"
"5737ee71-589f-49a6-8a01-d5082b8eb5c0","C49668","Code_457","2023-12-15","Centimeter","Code","http://www.cdisc.org"
"54153026-46b7-425d-bacc-2069b853c025","C48500","Code_458","2023-12-15","Inch","Code","http://www.cdisc.org"
"f1be2ace-4f42-4dda-9c5b-ea6b53d8b8ac","C41139","Code_459","2023-12-15","Meter","Code","http://www.cdisc.org"
"859a835b-6a22-4a39-b5ab-afa84d7483c0","C168688","Code_460","2023-12-15","Unit of Height","Code","http://www.cdisc.org"
"b31bf548-b238-426b-896c-f97f25fbab3c","C25347","Code_461","2023-12-15","HEIGHT","Code","http://www.cdisc.org"
"b1d22aba-f016-41dc-b6ba-1113ef19382e","C64433","Code_462","2023-12-15","ALT","Code","http://www.cdisc.org"
"e739e1c1-d97b-445e-bfc1-6e275ba795d7","C36292","Code_463","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"2525cdfc-e22c-4937-9076-ba980488a304","C67456","Code_464","2023-12-15","Unit per Liter","Code","http://www.cdisc.org"
"bb9345dc-1ded-4169-939a-77c518ac5017","C67397","Code_465","2023-12-15","Microkatal per Liter","Code","http://www.cdisc.org"
"0bf62be8-23fa-4693-9a8b-226b604a0015","C67376","Code_466","2023-12-15","International Unit per Liter","Code","http://www.cdisc.org"
"d6cf5608-523b-41ba-9249-d44d3bf510ea","C70510","Code_467","2023-12-15","Nanokatal per Liter","Code","http://www.cdisc.org"
"80a21932-a665-432d-b3ab-361f125b4622","C67365","Code_468","2023-12-15","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org"
"90623b98-816a-4437-8b2d-d0b7200800e8","C70713","Code_469","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"a7d80421-2f04-46b9-ae55-fb6b97cf869c","C49487","Code_470","2023-12-15","No","Code","http://www.cdisc.org"
"7800c0ee-fbc2-43cc-8ee6-828c4e36a305","C49488","Code_471","2023-12-15","Yes","Code","http://www.cdisc.org"
"6892c695-ec40-4a00-90cd-f1507c0a98c4","C83309","Code_472","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"703aa162-06cb-4f61-980d-b66bd4410f9f","C64433","Code_473","2023-12-15","ALT","Code","http://www.cdisc.org"
"4aa49e93-df24-427c-b143-d53ea6a6481c","C64431","Code_474","2023-12-15","ALB","Code","http://www.cdisc.org"
"588f29aa-ccf7-432e-a7a5-1fda32ae950f","C36292","Code_475","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"0f7e051b-eac1-4640-b727-9413817b5b09","C70713","Code_476","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"35e975b0-af1f-48c8-83e3-f7fc42d83ac4","C49487","Code_477","2023-12-15","No","Code","http://www.cdisc.org"
"e29aa016-df7d-4a3a-b7d2-68603fdf14d5","C49488","Code_478","2023-12-15","Yes","Code","http://www.cdisc.org"
"47a5f22c-844b-4866-8998-78df3a07d578","C83309","Code_479","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"ea7ab4b3-5288-47d0-a6bd-11d7469701a3","C64431","Code_480","2023-12-15","ALB","Code","http://www.cdisc.org"
"69c65887-8403-450f-ba4b-a15279c1843b","C64432","Code_481","2023-12-15","ALP","Code","http://www.cdisc.org"
"570baeb5-cc2e-42b2-a09b-3f8cf1fc0c07","C36292","Code_482","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"f128f5a7-129c-498c-b8b6-094436b02e7f","C67456","Code_483","2023-12-15","Unit per Liter","Code","http://www.cdisc.org"
"7593f0d9-27e6-4548-a79e-90c7269c9809","C67397","Code_484","2023-12-15","Microkatal per Liter","Code","http://www.cdisc.org"
"6948878f-5b7b-4d11-a638-de4c8787ecbb","C67376","Code_485","2023-12-15","International Unit per Liter","Code","http://www.cdisc.org"
"8a9196b4-bf8f-43fe-b133-729044f2c250","C67365","Code_486","2023-12-15","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org"
"aae852f2-9613-44b0-b6a2-59114a36348a","C70713","Code_487","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"e760a1a1-8844-40dd-b98b-8dbdfccf4d45","C49487","Code_488","2023-12-15","No","Code","http://www.cdisc.org"
"10248967-d674-4490-87b4-23e8c5156f58","C49488","Code_489","2023-12-15","Yes","Code","http://www.cdisc.org"
"114c16fc-f675-4d30-8f9a-8a0d35a8b779","C83309","Code_490","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"0a1f9b0a-1159-40ce-9540-0fb888ba2540","C64432","Code_491","2023-12-15","ALP","Code","http://www.cdisc.org"
"2303af72-c0fb-4718-a732-1bac2ef7baa4","C64467","Code_492","2023-12-15","AST","Code","http://www.cdisc.org"
"91e9fb16-582e-4805-b9c4-1c6ea68e1657","C36292","Code_493","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"be95aa16-1c7e-4904-b2ae-1dd4e89234cc","C67456","Code_494","2023-12-15","Unit per Liter","Code","http://www.cdisc.org"
"6b6dd2ba-a32f-4133-98ed-1085bfd20593","C67397","Code_495","2023-12-15","Microkatal per Liter","Code","http://www.cdisc.org"
"14c7f18e-31ee-4e39-b88f-6c672be3a2d4","C67376","Code_496","2023-12-15","International Unit per Liter","Code","http://www.cdisc.org"
"5263b2a3-5ccc-460b-889e-e9ea552b9755","C67365","Code_497","2023-12-15","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org"
"5f33f1ce-6b39-4557-9dca-7abd913b9878","C70713","Code_498","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"c61398b8-c222-4426-8f64-4998a7313b36","C49487","Code_499","2023-12-15","No","Code","http://www.cdisc.org"
"aae5f931-63de-44a3-9776-035a3beda842","C49488","Code_500","2023-12-15","Yes","Code","http://www.cdisc.org"
"4b164a3a-84c8-407a-b2cb-acf563385c40","C83309","Code_501","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"b19a229b-02bd-4414-a001-ecd0f717ee0a","C64467","Code_502","2023-12-15","AST","Code","http://www.cdisc.org"
"3953d56d-a4a0-447f-ac53-77f1fbb1e10f","C64547","Code_503","2023-12-15","CREAT","Code","http://www.cdisc.org"
"276b1dae-c6d3-4085-a453-3a423512c765","C36292","Code_504","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"1a40c69a-b9ca-49ee-b3f0-0e1e3e77f965","C67015","Code_505","2023-12-15","Milligram per Deciliter","Code","http://www.cdisc.org"
"245ee408-ac52-44bc-9ae0-2db1bd488b9a","C64572","Code_506","2023-12-15","Microgram per Milliliter","Code","http://www.cdisc.org"
"65587051-8f1c-4761-9720-3a04e7d7b8e4","C64387","Code_507","2023-12-15","Millimole per Liter","Code","http://www.cdisc.org"
"2eaac48a-99b7-4da5-8e95-9d1de563d49f","C48508","Code_508","2023-12-15","Micromole per Liter","Code","http://www.cdisc.org"
"2d7e4472-d0a5-45a3-a52f-f6b1f4229b03","C48207","Code_509","2023-12-15","Unit of Concentration","Code","http://www.cdisc.org"
"af68f1c3-9a16-46ff-bac2-d4221167b90e","C70713","Code_510","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"ae947254-c329-4295-a423-4515e3a74b35","C49487","Code_511","2023-12-15","No","Code","http://www.cdisc.org"
"637eb670-7e86-4f5c-829a-86ddf4659ba2","C49488","Code_512","2023-12-15","Yes","Code","http://www.cdisc.org"
"9f0d8767-90f8-4c11-bc60-2de2a254a18d","C83309","Code_513","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"ecc30acf-58a9-4913-be62-26c5cd4f62c6","C64547","Code_514","2023-12-15","CREAT","Code","http://www.cdisc.org"
"11e60d05-bcf3-4e31-bbaf-0b0da360ee34","C64853","Code_515","2023-12-15","K","Code","http://www.cdisc.org"
"417b8a49-fcb4-49ff-919e-dbbe0035cfbe","C36292","Code_516","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"11685c14-d718-4dfd-be73-8a3d846cb212","C67474","Code_517","2023-12-15","Milliequivalent per Liter","Code","http://www.cdisc.org"
"c68b4ce3-97ac-4421-8dfd-ed3b8a38613b","C67473","Code_518","2023-12-15","Milliequivalent per Deciliter","Code","http://www.cdisc.org"
"29d324c7-e0f3-4735-aa36-01df5fd9b2a3","C64387","Code_519","2023-12-15","Millimole per Liter","Code","http://www.cdisc.org"
"aba5e04b-35ad-4df4-adf4-574c1512724e","C64567","Code_520","2023-12-15","Molarity Unit","Code","http://www.cdisc.org"
"e237a302-eb5f-47d5-837c-b4b06ae83caf","C70713","Code_521","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"b96985d9-1fd6-455d-97dd-7fb3663513f7","C49487","Code_522","2023-12-15","No","Code","http://www.cdisc.org"
"e1050ba6-e8c2-4fc3-93d7-e400c759c0de","C49488","Code_523","2023-12-15","Yes","Code","http://www.cdisc.org"
"6ccd26d5-ab6b-4e05-b68c-dc9d03686b88","C83309","Code_524","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"57f47b99-6ce2-4865-8d33-dffef219110d","C64853","Code_525","2023-12-15","K","Code","http://www.cdisc.org"
"fbb282e4-fd73-4d02-8a06-349139e2188f","C64809","Code_526","2023-12-15","SODIUM","Code","http://www.cdisc.org"
"888ae6d0-64c1-4b36-8e39-d12b7e1c65f8","C36292","Code_527","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"b3155a5e-ab6b-444f-8f8e-12f2e60430e7","C67474","Code_528","2023-12-15","Milliequivalent per Liter","Code","http://www.cdisc.org"
"0c41689d-ba97-4221-b81e-b3b2c6d7a1bf","C67473","Code_529","2023-12-15","Milliequivalent per Deciliter","Code","http://www.cdisc.org"
"bb0bbf2d-b452-425c-a7e0-e4fd2bffb8fa","C64387","Code_530","2023-12-15","Millimole per Liter","Code","http://www.cdisc.org"
"53a44eef-7356-4d54-a1af-4bcf791a25d2","C64567","Code_531","2023-12-15","Molarity Unit","Code","http://www.cdisc.org"
"a465aaed-02d8-4395-8cec-8c197a9c8d50","C70713","Code_532","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"000b8df4-af58-4915-a475-780eb976f9e1","C49487","Code_533","2023-12-15","No","Code","http://www.cdisc.org"
"c9064652-c668-4cb9-ae90-b6a0d984f1de","C49488","Code_534","2023-12-15","Yes","Code","http://www.cdisc.org"
"6867ca2b-f5a0-4d8d-af91-d8a2a44d1f61","C83309","Code_535","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"78544b62-8c98-4d53-89b7-9177d445613c","C64809","Code_536","2023-12-15","SODIUM","Code","http://www.cdisc.org"
"19627713-5862-4a00-a89a-f66b7a8649a3","C64849","Code_537","2023-12-15","HBA1C","Code","http://www.cdisc.org"
"c1d385a7-ac02-4ccc-9e8e-5198c5734fa7","C36292","Code_538","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"6ed22f3f-b61d-4d1b-8af0-fb560120a9c4","C64783","Code_539","2023-12-15","Gram per Deciliter","Code","http://www.cdisc.org"
"83a89716-1991-484b-852c-94f8aed444e4","No Concept Code","Code_540","2023-12-15","LBORRESU","Code","http://www.cdisc.org"
"e12dc62e-5609-4772-88e3-057d2e75b708","C70713","Code_541","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"a02491b5-79e8-4f88-a103-bfcb8f163df7","C49487","Code_542","2023-12-15","No","Code","http://www.cdisc.org"
"6e83645d-05dd-4337-8ac6-c6cd488325da","C49488","Code_543","2023-12-15","Yes","Code","http://www.cdisc.org"
"993abde5-38c2-4df3-9e19-4cafc7b52d52","C83309","Code_544","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"1612b389-c795-48f3-adb2-b6d0d1e4ae54","C64849","Code_545","2023-12-15","HBA1C","Code","http://www.cdisc.org"
"1d1a5542-6fb0-4d83-8acf-0b069a765298","C78541","Code_145","2023-12-15","Adverse Event Verbatim Description","Code","http://www.cdisc.org"
"2db08732-8d71-4249-af79-c6f2f8b2dfee","C83344","Code_146","2023-12-15","Adverse Event Dictionary Derived Term","Code","http://www.cdisc.org"
"9de7738e-19c1-4481-bf64-68680cfa9507","C49487","Code_147","2023-12-15","No","Code","http://www.cdisc.org"
"3d9369fc-0bad-4d0a-b277-c68bfaaeae1a","C49488","Code_148","2023-12-15","Yes","Code","http://www.cdisc.org"
"120e6e7c-2ea5-4ec8-8b32-4289d428cb9a","C87840","Code_149","2023-12-15","Adverse Event Pre-specified","Code","http://www.cdisc.org"
"32ec52a6-b3a3-4016-9522-ccbfa76e4036","C83205","Code_150","2023-12-15","Adverse Event Location","Code","http://www.cdisc.org"
"15a5f6b8-46d2-493c-9186-caea8593e0f4","C53253","Code_151","2023-12-15","Severity of Adverse Event","Code","http://www.cdisc.org"
"b6abd891-4acf-4f76-b55e-e4b27035fa11","C49487","Code_152","2023-12-15","No","Code","http://www.cdisc.org"
"58ed8c3f-bd05-4d0a-b071-bedd767cf647","C49488","Code_153","2023-12-15","Yes","Code","http://www.cdisc.org"
"93a0a821-1e85-415b-9447-ef38468b0a48","C53252","Code_154","2023-12-15","Seriousness of Adverse Event","Code","http://www.cdisc.org"
"2fde9df8-b4ea-43d3-8cd4-f6b7db912c08","C83013","Code_155","2023-12-15","Adverse Event Action Taken with Study Treatment","Code","http://www.cdisc.org"
"6cb37718-5c59-4335-bdbd-3229aa2ae404","C83109","Code_156","2023-12-15","Other Actions taken in Response to Adverse Event","Code","http://www.cdisc.org"
"f68e1f25-33d0-49fc-a2fd-9dca442350bd","C41358","Code_157","2023-12-15","Adverse Event Attribution to Product or Procedure","Code","http://www.cdisc.org"
"129d97a7-a367-43fe-92c0-e5935a1b6f79","C83210","Code_158","2023-12-15","Adverse Event Relationship to Non Study Treatment","Code","http://www.cdisc.org"
"53833da6-c6f1-4eba-9e3e-8b5e9a1b9604","C83208","Code_159","2023-12-15","Adverse Event Pattern","Code","http://www.cdisc.org"
"0d82d580-da28-435e-9a9a-3f393e444cc4","C49489","Code_160","2023-12-15","Adverse Event Outcome","Code","http://www.cdisc.org"
"39d9403a-6b7f-4bf1-b0e3-652da54f7f95","C49487","Code_161","2023-12-15","No","Code","http://www.cdisc.org"
"5f66f50c-e36b-4ce0-837b-b4734661f434","C49488","Code_162","2023-12-15","Yes","Code","http://www.cdisc.org"
"614c634e-bef5-4f7f-8d70-f3f4e3251154","C83211","Code_163","2023-12-15","Adverse Event Involves Cancer","Code","http://www.cdisc.org"
"e4239eb8-fe9d-42d0-a6cc-6ffffa8d96a1","C49487","Code_164","2023-12-15","No","Code","http://www.cdisc.org"
"7bd2fac4-6a3e-4d26-a784-f2549daee9cf","C49488","Code_165","2023-12-15","Yes","Code","http://www.cdisc.org"
"acf03e30-6e29-4848-9662-718bb2f6bb2d","C83117","Code_166","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","Code","http://www.cdisc.org"
"aec8910b-abaa-4598-963f-264ce0356040","C49487","Code_167","2023-12-15","No","Code","http://www.cdisc.org"
"1a291767-2d34-4f40-b4e6-0624f390401c","C49488","Code_168","2023-12-15","Yes","Code","http://www.cdisc.org"
"053d4f0f-a3b5-4cba-8a26-0ed4d16fb9a7","C113380","Code_169","2023-12-15","Disabling Adverse Event","Code","http://www.cdisc.org"
"34e87c38-cc7c-4f6e-bcb2-f1ca300458e8","C49487","Code_170","2023-12-15","No","Code","http://www.cdisc.org"
"84a9d35c-9a2d-438b-9784-d82c9353ef10","C49488","Code_171","2023-12-15","Yes","Code","http://www.cdisc.org"
"bb90e614-6ea2-4857-97ed-ba41b279318e","C48275","Code_172","2023-12-15","Death Related to Adverse Event","Code","http://www.cdisc.org"
