"instanceType","codeSystemVersion","code","uuid:ID","decode","codeSystem","id"
"Code","2023-12-15","C175574","f4a91466-73e7-4b6c-81f9-94d64dfac8d9","In Person","http://www.cdisc.org","Code_85"
"Code","2023-12-15","C25716","48756fd8-c511-404c-9b8b-863aebaec9ff","Visit","http://www.cdisc.org","Code_86"
"Code","2023-12-15","C51282","257a179c-3ec6-4a65-873c-cdd3db599d8e","Clinic","http://www.cdisc.org","Code_87"
"Code","2023-12-15","C175574","57fafc8e-d3bc-48f1-8e08-de58fb9cbd64","In Person","http://www.cdisc.org","Code_88"
"Code","2023-12-15","C25716","f2ebd6a6-1bda-4354-b98e-8909de5341d6","Visit","http://www.cdisc.org","Code_89"
"Code","2023-12-15","C51282","d45f6c17-0a08-4177-ab9c-3a53edeb2b6d","Clinic","http://www.cdisc.org","Code_90"
"Code","2023-12-15","C175574","3233e84e-92c5-4462-8ca3-7395c65475b1","In Person","http://www.cdisc.org","Code_91"
"Code","2023-12-15","C25716","74951194-9a53-48b2-b1c3-86ed8d125a7c","Visit","http://www.cdisc.org","Code_92"
"Code","2023-12-15","C51282","96a0df27-abf2-4298-ae65-b5bfb3160986","Clinic","http://www.cdisc.org","Code_93"
"Code","2023-12-15","C175574","e2ff8122-6fcb-45ec-803b-67a442c03343","In Person","http://www.cdisc.org","Code_94"
"Code","2023-12-15","C25716","6bb92660-c067-427e-98b5-5b3efdfc209a","Visit","http://www.cdisc.org","Code_95"
"Code","2023-12-15","C51282","f2794819-2044-449e-bdb3-4befddc6e914","Clinic","http://www.cdisc.org","Code_96"
"Code","2023-12-15","C175574","615e8893-3d43-45cc-a699-0848eb573a0b","In Person","http://www.cdisc.org","Code_97"
"Code","2023-12-15","C25716","286e841d-038e-42ef-a0b1-f7e4de46eab8","Visit","http://www.cdisc.org","Code_98"
"Code","2023-12-15","C51282","23c99a4a-56be-4c25-9b6f-62c984951ebd","Clinic","http://www.cdisc.org","Code_99"
"Code","2023-12-15","C175574","026f3d19-a026-467d-ae34-acfce672e872","In Person","http://www.cdisc.org","Code_100"
"Code","2023-12-15","C25716","dcbc2f95-c427-44d5-82a4-4f699d28cb2d","Visit","http://www.cdisc.org","Code_101"
"Code","2023-12-15","C51282","f317ce54-d727-4b47-8ddd-2d0e6ba36545","Clinic","http://www.cdisc.org","Code_102"
"Code","2023-12-15","C175574","cb59c31a-f28f-4759-8251-ff27b5bf9809","In Person","http://www.cdisc.org","Code_103"
"Code","2023-12-15","C171537","2a93539d-55bf-429f-b8fe-c3c6971d3028","Telephone Call","http://www.cdisc.org","Code_104"
"Code","2023-12-15","C25716","37750ece-3415-4d51-9e25-b7a06eef7e8e","Visit","http://www.cdisc.org","Code_105"
"Code","2023-12-15","C51282","cf6f2e04-0283-45bd-946f-5f2b4efcf24c","Clinic","http://www.cdisc.org","Code_106"
"Code","2023-12-15","C175574","141db918-5f03-45ec-816f-2f5b3868f697","In Person","http://www.cdisc.org","Code_107"
"Code","2023-12-15","C171537","762b380b-ffdd-490f-b10e-cf368c72b737","Telephone Call","http://www.cdisc.org","Code_108"
"Code","2023-12-15","C25716","a8ff4bb0-2c24-4a41-ad5c-aa96472dd9cd","Visit","http://www.cdisc.org","Code_109"
"Code","2023-12-15","C51282","960f443a-cec2-4e5b-9bbc-5735c21c9b30","Clinic","http://www.cdisc.org","Code_110"
"Code","2023-12-15","C175574","c819227c-6a05-4926-9c08-176ba93de86e","In Person","http://www.cdisc.org","Code_111"
"Code","2023-12-15","C171537","b45ae3b5-f9c1-4eab-9b0d-53f4897ddcd2","Telephone Call","http://www.cdisc.org","Code_112"
"Code","2023-12-15","C25716","7e2014dd-2152-4dab-8187-2c44997402d5","Visit","http://www.cdisc.org","Code_113"
"Code","2023-12-15","C51282","791e220e-1451-4a78-adf2-2fcbd9cb2376","Clinic","http://www.cdisc.org","Code_114"
"Code","2023-12-15","C175574","2053d706-a91a-4962-9e2e-1dc4e24b514a","In Person","http://www.cdisc.org","Code_115"
"Code","2023-12-15","C171537","39c4da7c-8d0d-4544-9e2e-ebf266d63742","Telephone Call","http://www.cdisc.org","Code_116"
"Code","2023-12-15","C25716","b7eb4786-ae0d-4429-a555-f4acb5c366f6","Visit","http://www.cdisc.org","Code_117"
"Code","2023-12-15","C51282","3c39f0a8-2337-48c3-960a-0ef272656eeb","Clinic","http://www.cdisc.org","Code_118"
"Code","2023-12-15","C175574","7d3994be-c89e-43b2-8188-40def4abf12a","In Person","http://www.cdisc.org","Code_119"
"Code","2023-12-15","C25716","2c4c309d-328c-4feb-a76f-9ea5bd776353","Visit","http://www.cdisc.org","Code_120"
"Code","2023-12-15","C51282","c35412d1-58ee-45e4-9d0b-779d26e39007","Clinic","http://www.cdisc.org","Code_121"
"Code","2023-12-15","C175574","157f29ff-dd22-401b-bb33-2ee4bd0beb3a","In Person","http://www.cdisc.org","Code_122"
"Code","January 31, 2018","383371000119108","d528e49a-e102-4978-9273-6e15ab7f1ac7","CT of head without contrast","SNOMED","Code_80"
"Code","12","123","09a060bb-dc52-4f53-8ff4-834984672f3a","Subject Supine","SPONSOR","Code_81"
"Code","12","124","383db63a-faac-4173-96b6-702f0c0dfece","Subject Standing","SPONSOR","Code_82"
"Code","2023-12-15","C20197","3db61eee-bd9f-4468-8919-d65674bc4e8c","Male","http://www.cdisc.org","Code_429"
"Code","2023-12-15","C16576","6b7fbeb7-42d1-415d-8452-1a2ee718d3de","Female","http://www.cdisc.org","Code_430"
"Code","2023-12-15","C28421","9f2b0def-5b7c-43c8-bef6-0b40ed7ba752","Sex","http://www.cdisc.org","Code_431"
"Code","2023-12-15","C28421","66d3dc28-98ac-4691-9e90-835d101ae0c1","Sex","http://www.cdisc.org","Code_432"
"Code","2023-12-15","C17049","edd2ea45-14b5-4ddd-bca6-4c608636612e","Race","http://www.cdisc.org","Code_433"
"Code","2023-12-15","C17049","ad4a4bda-3a25-4624-a9d6-7eb07920d8b0","Race","http://www.cdisc.org","Code_434"
"Code","2023-12-15","C174446","958cb190-359e-42d6-a2b1-730778a25991","TEMP","http://www.cdisc.org","Code_435"
"Code","2023-12-15","C77140","c86cb4b5-2254-4723-98a4-93d103a71ef1","Clinical Test Result","http://www.cdisc.org","Code_436"
"Code","2023-12-15","C42559","81c96709-239f-4303-83ba-d29fef091e29","Degree Celsius","http://www.cdisc.org","Code_437"
"Code","2023-12-15","C44277","07b3fa66-fc22-4908-a39d-f40a18da066b","Degree Fahrenheit","http://www.cdisc.org","Code_438"
"Code","2023-12-15","C42537","a330d2c5-d473-4e65-88af-b1b4147e699d","Kelvin","http://www.cdisc.org","Code_439"
"Code","2023-12-15","C44276","d0a12fd5-1838-420f-b6fe-8690f1e83bca","Unit of Temperature","http://www.cdisc.org","Code_440"
"Code","2023-12-15","C12674","e75b81fc-fb99-46e5-87b0-04515c9fb9d4","Axilla","http://www.cdisc.org","Code_441"
"Code","2023-12-15","C12394","f11303f8-a2b2-4c2f-8fea-2aa044462288","Ear","http://www.cdisc.org","Code_442"
"Code","2023-12-15","C89803","5cefa400-05a0-4c92-91f4-480720cf643b","Forehead","http://www.cdisc.org","Code_443"
"Code","2023-12-15","C12421","68857f84-a5f4-43f6-b86c-f463bfaf5da5","Oral Cavity","http://www.cdisc.org","Code_444"
"Code","2023-12-15","C12390","35392eed-12fa-4224-bde4-c9d73dadd474","Rectum","http://www.cdisc.org","Code_445"
"Code","2023-12-15","C13717","59853547-7b3a-4480-92f0-dfd236a6fb29","Anatomic Site","http://www.cdisc.org","Code_446"
"Code","2023-12-15","C174446","2501c408-6659-44bb-ae66-3afe5d68f4fc","TEMP","http://www.cdisc.org","Code_447"
"Code","2023-12-15","C25208","e52f2f91-12d4-473a-88fd-b3dc4f975e98","WEIGHT","http://www.cdisc.org","Code_448"
"Code","2023-12-15","C77140","565d1c01-b7c3-4944-8f03-c6097ddffe09","Clinical Test Result","http://www.cdisc.org","Code_449"
"Code","2023-12-15","C48531","4ba9f5cc-6258-42fc-8581-a33f679dc5fd","Pound","http://www.cdisc.org","Code_450"
"Code","2023-12-15","C48155","02d9258a-a9f6-41c5-a274-0ef8f6de421c","Gram","http://www.cdisc.org","Code_451"
"Code","2023-12-15","C28252","473d7130-2d1c-438f-8ca9-5960d417a991","Kilogram","http://www.cdisc.org","Code_452"
"Code","2023-12-15","C48208","fd481902-2074-402a-be05-9f7299284c04","Unit of Weight","http://www.cdisc.org","Code_453"
"Code","2023-12-15","C25208","8bf51862-872a-49e8-b06f-fe2d52c32446","WEIGHT","http://www.cdisc.org","Code_454"
"Code","2023-12-15","C25347","8f3cbef8-cde5-49b3-bce7-5fe40159b7cf","HEIGHT","http://www.cdisc.org","Code_455"
"Code","2023-12-15","C77140","01eb7fbc-82af-41da-b2fc-46cb0ce5c453","Clinical Test Result","http://www.cdisc.org","Code_456"
"Code","2023-12-15","C49668","3e8b0839-b937-4fbe-aa6b-9b1267e326df","Centimeter","http://www.cdisc.org","Code_457"
"Code","2023-12-15","C48500","a1cbe1ec-22dd-4d23-879f-2a5b834bc585","Inch","http://www.cdisc.org","Code_458"
"Code","2023-12-15","C41139","216b8a55-6b06-43d7-8717-226c2fac16f2","Meter","http://www.cdisc.org","Code_459"
"Code","2023-12-15","C168688","3f9fe43c-a86f-4baa-a181-2501c3a036e6","Unit of Height","http://www.cdisc.org","Code_460"
"Code","2023-12-15","C25347","c7c9b310-688d-40a2-a23b-a3d54fa48317","HEIGHT","http://www.cdisc.org","Code_461"
"Code","2023-12-15","C64433","f205d309-e06f-4789-9508-94d76120d6e4","ALT","http://www.cdisc.org","Code_462"
"Code","2023-12-15","C36292","da9fe84d-ac97-49eb-af9e-4c502d83c332","Laboratory Test Result","http://www.cdisc.org","Code_463"
"Code","2023-12-15","C67456","5e46b7d9-639e-4071-af5d-069966447b72","Unit per Liter","http://www.cdisc.org","Code_464"
"Code","2023-12-15","C67397","5bb34425-0587-46e7-9c76-15d0fa2fbfb3","Microkatal per Liter","http://www.cdisc.org","Code_465"
"Code","2023-12-15","C67376","2e07ed73-0c1f-49bb-9c33-d3bef366fe2d","International Unit per Liter","http://www.cdisc.org","Code_466"
"Code","2023-12-15","C70510","43c82f76-884b-4a2b-a97f-2bb3b6e9507a","Nanokatal per Liter","http://www.cdisc.org","Code_467"
"Code","2023-12-15","C67365","65a7960d-d7ce-4381-bb3f-86ed27c0a5c9","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_468"
"Code","2023-12-15","C70713","69a3704b-1ebc-4ac3-9a3c-36596a898949","Biospecimen Type","http://www.cdisc.org","Code_469"
"Code","2023-12-15","C49487","9c70c3bd-675f-45ae-aaf7-fc13545d2975","No","http://www.cdisc.org","Code_470"
"Code","2023-12-15","C49488","fb69aaa1-b1f2-4122-85f4-4a893645ae43","Yes","http://www.cdisc.org","Code_471"
"Code","2023-12-15","C83309","92b61e06-5af0-46db-867b-b9a5e2faea3a","Laboratory Test Fasting Status","http://www.cdisc.org","Code_472"
"Code","2023-12-15","C64433","2cdc8d43-0aaf-4c14-bfdb-30d14b794167","ALT","http://www.cdisc.org","Code_473"
"Code","2023-12-15","C64431","65ef7406-2166-4d57-8ea0-07968cc6023b","ALB","http://www.cdisc.org","Code_474"
"Code","2023-12-15","C36292","8d7af276-11f5-4a86-a461-045cff898bde","Laboratory Test Result","http://www.cdisc.org","Code_475"
"Code","2023-12-15","C70713","b7173935-d183-436e-95ba-cd3fc0fbaf67","Biospecimen Type","http://www.cdisc.org","Code_476"
"Code","2023-12-15","C49487","1736f609-6dd8-485d-89a2-d1697f7b2c3d","No","http://www.cdisc.org","Code_477"
"Code","2023-12-15","C49488","7baaef8e-7538-494b-ad56-5eb0c8ced3af","Yes","http://www.cdisc.org","Code_478"
"Code","2023-12-15","C83309","8abbc488-a047-4c63-acd5-d3308f0e3299","Laboratory Test Fasting Status","http://www.cdisc.org","Code_479"
"Code","2023-12-15","C64431","1294da63-65be-494a-aece-a0475c518b44","ALB","http://www.cdisc.org","Code_480"
"Code","2023-12-15","C64432","dd4120b7-287f-4f87-b4e6-2fd2f0ccbd05","ALP","http://www.cdisc.org","Code_481"
"Code","2023-12-15","C36292","3d8deec8-8b33-401e-a997-ea3d52e4a4b9","Laboratory Test Result","http://www.cdisc.org","Code_482"
"Code","2023-12-15","C67456","7914d865-b384-41fc-9c74-407de02b2891","Unit per Liter","http://www.cdisc.org","Code_483"
"Code","2023-12-15","C67397","443ce1ad-0426-451b-a9e3-d983eb754bb3","Microkatal per Liter","http://www.cdisc.org","Code_484"
"Code","2023-12-15","C67376","a81b40f9-e504-41e1-af25-1196ebdafcd3","International Unit per Liter","http://www.cdisc.org","Code_485"
"Code","2023-12-15","C67365","f59bc097-eed1-4552-93f6-58b2043d42ec","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_486"
"Code","2023-12-15","C70713","925eabd9-cf1e-4452-8dd1-bf9697792fe6","Biospecimen Type","http://www.cdisc.org","Code_487"
"Code","2023-12-15","C49487","58e6031f-4392-40ba-88d2-89ab38c3a1d1","No","http://www.cdisc.org","Code_488"
"Code","2023-12-15","C49488","bcfd4a7d-c797-4665-b39a-5cb19c9b7f94","Yes","http://www.cdisc.org","Code_489"
"Code","2023-12-15","C83309","69ac74f8-0ecd-4a45-a1f0-dfbce2765dca","Laboratory Test Fasting Status","http://www.cdisc.org","Code_490"
"Code","2023-12-15","C64432","ccda2ac6-2e95-473e-9d5a-c839bd3b73a3","ALP","http://www.cdisc.org","Code_491"
"Code","2023-12-15","C64467","845c405f-7655-47d2-9070-f28643aa7466","AST","http://www.cdisc.org","Code_492"
"Code","2023-12-15","C36292","e185b311-7ba4-4eda-a4ba-f684098f3b1d","Laboratory Test Result","http://www.cdisc.org","Code_493"
"Code","2023-12-15","C67456","2e20e186-311e-4b56-95fa-7898372b45c7","Unit per Liter","http://www.cdisc.org","Code_494"
"Code","2023-12-15","C67397","e9cae9b8-3cc3-4284-95f4-3d1e6aae2d85","Microkatal per Liter","http://www.cdisc.org","Code_495"
"Code","2023-12-15","C67376","12eb2b3c-8912-42a3-842a-13487a1600fc","International Unit per Liter","http://www.cdisc.org","Code_496"
"Code","2023-12-15","C67365","b0d0c6f2-77c7-4bf6-a965-36748cbfda31","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_497"
"Code","2023-12-15","C70713","e9789233-692f-4519-a6d2-e27f28cbdda8","Biospecimen Type","http://www.cdisc.org","Code_498"
"Code","2023-12-15","C49487","44e81d05-ae2b-4702-ab5a-44104ba53049","No","http://www.cdisc.org","Code_499"
"Code","2023-12-15","C49488","2a38d44c-2d94-4bf6-8ef9-ce58db6e740d","Yes","http://www.cdisc.org","Code_500"
"Code","2023-12-15","C83309","36385251-d1a0-4005-a956-e24b3e572135","Laboratory Test Fasting Status","http://www.cdisc.org","Code_501"
"Code","2023-12-15","C64467","120928e2-0d8c-4925-8047-485115b4b4e8","AST","http://www.cdisc.org","Code_502"
"Code","2023-12-15","C64547","3a4ae759-f90c-4e0b-95dd-ff369ee9f98c","CREAT","http://www.cdisc.org","Code_503"
"Code","2023-12-15","C36292","2a52f7f3-4608-4cbc-b512-7ac7ca64db8c","Laboratory Test Result","http://www.cdisc.org","Code_504"
"Code","2023-12-15","C67015","c939bf48-a8d8-48b7-9b02-91db31757b36","Milligram per Deciliter","http://www.cdisc.org","Code_505"
"Code","2023-12-15","C64572","dd03fa79-07b2-4b2e-a327-869b2b351a35","Microgram per Milliliter","http://www.cdisc.org","Code_506"
"Code","2023-12-15","C64387","d20344ef-191b-4d78-886a-3fa35223d2cf","Millimole per Liter","http://www.cdisc.org","Code_507"
"Code","2023-12-15","C48508","9069488a-c2a5-41f1-a993-5d5fae9abe19","Micromole per Liter","http://www.cdisc.org","Code_508"
"Code","2023-12-15","C48207","4884d0e2-66f9-4587-8142-46c82e30df67","Unit of Concentration","http://www.cdisc.org","Code_509"
"Code","2023-12-15","C70713","3dbb5507-891c-42f5-a3de-76f2e913b3a6","Biospecimen Type","http://www.cdisc.org","Code_510"
"Code","2023-12-15","C49487","308657ec-d9d0-4253-9c8c-14f5853fdb4a","No","http://www.cdisc.org","Code_511"
"Code","2023-12-15","C49488","c42ec20a-1f18-43cf-85d2-3f4f4fabcf08","Yes","http://www.cdisc.org","Code_512"
"Code","2023-12-15","C83309","e857e691-ab9e-4ae7-b516-a6774284c675","Laboratory Test Fasting Status","http://www.cdisc.org","Code_513"
"Code","2023-12-15","C64547","8b54962e-4ed1-4aa8-a3fd-7d2720b3079b","CREAT","http://www.cdisc.org","Code_514"
"Code","2023-12-15","C64853","855d6050-a89f-453f-b3d1-12842c434473","K","http://www.cdisc.org","Code_515"
"Code","2023-12-15","C36292","fd75b5c4-fa41-46e4-98b1-bf04520366f1","Laboratory Test Result","http://www.cdisc.org","Code_516"
"Code","2023-12-15","C67474","cd05f062-9c4f-4e38-80a7-b26867f3c187","Milliequivalent per Liter","http://www.cdisc.org","Code_517"
"Code","2023-12-15","C67473","4e3a577b-1865-468d-99ef-87f74393e40b","Milliequivalent per Deciliter","http://www.cdisc.org","Code_518"
"Code","2023-12-15","C64387","b4e8a3fd-e288-4d7a-bfc7-6555114876fb","Millimole per Liter","http://www.cdisc.org","Code_519"
"Code","2023-12-15","C64567","fe278895-8427-4527-9228-ffa2b545e9f4","Molarity Unit","http://www.cdisc.org","Code_520"
"Code","2023-12-15","C70713","e483f87f-bd2e-41c7-abf3-94b79d3f52a0","Biospecimen Type","http://www.cdisc.org","Code_521"
"Code","2023-12-15","C49487","e4c58ea6-3af0-4a20-babe-12161376fc8b","No","http://www.cdisc.org","Code_522"
"Code","2023-12-15","C49488","aea87781-6d12-4c4e-991a-f6637348bd0f","Yes","http://www.cdisc.org","Code_523"
"Code","2023-12-15","C83309","52b54aa7-b15f-4063-87f9-281f984fdd8e","Laboratory Test Fasting Status","http://www.cdisc.org","Code_524"
"Code","2023-12-15","C64853","99536217-1eef-4589-acbf-904741dbbc2d","K","http://www.cdisc.org","Code_525"
"Code","2023-12-15","C64809","dca57a04-907b-44d7-80cd-ca0fc39ac719","SODIUM","http://www.cdisc.org","Code_526"
"Code","2023-12-15","C36292","03142b7d-3fda-4d4a-9dfc-d46ada8c4a8a","Laboratory Test Result","http://www.cdisc.org","Code_527"
"Code","2023-12-15","C67474","6f97d0aa-15db-4918-a6cd-402f0bc1a444","Milliequivalent per Liter","http://www.cdisc.org","Code_528"
"Code","2023-12-15","C67473","14b3149e-d1ab-4d3e-98fb-d36d958a705a","Milliequivalent per Deciliter","http://www.cdisc.org","Code_529"
"Code","2023-12-15","C64387","83daa46a-fb8c-4a33-89a8-093611854782","Millimole per Liter","http://www.cdisc.org","Code_530"
"Code","2023-12-15","C64567","5f75d3d5-0fac-4069-891e-f510494427bd","Molarity Unit","http://www.cdisc.org","Code_531"
"Code","2023-12-15","C70713","ebd0c0db-1812-405e-9141-3935faddda62","Biospecimen Type","http://www.cdisc.org","Code_532"
"Code","2023-12-15","C49487","fb68b13e-00a1-4c8f-a5ce-0d62d41e0090","No","http://www.cdisc.org","Code_533"
"Code","2023-12-15","C49488","9d79b39a-a3ae-467a-834d-25a58770d1ec","Yes","http://www.cdisc.org","Code_534"
"Code","2023-12-15","C83309","8dc50a18-2e29-41e1-b6a9-55c223f746aa","Laboratory Test Fasting Status","http://www.cdisc.org","Code_535"
"Code","2023-12-15","C64809","e313fcc3-9d95-4cdb-a291-8d6a9c3c4fff","SODIUM","http://www.cdisc.org","Code_536"
"Code","2023-12-15","C64849","79392c57-affd-47a3-89aa-26299606c920","HBA1C","http://www.cdisc.org","Code_537"
"Code","2023-12-15","C36292","748a4e7c-c7ec-4575-bfc5-cdbb0bb1d138","Laboratory Test Result","http://www.cdisc.org","Code_538"
"Code","2023-12-15","C64783","da3461aa-567a-4e73-9365-79a1c4545a58","Gram per Deciliter","http://www.cdisc.org","Code_539"
"Code","2023-12-15","No Concept Code","96fafb99-91f7-49bb-bdd0-aa3ad9bcba0f","LBORRESU","http://www.cdisc.org","Code_540"
"Code","2023-12-15","C70713","9bcd2625-cb6a-4504-bf40-11e39222795e","Biospecimen Type","http://www.cdisc.org","Code_541"
"Code","2023-12-15","C49487","b7029d2a-67f1-41e9-877b-084d1f657ca2","No","http://www.cdisc.org","Code_542"
"Code","2023-12-15","C49488","000cab3f-2e82-42b6-adc7-62e7194aa8d7","Yes","http://www.cdisc.org","Code_543"
"Code","2023-12-15","C83309","e53ebc70-1092-45ce-883a-62fe69b0abd4","Laboratory Test Fasting Status","http://www.cdisc.org","Code_544"
"Code","2023-12-15","C64849","018de2c5-2e73-4f99-841d-d7a4d74af78e","HBA1C","http://www.cdisc.org","Code_545"
"Code","2023-12-15","C78541","e99731a2-b8fd-4831-9400-6e15ca5dbb53","Adverse Event Verbatim Description","http://www.cdisc.org","Code_145"
"Code","2023-12-15","C83344","0a211aa1-593d-4572-b97f-75c0547fcf2a","Adverse Event Dictionary Derived Term","http://www.cdisc.org","Code_146"
"Code","2023-12-15","C49487","d1e70b18-f540-4ed6-9358-5a707f3125ad","No","http://www.cdisc.org","Code_147"
"Code","2023-12-15","C49488","92c2055d-5fc5-45cf-824c-43c0cc4127e7","Yes","http://www.cdisc.org","Code_148"
"Code","2023-12-15","C87840","9d55b870-f352-464d-9de3-ee618ca262f4","Adverse Event Pre-specified","http://www.cdisc.org","Code_149"
"Code","2023-12-15","C83205","3827b13e-0ef7-4b71-9232-5e3d3e7adbd3","Adverse Event Location","http://www.cdisc.org","Code_150"
"Code","2023-12-15","C53253","009264bd-b57b-4164-b9ea-93002dace9f2","Severity of Adverse Event","http://www.cdisc.org","Code_151"
"Code","2023-12-15","C49487","11de0836-e2ee-469c-82ff-8865fa246131","No","http://www.cdisc.org","Code_152"
"Code","2023-12-15","C49488","73c85a9b-297d-46a3-9a30-51bd1180a5dd","Yes","http://www.cdisc.org","Code_153"
"Code","2023-12-15","C53252","04c91f52-973a-4df0-8540-4a9fc88c3c12","Seriousness of Adverse Event","http://www.cdisc.org","Code_154"
"Code","2023-12-15","C83013","e4c7e4fe-2b8d-41b0-95f5-09a071463097","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","Code_155"
"Code","2023-12-15","C83109","04fb4971-6fd0-4a8d-8a70-cce3bdf73c9a","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","Code_156"
"Code","2023-12-15","C41358","e82ac78f-88c2-4312-ace4-dd8a4416197c","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","Code_157"
"Code","2023-12-15","C83210","e7170b7e-dc36-4ebc-b09a-9f43e0bd03ba","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","Code_158"
"Code","2023-12-15","C83208","01312ccb-e02a-4730-aebf-c3cbd97f0f18","Adverse Event Pattern","http://www.cdisc.org","Code_159"
"Code","2023-12-15","C49489","93d62f00-80de-4632-b45b-5c7e4771b379","Adverse Event Outcome","http://www.cdisc.org","Code_160"
"Code","2023-12-15","C49487","15ca19d4-7ec5-4897-a7df-6e3c324b1d85","No","http://www.cdisc.org","Code_161"
"Code","2023-12-15","C49488","1a6e1d7b-4caa-4bb7-81c8-7672a41fb2c2","Yes","http://www.cdisc.org","Code_162"
"Code","2023-12-15","C83211","11bb0d29-6db7-4c5f-ba1e-bc9dc8292057","Adverse Event Involves Cancer","http://www.cdisc.org","Code_163"
"Code","2023-12-15","C49487","79917861-2d8f-4844-986c-0e122299f4cb","No","http://www.cdisc.org","Code_164"
"Code","2023-12-15","C49488","df390124-3fc2-4348-9d11-26830869af6d","Yes","http://www.cdisc.org","Code_165"
"Code","2023-12-15","C83117","98e0a351-570e-4c2c-b8c4-4f80304a5cbb","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","Code_166"
"Code","2023-12-15","C49487","b3ce1ddb-e88d-430b-b1f5-7ec54a334835","No","http://www.cdisc.org","Code_167"
"Code","2023-12-15","C49488","fe0a8f7d-9134-4291-9a9e-0bb3729ebd90","Yes","http://www.cdisc.org","Code_168"
"Code","2023-12-15","C113380","f71c4ec7-80ad-4f01-a60c-ea7d02ce72d1","Disabling Adverse Event","http://www.cdisc.org","Code_169"
"Code","2023-12-15","C49487","f20e3194-4da8-4849-9906-713050f87157","No","http://www.cdisc.org","Code_170"
"Code","2023-12-15","C49488","3c7ff70e-b33c-48d5-9a94-2ce70593d790","Yes","http://www.cdisc.org","Code_171"
"Code","2023-12-15","C48275","383801c2-644b-4905-9745-a04b86784aee","Death Related to Adverse Event","http://www.cdisc.org","Code_172"
