"id","sectionTitle","text","sectionNumber","instanceType","name","uuid:ID"
"NarrativeContent_17","Rationale for Adaptive or Novel Trial Design","<div></div>","4.2.2","NarrativeContent","SECTION 4.2.2","cbea1117-7576-4b21-beda-5dd2ecc36a9d"
"NarrativeContent_18","Other Trial Design Considerations","<div></div>","4.2.3","NarrativeContent","SECTION 4.2.3","ff321044-29d1-49e2-86c6-4c3db1c81784"
"NarrativeContent_19","Access to Trial Intervention After End of Trial","<div></div>","4.3","NarrativeContent","SECTION 4.3","fcb43e4c-23c2-4084-ad68-d5273d267f25"
"NarrativeContent_20","Start of Trial and End of Trial","<div></div>","4.4","NarrativeContent","SECTION 4.4","17f72e53-e379-446d-ba09-57c7d7090f00"
"NarrativeContent_21","TRIAL POPULATION","<div></div>","5","NarrativeContent","SECTION 5","c574e3a5-e156-44dc-a6fb-4a6f6d4bb633"
"NarrativeContent_22","Selection of Trial Population","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","5.1","NarrativeContent","SECTION 5.1","b8d197ab-779f-4db9-9ab9-544e477a0083"
"NarrativeContent_23","Rationale for Trial Population","<div></div>","5.2","NarrativeContent","SECTION 5.2","45766c5f-7fc9-4909-9803-40c94e618b0f"
"NarrativeContent_24","Inclusion Criteria","<div><usdm:section name=""M11-inclusion""></div>","5.3","NarrativeContent","SECTION 5.3","6387b133-be1d-4f66-a4cc-ce725904f850"
"NarrativeContent_25","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></div>","5.4","NarrativeContent","SECTION 5.4","13c20557-6ea0-46ba-8176-c7a84a53659d"
"NarrativeContent_26","Lifestyle Considerations","<div></div>","5.5","NarrativeContent","SECTION 5.5","0a1afb0a-a23c-417e-b790-18dce9eeb9bd"
"NarrativeContent_27","Meals and Dietary Restrictions","<div></div>","5.5.1","NarrativeContent","SECTION 5.5.1","13828256-1ea1-4990-ba80-b784ec33c32e"
"NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>","5.5.2","NarrativeContent","SECTION 5.5.2","b5aa7e93-f67f-4f3a-8beb-4ffe1068ff77"
"NarrativeContent_29","Physical Activity","<div></div>","5.5.3","NarrativeContent","SECTION 5.5.3","536d61be-d2e9-423c-b538-b7b3ece6e6ad"
"NarrativeContent_30","Other Activity","<div></div>","5.5.4","NarrativeContent","SECTION 5.5.4","872062da-9aec-4516-961f-e9388890b9dd"
"NarrativeContent_31","Screen Failures","<div></div>","5.6","NarrativeContent","SECTION 5.6","2299b7fe-dcf2-417a-af0f-d8918d4d93d4"
"NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>","6","NarrativeContent","SECTION 6","d7884473-614b-4d2b-9851-a9a2e937ff19"
"NarrativeContent_33","Description of Trial Intervention","<div></div>","6.1","NarrativeContent","SECTION 6.1","40536587-c4e5-44ed-be8d-4f92958246e9"
"NarrativeContent_34","Rationale for Trial Intervention","<div></div>","6.2","NarrativeContent","SECTION 6.2","97ccc322-4c6d-4399-b6d5-374408a6420e"
"NarrativeContent_35","Dosing and Administration","<div></div>","6.3","NarrativeContent","SECTION 6.3","beb0c807-f969-4dd6-8ec7-536c167dcbf1"
"NarrativeContent_36","Trial Intervention Dose Modification","<div></div>","6.3.1","NarrativeContent","SECTION 6.3.1","f1a7dd66-d220-4617-9df9-fe42df5873b3"
"NarrativeContent_37","Treatment of Overdose","<div></div>","6.4","NarrativeContent","SECTION 6.4","f89f4626-94c9-4995-b479-c44a7d936bb8"
"NarrativeContent_38","Preparation, Handling, Storage and Accountability","<div></div>","6.5","NarrativeContent","SECTION 6.5","76af5912-5e8e-4b43-abfc-bbc97d3dd7ce"
"NarrativeContent_39","Preparation of Trial Intervention","<div></div>","6.5.1","NarrativeContent","SECTION 6.5.1","5ae769bd-f29d-4dda-a596-8a223fce534f"
"NarrativeContent_40","Handling and Storage of Trial Intervention","<div></div>","6.5.2","NarrativeContent","SECTION 6.5.2","68e3627a-282c-4451-8413-4c24ffde5739"
"NarrativeContent_41","Accountability of Trial Intervention","<div></div>","6.5.3","NarrativeContent","SECTION 6.5.3","ff075d2a-9164-42d4-8863-821a2f61d722"
"NarrativeContent_42","Participant Assignment, Randomisation and Blinding","<div></div>","6.6","NarrativeContent","SECTION 6.6","0eb530c0-01dc-4683-9768-34450b5e757b"
"NarrativeContent_43","Participant Assignment","<div></div>","6.6.1","NarrativeContent","SECTION 6.6.1","5d208f14-37ef-4bac-a68c-409521c1f74b"
"NarrativeContent_44","Randomisation","<div></div>","6.6.2","NarrativeContent","SECTION 6.6.2","8a050495-499a-4a62-9e29-9a8a334b0bcf"
"NarrativeContent_45","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","6.6.3","NarrativeContent","SECTION 6.6.3","16d8e963-853b-44b2-9653-79e3417c895e"
"NarrativeContent_46","Trial Intervention Compliance","<div></div>","6.7","NarrativeContent","SECTION 6.7","c4567151-3ad2-4a22-aad6-cce1e6d89bed"
"NarrativeContent_47","Concomitant Therapy","<div></div>","6.8","NarrativeContent","SECTION 6.8","73d3f454-46cc-4961-b80d-6085669387f5"
"NarrativeContent_48","Prohibited Concomitant Therapy","<div></div>","6.8.1","NarrativeContent","SECTION 6.8.1","d1239970-787e-4ecd-984e-aad26873f1cf"
"NarrativeContent_49","Permitted Concomitant Therapy","<div></div>","6.8.2","NarrativeContent","SECTION 6.8.2","012cdb7a-8da5-4578-8bc5-534d16248655"
"NarrativeContent_50","Rescue Therapy","<div></div>","6.8.3","NarrativeContent","SECTION 6.8.3","2aaf7c56-be64-4d72-91c0-75a9c4654d58"
"NarrativeContent_51","Other Therapy","<div></div>","6.8.4","NarrativeContent","SECTION 6.8.4","640b6225-948b-4b27-b97e-98e7d00d1b9f"
"NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>","7","NarrativeContent","SECTION 7","85ebd1ec-68e5-4ef0-bbea-bb3591bbb7f9"
"NarrativeContent_53","Discontinuation of Trial Intervention","<div></div>","7.1","NarrativeContent","SECTION 7.1","d8b5c8a7-b726-4aee-a530-910f8b51b7bb"
"NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>","7.1.1","NarrativeContent","SECTION 7.1.1","b50c9271-6be1-4924-8610-74b75646a926"
"NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>","7.1.2","NarrativeContent","SECTION 7.1.2","6c98df99-8729-4c60-8293-d6e98607d76c"
"NarrativeContent_56","Rechallenge","<div></div>","7.1.3","NarrativeContent","SECTION 7.1.3","077cab84-18f8-4be7-9dfd-d5956d17eb89"
"NarrativeContent_57","Participant Withdrawal from the Trial","<div></div>","7.2","NarrativeContent","SECTION 7.2","6a097d87-cbb1-4ca7-b3f5-0e9f268fbbc2"
"NarrativeContent_58","Lost to Follow-Up","<div></div>","7.3","NarrativeContent","SECTION 7.3","f87731e0-f615-445f-b9b9-d16813385a8d"
"NarrativeContent_59","Trial Stopping Rules","<div></div>","7.4","NarrativeContent","SECTION 7.4","9210b89f-82be-4f52-972d-88ccefd3761a"
"NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>","8","NarrativeContent","SECTION 8","440d1c5e-9fc9-436a-8796-af1d16850142"
"NarrativeContent_61","Screening/Baseline Assessments and Procedures","<div></div>","8.1","NarrativeContent","SECTION 8.1","0c4591fa-6974-47d9-9ec4-6510e6be5e2c"
"NarrativeContent_62","Efficacy Assessments and Procedures","<div></div>","8.2","NarrativeContent","SECTION 8.2","8527c69d-9a01-4f8d-a812-2577d01016a4"
"NarrativeContent_63","Safety Assessments and Procedures","<div></div>","8.3","NarrativeContent","SECTION 8.3","2f49d2e5-4398-4258-be4c-fa8d2d05a615"
"NarrativeContent_64","Physical Examination","<div></div>","8.3.1","NarrativeContent","SECTION 8.3.1","111e779b-f615-4945-899b-b7ab686271f2"
"NarrativeContent_65","Vital Signs","<div></div>","8.3.2","NarrativeContent","SECTION 8.3.2","6deb7615-654a-4dd1-9de6-56f24749b214"
"NarrativeContent_66","Electrocardiograms","<div></div>","8.3.3","NarrativeContent","SECTION 8.3.3","364a182d-b1f1-40de-adf1-8677d790c0ad"
"NarrativeContent_67","Clinical Laboratory Assessments","<div></div>","8.3.4","NarrativeContent","SECTION 8.3.4","228b6442-753c-4bdf-8ead-5721a3d5b017"
"NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>","8.3.5","NarrativeContent","SECTION 8.3.5","723d3488-2afc-428f-8ea5-621812805540"
"NarrativeContent_69","Adverse Events and Serious Adverse Events","<div></div>","8.4","NarrativeContent","SECTION 8.4","ca708fce-b828-4054-85b8-945d476e61df"
"NarrativeContent_70","Definitions of AE and SAE","<div></div>","8.4.1","NarrativeContent","SECTION 8.4.1","c0b498ca-71a9-4232-b7f1-85c649c0b425"
"NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","<div></div>","8.4.2","NarrativeContent","SECTION 8.4.2","d36e2da6-2a95-489e-b3db-8e18d7ab9804"
"NarrativeContent_72","Identifying AEs and SAEs","<div></div>","8.4.3","NarrativeContent","SECTION 8.4.3","1372dd76-28ea-4607-9220-f19a9f2266b2"
"NarrativeContent_73","Recording of AEs and SAEs","<div></div>","8.4.4","NarrativeContent","SECTION 8.4.4","24e3b736-6b5b-4e67-9bbb-ce3248ae56bc"
"NarrativeContent_74","Follow-up of AEs and SAEs","<div></div>","8.4.5","NarrativeContent","SECTION 8.4.5","b9ddb2f3-d7fa-4b39-bcc8-c6bc092427b2"
"NarrativeContent_75","Reporting of SAEs","<div></div>","8.4.6","NarrativeContent","SECTION 8.4.6","312341f4-079b-4a80-ad0e-4d5837c48803"
"NarrativeContent_76","Regulatory Reporting Requirements for SAEs","<div></div>","8.4.7","NarrativeContent","SECTION 8.4.7","9a787cab-5c4a-4775-91b9-9ecf10e735f3"
"NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","<div></div>","8.4.8","NarrativeContent","SECTION 8.4.8","1a13ba36-0395-4b4b-9e99-de068af055b0"
"NarrativeContent_78","Adverse Events of Special Interest","<div></div>","8.4.9","NarrativeContent","SECTION 8.4.9","ecfca70f-ca73-4d63-ad35-7c172f95e826"
"NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","8.4.10","NarrativeContent","SECTION 8.4.10","ded12a8f-7723-4408-b2d1-aeb0214b0f60"
"NarrativeContent_80","Pregnancy and Postpartum Information","<div></div>","8.5","NarrativeContent","SECTION 8.5","5e21bd84-51ed-4d79-8200-298d3f6aaf8b"
"NarrativeContent_81","Participants Who Become Pregnant During the Trial","<div></div>","8.5.1","NarrativeContent","SECTION 8.5.1","ac0bc907-bcbd-4f5d-9a25-edaa747ae37d"
"NarrativeContent_82","Participants Whose Partners Become Pregnant","<div></div>","8.5.2","NarrativeContent","SECTION 8.5.2","c8626471-35b4-40cd-9cb8-864e6742d8e1"
"NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","8.6","NarrativeContent","SECTION 8.6","3b4de51a-5fca-471f-b730-f24a5f6076d3"
"NarrativeContent_84","Definition of Medical Device Product Complaints","<div></div>","8.6.1","NarrativeContent","SECTION 8.6.1","01079db7-7a64-40c4-932c-fe7f255ab653"
"NarrativeContent_85","Recording of Medical Device Product Complaints","<div></div>","8.6.2","NarrativeContent","SECTION 8.6.2","76ae2f06-7260-41e4-9750-760e0f79a6ed"
"NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","8.6.3","NarrativeContent","SECTION 8.6.3","17ad04af-e555-4b52-8c56-a54a1c740adc"
"NarrativeContent_87","Follow-Up of Medical Device Product Complaints","<div></div>","8.6.4","NarrativeContent","SECTION 8.6.4","44a7b4a9-7dfc-446f-91b8-4ac7884ac53c"
"NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","8.6.5","NarrativeContent","SECTION 8.6.5","dc06abae-f18a-4b09-8ee8-cfaafec91485"
"NarrativeContent_89","Pharmacokinetics","<div></div>","8.7","NarrativeContent","SECTION 8.7","141228ad-6d91-430f-a6c0-8ecb1ebeb2a6"
"NarrativeContent_90","Genetics","<div></div>","8.8","NarrativeContent","SECTION 8.8","8e391891-5ce3-4f76-a653-e227eef2a91d"
"NarrativeContent_91","Biomarkers","<div></div>","8.9","NarrativeContent","SECTION 8.9","466a31b1-c982-46d4-abd3-b83fc737e25e"
"NarrativeContent_92","Immunogenicity Assessments","<div></div>","8.1","NarrativeContent","SECTION 8.1","9622f522-2fd3-4ddd-98f3-d20937e7a0b1"
"NarrativeContent_93","Medical Resource Utilisation and Health Economics","<div></div>","8.1.1","NarrativeContent","SECTION 8.1.1","5bb94698-0cb9-41f1-8202-71d6ecd6b4a7"
"NarrativeContent_94","STATISTICAL CONSIDERATIONS","<div></div>","9","NarrativeContent","SECTION 9","215ea77c-34d2-421b-a82b-efbaff40bf33"
"NarrativeContent_95","Analysis Sets","<div></div>","9.1","NarrativeContent","SECTION 9.1","9e600a86-ac0c-4bd5-b097-2a4466be95e8"
"NarrativeContent_96","Analyses Supporting Primary Objective(s)","<div></div>","9.2","NarrativeContent","SECTION 9.2","2994a3f7-e63c-4c8f-8257-ff5b8ffce72f"
"NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","9.2.1","NarrativeContent","SECTION 9.2.1","9cede6bb-7c6f-4fcb-84f0-759de0acca07"
"NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","9.2.2","NarrativeContent","SECTION 9.2.2","616b09a9-094a-4c37-836a-5e4cfbe662f0"
"NarrativeContent_99","Handling of Missing Data","<div></div>","9.2.3","NarrativeContent","SECTION 9.2.3","0543124c-bf52-4978-a91b-cb6b4c2b226f"
"NarrativeContent_100","Sensitivity Analysis","<div></div>","9.2.4","NarrativeContent","SECTION 9.2.4","5658c7fb-5de4-4554-b921-9950fbcc315c"
"NarrativeContent_101","Supplementary Analysis","<div></div>","9.2.5","NarrativeContent","SECTION 9.2.5","b5dc24dd-3be8-43a7-9e36-3de6d738b117"
"NarrativeContent_102","Analysis Supporting Secondary Objective(s)","<div></div>","9.3","NarrativeContent","SECTION 9.3","516fe234-571f-46eb-8a64-3a3cc9699d8c"
"NarrativeContent_103","Analysis of Exploratory Objective(s)","<div></div>","9.4","NarrativeContent","SECTION 9.4","e4cddf3f-f2b6-4a81-8537-37ff2c362ebf"
"NarrativeContent_104","Safety Analyses","<div></div>","9.5","NarrativeContent","SECTION 9.5","db18fefd-6431-4d9b-970f-97fde4f1eaed"
"NarrativeContent_105","Other Analyses","<div></div>","9.6","NarrativeContent","SECTION 9.6","308a80af-445c-48cc-8b8a-7b28c85f015c"
"NarrativeContent_106","Interim Analyses","<div></div>","9.7","NarrativeContent","SECTION 9.7","afc65afc-3557-4f2e-ba70-f7a8daead1b5"
"NarrativeContent_107","Sample Size Determination","<div></div>","9.8","NarrativeContent","SECTION 9.8","2e32d80c-84d7-4040-b245-1877ed0dca86"
"NarrativeContent_108","Protocol Deviations","<div></div>","9.9","NarrativeContent","SECTION 9.9","d532f6d3-bea8-4397-a090-9621329d5ef7"
"NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","10","NarrativeContent","SECTION 10","e1209949-6d13-423e-a71d-5f2815ec6f62"
"NarrativeContent_110","Regulatory and Ethical Considerations","<div></div>","10.1","NarrativeContent","SECTION 10.1","f10b3840-c92b-49d0-8001-2779fd08e9a2"
"NarrativeContent_111","Committees","<div></div>","10.2","NarrativeContent","SECTION 10.2","bf65fe56-41db-494a-963f-b8db4b501838"
"NarrativeContent_112","Informed Consent Process","<div></div>","10.3","NarrativeContent","SECTION 10.3","2aaed0f2-841f-47b5-972d-69bdc258da47"
"NarrativeContent_113","Data Protection","<div></div>","10.4","NarrativeContent","SECTION 10.4","4336e3d8-2149-4fa7-a28f-8badaa7cdb51"
"NarrativeContent_114","Early Site Closure or Trial Termination","<div></div>","10.5","NarrativeContent","SECTION 10.5","0236e549-b068-4cc2-912f-4490e04c22a1"
"NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","11","NarrativeContent","SECTION 11","f3202a29-6e2a-4ee7-9965-53042a0cbe6c"
"NarrativeContent_116","Quality Tolerance Limits","<div></div>","11.1","NarrativeContent","SECTION 11.1","96174680-f87c-4e8b-958f-1ba79168f1e3"
"NarrativeContent_117","Data Quality Assurance","<div></div>","11.2","NarrativeContent","SECTION 11.2","bddd04b8-133a-49f4-b87b-61918fea65e8"
"NarrativeContent_118","Source Data","<div></div>","11.3","NarrativeContent","SECTION 11.3","013a3bc9-09be-4797-acdd-01ce92defc27"
"NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","12","NarrativeContent","SECTION 12","4210441d-b0c6-41f5-85b1-924b73375410"
"NarrativeContent_120","Further Details and Clarifications on the AE Definition","<div></div>","12.1","NarrativeContent","SECTION 12.1","b819bfd8-5b84-40e4-880a-dff183894e9c"
"NarrativeContent_121","Further Details and Clarifications on the SAE Definition","<div></div>","12.2","NarrativeContent","SECTION 12.2","3bebb7ad-a1e7-4efd-8409-e2318fd8ab1b"
"NarrativeContent_122","Severity","<div></div>","12.3","NarrativeContent","SECTION 12.3","1da0e593-b41b-4acd-84fd-201c2482eea7"
"NarrativeContent_123","Causality","<div></div>","12.4","NarrativeContent","SECTION 12.4","2fb6641d-d298-49ab-9ae7-85e829c1e649"
"NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","13","NarrativeContent","SECTION 13","c0103e90-6499-4de2-82a2-7337d63624c9"
"NarrativeContent_125","Contraception and Pregnancy Testing","<div></div>","13.1","NarrativeContent","SECTION 13.1","df5a0f47-6306-4aa5-8890-71ca711b2f2f"
"NarrativeContent_126","Definitions Related to Childbearing Potential","<div></div>","13.1.1","NarrativeContent","SECTION 13.1.1","e3fc5a1f-8a56-432f-8272-9796e0f442ca"
"NarrativeContent_127","Contraception","<div></div>","13.1.2","NarrativeContent","SECTION 13.1.2","6c78081f-ed36-46c7-906a-c4d71d522ddb"
"NarrativeContent_128","Pregnancy Testing","<div></div>","13.1.3","NarrativeContent","SECTION 13.1.3","b7ee8770-71cc-4d31-896c-2303447bc907"
"NarrativeContent_129","Clinical Laboratory Tests","<div></div>","13.2","NarrativeContent","SECTION 13.2","12bfef19-9a74-441d-85f7-f8082c841b0b"
"NarrativeContent_130","Country/Region-Specific Differences","<div></div>","13.3","NarrativeContent","SECTION 13.3","0dc94c74-c08e-4aa1-875f-eb9fcfcd17cd"
"NarrativeContent_131","Prior Protocol Amendments","<div></div>","13.4","NarrativeContent","SECTION 13.4","920c50b2-84ed-4cc8-9e24-619e6b22f09c"
"NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","<div></div>","14","NarrativeContent","SECTION 14","6bc26778-aa8f-4850-a2a4-4ef25d1ab883"
"NarrativeContent_133","APPENDIX: REFERENCES","<div></div>","15","NarrativeContent","SECTION 15","fe57ff41-615f-4879-bf04-94bd8b04ece5"
