"id","isRequired","datatype","isEnabled","label","instanceType","name","uuid:ID"
"BiomedicalConceptProperty_17","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","a933d59d-e7f9-4114-9c7b-4d760cbcf809"
"BiomedicalConceptProperty_18","True","string","True","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","61a29030-d3c2-4751-a2b6-987a97e429e7"
"BiomedicalConceptProperty_19","True","string","True","Test Method","BiomedicalConceptProperty","Test Method","21d0a541-1a49-4c86-a0b7-21ed0aadd37e"
"BiomedicalConceptProperty_20","True","string","True","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","a45b0b54-e422-41ab-bd50-d3735706cb30"
"BiomedicalConceptProperty_21","True","decimal","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","064bfe45-1913-43ba-94e6-4ec7af9f83ae"
"BiomedicalConceptProperty_22","True","string","True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","62dd11d7-1573-49d7-b0d7-a9fda770ad0c"
"BiomedicalConceptProperty_23","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","51357a7c-ab0c-4bcf-af5a-3eb8d35904b3"
"BiomedicalConceptProperty_24","True","string","True","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","8a2984b5-a632-4c7b-9df7-15700f7c7453"
"BiomedicalConceptProperty_25","True","string","True","Test Method","BiomedicalConceptProperty","Test Method","6ba6b2be-359e-4b53-adad-6673e3f88d96"
"BiomedicalConceptProperty_26","True","string","True","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","19a32cbd-49ad-4487-abe8-f8618a048607"
"BiomedicalConceptProperty_27","True","decimal","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","fb3ddb6e-9848-4ff1-9317-3f8748b6268d"
"BiomedicalConceptProperty_28","True","string","True","Unit of Temperature","BiomedicalConceptProperty","Unit of Temperature","f0a3958b-fb9f-4c3a-bc45-5316d6974877"
"BiomedicalConceptProperty_29","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","cc67691e-8e74-43ca-b3d0-6ec398a4ff9c"
"BiomedicalConceptProperty_30","True","decimal","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","d56f7328-f70e-41f4-a310-d0a46a59a08c"
"BiomedicalConceptProperty_31","True","string","True","Unit of Weight","BiomedicalConceptProperty","Unit of Weight","f22b654c-d5bd-4265-a7b0-d76906e3e692"
"BiomedicalConceptProperty_32","True","decimal","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","5018696f-40fc-479e-9c41-5318d1f18017"
"BiomedicalConceptProperty_33","True","string","True","Unit of Height","BiomedicalConceptProperty","Unit of Height","3f2cccf3-7eb5-4e23-a817-c707bc9034c7"
"BiomedicalConceptProperty_34","True","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","52d0b599-3cde-4c9f-9799-b97f2566a53d"
"BiomedicalConceptProperty_35","True","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","a9bbe56a-ef7b-4349-a19b-2bb7aabc899f"
"BiomedicalConceptProperty_36","True","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","887b2efb-dab9-458e-821f-1de0ddc6fd0e"
"BiomedicalConceptProperty_37","True","string","True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","0d294aed-be99-4ba1-a87d-f3f8d221f5d8"
"BiomedicalConceptProperty_38","True","string","True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","043edd88-7512-4725-b8e5-42dd4a2c25f8"
"BiomedicalConceptProperty_39","True","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","7c8dece2-ec87-4ec3-9ba5-85bb898c0d36"
"BiomedicalConceptProperty_40","True","string","True","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration","e0f7355f-8d3e-4a9b-b80e-eb37d201efec"
"BiomedicalConceptProperty_41","True","string","True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","8d2d0a69-1c03-4d1c-8db2-63bb2d540f79"
"BiomedicalConceptProperty_42","True","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","83382ebf-9b7d-4236-8e26-6653f995f9e1"
"BiomedicalConceptProperty_43","True","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","8fc4bf0c-7d1d-40eb-ad73-41ea9540597c"
"BiomedicalConceptProperty_44","True","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","e13c7a91-0b72-4aee-b7de-fae23cb7c3f7"
"BiomedicalConceptProperty_45","True","string","True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","700de56f-1b80-4b4b-9c5c-a7753588ee20"
"BiomedicalConceptProperty_46","True","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","ffb2f722-49ae-4ca9-a0c4-339fd134930d"
"BiomedicalConceptProperty_47","True","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","11ef8abf-7234-4acc-9327-47da8e11a7e2"
"BiomedicalConceptProperty_48","True","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","5383932f-589e-471d-b436-3cecfe1fdbe4"
"BiomedicalConceptProperty_49","True","string","True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","38030d27-340d-44cc-ae74-3fe19ed5462e"
"BiomedicalConceptProperty_50","True","string","True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","bc59d3ee-010b-4ccd-982d-d4610518c175"
"BiomedicalConceptProperty_51","True","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","35e1ebc9-fa00-488c-acdc-e34c78f6d166"
"BiomedicalConceptProperty_52","True","string","True","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration","bc134a37-7682-4f4e-b4dc-83a7de8f4d41"
"BiomedicalConceptProperty_53","True","string","True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","4c105900-cf11-46ec-8cb6-be70a515c7c7"
"BiomedicalConceptProperty_54","True","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","0732fc37-05e5-4635-a051-b3e35ec268a4"
"BiomedicalConceptProperty_55","True","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","fc4bc1c1-7e51-4eef-85b3-c7ecc955299d"
"BiomedicalConceptProperty_56","True","string","True","Molarity Unit","BiomedicalConceptProperty","Molarity Unit","5b18ea35-c5f0-40a1-b19d-c0cd3ca8a8ba"
"BiomedicalConceptProperty_57","True","string","True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","cc58e126-1821-4dda-a2bf-fd48e1a8c85a"
"BiomedicalConceptProperty_58","True","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","300f13d6-8c8b-410e-942f-1a6df7fbdb7d"
"BiomedicalConceptProperty_59","True","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","22361cbe-fcc0-4acb-bce2-e6a577769217"
"BiomedicalConceptProperty_60","True","string","True","Molarity Unit","BiomedicalConceptProperty","Molarity Unit","191096a8-5b8d-46b4-9a19-ba5b6c716a0b"
"BiomedicalConceptProperty_61","True","string","True","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","4bb390cc-67a0-4040-b2cb-edef8e28101f"
"BiomedicalConceptProperty_62","True","decimal","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","ea235cc6-1388-4e04-84f4-a11495185db9"
"BiomedicalConceptProperty_63","True","string","True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","54c50926-213e-4ca7-bdd4-4827d11eba84"
"BiomedicalConceptProperty_64","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","9c4fb1ee-e283-49ca-80bb-f6d539dc02dc"
"BiomedicalConceptProperty_65","True","string","True","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","66e83898-b26c-43ee-9650-8f9e8bdb65c4"
"BiomedicalConceptProperty_66","True","string","True","Test Method","BiomedicalConceptProperty","Test Method","715be87a-227d-4ef0-a050-1e21c97b21a2"
"BiomedicalConceptProperty_67","True","string","True","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","2abaee50-d79e-4e35-a155-90a8e7111857"
"BiomedicalConceptProperty_68","True","decimal","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","f04d6601-6862-4e92-8d38-fe0cabb35e8f"
"BiomedicalConceptProperty_69","True","string","True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","d33b7d31-4995-477d-99cc-bf8f76451db7"
"BiomedicalConceptProperty_70","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","1f748933-d998-4f7c-84d3-80f75ff0d94a"
"BiomedicalConceptProperty_71","True","string","True","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","f33a08b1-1a5f-4ce8-89e7-ba73b513bf8d"
"BiomedicalConceptProperty_72","True","string","True","Test Method","BiomedicalConceptProperty","Test Method","01cb4778-55ac-476a-87f7-15eaead030f3"
"BiomedicalConceptProperty_73","True","string","True","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","1cb2eba0-d015-4130-a682-3282e49c1a36"
"BiomedicalConceptProperty_74","True","integer","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","64a55877-e468-424f-9f1b-2e94bf1dcdfd"
"BiomedicalConceptProperty_75","True","string","True","Count per Minute","BiomedicalConceptProperty","Count per Minute","090ebb41-445b-408b-8c81-baae96725fe1"
"BiomedicalConceptProperty_76","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","102463b4-4f26-47ee-a1b4-ea32ee327d33"
"BiomedicalConceptProperty_77","True","string","True","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","e70e852e-0a77-43c1-832a-15b2f3093b43"
"BiomedicalConceptProperty_78","True","string","True","Test Method","BiomedicalConceptProperty","Test Method","360e0878-1199-4335-ac19-c4c879205ca2"
"BiomedicalConceptProperty_79","True","string","True","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","cfedcaf2-6c61-4c6e-bfdc-361fb5d46073"
"BiomedicalConceptProperty_80","True","decimal","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","32e8e1e0-ffa8-4651-afdd-0d3b5d11cceb"
"BiomedicalConceptProperty_81","True","string","True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","305a96f0-7002-48e7-a780-603b64bb7b87"
"BiomedicalConceptProperty_82","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","145c0edd-4681-4344-a876-6e3365a0f1de"
"BiomedicalConceptProperty_83","True","string","True","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","0b8d268f-f9d3-4944-b325-06543a5519a4"
"BiomedicalConceptProperty_84","True","string","True","Test Method","BiomedicalConceptProperty","Test Method","603e707e-bd36-4b8e-a4e7-f0e64051c915"
"BiomedicalConceptProperty_85","True","string","True","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","ff8d80dd-7c49-49a9-bf84-ae7eb967d796"
"BiomedicalConceptProperty_86","True","decimal","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","b8120be0-a369-43d5-98d8-79aee8fade7d"
"BiomedicalConceptProperty_87","True","string","True","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","fc02f232-6d46-4f84-a3a8-274628a6b3b8"
"BiomedicalConceptProperty_88","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","094712bf-0437-4124-880f-3d2b7269c9c5"
"BiomedicalConceptProperty_89","True","string","True","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","9b49619c-25e3-4195-9515-c7096cd18db3"
"BiomedicalConceptProperty_90","True","string","True","Test Method","BiomedicalConceptProperty","Test Method","6d54f44a-d230-424f-81e9-80883741e65e"
"BiomedicalConceptProperty_91","True","string","True","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","8cd77da5-a33d-47ee-b9bb-13cfdaa4edf5"
"BiomedicalConceptProperty_92","True","integer","True","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","5a67f00c-92d0-4b07-9f88-62cba442134d"
"BiomedicalConceptProperty_93","True","string","True","Count per Minute","BiomedicalConceptProperty","Count per Minute","8907268a-8037-4a86-8b02-92226fac6c35"
"BiomedicalConceptProperty_94","True","string","True","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","e0f5072f-7604-49ce-a906-2508bbf15325"
"BiomedicalConceptProperty_95","True","string","True","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","c4462cf2-a306-4df5-85ad-354b7671b581"
"BiomedicalConceptProperty_96","True","string","True","Test Method","BiomedicalConceptProperty","Test Method","7629f985-5702-4fd5-87ed-5b9e128c5113"
"BiomedicalConceptProperty_97","True","string","True","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","b42ab7ef-ef54-4c12-abfa-4cbb893076c9"
