"uuid:ID","codeSystemVersion","code","id","instanceType","codeSystem","decode"
"867ac056-14ee-4fcb-b88f-8e1eb0b1de28","","C70713","Code_299","Code","NCI Thesaurus","Biospecimen Type"
"1a80022d-015f-46f2-997d-fd322b27600e","","C64433","Code_295","Code","NCI Thesaurus","Alanine Aminotransferase Measurement"
"ea21ab8b-47d2-4683-8aaf-ce314dcfab14","","C36292","Code_301","Code","NCI Thesaurus","Laboratory Test Result"
"39c2af14-b37b-45cf-a6ad-f9ae7c05158b","","C83309","Code_302","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"dbca2ffe-1894-43e1-a6bc-8f5262a127f5","","C48207","Code_303","Code","NCI Thesaurus","Unit of Concentration"
"2dcd07b9-75f2-4bf2-9bcf-fb63fa641f96","","C70713","Code_304","Code","NCI Thesaurus","Biospecimen Type"
"3510a520-357e-4fb8-a03c-112943ff56c9","","C64431","Code_300","Code","NCI Thesaurus","Albumin Measurement"
"dd692dc3-43f3-4cc1-95cb-aeec72e9c86c","","C36292","Code_306","Code","NCI Thesaurus","Laboratory Test Result"
"d65eb219-5607-4c65-9665-45405e7e54b4","","C83309","Code_307","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"55f28ba1-09f1-4002-8281-af876a126312","","C67365","Code_308","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"9f5122bf-21ff-496d-ae13-9e6fc89e4de7","","C70713","Code_309","Code","NCI Thesaurus","Biospecimen Type"
"b8f1f73d-d322-4c0f-b1e6-69a4bfa54359","","C64432","Code_305","Code","NCI Thesaurus","Alkaline Phosphatase Measurement"
"36dd9a06-7d4c-45b5-b1cd-c629906aca6b","","C36292","Code_311","Code","NCI Thesaurus","Laboratory Test Result"
"dd2936e0-90f0-4c2d-b4d7-dcd62fe21886","","C83309","Code_312","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"a912757f-92dd-47e7-9d39-c0a335ba0fdc","","C67365","Code_313","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"9d594e43-e1ea-44bb-b53e-81e47e7dc602","","C70713","Code_314","Code","NCI Thesaurus","Biospecimen Type"
"e55e1c59-e029-4fbd-9b72-dde58ecd1a8a","","C64467","Code_310","Code","NCI Thesaurus","Aspartate Aminotransferase Measurement"
"78907956-8188-490d-8979-469ae92118a9","","C36292","Code_316","Code","NCI Thesaurus","Laboratory Test Result"
"62c83eef-5445-47d4-ad2c-24836ccb24dc","","C83309","Code_317","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"ffd64fe6-5ae2-4be3-80d8-1cde2afb2242","","C48207","Code_318","Code","NCI Thesaurus","Unit of Concentration"
"d2b02d30-ffa0-4558-ae82-b3f2e2629429","","C70713","Code_319","Code","NCI Thesaurus","Biospecimen Type"
"72ccef64-b00f-4c8a-8dc9-8eb97fbe4d03","","C64547","Code_315","Code","NCI Thesaurus","Creatinine Measurement"
"0534d857-8a10-4a55-9873-597b7359f67d","","C36292","Code_321","Code","NCI Thesaurus","Laboratory Test Result"
"13fdb945-270d-4c9e-9a4e-2bba3449aab0","","C83309","Code_322","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"67be7652-0538-43c1-beea-495c8b57204f","","C64567","Code_323","Code","NCI Thesaurus","Molarity Unit"
"bfb273c2-6e95-4360-868f-a6db9e4a6be7","","C70713","Code_324","Code","NCI Thesaurus","Biospecimen Type"
"bc8c856b-3264-45d6-bbc9-275c68beb51c","","C64853","Code_320","Code","NCI Thesaurus","Potassium Measurement"
"8915fd00-5c42-4778-924f-ac5c7d38312c","","C36292","Code_326","Code","NCI Thesaurus","Laboratory Test Result"
"15db5bdc-95ef-4902-99b1-d52650c24dde","","C83309","Code_327","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"ae43d2db-ad65-4b2e-b6b6-26752dc90148","","C64567","Code_328","Code","NCI Thesaurus","Molarity Unit"
"be2cda11-8af5-41a2-b3cc-f0056a1402eb","","C70713","Code_329","Code","NCI Thesaurus","Biospecimen Type"
"2bcd8bb3-fe5d-4c54-88ab-4c7a1c2f51e0","","C64809","Code_325","Code","NCI Thesaurus","Sodium Measurement"
"62e4d23a-1b84-4203-b104-239a1ad6d3ac","","C78541","Code_145","Code","NCI Thesaurus","Adverse Event Verbatim Description"
"585e9270-1660-47d2-bf37-c574a5132395","","C83344","Code_146","Code","NCI Thesaurus","Adverse Event Dictionary Derived Term"
"114a3ae0-68f8-4610-9c80-537d8f836a11","","C83198","Code_147","Code","NCI Thesaurus","Adverse Event Category"
"46691175-b152-4e35-9394-15f1506b406d","","C83212","Code_148","Code","NCI Thesaurus","Adverse Event Subcategory"
"846d0fcc-7560-4869-87aa-b658d082cff6","","C87840","Code_149","Code","NCI Thesaurus","Adverse Event Pre-specified"
"3dce408c-7bea-4b4e-8d44-1e8f3d5556e6","","C53253","Code_150","Code","NCI Thesaurus","Severity of Adverse Event"
"aa659d0e-8f57-4133-9b36-9b81bb2adf28","","C78605","Code_151","Code","NCI Thesaurus","Adverse Event Toxicity Grade"
"2bcb7d06-599d-4df1-a431-e830be89c0c0","","C53252","Code_152","Code","NCI Thesaurus","Seriousness of Adverse Event"
"0ee19feb-d178-4b60-bef1-215f4d09a436","","C83013","Code_153","Code","NCI Thesaurus","Adverse Event Action Taken with Study Treatment"
"8dd6176c-4375-4240-a34c-639dbe1b4bc7","","C41358","Code_154","Code","NCI Thesaurus","Adverse Event Attribution to Product or Procedure"
"3d8437d3-e386-4ba5-a975-fb4da533bfb9","2023-09-29","C71325","Code_155","Code","http://www.cdisc.org","Intermittent"
"f968733e-dcff-4742-8b59-28cc8b40e957","","C83208","Code_156","Code","NCI Thesaurus","Adverse Event Pattern"
"e72990bc-1f19-4232-823c-234db0603bda","","C49489","Code_157","Code","NCI Thesaurus","Adverse Event Outcome"
"46f80341-c12a-4926-9027-59234a861db2","","C83215","Code_158","Code","NCI Thesaurus","Adverse Event Start Date Time"
"39c64c3c-0149-4cea-a58e-6e6a6f8f0199","","C83201","Code_159","Code","NCI Thesaurus","Adverse Event End Date Time"
"5a58eb63-52b9-43e0-9d92-5f8639f3724d","","C41331","Code_144","Code","NCI Thesaurus","Adverse Event"
"67bccd8e-1cb0-4e79-a16f-64895805ce97","","C173522","Code_161","Code","NCI Thesaurus","Vital Signs Result"
"accf3e60-2f4b-42d5-a9b5-0b5855674c4f","2023-09-29","C42547","Code_162","Code","http://www.cdisc.org","Pascal"
"cbab6e08-a866-4336-8ed7-a0a64c828196","","C49669","Code_163","Code","NCI Thesaurus","Unit of Pressure"
"2ec9f655-f4ae-4cc7-9d8f-8af37b3be45d","","C83088","Code_164","Code","NCI Thesaurus","Vital Signs Location"
"a3d4a619-8716-40d3-ab5f-2705a262413b","","C123975","Code_165","Code","NCI Thesaurus","Vital Signs Laterality"
"05215232-a281-4e5a-8e5c-8e5c65a9ce77","","C82535","Code_166","Code","NCI Thesaurus","Test Method"
"bf065e6a-9a69-4a0d-9f2a-08407f661816","","C83114","Code_167","Code","NCI Thesaurus","Vital Signs Position"
"bd617872-01e0-4c28-b491-72b13ba43f75","","C25298","Code_160","Code","NCI Thesaurus","Systolic Blood Pressure"
"fdf802c5-04c5-4d85-8f54-73d8e38a05eb","","C173522","Code_169","Code","NCI Thesaurus","Vital Signs Result"
"faef6da2-65b3-48dc-a884-d923dc5d11f0","2023-09-29","C42547","Code_170","Code","http://www.cdisc.org","Pascal"
"f1800e81-714e-4bb3-8a3b-ad49e691b18e","","C49669","Code_171","Code","NCI Thesaurus","Unit of Pressure"
"fb1f23e8-ee27-4959-81c0-36353f2646fa","","C83088","Code_172","Code","NCI Thesaurus","Vital Signs Location"
"013ebcba-399f-43c1-a4e5-7f1712801aad","","C123975","Code_173","Code","NCI Thesaurus","Vital Signs Laterality"
"7f54ad59-f554-4eef-821d-9ee5b0e0b06a","","C82535","Code_174","Code","NCI Thesaurus","Test Method"
"81e97c71-6ecb-4d4b-8ac4-981d944128da","","C83114","Code_175","Code","NCI Thesaurus","Vital Signs Position"
"21d1aadb-4f5f-4d66-9aa3-ad59cf5a7991","","C25299","Code_168","Code","NCI Thesaurus","Diastolic Blood Pressure"
"667cdc3b-2839-404f-9cc4-aae80b62cc96","","C173522","Code_177","Code","NCI Thesaurus","Vital Signs Result"
"f3de635d-6b31-443d-8e48-737d143d85f9","2023-09-29","C42537","Code_178","Code","http://www.cdisc.org","Kelvin"
"21b7fdec-dc73-4f86-99b2-ef27ceb5a984","","C44276","Code_179","Code","NCI Thesaurus","Unit of Temperature"
"136bc4b1-4691-49b1-a7e1-0842712a6f1e","","C83088","Code_180","Code","NCI Thesaurus","Vital Signs Location"
"1aa2e5b4-caf8-4563-b747-c1b8cafc9bf2","","C174446","Code_176","Code","NCI Thesaurus","Body Temperature"
"d6091a9c-e13e-4cc1-be69-09e1a5479542","","C173522","Code_182","Code","NCI Thesaurus","Vital Signs Result"
"e61f0b73-90e1-4178-8d35-905672f18c53","2023-09-29","C28252","Code_183","Code","http://www.cdisc.org","Kilogram"
"961c9853-92c7-4dbb-8e0a-19a41bf96ad2","2023-09-29","C48155","Code_184","Code","http://www.cdisc.org","Gram"
"a72b4474-b4b9-4766-8c8d-03593f5d7dd3","2023-09-29","C48531","Code_185","Code","http://www.cdisc.org","Pound"
"45c00bcc-6397-402f-8f03-fa5f204818a9","","C48208","Code_186","Code","NCI Thesaurus","Unit of Weight"
"8333affc-7da3-4d9d-b669-a591ecd12850","","C81328","Code_181","Code","NCI Thesaurus","Body Weight"
"c1579095-58df-4eda-b891-9380eb8b6baa","","C173522","Code_188","Code","NCI Thesaurus","Vital Signs Result"
"798737ec-2f47-42ce-bb39-c467000c0534","2023-09-29","C49668","Code_189","Code","http://www.cdisc.org","Centimeter"
"047cffb1-4cae-488f-8c0d-e14b066ecb1c","2023-09-29","C48500","Code_190","Code","http://www.cdisc.org","Inch"
"1dfe7ec2-5a38-4268-93bc-2c9ca4f6990e","2023-09-29","C28251","Code_191","Code","http://www.cdisc.org","Millimeter"
"e910802c-f0cf-4412-ab5e-b30562758996","2023-09-29","C41139","Code_192","Code","http://www.cdisc.org","Meter"
"84feb742-bafe-497f-a4db-cbbc4b7db304","","C168688","Code_193","Code","NCI Thesaurus","Unit of Height"
"080fe518-d6f9-4d95-9475-5c47e8f78399","","C164634","Code_187","Code","NCI Thesaurus","Body Height"
"3552b500-1920-4c84-8377-f7180ab820de","","C36292","Code_195","Code","NCI Thesaurus","Laboratory Test Result"
"fd596628-f198-408b-a205-325b01d382c0","","C83309","Code_196","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"9335dcd5-9013-4d57-b49f-c44e69c89c92","","C67365","Code_197","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"d7513743-a4f0-4b24-898a-a215a5ff16c5","","C70713","Code_198","Code","NCI Thesaurus","Biospecimen Type"
"58684a27-058b-4b55-8886-a08cc4ebe7b9","","C64433","Code_194","Code","NCI Thesaurus","Alanine Aminotransferase Measurement"
"f36d3ea1-401c-42c7-ba0f-63f4acb6f26c","","C36292","Code_200","Code","NCI Thesaurus","Laboratory Test Result"
"a870c429-20c0-4610-9a4b-687efcd83534","","C83309","Code_201","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"77870b23-d87a-4a0b-9bc7-4c902479de4c","","C48207","Code_202","Code","NCI Thesaurus","Unit of Concentration"
"ef956e1e-b0f4-4168-9b4f-f22d79248dbd","","C70713","Code_203","Code","NCI Thesaurus","Biospecimen Type"
"bef07d0c-7d1c-4133-9588-48796a47c636","","C64431","Code_199","Code","NCI Thesaurus","Albumin Measurement"
"95d64426-9288-46b7-9b4f-e2d0fbb4c525","","C36292","Code_205","Code","NCI Thesaurus","Laboratory Test Result"
"ea2eb6c8-5663-473d-acc9-4120070ec137","","C83309","Code_206","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"aeae1c54-a4d5-403a-b5ea-5babba04f32f","","C67365","Code_207","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"62878dd1-8422-4c01-9991-3de42a1f7b74","","C70713","Code_208","Code","NCI Thesaurus","Biospecimen Type"
"53249c3e-3c97-433f-bab0-03608a937d0c","","C64432","Code_204","Code","NCI Thesaurus","Alkaline Phosphatase Measurement"
"1e11cab7-2830-4fd9-8803-9c77c1ca8013","","C36292","Code_210","Code","NCI Thesaurus","Laboratory Test Result"
"db5da316-32ea-4206-8ae1-e408fb7deecf","","C83309","Code_211","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"39129dba-9f4d-4f58-9998-72569c27695c","","C67365","Code_212","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"0adc00c0-c2b0-45c3-9e35-10850201e2bf","","C70713","Code_213","Code","NCI Thesaurus","Biospecimen Type"
"8f2b8f8d-e2fc-40cd-bec6-614a3ebcc5b7","","C64467","Code_209","Code","NCI Thesaurus","Aspartate Aminotransferase Measurement"
"8f9d8652-67de-4efb-89c6-c5f455ec5b83","","C36292","Code_215","Code","NCI Thesaurus","Laboratory Test Result"
"09254a1a-a49f-46cf-bbb7-3d3ee3098c82","","C83309","Code_216","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"c1302a82-ec4d-4248-b155-22e0b92ee6dc","","C48207","Code_217","Code","NCI Thesaurus","Unit of Concentration"
"ebd201eb-7451-42e0-abdc-f2705aed3900","","C70713","Code_218","Code","NCI Thesaurus","Biospecimen Type"
"08290766-eb25-4645-8b7a-474cbc5eafa2","","C64547","Code_214","Code","NCI Thesaurus","Creatinine Measurement"
"14dfc4da-e6d8-466b-ad21-14768622a769","","C36292","Code_220","Code","NCI Thesaurus","Laboratory Test Result"
"ff66c8ba-dd78-40f6-8530-ede3c9b14f5a","","C83309","Code_221","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"633d62a0-4899-4a41-aa6d-4149362273d8","","C64567","Code_222","Code","NCI Thesaurus","Molarity Unit"
"8f44f4b9-8604-42f6-bf52-ccfaf22c837e","","C70713","Code_223","Code","NCI Thesaurus","Biospecimen Type"
"ce54d72f-6f95-46c0-b909-e0f80126164b","","C64853","Code_219","Code","NCI Thesaurus","Potassium Measurement"
"95546ae6-60b3-4c66-a93e-8ecc3938061a","","C36292","Code_225","Code","NCI Thesaurus","Laboratory Test Result"
"8902fc2a-2e79-4c22-955f-650e12a0be44","","C83309","Code_226","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"2318a1fc-b6c5-45f7-92c6-e9d79f62da42","","C64567","Code_227","Code","NCI Thesaurus","Molarity Unit"
"7edd7939-915e-4a91-b728-9f57b85e8539","","C70713","Code_228","Code","NCI Thesaurus","Biospecimen Type"
"d507402b-a80a-4a89-a80f-1ed000a08474","","C64809","Code_224","Code","NCI Thesaurus","Sodium Measurement"
"707a436f-f1fa-43e6-85a7-3b8c9c3d2466","","C173522","Code_230","Code","NCI Thesaurus","Vital Signs Result"
"a95ac4fd-ad38-4c96-a1a6-5cdcdace2c95","2023-09-29","C42547","Code_231","Code","http://www.cdisc.org","Pascal"
"a2272f52-046a-4db8-8ef8-fce890f490ff","","C49669","Code_232","Code","NCI Thesaurus","Unit of Pressure"
"dccc753b-3ae9-4dc4-83e8-2ad4da86a21c","","C83088","Code_233","Code","NCI Thesaurus","Vital Signs Location"
"b9596080-0eb9-4bec-9d6d-c7b6ef0c4779","","C123975","Code_234","Code","NCI Thesaurus","Vital Signs Laterality"
"099023a0-7b0a-4e01-b662-a678083f2748","","C82535","Code_235","Code","NCI Thesaurus","Test Method"
"93a69d2b-ea45-464c-8be2-de6ae821d360","","C83114","Code_236","Code","NCI Thesaurus","Vital Signs Position"
"51e11ac9-a7c2-4594-80f0-7a767079890d","","C25298","Code_229","Code","NCI Thesaurus","Systolic Blood Pressure"
"1ede3027-b771-4fc1-a914-365ac62500a0","","C173522","Code_238","Code","NCI Thesaurus","Vital Signs Result"
"0ead78a2-c8dd-4dd6-a414-27fe5724242b","2023-09-29","C42547","Code_239","Code","http://www.cdisc.org","Pascal"
"b5fc96a9-1680-48cd-8411-7a86feae66a4","","C49669","Code_240","Code","NCI Thesaurus","Unit of Pressure"
"3fff1ea8-a0cb-47d6-95a1-1b8f78e528d0","","C83088","Code_241","Code","NCI Thesaurus","Vital Signs Location"
"1b38d9b2-2490-4569-b883-fa39a248ae8e","","C123975","Code_242","Code","NCI Thesaurus","Vital Signs Laterality"
"ef33c01b-abb9-4097-bd67-118d64b62c2a","","C82535","Code_243","Code","NCI Thesaurus","Test Method"
"f47ac5bf-f325-4f2b-b385-09a42f8faecb","","C83114","Code_244","Code","NCI Thesaurus","Vital Signs Position"
"284c29c3-8dc7-4d87-8f6a-dc60d5d81e91","","C25299","Code_237","Code","NCI Thesaurus","Diastolic Blood Pressure"
"0934efa2-8533-49a5-a104-548b9ce8c3b0","","C173522","Code_246","Code","NCI Thesaurus","Vital Signs Result"
